season,date,matchweek,hometeam,awayteam,result,maxo_h,maxo_d,maxo_a,market_tracktake,psch,pscd,psca,diff_home,diff_draw,diff_away
13,2013-09-01,3,Arsenal,Tottenham,H,2.15,3.7,3.6,0.013164327117815455,2.225944157838774,3.4206022608990336,3.869875393673832,0.015542673895407644,-0.09317553821824054,0.07839208171350198
13,2013-09-01,3,Liverpool,Man United,H,2.63,3.4,2.98,0.00991625373961047,2.42768510075274,3.1519104879520867,3.69252943896005,-0.08040867323851497,-0.07968420528150755,0.21565399039116961
13,2013-09-01,3,West Brom,Swansea,A,2.7,3.47,2.9,0.003382394617612805,2.775093191970179,3.438258844463052,2.866916128469192,0.01912187191932002,-0.02844161178347515,0.003960828315268117
13,2013-09-14,4,Aston Villa,Newcastle,A,2.2,3.49,3.8,0.004236300571694773,2.182329451929525,3.559032610857029,3.8343732426425294,0.004607510175127505,-8.691744251343447e-5,-0.008001796723971277
13,2013-09-14,4,Everton,Chelsea,H,3.6,3.4,2.4,-0.011437908496731986,3.4932170296929277,3.5647156238679294,2.3083831833643322,0.04723525145625551,0.0338906934664025,-0.05316034704641426
13,2013-09-14,4,Fulham,West Brom,D,2.2,3.54,3.7,0.007301600521939511,2.2840471399827535,3.6198068513119526,3.497447183098591,0.045586237532371454,0.0017300553033476884,-0.0714755007821436
13,2013-09-14,4,Hull,Cardiff,D,2.5,3.3,3.27,0.008840700583820027,2.254400510204081,3.264290331517222,3.998755656108597,-0.10155206972764275,-0.01530357019088091,0.198875431552769
13,2013-09-14,4,Man United,Crystal Palace,H,1.25,7,16,0.005357142857142838,1.2055754263620106,8.25512664830936,20.24958046652123,-0.0411855785846561,0.170361243649503,0.2738870376541558
13,2013-09-14,4,Stoke,Man City,D,6.09,4.02,1.7,0.001195125502594152,5.969796614297893,3.9969015003261585,1.7173387520582981,-0.038034828533234255,-0.024304059051936888,0.021384190775298295
13,2013-09-14,4,Sunderland,Arsenal,A,6,3.9,1.7,0.011312217194570096,6.128064481723575,4.007203562924069,1.702806603074604,0.03678335910630115,0.006514539931573804,-0.012989265011316586
13,2013-09-14,4,Tottenham,Norwich,H,1.5,4.75,8.5,-0.00515995872033026,1.509792690881899,4.468170260853188,8.783320992225102,0.015655489096748187,-0.06826853134849864,0.0431222336710011
13,2013-09-15,4,Southampton,West Ham,D,1.9,3.74,5.08,-0.009454137681143449,1.725690644601628,3.9136198547215493,6.060461192350956,-0.05988376568692799,0.026119992188541996,0.1698578000099391
13,2013-09-16,4,Swansea,Liverpool,D,3.6,3.5,2.25,0.007936507936507908,3.233698430083972,3.366310668541674,2.5400344135359907,-0.08898317067088801,-0.04888978372389563,0.10678486218052896
13,2013-09-21,5,Chelsea,Fulham,H,1.33,6,13.6,-0.007924222320507268,1.3179693486590038,5.9257536606373815,13.79270248596632,0.008044942735590643,-0.033110380507877846,-0.007123996211182759
13,2013-09-21,5,Liverpool,Southampton,A,1.62,4.13,6.5,0.01326085506876451,1.7941176470588234,3.8125,5.545454545454545,0.09252085206807803,-0.09496683652835047,-0.14783996235100338
13,2013-09-21,5,Newcastle,Hull,A,1.85,3.65,5,0.014513143280266538,1.7924748125865444,3.646056721056721,5.957941848654139,-0.0412415314203346,-0.022227548092649263,0.1734027786468364
13,2013-09-21,5,Norwich,Aston Villa,A,2.45,3.44,3.2,0.011360939724727181,2.481831280501975,3.3806014561570112,3.3193216714532587,-0.0028220851025871907,-0.03655759978497175,0.03966931791589201
13,2013-09-21,5,West Brom,Sunderland,H,2.1,3.5,4.2,0,2.1756067588325654,3.5918036112801786,3.8175741239892185,0.029707707771281067,0.005422148625731982,-0.057891588693268825
13,2013-09-21,5,West Ham,Everton,A,3.39,3.4,2.45,-0.00273383689759088,3.516717325227964,3.3536231884057974,2.3954451345755694,0.017120368990986456,-0.01553022759755529,-5.686809045091223e-4
13,2013-09-22,5,Arsenal,Stoke,H,1.4,5.25,10.95,-0.003913894324853229,1.457174229640075,4.870834138237454,9.221976768001873,0.05344353933857482,-0.08781541651252633,-0.17196518937451344
13,2013-09-22,5,Cardiff,Tottenham,A,4.57,3.63,1.91,0.01786068383197814,4.032538120280871,3.548212393040871,2.1268216717930444,-0.13543072651777122,-0.04227571772993699,0.0967685572658854
13,2013-09-22,5,Crystal Palace,Swansea,A,3.5,3.4,2.45,-0.01200480192076836,4.0595175884925325,3.600526906376542,2.1011573447976426,0.15286064756635098,0.03754902426742546,-0.10103128938864003
13,2013-09-22,5,Man City,Man United,H,2.25,3.47,3.6,0.010406660262567868,2.430354267310789,3.408808582721626,3.387766554433221,0.07896507878398307,-0.03616383470878004,-0.07413193290132747
13,2013-09-28,6,Aston Villa,Man City,H,7,4.3,1.57,0.012357957551262233,7.488637701636644,4.54812643020595,1.5465664818597415,0.06804913720434635,0.06103177243447666,-0.03480715951756208
13,2013-09-28,6,Fulham,Cardiff,A,2.1,3.45,3.98,0.0173018300612795,2.185255920550038,3.471901929845855,3.9314183617372183,0.023800382101797135,-0.00886549205534326,-0.03277957843163115
13,2013-09-28,6,Hull,West Ham,H,2.41,3.3,3.31,0.02008286599178022,2.312162496903641,3.3465509823605335,3.72177033492823,-0.05948471671134903,-0.005858845295767856,0.10226526820680704
13,2013-09-28,6,Man United,West Brom,A,1.3,5.93,12.65,0.016916216710923138,1.3479338387825162,5.759353674798023,11.835267569310123,0.021537934905302203,-0.05050061331736211,-0.08533262555020571
13,2013-09-28,6,Southampton,Crystal Palace,H,1.5,4.5,9,0,1.4965541633242008,4.571107614507254,8.846976652576398,-0.0014304373071430954,0.009814715425884524,-0.010539395689746045
13,2013-09-28,6,Swansea,Arsenal,A,3.3,3.43,2.42,0.0077986330305439555,3.214834921735802,3.5414213264835666,2.459603860756598,-0.00596165589399178,0.01201558437055672,-0.00378397776903161
13,2013-09-28,6,Tottenham,Chelsea,D,2.8,3.38,2.9,-0.002171568484565789,2.6641081871345027,3.307168784029038,3.1030225627926775,-0.014812116335955916,-0.041145438670171286,0.055858023467105555
13,2013-09-29,6,Stoke,Norwich,A,2,3.47,4.5,0.010406660262567868,2.0288646060709974,3.5377689362142517,4.455345893733798,0.009673018025936342,-4.744494919124431e-4,-0.02064424759633554
13,2013-09-29,6,Sunderland,Liverpool,A,5.62,3.99,1.75,-8.91909489031395e-6,5.859486489647913,4.198449449973809,1.6916082735331366,0.021890855181724955,0.0313291758622527,-0.01894271508501677
13,2013-09-30,6,Everton,Newcastle,H,1.67,4.06,6.22,0.005879518108857118,1.6036735277301317,4.494371670071707,6.496409959467285,-0.03598490986644576,0.08467199435817063,0.023383746328520028
13,2013-10-05,7,Cardiff,Newcastle,A,2.45,3.4,3.25,0.009973220057253762,2.46485621542541,3.513947910420523,3.2287579350820454,0.003331426724451747,0.022904964502103553,-0.025409904545862116
13,2013-10-05,7,Fulham,Stoke,H,2.45,3.3,3.36,0.008812615955473113,2.7200472284364903,3.300731468215067,3.035857955333611,0.10147267452129971,0.0014293603259014631,-0.11456880466628716
13,2013-10-05,7,Hull,Aston Villa,D,2.5,3.35,3.32,-2.877180363243248e-4,2.3881703470031543,3.2352564102564103,3.6741082261586993,-0.01612682340112892,-0.05307697816458179,0.08508719198578008
13,2013-10-05,7,Liverpool,Crystal Palace,H,1.23,7.5,17,0.005164992826398818,1.2120641025641024,7.944621848739495,20.370825253178193,-0.03287096755875074,0.10755299098087101,0.27667633633057154
13,2013-10-05,7,Man City,Everton,H,1.67,4.2,5.61,0.015150752734409023,1.6454461970613654,4.251587689301416,6.367161371237457,-0.027018533697733438,-0.006355987326688739,0.11406868039600737
13,2013-10-05,7,Sunderland,Man United,A,6,4.1,1.67,0.009371500900637875,6.6197678558712525,4.620577563497192,1.5809923230509155,0.10844592570084877,0.12032110535764606,-0.06706950161579028
13,2013-10-06,7,Norwich,Chelsea,A,6.5,4.18,1.62,0.01036455422420346,6.329972303963994,4.444231762525446,1.6207175464255639,-0.038429893407851856,0.043354945112136445,-0.005971095727597575
13,2013-10-06,7,Southampton,Swansea,H,2.1,3.5,4.11,0.005213764337851812,2.3012682103591193,3.3908066993344548,3.696284780355577,0.09951419724663912,-0.03734337982503766,-0.11913152694584062
13,2013-10-06,7,Tottenham,West Ham,A,1.45,4.77,8.5,0.01694583710734343,1.5106339589936186,4.500430336168488,8.633692696192696,0.026735159661182895,-0.07658410168837015,-0.005878780704525188
13,2013-10-06,7,West Brom,Arsenal,D,4.9,4,1.81,0.00656782049836524,5.2791575515806635,4.184448524411805,1.7494882583726619,0.07908718164263817,0.06086571069488378,-0.0516566462243806
13,2013-10-19,8,Arsenal,Norwich,H,1.3,6,12.88,0.013537187450230803,1.3268592677345536,6.205618729096989,11.737601214574898,0.0052597930381115265,0.03321368218536436,-0.10935087017914569
13,2013-10-19,8,Chelsea,Cardiff,H,1.25,6.71,15.5,0.013547425604538255,1.332471264367816,5.944871794871794,12.29973474801061,0.05350452277749507,-0.1313992287268435,-0.22202742933354214
13,2013-10-19,8,Everton,Hull,H,1.5,4.57,9,-0.0034038414782397997,1.543016706557592,4.43489569964235,7.909237952818385,0.038003999871696115,-0.04687806385047688,-0.11119914527481822
13,2013-10-19,8,Man United,Southampton,D,1.58,4.33,7,0.006715417479296049,1.5635441995450623,4.659974869232342,6.857112143102855,-0.031267053156123104,0.07843556535495955,0.021708195884383663
13,2013-10-19,8,Newcastle,Liverpool,D,4.55,3.92,1.85,0.015422801137086717,4.201002506265664,4.068446601941748,1.9373555247341654,-0.09598568581965594,0.01619327489022293,0.036554160179462336
13,2013-10-19,8,Stoke,West Brom,D,2.38,3.36,3.57,-0.0021008403361344463,2.6396339633963395,3.3632401850223634,3.088065988065988,0.14484352307668136,-0.01886341755080323,-0.15213009773374242
13,2013-10-19,8,Swansea,Sunderland,H,1.62,4.17,6.95,9.76996180833023e-4,1.5860192408134386,4.369227198886053,7.111505628163482,-0.010221455523490075,0.026591844096244266,0.002549880534271187
13,2013-10-19,8,West Ham,Man City,A,5.7,3.88,1.73,0.01120523733503953,5.53438108405519,4.3601120348552875,1.6950318449320323,-0.04940425940242599,0.10018971974761048,-0.023818439599061714
13,2013-10-20,8,Aston Villa,Tottenham,A,4.12,3.6,2.05,0.008301102428500018,4.1415852151443655,3.509126389186359,2.11159640279528,-0.014716629301539386,-0.02839997799705396,0.02459282771603566
13,2013-10-21,8,Crystal Palace,Fulham,A,2.75,3.37,2.82,0.014982197758888205,2.9775974757719177,3.4670655539810005,2.6614826752618854,0.07683144842896406,0.008284720725221906,-0.07503442656624582
13,2013-10-26,9,Aston Villa,Everton,A,3.46,3.52,2.3,0.007890858827023894,3.4593781597573305,3.5104014364499165,2.3470707278589558,-0.021260540687876528,-0.023753977229433287,0.030306575288156834
13,2013-10-26,9,Crystal Palace,Arsenal,A,11,5.25,1.38,0.006022962544701915,13.749380238460628,6.019173126614986,1.3138296672306824,0.37056428886626347,0.13654336509852172,-0.06521335821367791
13,2013-10-26,9,Liverpool,West Brom,H,1.44,5,8.25,0.01565656565656548,1.4559519409842245,5.223100319754596,8.216456058561324,-0.004178394126773677,0.029952588332590846,-0.023538230935973847
13,2013-10-26,9,Man United,Stoke,H,1.36,5.5,11.8,0.0018580621771049355,1.336027518085985,6.007024489714849,11.759081895825501,-0.020526794291458206,0.10303063756513331,-0.02102102970383557
13,2013-10-26,9,Norwich,Cardiff,D,2.25,3.4,3.81,0.0010292831043179351,2.0393854767310255,3.5995153664302597,4.31330028328612,-0.07944510432044949,0.04933668993972096,0.10890622610658318
13,2013-10-26,9,Southampton,Fulham,H,1.65,4.18,6.5,-8.587903324744905e-4,1.6521616541353383,4.283382066276803,6.200705467372133,0.00444830435939525,0.003024312434023013,-0.02107292296761787
13,2013-10-27,9,Chelsea,Man City,H,2.44,3.5,3.2,0.008050351288056312,2.30214431472251,3.4174053382991927,3.6629673985362605,-0.07549814540237387,-0.018009734215860163,0.13942978487212487
13,2013-10-27,9,Sunderland,Newcastle,H,2.91,3.42,2.63,0.01626840938469165,2.9674106238891267,3.446683130153006,2.6818865776042617,5.364122975473062e-4,-0.011165767963242756,0.008203357985650861
13,2013-10-27,9,Swansea,West Ham,D,1.75,3.98,5.36,0.009252017014711011,1.7944582986977005,4.088510101010101,5.046913965087283,0.026179893804405552,0.004542335228156391,-0.07923807336463373
13,2013-10-27,9,Tottenham,Hull,H,1.44,4.77,9.15,0.013377667800804183,1.3781136895890995,5.053083528493365,13.076767676767677,-0.053541779151564106,0.04037650691445838,0.40356248751005075
13,2013-11-02,10,Arsenal,Liverpool,H,2.34,3.5,3.4,0.007182360123536569,2.1674114920240566,3.6089446070023206,3.8236410283820623,-0.0926906580963599,0.03975535876698766,0.12139990348603225
13,2013-11-02,10,Fulham,Man United,A,6.79,4.28,1.62,-0.0017957845622682544,6.807006786035484,4.945000445460756,1.5364096034250494,-0.019023731523973075,0.13056271300266142,-0.03627193447377863
13,2013-11-02,10,Hull,Sunderland,H,2.2,3.4,3.86,0.007730459117231359,2.430990899898888,3.2889876880984956,3.513701132626964,0.0980939351886001,-0.031869487630047266,-0.10773592465321313
13,2013-11-02,10,Man City,Norwich,H,1.2,7.9,21.16,0.0071745910203950825,1.2101186894929716,8.12508262945281,19.778830681208653,0.0041373082716475995,0.00704258800624924,-0.08476611324114858
13,2013-11-02,10,Newcastle,Chelsea,H,6,4.2,1.67,0.0035642999714857737,6.138972510776623,4.537944796172089,1.6214229721154205,0.01673698374989807,0.06878605669686921,-0.028998055396375344
13,2013-11-02,10,Stoke,Southampton,D,3.36,3.3,2.45,0.008812615955473113,3.1596441161658553,3.281952920662598,2.6398316970546984,-0.07829346855806629,-0.010210689332350587,0.07362587594970993
13,2013-11-02,10,West Brom,Crystal Palace,H,1.57,4.34,7.35,0.0034118434717218538,1.5949941695818755,4.416906931149809,6.819622507122506,0.021975004679996912,-0.002297354523675299,-0.09041015870749725
13,2013-11-02,10,West Ham,Aston Villa,D,2.25,3.5,3.68,0.0018978605935127124,2.178394487432587,3.532256481958447,3.8783565407094187,-0.020627335834184746,0.003462339881989296,0.03292277961555623
13,2013-11-03,10,Cardiff,Swansea,H,3.55,3.4,2.3,0.010590396599546192,3.4063643475408183,3.3961656518894987,2.427289565014116,-0.060306911124338836,-0.018901855568188575,0.05648262247644187
13,2013-11-03,10,Everton,Tottenham,D,2.54,3.43,3,0.018579310239281277,2.275128860716065,3.4790087062967636,3.662651394605683,-0.12157970609521884,-0.005301476862441423,0.2013082910149131
13,2013-11-09,11,Aston Villa,Cardiff,H,2.05,3.5,4.25,0.008813281410125162,2.304424484364604,3.405653883972468,3.6707646653595467,0.12382039033321468,-0.04070595457443271,-0.15336133842257782
13,2013-11-09,11,Chelsea,West Brom,D,1.31,6,12,0.013358778625954137,1.3310416537796512,6.173985517147152,11.52886847812221,-0.005617860348104076,0.05082579742504656,-0.04624922367193862
13,2013-11-09,11,Crystal Palace,Everton,D,6.5,4.1,1.62,0.01503254348782801,5.226793187630784,3.983774144958356,1.7932077992651423,-0.19111530722565262,-0.037926916464011806,0.08263978709932163
13,2013-11-09,11,Liverpool,Fulham,H,1.27,6.5,15,0.007914395315970157,1.2319536019536022,7.941519086973633,16.035759694850604,-0.047038145106942375,0.24826976986057891,0.11095941801969844
13,2013-11-09,11,Norwich,West Ham,H,2.63,3.3,3.09,0.006883035381687996,2.3470245240953522,3.4695145138800862,3.500127877237852,-0.10420920622507879,0.04393437663447086,0.11108560942807233
13,2013-11-09,11,Southampton,Hull,H,1.62,3.96,7.82,-0.0023135590058012134,1.611631304301316,3.967877071982354,7.843952360808304,0.011424062227620713,-0.019031169412144666,-0.01797989412837675
13,2013-11-10,11,Man United,Arsenal,H,2.35,3.52,3.6,-0.012599398237696069,2.35600485449428,3.5799034802055942,3.3759203759203755,0.01276970716571979,-0.00322296678155487,-0.015258396975075583
13,2013-11-10,11,Sunderland,Man City,H,9,5.06,1.41,0.017959427765163127,6.890344827586207,4.562100456621004,1.5731380884900017,-0.24567320786404045,-0.11462888967852836,0.09561697682236425
13,2013-11-10,11,Swansea,Stoke,D,2,3.5,4.4,0.01298701298701288,2.081177446102819,3.4176198257080608,4.407199297629499,0.020445006040612945,-0.028561872624025764,-0.0064632801227297865
13,2013-11-10,11,Tottenham,Newcastle,A,1.57,4.33,7.15,0.007749697236465458,1.5602792516408077,4.456483875601522,7.424073824800706,-0.0073713945789595225,0.010680221006190704,0.017282126339994486
13,2013-11-23,12,Arsenal,Southampton,H,1.67,4.21,6.25,-0.0036679135790176343,1.61219315349289,4.316187999541092,6.754885238052489,-0.018714887603962338,0.004667308239985513,0.07110861752278175
13,2013-11-23,12,Everton,Liverpool,D,3,3.4,2.62,0.009130369705133923,2.9606497626386483,3.4506883440409077,2.6850030605998776,-0.028460755605902777,-0.0042018345136281,0.02908043590272924
13,2013-11-23,12,Fulham,Swansea,A,3.48,3.3,2.4,0.007053291536050166,3.446493866293944,3.5994447775200067,2.314657123221081,-0.02953928425411978,0.07861748516264866,-0.030717206530855745
13,2013-11-23,12,Hull,Crystal Palace,A,1.87,3.5,5.07,0.017712302780175992,1.9787970898943592,3.5291948098115893,4.7327930397473335,0.03892792153814395,-0.007167542324742371,-0.08349399239490762
13,2013-11-23,12,Newcastle,Norwich,H,1.83,3.84,5,0.006864754098360626,1.8250960307298334,3.925485876150759,5.067445403758252,-0.010546752201053722,0.003114082473079094,0.02526344309450912
13,2013-11-23,12,Stoke,Sunderland,H,2.15,3.45,4.17,-0.00522049498924626,2.173100760809055,3.2341452637392982,4.335999170628397,-5.712107513194953e-4,-0.013025152050368471,0.018602483047216456
13,2013-11-23,12,West Ham,Chelsea,A,6.2,4.2,1.65,0.005446166736489344,6.497755814480664,4.19902144615024,1.6448721480053252,0.027354585621444105,-0.005748125709991503,-0.004672968235766239
13,2013-11-24,12,Cardiff,Man United,D,6,4.01,1.68,0.011281320508253145,5.521728039374569,3.909097669279963,1.7759347113700092,-0.04616318182577028,-0.045195895328527524,0.03538016908099162
13,2013-11-24,12,Man City,Tottenham,H,1.73,4,5.9,-0.002473792495346294,1.713165280801616,4.099359779061009,5.802327647476902,5.481762846417659e-4,0.023461493298793767,-0.03506455541362519
13,2013-11-25,12,West Brom,Aston Villa,D,2.15,3.5,3.88,0.00856252354693976,2.1949946261323507,3.4098986285032797,3.9816181590307758,0.006435918833346044,-0.015923204725961093,0.00691850618354195
13,2013-11-30,13,Aston Villa,Sunderland,D,2.05,3.5,4.33,0.00446604598015643,1.828014553014553,3.778577567683713,5.310433338366299,-0.12581170096599603,0.07683484607199564,0.25750239760646676
13,2013-11-30,13,Cardiff,Arsenal,A,6.5,4.12,1.67,-0.004633004342323499,7.511709601873537,4.352103120759837,1.5696109615855152,0.1629029969833815,0.03353155134935393,-0.04613277859377407
13,2013-11-30,13,Everton,Stoke,H,1.62,4.06,6.78,0.011081994705227416,1.5693296078766799,4.341132551658867,7.551124931406622,-0.037266501820787945,0.04951562977248902,0.0931854915539152
13,2013-11-30,13,Newcastle,West Brom,H,2.07,3.55,4,0.014781928284683943,2.0722039814239652,3.7236558854014405,4.0181823396139835,-0.018452338055682582,0.028467141945459185,0.00506189553228209
13,2013-11-30,13,Norwich,Crystal Palace,H,2,3.5,4.4,0.01298701298701288,2.019410581133862,3.6410584720443877,4.344792462439521,-5.912120752336048e-4,0.028210193916834658,-0.032390582600112516
13,2013-11-30,13,West Ham,Fulham,H,1.95,3.55,4.75,0.005036969455056939,1.7167427606479453,4.2203259532595325,5.538539144471347,-0.11062920163363565,0.16401100617175235,0.1416712511660856
13,2013-12-01,13,Chelsea,Southampton,H,1.57,4.4,7.3,0.0012017038018259374,1.6423048141681218,4.3315789473684205,6.240758293838863,0.026686244091177036,3.2456494142429904e-4,-0.10187534717771796
13,2013-12-01,13,Hull,Liverpool,H,7.05,4.13,1.62,0.0012586728538164227,6.199454002729986,4.184119945736905,1.6675099050247322,-0.1386617762266359,-0.007653209095762836,0.040346870834291115
13,2013-12-01,13,Man City,Swansea,H,1.3,6,13.32,0.010972510972510952,1.2953062581674268,6.384737933959127,14.013785816709012,-0.02172996321961107,0.09209601900172903,0.032953784314115664
13,2013-12-01,13,Tottenham,Man United,D,2.8,3.5,2.7,0.013227513227513032,2.816043263699992,3.3772113053793387,2.8670585402162967,-0.01493192779022856,-0.038421501807364145,0.04782008329905918
13,2013-12-03,14,Crystal Palace,West Ham,H,3.36,3.3,2.6,-0.014735264735264764,3.263473344495402,3.4878371369294605,2.4578033625730993,-0.048618828943847836,0.04158834916543963,0.007309645756314875
13,2013-12-04,14,Arsenal,Hull,H,1.23,7.5,17,0.005164992826398818,1.332471264367816,5.944871794871794,12.29973474801061,0.06377348071277655,-0.16604835039506083,-0.2451299723403566
13,2013-12-04,14,Fulham,Tottenham,A,6.42,3.94,1.7,-0.002194359407978741,6.410910910910911,4.161468486029889,1.656407603776025,-0.020348917778751474,0.03618451362915387,-0.00914506598067888
13,2013-12-04,14,Liverpool,Norwich,H,1.29,6.26,12.1,0.017582835494472704,1.2781631520532744,6.9532075471698125,13.548529411764708,-0.026296322699824848,0.09154359837407489,0.10036562672748706
13,2013-12-04,14,Man United,Everton,A,1.76,3.94,5.5,0.0038071065989848663,1.8371338509198825,4.033483817941418,4.813495955762151,0.02216423272423418,0.002482143451632668,-0.06103491702475894
13,2013-12-04,14,Southampton,Aston Villa,A,1.73,3.8,5.78,0.014202957440604402,1.7102272727272727,3.909090909090909,6.270833333333334,-0.025525219898292817,0.018903721443730426,0.06326775314442323
13,2013-12-04,14,Stoke,Cardiff,D,2.12,3.4,4,0.01581576026637066,2.324588065909454,3.3543397968605726,3.6805977710233027,0.075164033966024,-0.029776160002817242,-0.08633739898414661
13,2013-12-04,14,Sunderland,Chelsea,A,6.76,4.33,1.57,0.015818551459165997,6.671722566403189,4.614183698596404,1.5788045767824344,-0.03468320150702864,0.07199155978642513,-0.01642539849182134
13,2013-12-04,14,Swansea,Newcastle,H,2.2,3.55,3.6,0.014013373168302756,2.285575482107274,3.5814151527663083,3.5303978428978424,0.01820146967602465,-0.01124852253039954,-0.017026482957855693
13,2013-12-04,14,West Brom,Man City,A,6.09,4.2,1.65,0.008359456635318674,7.214487769704365,4.931937966860047,1.5183032170705515,0.1611158486667108,0.20849527927120404,-0.09809267913143294
