hometeam,awayteam,season,type,first_odd,last_odd,diff
Man City,Chelsea,14,draw,3.630565389979616,3.5185800126502214,-0.03084516192394582
Man City,Chelsea,14,away,3.1818438249259557,3.120827489481066,-0.019176408020688873
Tottenham,West Brom,14,home,1.5595538449454087,1.5321465512548316,-0.017573804059029752
Tottenham,West Brom,14,draw,4.474798287130944,4.810940170940172,0.0751188907835103
Tottenham,West Brom,14,away,7.390042729316479,7.170445859872612,-0.029715236770245013
Arsenal,Tottenham,14,home,1.8359310997861498,1.8619346318917136,0.01416367537354346
Arsenal,Tottenham,14,draw,3.937052247319188,3.9680574122282417,0.00787522312668476
Arsenal,Tottenham,14,away,4.967213586643639,4.741319882303489,-0.045476946058360834
Chelsea,Aston Villa,14,home,1.2469890393294647,1.2424099516532223,-0.0036721154170726855
Chelsea,Aston Villa,14,draw,7.205961251862891,7.291520699866453,0.011873426044505031
Chelsea,Aston Villa,14,away,16.86501569584932,17.251167689348843,0.02289662817180549
Crystal Palace,Leicester,14,home,2.6937276169037143,2.7198463901689705,0.009696144889095315
Crystal Palace,Leicester,14,draw,3.4385841170323928,3.5653417099593248,0.03686331019184941
Crystal Palace,Leicester,14,away,2.9590189731139285,2.8420866773675764,-0.039517251091938155
Hull,Man City,14,home,6.92432336182336,7.467775467775468,0.07848450708532506
Hull,Man City,14,draw,4.40546051886258,4.907103825136612,0.11386852841517414
Hull,Man City,14,away,1.5908607429225983,1.5098781000420343,-0.050904922533816066
Liverpool,Everton,14,home,1.9995842103895427,1.9586813676355943,-0.02045567400533732
Liverpool,Everton,14,draw,3.8869468579511013,3.764340753424658,-0.03154303596295416
Liverpool,Everton,14,away,4.12159194386416,4.4682418699187,0.08410583356525625
Man United,West Ham,14,home,1.4207941351332447,1.3465608465608467,-0.05224774422751699
Man United,West Ham,14,draw,5.560518054046656,6.6103896103896105,0.1888082272440268
Man United,West Ham,14,away,8.596315594583158,9.425925925925926,0.09650766333724814
Southampton,QPR,14,home,1.4980842810216461,1.5992700628150336,0.067543450709183
Southampton,QPR,14,draw,4.718455932741647,4.4209121481638505,-0.06305956626894038
Southampton,QPR,14,away,8.295514318038231,6.733232557456925,-0.18832849907620475
Sunderland,Swansea,14,home,3.016780415942546,2.935794542536115,-0.026845133632680374
Sunderland,Swansea,14,draw,3.291959710640008,3.4250936329588013,0.040442148149167245
Sunderland,Swansea,14,away,2.741601121245084,2.7217261904761902,-0.007249388182285044
West Brom,Burnley,14,home,2.0494563240227976,1.9557483678665817,-0.045723324306946145
West Brom,Burnley,14,draw,3.527919841352677,3.524421537926236,-9.91605133834339e-4
West Brom,Burnley,14,away,4.374212751272539,4.879184730250483,0.11544293972236219
Stoke,Newcastle,14,home,2.1746204890464504,2.214969545525535,0.01855452787386236
Stoke,Newcastle,14,draw,3.491644165511202,3.439837496968227,-0.014837327656322175
Stoke,Newcastle,14,away,3.940861543530187,3.878748512901858,-0.015761282131391163
Aston Villa,Man City,14,home,8.20067715417825,8.866760563380282,0.08122297667365963
Aston Villa,Man City,14,draw,4.655539701191875,5.095839404241542,0.0945754372875276
Aston Villa,Man City,14,away,1.5077021351781128,1.447218390804598,-0.0401165077386918
Hull,Crystal Palace,14,home,2.161266216297005,2.225889507562295,0.029900662296018288
Hull,Crystal Palace,14,draw,3.5069602755008007,3.522623303252256,0.004466268939763873
Hull,Crystal Palace,14,away,3.965719613865731,3.747254354474139,-0.055088427993686406
Leicester,Burnley,14,home,1.8280820205051262,1.7554605887939223,-0.039725477794009256
Leicester,Burnley,14,draw,3.799142523060933,4.133497316636852,0.08800796273010913
Leicester,Burnley,14,away,5.269778338439358,5.307206431237439,0.007102403629592802
Liverpool,West Brom,14,home,1.4890871292860715,1.5077728241907347,0.012548422813661642
Liverpool,West Brom,14,draw,4.875230464374947,4.778009828009829,-0.019941751897791127
Liverpool,West Brom,14,away,8.108385395770046,7.844493747478823,-0.03254552360435281
Sunderland,Stoke,14,home,2.6015755950385517,2.7235654885654887,0.046890774098428345
Sunderland,Stoke,14,draw,3.2953290870488328,3.315201437392449,0.006030460029536222
Sunderland,Stoke,14,away,3.203508771929825,3.019383462978969,-0.05747613696713472
Swansea,Newcastle,14,home,1.9584598296927065,2.064556786703601,0.05417367024961739
Swansea,Newcastle,14,draw,3.7231137387387387,3.6896287128712872,-0.008993822971090637
Swansea,Newcastle,14,away,4.528938356164384,4.08823126079921,-0.09730913973808519
Chelsea,Arsenal,14,home,1.7034163639508735,1.7556059961223816,0.03063821228678365
Chelsea,Arsenal,14,draw,4.18204017496921,4.072597630539711,-0.02616965400871718
Chelsea,Arsenal,14,away,5.752855265079597,5.409716150842222,-0.059646749036128766
Man United,Everton,14,home,1.6915550497286371,1.6216892377756473,-0.0413027125331793
Man United,Everton,14,draw,4.269647986965657,4.569287915242076,0.07017907077847108
Man United,Everton,14,away,5.726830951490928,6.078784815813118,0.06145700253829944
Tottenham,Southampton,14,home,2.205175428371605,2.4994775339602926,0.13345972470136447
Tottenham,Southampton,14,draw,3.522155198093536,3.550278293135436,0.00798462687195678
Tottenham,Southampton,14,away,3.808011272141707,3.142200328407225,-0.17484479329285596
West Ham,QPR,14,home,1.947945521698984,1.9303709914064138,-0.009022085113161604
West Ham,QPR,14,draw,3.681719022687609,3.7483923483923487,0.018109292233840613
West Ham,QPR,14,away,4.650592449710663,4.647189423756181,-7.31740308633877e-4
Arsenal,Hull,14,home,1.4673207813153917,1.449508713385243,-0.012139177851881122
Arsenal,Hull,14,draw,4.9623973645874715,5.063072689007609,0.02028763861970706
Arsenal,Hull,14,away,8.549181496691762,8.880792821444798,0.038788663555845426
Burnley,West Ham,14,home,2.8879107594241127,2.7817446137677355,-0.03676226673899996
Burnley,West Ham,14,draw,3.4389608689962046,3.525581085581086,0.025187904103766368
Burnley,West Ham,14,away,2.7552505478604608,2.802123695187279,0.017012299430705813
Crystal Palace,Chelsea,14,home,8.678308281756559,9.22537381751602,0.06303826944123392
Crystal Palace,Chelsea,14,draw,4.77817444219067,4.61779508916638,-0.03356498490472859
Crystal Palace,Chelsea,14,away,1.4804172951231778,1.481372318427268,6.45104125192475e-4
Everton,Aston Villa,14,home,1.5944055944055944,1.55876362221069,-0.022354394841540892
Everton,Aston Villa,14,draw,4.384615384615384,4.788358839470748,0.09208184058104774
Everton,Aston Villa,14,away,6.909090909090908,6.683326380197468,-0.03267644497141897
Man City,Tottenham,14,home,1.4960785420075606,1.507715070809554,0.007778019987091378
Man City,Tottenham,14,draw,4.87497701783416,5.073257467994311,0.040673104598191845
Man City,Tottenham,14,away,7.907843722039963,7.161646586345381,-0.09436164420078941
Newcastle,Leicester,14,home,2.3064992552323083,2.1676842318696914,-0.060184291431143566
Newcastle,Leicester,14,draw,3.680147700570661,3.633160895668919,-0.012767641063551771
Newcastle,Leicester,14,away,3.3931166821417516,3.795991636091056,0.1187330091150911
Southampton,Sunderland,14,home,1.6200902240587958,1.5585714285714285,-0.037972450283197734
Southampton,Sunderland,14,draw,4.197969637183798,4.584033613445378,0.09196445177735257
Southampton,Sunderland,14,away,6.918498503999511,7.1307189542483655,0.03067435081848635
QPR,Liverpool,14,home,6.642861348248453,6.9766737891737884,0.05025130338048567
QPR,Liverpool,14,draw,4.381028189795758,4.399887703537338,0.004304814514891175
QPR,Liverpool,14,away,1.6097731488086744,1.5888483373884832,-0.012998608801293998
Stoke,Swansea,14,home,2.601011641752857,2.4294809938224287,-0.06594766635293925
Stoke,Swansea,14,draw,3.3762151114517476,3.3788160040135455,7.703574789936773e-4
Stoke,Swansea,14,away,3.131414015757361,3.419647617355099,0.09204582982235454
West Brom,Man United,14,home,5.157754587981288,4.9242123472194645,-0.04527982802943531
West Brom,Man United,14,draw,4.054710042432815,4.016852308083786,-0.009336730358729617
West Brom,Man United,14,away,1.787340698805397,1.8249151348908574,0.021022537063344338
Liverpool,Hull,14,home,1.4712239180930924,1.4285163776493257,-0.029028579483075245
Liverpool,Hull,14,draw,4.944947058035116,5.356936416184971,0.08331522123789115
Liverpool,Hull,14,away,8.469754361799817,8.826190476190478,0.042083406337998897
Southampton,Stoke,14,home,1.6802168021680217,1.6395143072289158,-0.02422454940730656
Southampton,Stoke,14,draw,4.175084175084175,4.226077251552796,0.012213664283210024
Southampton,Stoke,14,away,6.048780487804879,6.517323954201901,0.07746081500918511
Sunderland,Arsenal,14,home,5.31324021533537,4.84481961147086,-0.08816100625613144
Sunderland,Arsenal,14,draw,4.028272332164052,3.835057208237986,-0.04796476206023237
Sunderland,Arsenal,14,away,1.7744794577127723,1.876730123180291,0.057622907395792344
Swansea,Leicester,14,home,1.9554882999926184,1.8775473561360985,-0.039857535254398724
Swansea,Leicester,14,draw,3.7887585812356983,3.8367272060172444,0.01266077628147566
Swansea,Leicester,14,away,4.450772849462366,4.83672525439408,0.08671581722673971
West Brom,Crystal Palace,14,home,1.9285510604170382,1.8868658229001198,-0.021614795880957494
West Brom,Crystal Palace,14,draw,3.69383853899983,3.885923667702409,0.05200149564593293
West Brom,Crystal Palace,14,away,4.744847847057793,4.701865645172731,-0.009058710262272007
West Ham,Man City,14,home,6.795591686221924,6.66926140985722,-0.01859003339191767
West Ham,Man City,14,draw,4.805891417733522,4.759381036743437,-0.009677784399885536
West Ham,Man City,14,away,1.5509458503089075,1.562629396184004,0.007533174593277625
Burnley,Everton,14,home,4.579547209005291,4.286104472516217,-0.06407680128551652
Burnley,Everton,14,draw,3.88598549361028,3.5513437057991513,-0.08611503783567376
Burnley,Everton,14,away,1.9072947173362793,2.0614121510673233,0.08080420520761677
Man United,Chelsea,14,home,2.9793837535014,2.9208955223880593,-0.019630982764339944
Man United,Chelsea,14,draw,3.5711791565941438,3.421328671328671,-0.04196106627380358
Man United,Chelsea,14,away,2.6018590998043045,2.737062937062937,0.05196431938562762
Tottenham,Newcastle,14,home,1.7977377465486974,1.5869254341164454,-0.11726533129594141
Tottenham,Newcastle,14,draw,4.014266672691126,4.526806526806527,0.12767957286001597
Tottenham,Newcastle,14,away,5.1378527642840615,6.71391529818496,0.30675509910617627
QPR,Aston Villa,14,home,2.3771695477562425,2.3613237514971623,-0.00666582502457036
QPR,Aston Villa,14,draw,3.387211544442371,3.4039861872231816,0.004952345774899669
QPR,Aston Villa,14,away,3.519843321784994,3.536874536874537,0.00483862874922103
Arsenal,Burnley,14,home,1.3028689736764272,1.2779230263953951,-0.01914693479163887
Arsenal,Burnley,14,draw,6.320950255102042,6.788327116212338,0.07394091746459286
Arsenal,Burnley,14,away,13.466372282608697,14.251397590361444,0.058295232842075606
Chelsea,QPR,14,home,1.2120938674465438,1.1871825182672457,-0.020552326720188363
Chelsea,QPR,14,draw,7.944816946288271,8.9243375511124,0.12329051901966714
Chelsea,QPR,14,away,20.361139840551605,21.92193925972794,0.07665579782855869
Everton,Swansea,14,home,1.7747680890538033,1.9581120943952806,0.10330589470944629
Everton,Swansea,14,draw,3.9269293924466337,3.6714601769911512,-0.06505571909361862
Everton,Swansea,14,away,5.4977011494252865,4.6097222222222225,-0.1615182242664992
Hull,Southampton,14,home,4.086172782227802,4.3701250515322245,0.06949100893124993
Hull,Southampton,14,draw,3.678574499711313,3.9106492867683227,0.06308823895648241
Hull,Southampton,14,away,2.0685612837711815,1.9400087845586977,-0.06214584997845485
Leicester,West Brom,14,home,2.3978451856958514,2.560729250759236,0.06792935008275602
Leicester,West Brom,14,draw,3.5304444010670832,3.55033378192914,0.005633676274874988
Leicester,West Brom,14,away,3.3365760669044398,3.0504304620598073,-0.08576025215876726
Newcastle,Liverpool,14,home,3.8470457806182345,3.6237655304237015,-0.05803940554059406
Newcastle,Liverpool,14,draw,3.816432684220742,3.725843432689158,-0.023736630258442748
Newcastle,Liverpool,14,away,2.091894920495326,2.194674898707312,0.04913247659096065
Stoke,West Ham,14,home,2.4696536852387707,2.469058015070285,-2.4119582921522387e-4
Stoke,West Ham,14,draw,3.4391458344027512,3.3975054504892768,-0.01210776917248868
Stoke,West Ham,14,away,3.2860681266400174,3.326086416995508,0.012178168197751083
Aston Villa,Tottenham,14,home,3.972175310525169,4.466151363288882,0.1243590763617135
Aston Villa,Tottenham,14,draw,3.604570397468855,3.7319894953509833,0.03534931596053803
Aston Villa,Tottenham,14,away,2.1239394976587023,1.9679616737779775,-0.07343797883728087
Man City,Man United,14,home,1.9374867402544658,2.0670327602667653,0.06686291953424428
Man City,Man United,14,draw,3.88517077914185,3.7554506089995185,-0.03338853747144266
Man City,Man United,14,away,4.415430308053598,4.0010386597242835,-0.09385079582696121
Crystal Palace,Sunderland,14,home,2.1229536746778126,2.153014036757271,0.014159688191981212
Crystal Palace,Sunderland,14,draw,3.5518648018648014,3.5101271499739397,-0.011750912328912011
Crystal Palace,Sunderland,14,away,4.041777188328912,3.9897084756971237,-0.012882628162220966
Burnley,Hull,14,home,2.570846905537459,2.592828122239887,0.008550185020773204
Burnley,Hull,14,draw,3.4277958740499455,3.399258916164891,-0.008325162563235677
Burnley,Hull,14,away,3.1319444444444438,3.123643328367738,-0.0026504672173961463
Liverpool,Chelsea,14,home,3.4256437204414083,3.5195448798988624,0.027411245044874244
Liverpool,Chelsea,14,draw,3.5275974025974026,3.5602332600133,0.009251582221901922
Liverpool,Chelsea,14,away,2.355130057803468,2.298893476465731,-0.023878333662042728
Man United,Crystal Palace,14,home,1.3297984099943214,1.3389588321618908,0.006888579576214582
Man United,Crystal Palace,14,draw,6.004551282051282,6.183741171434686,0.029842344742568194
Man United,Crystal Palace,14,away,12.275062246101427,10.936533972620024,-0.10904452023504163
QPR,Man City,14,home,7.269513742071881,6.8387608778939315,-0.05925470113427156
QPR,Man City,14,draw,4.815798319327731,4.925536108483129,0.022787040045878948
QPR,Man City,14,away,1.5272087693428322,1.5366858520267614,0.0062054925784686965
Southampton,Leicester,14,home,1.4667549129416555,1.4894376609620894,0.015464579542428414
Southampton,Leicester,14,draw,4.91974043715847,5.039604140515563,0.02436382668723147
Southampton,Leicester,14,away,8.69867149758454,7.68182574455105,-0.11689667247646363
West Ham,Aston Villa,14,home,1.7861978863115358,1.7373024959926724,-0.027374005250802025
West Ham,Aston Villa,14,draw,3.8071532091097304,4.057112299465241,0.06565511725596185
West Ham,Aston Villa,14,away,5.634178475679815,5.620684545858646,-0.0023950128451585284
Sunderland,Everton,14,home,4.154906083543595,3.9924072029335194,-0.039110121226009764
Sunderland,Everton,14,draw,3.552597830646611,3.5748340005858807,0.006259129515716166
Sunderland,Everton,14,away,2.0927659634556184,2.128604860747718,0.017125133874464238
Swansea,Arsenal,14,home,3.66498369210698,4.183589178770564,0.14150280880661725
Swansea,Arsenal,14,draw,3.573103878098727,3.724414756710381,0.04234718154686479
Swansea,Arsenal,14,away,2.2357421408674893,2.0305713331105912,-0.09176854701020654
Tottenham,Stoke,14,home,1.7231028608405123,1.921244131455399,0.11499097071792641
Tottenham,Stoke,14,draw,3.986587092240476,3.627881205673759,-0.08997818892879694
Tottenham,Stoke,14,away,5.923803326321525,4.90530416541804,-0.17193331797123268
West Brom,Newcastle,14,home,2.306369293739297,2.1638803029277502,-0.06178064857104071
West Brom,Newcastle,14,draw,3.5207849838055645,3.5622369137820042,0.011773490902484696
West Brom,Newcastle,14,away,3.5411953315377707,3.8888603557333625,0.0981773078427215
Arsenal,Man United,14,home,2.2039404736952424,2.0459678963056143,-0.07167733397298293
Arsenal,Man United,14,draw,3.7446581196581197,3.856649484536083,0.029906966483815633
Arsenal,Man United,14,away,3.581403269754768,3.9691777188328916,0.10827444436456202
Chelsea,West Brom,14,home,1.2682723002463503,1.2473042742276768,-0.01653274775030622
Chelsea,West Brom,14,draw,6.791393607770779,7.105544840887175,0.04625725605963127
Chelsea,West Brom,14,away,15.556791682860476,17.380469394975822,0.1172271088597634
Everton,West Ham,14,home,1.8873433026497395,1.665522232181772,-0.11753085416762354
Everton,West Ham,14,draw,3.897108873579462,4.485670306305509,0.15102514500331576
Everton,West Ham,14,away,4.682651761709353,5.660732003857066,0.20887315391368655
Leicester,Sunderland,14,home,2.140926257205327,2.0105877722382575,-0.06087948360127449
Leicester,Sunderland,14,draw,3.578405315614618,3.776230841259672,0.05528315218564783
Leicester,Sunderland,14,away,3.945421245421246,4.204884071889148,0.0657630225844743
Man City,Swansea,14,home,1.4163905051016106,1.385673178858095,-0.021687046145026256
Man City,Swansea,14,draw,5.461764825427794,5.787223276407336,0.059588514222424394
Man City,Swansea,14,away,9.018025877805218,9.475559237779619,0.0507354232704591
Newcastle,QPR,14,home,1.8881259753156474,1.8578543560234528,-0.01603262689457674
Newcastle,QPR,14,draw,3.786458036984352,3.807580630751362,0.005578457112344726
Newcastle,QPR,14,away,4.847891017702338,5.0223315558436195,0.03598276807467471
Stoke,Burnley,14,home,1.716622369395669,1.6867121848739495,-0.01742385806859159
Stoke,Burnley,14,draw,3.9747982243744957,3.823214285714286,-0.03813626003218418
Stoke,Burnley,14,away,6.028614273472885,6.86951871657754,0.1394855276783593
Crystal Palace,Liverpool,14,home,4.74331550802139,4.337915961646925,-0.08546754810825807
Crystal Palace,Liverpool,14,draw,3.81505376344086,3.674469991042102,-0.0368497486840037
Crystal Palace,Liverpool,14,away,1.8973262032085563,2.010751633986928,0.059781723662783115
Hull,Tottenham,14,home,3.7973667308927426,3.4322373696872495,-0.09615330492971719
Hull,Tottenham,14,draw,3.531959378733572,3.5035301340427707,-0.008049142598292036
Hull,Tottenham,14,away,2.2049226179377217,2.3628459043544265,0.07162305159008775
Aston Villa,Southampton,14,home,5.645649470779123,5.907069454287739,0.04630467847174691
Aston Villa,Southampton,14,draw,3.862276443005934,4.162494537736438,0.07773086653964367
Aston Villa,Southampton,14,away,1.7731823247573417,1.6935639540790408,-0.04490140103849538
Burnley,Aston Villa,14,home,2.194536232997771,2.397425249169435,0.09245188715545338
Burnley,Aston Villa,14,draw,3.450015101177892,3.3563953488372094,-0.027136041320143578
Burnley,Aston Villa,14,away,3.9297509288564747,3.5094224924012156,-0.1069605794526961
Liverpool,Stoke,14,home,1.772696403542994,1.7574437457383134,-0.0086042132054851
Liverpool,Stoke,14,draw,3.9834729527891417,4.0257723012842765,0.0106187111087368
Liverpool,Stoke,14,away,5.409780403915688,5.4766851611380005,0.012367370249240839
Man United,Hull,14,home,1.3591191603210537,1.4063310220078384,0.03473710257725471
Man United,Hull,14,draw,5.773701696100717,5.4520804114071995,-0.055704520535019175
Man United,Hull,14,away,10.98536163417393,9.477448191791956,-0.13726570800282678
QPR,Leicester,14,home,2.3667424387027363,2.5789136013686913,0.08964691687459281
QPR,Leicester,14,draw,3.478703325851867,3.404573687182383,-0.021309560409648043
QPR,Leicester,14,away,3.4480988977651936,3.139546992970581,-0.089484644710914
Sunderland,Chelsea,14,home,10.383491847826088,9.06745718050066,-0.12674297689182035
Sunderland,Chelsea,14,draw,5.212105711849959,5.6034847744667005,0.07509039230093206
Sunderland,Chelsea,14,away,1.404825367647059,1.405965270684372,8.11419741958419e-4
Swansea,Crystal Palace,14,home,1.8443816758159923,1.9365664772153628,0.04998141252871968
Swansea,Crystal Palace,14,draw,3.8008528457423485,3.5979366655632794,-0.053387012971673586
Swansea,Crystal Palace,14,away,5.135736821056685,4.8618011033248845,-0.053339126843232276
West Brom,Arsenal,14,home,4.780993897122929,5.072456757549105,0.06096281791984093
West Brom,Arsenal,14,draw,3.779845602426248,3.8681310082718534,0.023356881505672167
West Brom,Arsenal,14,away,1.9001386001386003,1.8371070751686902,-0.03317206700885522
West Ham,Newcastle,14,home,2.1626998437312177,2.356831119544592,0.08976339290728741
West Ham,Newcastle,14,draw,3.6113006824568443,3.4791316526610645,-0.03659873309299255
West Ham,Newcastle,14,away,3.835731798315744,3.4689289205418237,-0.09562787417383622
Southampton,Man City,14,home,3.142295081967213,2.9893531833305134,-0.04867203577232193
Southampton,Man City,14,draw,3.5707898658718324,3.519886854092243,-0.014255392697873348
Southampton,Man City,14,away,2.489350649350649,2.622060642033931,0.05331108846312982
Tottenham,Everton,14,home,2.286465285674264,2.293370444090222,0.0030200145435059778
Tottenham,Everton,14,draw,3.6542614833544036,3.598043407839326,-0.015384250900259189
Tottenham,Everton,14,away,3.460320231444533,3.4961158325464274,0.010344592034174482
Burnley,Newcastle,14,home,2.9274874843554444,2.9787636693297066,0.01751542414725371
Burnley,Newcastle,14,draw,3.355900286944046,3.3970147324890148,0.01225139069385417
Burnley,Newcastle,14,away,2.7744829120023726,2.703330042371138,-0.025645452463746832
Crystal Palace,Aston Villa,14,home,2.1217673814165043,2.104490611836939,-0.008142631341627626
Crystal Palace,Aston Villa,14,draw,3.4886752136752133,3.5245109761346796,0.010272025988258937
Crystal Palace,Aston Villa,14,away,4.1313259109311735,4.147685380610666,0.003959859384660591
Leicester,Liverpool,14,home,3.8796343321482984,4.212222222222222,0.08572660761298012
Leicester,Liverpool,14,draw,3.6550239234449764,3.671670702179177,0.004554492414514888
Leicester,Liverpool,14,away,2.1337988826815644,2.0398170567662093,-0.0440443692599779
Man United,Stoke,14,home,1.4728569671627105,1.640756886767635,0.11399607928552924
Man United,Stoke,14,draw,4.807241490044959,4.1783249911473925,-0.13082689941829495
Man United,Stoke,14,away,8.847369976359339,6.61398272988941,-0.2524351589724022
Swansea,QPR,14,home,1.7540460365739174,1.7153284671532845,-0.02207329147201742
Swansea,QPR,14,draw,4.038385060949252,4.196428571428571,0.039135324664203885
Swansea,QPR,14,away,5.486492835330044,5.595238095238095,0.019820541677880277
West Brom,West Ham,14,home,2.592828122239887,2.4884828195471242,-0.04024381785963549
West Brom,West Ham,14,draw,3.399258916164891,3.41656452683724,0.005090995154871436
West Brom,West Ham,14,away,3.123643328367738,3.2737827257156837,0.04806547405218686
Arsenal,Southampton,14,home,1.8157215696798301,1.8376033123403714,0.012051265472601935
Arsenal,Southampton,14,draw,3.9374636286315416,3.8079224194608807,-0.03289965860984545
Arsenal,Southampton,14,away,5.120742853816149,5.175915996425379,0.010774441166893078
Chelsea,Tottenham,14,home,1.4716403716874142,1.4918999243488598,0.013766646424775209
Chelsea,Tottenham,14,draw,5.038324328068717,4.9764059120403745,-0.012289485947419632
Chelsea,Tottenham,14,away,8.196219292314627,7.766054400720091,-0.0524833311863544
Everton,Hull,14,home,1.5324437467294612,1.573892131466845,0.027047247134417196
Everton,Hull,14,draw,4.5053846153846155,4.51727481888536,0.0026391095357636285
Everton,Hull,14,away,7.968707482993198,6.980313803843216,-0.12403437838061071
Sunderland,Man City,14,home,7.3681798715203435,7.135358240425561,-0.03159825562818974
Sunderland,Man City,14,draw,4.759253112033195,4.964170661553212,0.04305666134921626
Sunderland,Man City,14,away,1.5286680231370007,1.5188119683191552,-0.006447478895790448
Hull,West Brom,14,home,2.450204003395493,2.5007973733583495,0.02064863574328668
Hull,West Brom,14,draw,3.358821321321322,3.3173842707814836,-0.01233678322714038
Hull,West Brom,14,away,3.3996580547112467,3.348006279434851,-0.015193226626076917
Liverpool,Sunderland,14,home,1.5504623473016856,1.5183760683760685,-0.020694652134866653
Liverpool,Sunderland,14,draw,4.549382940108893,4.769127516778523,0.04830206196367581
Liverpool,Sunderland,14,away,7.395297380221856,7.5918803418803424,0.026582157762070846
Man City,Everton,14,home,1.5475449101796408,1.4796340951981548,-0.04388293647232688
Man City,Everton,14,draw,4.836077844311378,5.122595281306715,0.059245828173002835
Man City,Everton,14,away,6.801052631578947,7.7553235334523976,0.14031223599748932
Newcastle,Chelsea,14,home,7.013080386801505,6.527446300715991,-0.0692469014043342
Newcastle,Chelsea,14,draw,4.454529257314328,4.273437500000001,-0.04065339946235058
Newcastle,Chelsea,14,away,1.5799817731892924,1.6318615751789978,0.03283569650615825
QPR,Burnley,14,home,2.122701688555347,2.0453622207176707,-0.036434449670745606
QPR,Burnley,14,draw,3.449390243902439,3.5793838862559237,0.037685977277658766
QPR,Burnley,14,away,4.184171597633136,4.315714285714285,0.03143816763049556
Stoke,Arsenal,14,home,4.286104472516217,3.782327124812674,-0.11753734677582273
Stoke,Arsenal,14,draw,3.5513437057991513,3.5369869869869865,-0.0040426159790506455
Stoke,Arsenal,14,away,2.0614121510673233,2.208061240431183,0.07114011105830054
Tottenham,Crystal Palace,14,home,1.650908906858947,1.6857267659539061,0.021090115239128515
Tottenham,Crystal Palace,14,draw,4.269943407246289,4.127476445123504,-0.03336507033817171
Tottenham,Crystal Palace,14,away,6.246957777188484,6.078832883288329,-0.02691308311928786
Aston Villa,Leicester,14,home,2.419619799139168,2.5619588744588744,0.058827041905652466
Aston Villa,Leicester,14,draw,3.4711845219718023,3.4295545092357846,-0.011993027876365914
Aston Villa,Leicester,14,away,3.3486721270786797,3.1437583001328027,-0.061192562057319155
West Ham,Swansea,14,home,2.4689462986636745,2.4830858546388304,0.005726959708604706
West Ham,Swansea,14,draw,3.4993742993456216,3.4538395838186196,-0.013012244942050666
West Ham,Swansea,14,away,3.234115606100764,3.249470377675506,0.004747749754454356
Southampton,Man United,14,home,2.8563703223015358,2.9158105462305035,0.02080970505290547
Southampton,Man United,14,draw,3.5194562899786783,3.5377141942027444,0.005187705918114016
Southampton,Man United,14,away,2.7339544513457557,2.6711271437496222,-0.022980378318010142
Arsenal,Newcastle,14,home,1.476939445213557,1.4473785473785474,-0.020014969422619155
Arsenal,Newcastle,14,draw,5.041965692280764,5.504115602707153,0.0916606614626394
Arsenal,Newcastle,14,away,8.026401950539881,7.848461137193533,-0.022169437120499458
Burnley,Southampton,14,home,5.650181488203265,4.848041370015529,-0.14196714209313188
Burnley,Southampton,14,draw,3.868592730661695,3.745749858517261,-0.03175389106503934
Burnley,Southampton,14,away,1.7714082503556186,1.8983909364692386,0.07168459675409533
Chelsea,Hull,14,home,1.2052876089135633,1.2011363636363637,-0.0034441947685346364
Chelsea,Hull,14,draw,8.08972700219951,8.143297380585517,0.006622025486328731
Chelsea,Hull,14,away,21.40917651087143,22.394067796610173,0.046003230681881835
Crystal Palace,Stoke,14,home,2.62102429624332,2.590175177332758,-0.011769871402862342
Crystal Palace,Stoke,14,draw,3.355319040716157,3.2938054420412635,-0.018333159359344875
Crystal Palace,Stoke,14,away,3.120752664009556,3.222422661563589,0.0325786784472073
Leicester,Man City,14,home,6.911713750803364,7.235464076781142,0.04684081801566897
Leicester,Man City,14,draw,4.839220558169564,4.718337841619252,-0.02497979067026368
Leicester,Man City,14,away,1.5416082368852408,1.5388099656252852,-0.0018151636667493865
Sunderland,West Ham,14,home,3.0425277442355236,2.8531156947553735,-0.06225483065487791
Sunderland,West Ham,14,draw,3.481550203974207,3.3727903391572456,-0.031238919000165843
Sunderland,West Ham,14,away,2.6035052844968405,2.8327362969356926,0.08804707015724533
West Brom,Aston Villa,14,home,2.180933204142191,2.266337017645918,0.039159298112166674
West Brom,Aston Villa,14,draw,3.4344602326912077,3.307626998726475,-0.03692959748302216
West Brom,Aston Villa,14,away,3.99498044870906,3.8997330663997323,-0.023841764317045988
Man United,Liverpool,14,home,1.8666648072739442,1.9385265700483092,0.038497411262234715
Man United,Liverpool,14,draw,4.01893953041494,3.754619883040936,-0.06576850569003567
Man United,Liverpool,14,away,4.641161132839588,4.591247139588101,-0.010754634847367939
Swansea,Tottenham,14,home,2.5482756646372886,2.4706249541014906,-0.030471864411439342
Swansea,Tottenham,14,draw,3.5370066225165564,3.6344730729757466,0.02755619676783172
Swansea,Tottenham,14,away,3.0783170028818443,3.124013371715108,0.014844594884309892
Everton,QPR,14,home,1.502204981625153,1.4611118737131092,-0.027355193475385398
Everton,QPR,14,draw,4.751872901059158,5.282481389578164,0.1116630220477357
Everton,QPR,14,away,8.073074391046742,7.918613301592026,-0.0191328708213091
Aston Villa,Man United,14,home,6.37008281573499,6.352798420283083,-0.0027133706031594595
Aston Villa,Man United,14,draw,4.280695652173914,4.1502230450324475,-0.030479300035078816
