hometeam,awayteam,season,type,first_odd,last_odd,diff
Norwich,Southampton,13,draw,3.4188819137668247,3.375694933834468,-0.012631901604572948
Norwich,Southampton,13,away,2.58202126621793,2.655272234540527,0.02836962238885543
West Ham,Stoke,13,home,2.0927304475691573,2.023545196253815,-0.033059800604375744
West Ham,Stoke,13,draw,3.5831628638867032,3.515654280360163,-0.01884050100176371
West Ham,Stoke,13,away,4.114001806684734,4.517206953253465,0.09800801397645809
Arsenal,Tottenham,13,home,2.1918765356265353,2.225944157838774,0.015542673895407644
Arsenal,Tottenham,13,draw,3.7720665961945032,3.4206022608990336,-0.09317553821824054
Arsenal,Tottenham,13,away,3.5885606536769323,3.869875393673832,0.07839208171350198
Liverpool,Man United,13,home,2.6399608501118563,2.42768510075274,-0.08040867323851497
Liverpool,Man United,13,draw,3.424814075820787,3.1519104879520867,-0.07968420528150755
Liverpool,Man United,13,away,3.0374839124839124,3.69252943896005,0.21565399039116961
West Brom,Swansea,13,home,2.723023878139152,2.775093191970179,0.01912187191932002
West Brom,Swansea,13,draw,3.5389111824505086,3.438258844463052,-0.02844161178347515
West Brom,Swansea,13,away,2.855605565089747,2.866916128469192,0.003960828315268117
Aston Villa,Newcastle,13,home,2.172320463291273,2.182329451929525,0.004607510175127505
Aston Villa,Newcastle,13,draw,3.5593419797589405,3.559032610857029,-8.691744251343447e-5
Aston Villa,Newcastle,13,away,3.8653026083915143,3.8343732426425294,-0.008001796723971277
Everton,Chelsea,13,home,3.335656458121859,3.4932170296929277,0.04723525145625551
Everton,Chelsea,13,draw,3.447865085153481,3.5647156238679294,0.0338906934664025
Everton,Chelsea,13,away,2.4379874418688816,2.3083831833643322,-0.05316034704641426
Fulham,West Brom,13,home,2.184465573469294,2.2840471399827535,0.045586237532371454
Fulham,West Brom,13,draw,3.6135552009725704,3.6198068513119526,0.0017300553033476884
Fulham,West Brom,13,away,3.766671946776493,3.497447183098591,-0.0714755007821436
Hull,Cardiff,13,home,2.5092166549047286,2.254400510204081,-0.10155206972764275
Hull,Cardiff,13,draw,3.315022003431044,3.264290331517222,-0.01530357019088091
Hull,Cardiff,13,away,3.3354221388367735,3.998755656108597,0.198875431552769
Man United,Crystal Palace,13,home,1.257360548021809,1.2055754263620106,-0.0411855785846561
Man United,Crystal Palace,13,draw,7.053486001097953,8.25512664830936,0.170361243649503
Man United,Crystal Palace,13,away,15.895899611170025,20.24958046652123,0.2738870376541558
Stoke,Man City,13,home,6.20583446404342,5.969796614297893,-0.038034828533234255
Stoke,Man City,13,draw,4.096462158531124,3.9969015003261585,-0.024304059051936888
Stoke,Man City,13,away,1.681383721785163,1.7173387520582981,0.021384190775298295
Sunderland,Arsenal,13,home,5.910650887573964,6.128064481723575,0.03678335910630115
Sunderland,Arsenal,13,draw,3.981267437225986,4.007203562924069,0.006514539931573804
Sunderland,Arsenal,13,away,1.725215889464594,1.702806603074604,-0.012989265011316586
Tottenham,Norwich,13,home,1.4865204856270715,1.509792690881899,0.015655489096748187
Tottenham,Norwich,13,draw,4.79555581322158,4.468170260853188,-0.06826853134849864
Tottenham,Norwich,13,away,8.420222202832795,8.783320992225102,0.0431222336710011
Southampton,West Ham,13,home,1.8356141311213106,1.725690644601628,-0.05988376568692799
Southampton,West Ham,13,draw,3.8139982502187233,3.9136198547215493,0.026119992188541996
Southampton,West Ham,13,away,5.180510992275699,6.060461192350956,0.1698578000099391
Swansea,Liverpool,13,home,3.5495485110470697,3.233698430083972,-0.08898317067088801
Swansea,Liverpool,13,draw,3.5393486590038314,3.366310668541674,-0.04888978372389563
Swansea,Liverpool,13,away,2.2949667097287088,2.5400344135359907,0.10678486218052896
Chelsea,Fulham,13,home,1.307450980392157,1.3179693486590038,0.008044942735590643
Chelsea,Fulham,13,draw,6.1286764705882355,5.9257536606373815,-0.033110380507877846
Chelsea,Fulham,13,away,13.891666666666667,13.79270248596632,-0.007123996211182759
Liverpool,Southampton,13,home,1.6421816056532594,1.7941176470588234,0.09252085206807803
Liverpool,Southampton,13,draw,4.212552814501839,3.8125,-0.09496683652835047
Liverpool,Southampton,13,away,6.507527108116643,5.545454545454545,-0.14783996235100338
Newcastle,Hull,13,home,1.8695791185468977,1.7924748125865444,-0.0412415314203346
Newcastle,Hull,13,draw,3.728941957757473,3.646056721056721,-0.022227548092649263
Newcastle,Hull,13,away,5.077490830151957,5.957941848654139,0.1734027786468364
Norwich,Aston Villa,13,home,2.4888550412363473,2.481831280501975,-0.0028220851025871907
Norwich,Aston Villa,13,draw,3.5088775991200962,3.3806014561570112,-0.03655759978497175
Norwich,Aston Villa,13,away,3.1926706061761343,3.3193216714532587,0.03966931791589201
West Brom,Sunderland,13,home,2.11283915077366,2.1756067588325654,0.029707707771281067
West Brom,Sunderland,13,draw,3.5724333467187486,3.5918036112801786,0.005422148625731982
West Brom,Sunderland,13,away,4.052160110420981,3.8175741239892185,-0.057891588693268825
West Ham,Everton,13,home,3.4575232513696013,3.516717325227964,0.017120368990986456
West Ham,Everton,13,draw,3.4065273332078077,3.3536231884057974,-0.01553022759755529
West Ham,Everton,13,away,2.396808153604296,2.3954451345755694,-5.686809045091223e-4
Arsenal,Stoke,13,home,1.3832485322896284,1.457174229640075,0.05344353933857482
Arsenal,Stoke,13,draw,5.339746172441579,4.870834138237454,-0.08781541651252633
Arsenal,Stoke,13,away,11.137184873949579,9.221976768001873,-0.17196518937451344
Cardiff,Tottenham,13,home,4.664216325938814,4.032538120280871,-0.13543072651777122
Cardiff,Tottenham,13,draw,3.70483703789013,3.548212393040871,-0.04227571772993699
Cardiff,Tottenham,13,away,1.9391709013749991,2.1268216717930444,0.0967685572658854
Crystal Palace,Swansea,13,home,3.5212561006935523,4.0595175884925325,0.15286064756635098
Crystal Palace,Swansea,13,draw,3.4702234035820516,3.600526906376542,0.03754902426742546
Crystal Palace,Swansea,13,away,2.3372975277067347,2.1011573447976426,-0.10103128938864003
Man City,Man United,13,home,2.2524864938630365,2.430354267310789,0.07896507878398307
Man City,Man United,13,draw,3.5367095627623244,3.408808582721626,-0.03616383470878004
Man City,Man United,13,away,3.659016521705113,3.387766554433221,-0.07413193290132747
Aston Villa,Man City,13,home,7.011510464058235,7.488637701636644,0.06804913720434635
Aston Villa,Man City,13,draw,4.286512947459183,4.54812643020595,0.06103177243447666
Aston Villa,Man City,13,away,1.6023393636930754,1.5465664818597415,-0.03480715951756208
Fulham,Cardiff,13,home,2.134455074204843,2.185255920550038,0.023800382101797135
Fulham,Cardiff,13,draw,3.502957370584982,3.471901929845855,-0.00886549205534326
Fulham,Cardiff,13,away,4.064656074323098,3.9314183617372183,-0.03277957843163115
Hull,West Ham,13,home,2.4583997070401904,2.312162496903641,-0.05948471671134903
Hull,West Ham,13,draw,3.3662734577728743,3.3465509823605335,-0.005858845295767856
Hull,West Ham,13,away,3.3764742864327926,3.72177033492823,0.10226526820680704
Man United,West Brom,13,home,1.3195142272493985,1.3479338387825162,0.021537934905302203
Man United,West Brom,13,draw,6.0656739283635135,5.759353674798023,-0.05050061331736211
Man United,West Brom,13,away,12.939422461011542,11.835267569310123,-0.08533262555020571
Southampton,Crystal Palace,13,home,1.4986979567937377,1.4965541633242008,-0.0014304373071430954
Southampton,Crystal Palace,13,draw,4.526679542968841,4.571107614507254,0.009814715425884524
Southampton,Crystal Palace,13,away,8.941211619783047,8.846976652576398,-0.010539395689746045
Swansea,Arsenal,13,home,3.2341156061007634,3.214834921735802,-0.00596165589399178
Swansea,Arsenal,13,draw,3.499374299345621,3.5414213264835666,0.01201558437055672
Swansea,Arsenal,13,away,2.468946298663674,2.459603860756598,-0.00378397776903161
Tottenham,Chelsea,13,home,2.7041625575279427,2.6641081871345027,-0.014812116335955916
Tottenham,Chelsea,13,draw,3.4490828092243193,3.307168784029038,-0.041145438670171286
Tottenham,Chelsea,13,away,2.938863458747349,3.1030225627926775,0.055858023467105555
Stoke,Norwich,13,home,2.0094273788139203,2.0288646060709974,0.009673018025936342
Stoke,Norwich,13,draw,3.5394482256265505,3.5377689362142517,-4.744494919124431e-4
Stoke,Norwich,13,away,4.549261984522886,4.455345893733798,-0.02064424759633554
Sunderland,Liverpool,13,home,5.733965090240394,5.859486489647913,0.021890855181724955
Sunderland,Liverpool,13,draw,4.0709111583735185,4.198449449973809,0.0313291758622527
Sunderland,Liverpool,13,away,1.7242706410153497,1.6916082735331366,-0.01894271508501677
Everton,Newcastle,13,home,1.6635357103258201,1.6036735277301317,-0.03598490986644576
Everton,Newcastle,13,draw,4.143530664983331,4.494371670071707,0.08467199435817063
Everton,Newcastle,13,away,6.347970624678896,6.496409959467285,0.023383746328520028
Cardiff,Newcastle,13,home,2.4566719926957314,2.46485621542541,0.003331426724451747
Cardiff,Newcastle,13,draw,3.435263325885732,3.513947910420523,0.022904964502103553
Cardiff,Newcastle,13,away,3.312939409236982,3.2287579350820454,-0.025409904545862116
Fulham,Stoke,13,home,2.4694641014300456,2.7200472284364903,0.10147267452129971
Fulham,Stoke,13,draw,3.2960202676111767,3.300731468215067,0.0014293603259014631
Fulham,Stoke,13,away,3.4286774300846914,3.035857955333611,-0.11456880466628716
Hull,Aston Villa,13,home,2.427315231073548,2.3881703470031543,-0.01612682340112892
Hull,Aston Villa,13,draw,3.4165991697883973,3.2352564102564103,-0.05307697816458179
Hull,Aston Villa,13,away,3.3860027593126802,3.6741082261586993,0.08508719198578008
Liverpool,Crystal Palace,13,home,1.253259970393591,1.2120641025641024,-0.03287096755875074
Liverpool,Crystal Palace,13,draw,7.173130237049497,7.944621848739495,0.10755299098087101
Liverpool,Crystal Palace,13,away,15.956139135254988,20.370825253178193,0.27667633633057154
Man City,Everton,13,home,1.6911382734912146,1.6454461970613654,-0.027018533697733438
Man City,Everton,13,draw,4.278783583531989,4.251587689301416,-0.006355987326688739
Man City,Everton,13,away,5.715232358003442,6.367161371237457,0.11406868039600737
Sunderland,Man United,13,home,5.972116187522366,6.6197678558712525,0.10844592570084877
Sunderland,Man United,13,draw,4.124333230357327,4.620577563497192,0.12032110535764606
Sunderland,Man United,13,away,1.6946517728695947,1.5809923230509155,-0.06706950161579028
Norwich,Chelsea,13,home,6.582954545454546,6.329972303963994,-0.038429893407851856
Norwich,Chelsea,13,draw,4.259558823529412,4.444231762525446,0.043354945112136445
Norwich,Chelsea,13,away,1.6304531381930767,1.6207175464255639,-0.005971095727597575
Southampton,Swansea,13,home,2.092986353538559,2.3012682103591193,0.09951419724663912
Southampton,Swansea,13,draw,3.522342887662454,3.3908066993344548,-0.03734337982503766
Southampton,Swansea,13,away,4.196182396606575,3.696284780355577,-0.11913152694584062
Tottenham,West Ham,13,home,1.4712985571587123,1.5106339589936186,0.026735159661182895
Tottenham,West Ham,13,draw,4.873676470588235,4.500430336168488,-0.07658410168837015
Tottenham,West Ham,13,away,8.684748427672956,8.633692696192696,-0.005878780704525188
West Brom,Arsenal,13,home,4.892243779176838,5.2791575515806635,0.07908718164263817
West Brom,Arsenal,13,draw,3.944371546961326,4.184448524411805,0.06086571069488378
West Brom,Arsenal,13,away,1.844783591731266,1.7494882583726619,-0.0516566462243806
Arsenal,Norwich,13,home,1.3199167786513168,1.3268592677345536,0.0052597930381115265
Arsenal,Norwich,13,draw,6.006132938514132,6.205618729096989,0.03321368218536436
Arsenal,Norwich,13,away,13.178703960487567,11.737601214574898,-0.10935087017914569
Chelsea,Cardiff,13,home,1.2647988077496275,1.332471264367816,0.05350452277749507
Chelsea,Cardiff,13,draw,6.844193548387097,5.944871794871794,-0.1313992287268435
Chelsea,Cardiff,13,away,15.809985096870346,12.29973474801061,-0.22202742933354214
Everton,Hull,13,home,1.4865228908061228,1.543016706557592,0.038003999871696115
Everton,Hull,13,draw,4.653020281495878,4.43489569964235,-0.04687806385047688
Everton,Hull,13,away,8.89877401756542,7.909237952818385,-0.11119914527481822
Man United,Southampton,13,home,1.6140095210337122,1.5635441995450623,-0.031267053156123104
Man United,Southampton,13,draw,4.321050806311774,4.659974869232342,0.07843556535495955
Man United,Southampton,13,away,6.711419337462968,6.857112143102855,0.021708195884383663
Newcastle,Liverpool,13,home,4.647053083528493,4.201002506265664,-0.09598568581965594
Newcastle,Liverpool,13,draw,4.003614964270702,4.068446601941748,0.01619327489022293
Newcastle,Liverpool,13,away,1.8690345368916799,1.9373555247341654,0.036554160179462336
Stoke,West Brom,13,home,2.305672268907563,2.6396339633963395,0.14484352307668136
Stoke,West Brom,13,draw,3.4279021343050493,3.3632401850223634,-0.01886341755080323
Stoke,West Brom,13,away,3.642146017699115,3.088065988065988,-0.15213009773374242
Swansea,Sunderland,13,home,1.602398081534772,1.5860192408134386,-0.010221455523490075
Swansea,Sunderland,13,draw,4.256050955414012,4.369227198886053,0.026591844096244266
Swansea,Sunderland,13,away,7.0934182590233545,7.111505628163482,0.002549880534271187
West Ham,Man City,13,home,5.822013341419042,5.53438108405519,-0.04940425940242599
West Ham,Man City,13,draw,3.9630546955624353,4.3601120348552875,0.10018971974761048
West Ham,Man City,13,away,1.7363899439319948,1.6950318449320323,-0.023818439599061714
Aston Villa,Tottenham,13,home,4.203445768305644,4.1415852151443655,-0.014716629301539386
Aston Villa,Tottenham,13,draw,3.6116985484956263,3.509126389186359,-0.02839997799705396
Aston Villa,Tottenham,13,away,2.060912731062476,2.11159640279528,0.02459282771603566
Crystal Palace,Fulham,13,home,2.7651472104720414,2.9775974757719177,0.07683144842896406
Crystal Palace,Fulham,13,draw,3.438577896417262,3.4670655539810005,0.008284720725221906
Crystal Palace,Fulham,13,away,2.8773856581295782,2.6614826752618854,-0.07503442656624582
Aston Villa,Everton,13,home,3.534524052181003,3.4593781597573305,-0.021260540687876528
Aston Villa,Everton,13,draw,3.5958163767852978,3.5104014364499165,-0.023753977229433287
Aston Villa,Everton,13,away,2.2780313977929585,2.3470707278589558,0.030306575288156834
Crystal Palace,Arsenal,13,home,10.031911928651061,13.749380238460628,0.37056428886626347
Crystal Palace,Arsenal,13,draw,5.296034723754875,6.019173126614986,0.13654336509852172
Crystal Palace,Arsenal,13,away,1.4054861382272552,1.3138296672306824,-0.06521335821367791
Liverpool,West Brom,13,home,1.4620610081135108,1.4559519409842245,-0.004178394126773677
Liverpool,West Brom,13,draw,5.071204615554556,5.223100319754596,0.029952588332590846
Liverpool,West Brom,13,away,8.414518948793145,8.216456058561324,-0.023538230935973847
Man United,Stoke,13,home,1.3640266117535245,1.336027518085985,-0.020526794291458206
Man United,Stoke,13,draw,5.44592714394131,6.007024489714849,0.10303063756513331
Man United,Stoke,13,away,12.011577625889245,11.759081895825501,-0.02102102970383557
Norwich,Cardiff,13,home,2.215387139107612,2.0393854767310255,-0.07944510432044949
Norwich,Cardiff,13,draw,3.4302768605537213,3.5995153664302597,0.04933668993972096
Norwich,Cardiff,13,away,3.8896889400921664,4.31330028328612,0.10890622610658318
Southampton,Fulham,13,home,1.6448448834696714,1.6521616541353383,0.00444830435939525
Southampton,Fulham,13,draw,4.2704668403125625,4.283382066276803,0.003024312434023013
Southampton,Fulham,13,away,6.33418526553538,6.200705467372133,-0.02107292296761787
Chelsea,Man City,13,home,2.4901456965973092,2.30214431472251,-0.07549814540237387
Chelsea,Man City,13,draw,3.48008066614624,3.4174053382991927,-0.018009734215860163
Chelsea,Man City,13,away,3.214737272246526,3.6629673985362605,0.13942978487212487
Sunderland,Newcastle,13,home,2.9658197217180886,2.9674106238891267,5.364122975473062e-4
Sunderland,Newcastle,13,draw,3.48560255954497,3.446683130153006,-0.011165767963242756
Sunderland,Newcastle,13,away,2.6600651112316878,2.6818865776042617,0.008203357985650861
Swansea,West Ham,13,home,1.7486780919522986,1.7944582986977005,0.026179893804405552
Swansea,West Ham,13,draw,4.070022693549794,4.088510101010101,0.004542335228156391
Swansea,West Ham,13,away,5.481236592318317,5.046913965087283,-0.07923807336463373
Tottenham,Hull,13,home,1.4560745093995946,1.3781136895890995,-0.053541779151564106
Tottenham,Hull,13,draw,4.856975811074172,5.053083528493365,0.04037650691445838
Tottenham,Hull,13,away,9.316840392312091,13.076767676767677,0.40356248751005075
Arsenal,Liverpool,13,home,2.3888340965128565,2.1674114920240566,-0.0926906580963599
Arsenal,Liverpool,13,draw,3.4709555248477404,3.6089446070023206,0.03975535876698766
Arsenal,Liverpool,13,away,3.409703368526898,3.8236410283820623,0.12139990348603225
Fulham,Man United,13,home,6.939012700694944,6.807006786035484,-0.019023731523973075
Fulham,Man United,13,draw,4.373928477021261,4.945000445460756,0.13056271300266142
Fulham,Man United,13,away,1.5942356131198987,1.5364096034250494,-0.03627193447377863
Hull,Sunderland,13,home,2.2138278174547605,2.430990899898888,0.0980939351886001
Hull,Sunderland,13,draw,3.3972565124997023,3.2889876880984956,-0.031869487630047266
Hull,Sunderland,13,away,3.937961002477132,3.513701132626964,-0.10773592465321313
Man City,Norwich,13,home,1.2051326840707328,1.2101186894929716,0.0041373082716475995
Man City,Norwich,13,draw,8.068261189965076,8.12508262945281,0.00704258800624924
Man City,Norwich,13,away,21.610684402488737,19.778830681208653,-0.08476611324114858
Newcastle,Chelsea,13,home,6.03791600865649,6.138972510776623,0.01673698374989807
Newcastle,Chelsea,13,draw,4.245886974046806,4.537944796172089,0.06878605669686921
Newcastle,Chelsea,13,away,1.6698452367953867,1.6214229721154205,-0.028998055396375344
Stoke,Southampton,13,home,3.428037025215448,3.1596441161658553,-0.07829346855806629
Stoke,Southampton,13,draw,3.3158096226042284,3.281952920662598,-0.010210689332350587
Stoke,Southampton,13,away,2.458800366300366,2.6398316970546984,0.07362587594970993
West Brom,Crystal Palace,13,home,1.560697827518104,1.5949941695818755,0.021975004679996912
West Brom,Crystal Palace,13,draw,4.427077497665732,4.416906931149809,-0.002297354523675299
West Brom,Crystal Palace,13,away,7.497469955724225,6.819622507122506,-0.09041015870749725
West Ham,Aston Villa,13,home,2.2242753623188407,2.178394487432587,-0.020627335834184746
West Ham,Aston Villa,13,draw,3.5200688073394497,3.532256481958447,0.003462339881989296
West Ham,Aston Villa,13,away,3.7547400611620794,3.8783565407094187,0.03292277961555623
Cardiff,Swansea,13,home,3.624975417895772,3.4063643475408183,-0.060306911124338836
Cardiff,Swansea,13,draw,3.4615962441314556,3.3961656518894987,-0.018901855568188575
Cardiff,Swansea,13,away,2.2975196310607005,2.427289565014116,0.05648262247644187
Everton,Tottenham,13,home,2.590023109100305,2.275128860716065,-0.12157970609521884
Everton,Tottenham,13,draw,3.4975508914228532,3.4790087062967636,-0.005301476862441423
Everton,Tottenham,13,away,3.0488854709487847,3.662651394605683,0.2013082910149131
Aston Villa,Cardiff,13,home,2.0505273833671396,2.304424484364604,0.12382039033321468
Aston Villa,Cardiff,13,draw,3.5501668129938544,3.405653883972468,-0.04070595457443271
Aston Villa,Cardiff,13,away,4.33569222851261,3.6707646653595467,-0.15336133842257782
Chelsea,West Brom,13,home,1.338561505384248,1.3310416537796512,-0.005617860348104076
Chelsea,West Brom,13,draw,5.875365386228569,6.173985517147152,0.05082579742504656
Chelsea,West Brom,13,away,12.087925655492864,11.52886847812221,-0.04624922367193862
Crystal Palace,Everton,13,home,6.461728395061729,5.226793187630784,-0.19111530722565262
Crystal Palace,Everton,13,draw,4.140822784810126,3.983774144958356,-0.037926916464011806
Crystal Palace,Everton,13,away,1.6563291139240508,1.7932077992651423,0.08263978709932163
Liverpool,Fulham,13,home,1.2927627644569817,1.2319536019536022,-0.047038145106942375
Liverpool,Fulham,13,draw,6.362021478626878,7.941519086973633,0.24826976986057891
Liverpool,Fulham,13,away,14.43415433070866,16.035759694850604,0.11095941801969844
Norwich,West Ham,13,home,2.620058768638196,2.3470245240953522,-0.10420920622507879
Norwich,West Ham,13,draw,3.323498671502147,3.4695145138800862,0.04393437663447086
Norwich,West Ham,13,away,3.150187391086391,3.500127877237852,0.11108560942807233
Southampton,Hull,13,home,1.5934278849879873,1.611631304301316,0.011424062227620713
Southampton,Hull,13,draw,4.0448554003541215,3.967877071982354,-0.019031169412144666
Southampton,Hull,13,away,7.987567987567988,7.843952360808304,-0.01797989412837675
Man United,Arsenal,13,home,2.3262987012987013,2.35600485449428,0.01276970716571979
Man United,Arsenal,13,draw,3.5914786967418553,3.5799034802055942,-0.00322296678155487
Man United,Arsenal,13,away,3.428229665071771,3.3759203759203755,-0.015258396975075583
Sunderland,Man City,13,home,9.134429400386848,6.890344827586207,-0.24567320786404045
Sunderland,Man City,13,draw,5.152755046372068,4.562100456621004,-0.11462888967852836
Sunderland,Man City,13,away,1.4358467619337185,1.5731380884900017,0.09561697682236425
Swansea,Stoke,13,home,2.0394802598700648,2.081177446102819,0.020445006040612945
Swansea,Stoke,13,draw,3.5181034482758617,3.4176198257080608,-0.028561872624025764
Swansea,Stoke,13,away,4.4358695652173905,4.407199297629499,-0.0064632801227297865
Tottenham,Newcastle,13,home,1.5718660968660967,1.5602792516408077,-0.0073713945789595225
Tottenham,Newcastle,13,draw,4.409390609390609,4.456483875601522,0.010680221006190704
Tottenham,Newcastle,13,away,7.297949735449735,7.424073824800706,0.017282126339994486
Arsenal,Southampton,13,home,1.6429406022031072,1.61219315349289,-0.018714887603962338
Arsenal,Southampton,13,draw,4.29613660576092,4.316187999541092,0.004667308239985513
Arsenal,Southampton,13,away,6.306442808456647,6.754885238052489,0.07110861752278175
Everton,Liverpool,13,home,3.047380514705883,2.9606497626386483,-0.028460755605902777
