date,season,match_name,books,track_take
28/01/14,13,Man United-Cardiff,williamhill,0.06666666666666665
28/01/14,13,Man United-Cardiff,vcbet,0.020512820512820662
28/01/14,13,Norwich-Newcastle,bet365,0.02163087457205104
28/01/14,13,Norwich-Newcastle,bwin,0.06555753614577142
28/01/14,13,Norwich-Newcastle,interwetten,0.08333333333333348
28/01/14,13,Norwich-Newcastle,pinnacle,0.019848019923065063
28/01/14,13,Norwich-Newcastle,williamhill,0.060846560846560926
28/01/14,13,Norwich-Newcastle,vcbet,0.025955253896430275
28/01/14,13,Southampton-Arsenal,bet365,0.029481680751888728
28/01/14,13,Southampton-Arsenal,bwin,0.06437608302744602
28/01/14,13,Southampton-Arsenal,interwetten,0.08039561300430842
28/01/14,13,Southampton-Arsenal,pinnacle,0.020133775013305932
28/01/14,13,Southampton-Arsenal,williamhill,0.06767785648290747
28/01/14,13,Southampton-Arsenal,vcbet,0.0366300366300365
28/01/14,13,Swansea-Fulham,bet365,0.02857142857142847
28/01/14,13,Swansea-Fulham,bwin,0.06442577030812324
28/01/14,13,Swansea-Fulham,interwetten,0.07656443096281329
28/01/14,13,Swansea-Fulham,pinnacle,0.019307413519694006
28/01/14,13,Swansea-Fulham,williamhill,0.05714285714285716
28/01/14,13,Swansea-Fulham,vcbet,0.03458646616541339
29/01/14,13,Aston Villa-West Brom,bet365,0.020979020979020824
29/01/14,13,Aston Villa-West Brom,bwin,0.06483516483516483
29/01/14,13,Aston Villa-West Brom,interwetten,0.0775664001470453
29/01/14,13,Aston Villa-West Brom,pinnacle,0.019885733260714078
29/01/14,13,Aston Villa-West Brom,williamhill,0.06140289161712453
29/01/14,13,Aston Villa-West Brom,vcbet,0.03247327385258414
29/01/14,13,Chelsea-West Ham,bet365,0.025089206066012615
29/01/14,13,Chelsea-West Ham,bwin,0.0641025641025641
29/01/14,13,Chelsea-West Ham,interwetten,0.07997557997557991
29/01/14,13,Chelsea-West Ham,pinnacle,0.020331969801609118
29/01/14,13,Chelsea-West Ham,williamhill,0.05882352941176472
29/01/14,13,Chelsea-West Ham,vcbet,0.025490196078431282
29/01/14,13,Sunderland-Stoke,bet365,0.026718379659556035
29/01/14,13,Sunderland-Stoke,bwin,0.06618819776714502
29/01/14,13,Sunderland-Stoke,interwetten,0.07654946679336927
29/01/14,13,Sunderland-Stoke,pinnacle,0.01986950557871925
29/01/14,13,Sunderland-Stoke,williamhill,0.06646825396825395
29/01/14,13,Sunderland-Stoke,vcbet,0.025900592795257582
29/01/14,13,Tottenham-Man City,bet365,0.021138211382113914
29/01/14,13,Tottenham-Man City,bwin,0.06349206349206349
29/01/14,13,Tottenham-Man City,interwetten,0.08080808080808088
29/01/14,13,Tottenham-Man City,pinnacle,0.020082907264316496
29/01/14,13,Tottenham-Man City,williamhill,0.06349206349206349
29/01/14,13,Tottenham-Man City,vcbet,0.040185830429732894
01/02/14,13,Cardiff-Norwich,bet365,0.023017902813299296
01/02/14,13,Cardiff-Norwich,bwin,0.06526806526806528
01/02/14,13,Cardiff-Norwich,interwetten,0.08015640273704783
01/02/14,13,Cardiff-Norwich,pinnacle,0.019148141865727775
01/02/14,13,Cardiff-Norwich,williamhill,0.06039355688724557
01/02/14,13,Cardiff-Norwich,vcbet,0.023017902813299296
01/02/14,13,Everton-Aston Villa,bet365,0.0273987963160629
01/02/14,13,Everton-Aston Villa,bwin,0.06850556766309945
01/02/14,13,Everton-Aston Villa,interwetten,0.08251231527093594
01/02/14,13,Everton-Aston Villa,pinnacle,0.021113127646703145
01/02/14,13,Everton-Aston Villa,williamhill,0.06311858076563959
01/02/14,13,Everton-Aston Villa,vcbet,0.018965315396813454
01/02/14,13,Fulham-Southampton,bet365,0.02644087938205586
01/02/14,13,Fulham-Southampton,bwin,0.06226422915889396
01/02/14,13,Fulham-Southampton,interwetten,0.08080808080808088
01/02/14,13,Fulham-Southampton,pinnacle,0.020917794851825544
01/02/14,13,Fulham-Southampton,williamhill,0.0599747474747474
01/02/14,13,Fulham-Southampton,vcbet,0.03437738731856377
01/02/14,13,Hull-Tottenham,bet365,0.023519163763066286
01/02/14,13,Hull-Tottenham,bwin,0.06520146520146541
01/02/14,13,Hull-Tottenham,interwetten,0.0793287566742944
01/02/14,13,Hull-Tottenham,pinnacle,0.019687903944717533
01/02/14,13,Hull-Tottenham,williamhill,0.060385523210070735
01/02/14,13,Hull-Tottenham,vcbet,0.025062656641603898
01/02/14,13,Newcastle-Sunderland,bet365,0.029481680751888728
01/02/14,13,Newcastle-Sunderland,bwin,0.06854256854256846
01/02/14,13,Newcastle-Sunderland,interwetten,0.0793287566742944
01/02/14,13,Newcastle-Sunderland,pinnacle,0.019297908611017878
01/02/14,13,Newcastle-Sunderland,williamhill,0.06585081585081598
01/02/14,13,Newcastle-Sunderland,vcbet,0.023156430133174366
01/02/14,13,Stoke-Man United,bet365,0.029799818016378543
01/02/14,13,Stoke-Man United,bwin,0.06823821339950387
01/02/14,13,Stoke-Man United,interwetten,0.0804554554554553
01/02/14,13,Stoke-Man United,pinnacle,0.018927035096721
01/02/14,13,Stoke-Man United,williamhill,0.06551410373066413
01/02/14,13,Stoke-Man United,vcbet,0.028846153846153744
01/02/14,13,West Ham-Swansea,bet365,0.02356061788110475
01/02/14,13,West Ham-Swansea,bwin,0.06673276598088629
01/02/14,13,West Ham-Swansea,interwetten,0.08038879359634077
01/02/14,13,West Ham-Swansea,pinnacle,0.019282486662606013
01/02/14,13,West Ham-Swansea,williamhill,0.06140289161712453
01/02/14,13,West Ham-Swansea,vcbet,0.029537278550176627
02/02/14,13,Arsenal-Crystal Palace,bet365,0.0250292740046838
02/02/14,13,Arsenal-Crystal Palace,bwin,0.0671794871794873
02/02/14,13,Arsenal-Crystal Palace,interwetten,0.08482364629905614
02/02/14,13,Arsenal-Crystal Palace,pinnacle,0.017145914968439646
02/02/14,13,Arsenal-Crystal Palace,williamhill,0.06815697963238954
02/02/14,13,Arsenal-Crystal Palace,vcbet,0.03234181440545947
02/02/14,13,West Brom-Liverpool,bet365,0.022143876312634703
02/02/14,13,West Brom-Liverpool,bwin,0.06897477187332246
02/02/14,13,West Brom-Liverpool,interwetten,0.0804554554554553
02/02/14,13,West Brom-Liverpool,pinnacle,0.018198868974844018
02/02/14,13,West Brom-Liverpool,williamhill,0.05958670893507101
02/02/14,13,West Brom-Liverpool,vcbet,0.056060606060606144
03/02/14,13,Man City-Chelsea,bet365,0.025920657499604705
03/02/14,13,Man City-Chelsea,bwin,0.06612466124661243
03/02/14,13,Man City-Chelsea,interwetten,0.08039561300430864
03/02/14,13,Man City-Chelsea,pinnacle,0.019261394060594128
03/02/14,13,Man City-Chelsea,williamhill,0.06579306579306587
03/02/14,13,Man City-Chelsea,vcbet,0.02869875222816387
08/02/14,13,Aston Villa-West Ham,bet365,0.025062656641603898
08/02/14,13,Aston Villa-West Ham,bwin,0.06618819776714502
08/02/14,13,Aston Villa-West Ham,interwetten,0.08280812324929965
08/02/14,13,Aston Villa-West Ham,pinnacle,0.020302686826778382
08/02/14,13,Aston Villa-West Ham,williamhill,0.06511627906976747
08/02/14,13,Aston Villa-West Ham,vcbet,0.02860834256183109
08/02/14,13,Chelsea-Newcastle,bet365,0.02666666666666684
08/02/14,13,Chelsea-Newcastle,bwin,0.06515151515151518
08/02/14,13,Chelsea-Newcastle,interwetten,0.08034188034188028
08/02/14,13,Chelsea-Newcastle,pinnacle,0.018185212409721485
08/02/14,13,Chelsea-Newcastle,williamhill,0.06666666666666665
08/02/14,13,Chelsea-Newcastle,vcbet,0.02666666666666684
08/02/14,13,Crystal Palace-West Brom,bet365,0.020979020979020824
08/02/14,13,Crystal Palace-West Brom,bwin,0.06337719298245625
08/02/14,13,Crystal Palace-West Brom,interwetten,0.08407489803485357
08/02/14,13,Crystal Palace-West Brom,pinnacle,0.01847285292439027
08/02/14,13,Crystal Palace-West Brom,williamhill,0.06433888691953205
08/02/14,13,Crystal Palace-West Brom,vcbet,0.027512722646310328
08/02/14,13,Liverpool-Arsenal,bet365,0.02644087938205586
08/02/14,13,Liverpool-Arsenal,bwin,0.06959706959706957
08/02/14,13,Liverpool-Arsenal,interwetten,0.08015640273704783
08/02/14,13,Liverpool-Arsenal,pinnacle,0.020954835821595852
08/02/14,13,Liverpool-Arsenal,williamhill,0.06284038542103065
08/02/14,13,Liverpool-Arsenal,vcbet,0.02644087938205586
08/02/14,13,Norwich-Man City,bet365,0.028223410576351693
08/02/14,13,Norwich-Man City,bwin,0.06494608021325576
08/02/14,13,Norwich-Man City,interwetten,0.08034188034188028
08/02/14,13,Norwich-Man City,pinnacle,0.019581323400790662
08/02/14,13,Norwich-Man City,williamhill,0.06624099986414889
08/02/14,13,Norwich-Man City,vcbet,0.028223410576351693
08/02/14,13,Southampton-Stoke,bet365,0.028494623655914042
08/02/14,13,Southampton-Stoke,bwin,0.06476190476190458
08/02/14,13,Southampton-Stoke,interwetten,0.0804554554554553
08/02/14,13,Southampton-Stoke,pinnacle,0.01784603043666122
08/02/14,13,Southampton-Stoke,williamhill,0.06470588235294117
08/02/14,13,Southampton-Stoke,vcbet,0.02370225704076878
08/02/14,13,Sunderland-Hull,bet365,0.02239182086543301
08/02/14,13,Sunderland-Hull,bwin,0.06646825396825395
08/02/14,13,Sunderland-Hull,interwetten,0.08159824577735031
08/02/14,13,Sunderland-Hull,pinnacle,0.019479188692211657
08/02/14,13,Sunderland-Hull,williamhill,0.06511627906976747
08/02/14,13,Sunderland-Hull,vcbet,0.024556838510326973
08/02/14,13,Swansea-Cardiff,bet365,0.028844634107791922
08/02/14,13,Swansea-Cardiff,bwin,0.06392106392106367
08/02/14,13,Swansea-Cardiff,interwetten,0.07877902934223346
08/02/14,13,Swansea-Cardiff,pinnacle,0.020701114027948275
08/02/14,13,Swansea-Cardiff,williamhill,0.06137387387387383
08/02/14,13,Swansea-Cardiff,vcbet,0.023560209424083656
09/02/14,13,Man United-Fulham,bet365,0.028822055137844638
09/02/14,13,Man United-Fulham,bwin,0.0647619047619048
09/02/14,13,Man United-Fulham,interwetten,0.08267020335985853
09/02/14,13,Man United-Fulham,pinnacle,0.019535711886044638
09/02/14,13,Man United-Fulham,williamhill,0.06729117876658863
09/02/14,13,Man United-Fulham,vcbet,0.02919594067135045
09/02/14,13,Tottenham-Everton,bet365,0.02857142857142847
09/02/14,13,Tottenham-Everton,bwin,0.06861295885686136
09/02/14,13,Tottenham-Everton,interwetten,0.08225108225108224
09/02/14,13,Tottenham-Everton,pinnacle,0.019766184522631347
09/02/14,13,Tottenham-Everton,williamhill,0.06511627906976747
09/02/14,13,Tottenham-Everton,vcbet,0.02860834256183109
11/02/14,13,Cardiff-Aston Villa,bet365,0.027450980392156765
11/02/14,13,Cardiff-Aston Villa,bwin,0.06549085151301903
11/02/14,13,Cardiff-Aston Villa,interwetten,0.08264049793285189
11/02/14,13,Cardiff-Aston Villa,pinnacle,0.020500391869440637
11/02/14,13,Cardiff-Aston Villa,williamhill,0.06740823136818697
11/02/14,13,Cardiff-Aston Villa,vcbet,0.02356061788110475
11/02/14,13,Hull-Southampton,bet365,0.02564102564102555
11/02/14,13,Hull-Southampton,bwin,0.06337719298245625
11/02/14,13,Hull-Southampton,interwetten,0.08004385964912286
11/02/14,13,Hull-Southampton,pinnacle,0.019885733260713856
11/02/14,13,Hull-Southampton,williamhill,0.06433888691953205
11/02/14,13,Hull-Southampton,vcbet,0.02528490028490027
11/02/14,13,West Brom-Chelsea,bet365,0.022222222222222143
11/02/14,13,West Brom-Chelsea,bwin,0.06780643291799482
11/02/14,13,West Brom-Chelsea,interwetten,0.0806010928961749
11/02/14,13,West Brom-Chelsea,pinnacle,0.01997716894977164
11/02/14,13,West Brom-Chelsea,williamhill,0.059523809523809534
11/02/14,13,West Brom-Chelsea,vcbet,0.027398796316063123
11/02/14,13,West Ham-Norwich,bet365,0.023519163763066286
11/02/14,13,West Ham-Norwich,bwin,0.06438791732909377
11/02/14,13,West Ham-Norwich,interwetten,0.08080808080808088
11/02/14,13,West Ham-Norwich,pinnacle,0.020121585309891055
11/02/14,13,West Ham-Norwich,williamhill,0.06697154471544708
11/02/14,13,West Ham-Norwich,vcbet,0.03667705849990832
12/02/14,13,Arsenal-Man United,bet365,0.02860834256183109
12/02/14,13,Arsenal-Man United,bwin,0.06442577030812324
12/02/14,13,Arsenal-Man United,interwetten,0.08015640273704783
12/02/14,13,Arsenal-Man United,pinnacle,0.019023304600750413
12/02/14,13,Arsenal-Man United,williamhill,0.06547470200883554
12/02/14,13,Arsenal-Man United,vcbet,0.036544850498339
12/02/14,13,Fulham-Liverpool,bet365,0.029761904761904656
12/02/14,13,Fulham-Liverpool,bwin,0.064378608817657
12/02/14,13,Fulham-Liverpool,interwetten,0.08251231527093594
12/02/14,13,Fulham-Liverpool,pinnacle,0.02116393176718656
12/02/14,13,Fulham-Liverpool,williamhill,0.06824846951867736
12/02/14,13,Fulham-Liverpool,vcbet,0.02777777777777768
12/02/14,13,Newcastle-Tottenham,bet365,0.02352719744024112
12/02/14,13,Newcastle-Tottenham,bwin,0.06349206349206349
12/02/14,13,Newcastle-Tottenham,interwetten,0.08333333333333348
12/02/14,13,Newcastle-Tottenham,pinnacle,0.02048080484265613
12/02/14,13,Newcastle-Tottenham,williamhill,0.055248712388181076
12/02/14,13,Newcastle-Tottenham,vcbet,0.02352719744024112
12/02/14,13,Stoke-Swansea,bet365,0.022890264269574523
12/02/14,13,Stoke-Swansea,bwin,0.06337719298245625
12/02/14,13,Stoke-Swansea,interwetten,0.08333333333333348
12/02/14,13,Stoke-Swansea,pinnacle,0.019500561167227648
12/02/14,13,Stoke-Swansea,williamhill,0.06332138590203096
12/02/14,13,Stoke-Swansea,vcbet,0.02528490028490027
22/02/14,13,Arsenal-Sunderland,bet365,0.024606971975392966
22/02/14,13,Arsenal-Sunderland,bwin,0.06696428571428559
22/02/14,13,Arsenal-Sunderland,interwetten,0.07970926711084192
22/02/14,13,Arsenal-Sunderland,pinnacle,0.021904423738567047
22/02/14,13,Arsenal-Sunderland,williamhill,0.06501101237943341
22/02/14,13,Arsenal-Sunderland,vcbet,0.027973975342396207
22/02/14,13,Cardiff-Hull,bet365,0.023358585858585856
22/02/14,13,Cardiff-Hull,bwin,0.06740823136818697
22/02/14,13,Cardiff-Hull,interwetten,0.08264049793285189
22/02/14,13,Cardiff-Hull,pinnacle,0.019118850813789834
22/02/14,13,Cardiff-Hull,williamhill,0.06332138590203096
22/02/14,13,Cardiff-Hull,vcbet,0.02487789987789979
22/02/14,13,Chelsea-Everton,bet365,0.029799818016378543
22/02/14,13,Chelsea-Everton,bwin,0.06416387693288694
22/02/14,13,Chelsea-Everton,interwetten,0.0806010928961749
22/02/14,13,Chelsea-Everton,pinnacle,0.021070948072823947
22/02/14,13,Chelsea-Everton,williamhill,0.06197478991596639
22/02/14,13,Chelsea-Everton,vcbet,0.027283950617283947
22/02/14,13,Crystal Palace-Man United,bet365,0.028846153846153744
22/02/14,13,Crystal Palace-Man United,bwin,0.0685666067831674
22/02/14,13,Crystal Palace-Man United,interwetten,0.07991681521093286
22/02/14,13,Crystal Palace-Man United,pinnacle,0.020767719993942446
22/02/14,13,Crystal Palace-Man United,williamhill,0.061728395061728225
22/02/14,13,Crystal Palace-Man United,vcbet,0.029799818016378543
22/02/14,13,Man City-Stoke,bet365,0.025089206066012615
22/02/14,13,Man City-Stoke,bwin,0.06436781609195408
22/02/14,13,Man City-Stoke,interwetten,0.07908902691511388
22/02/14,13,Man City-Stoke,pinnacle,0.019641724954914563
22/02/14,13,Man City-Stoke,williamhill,0.06666666666666665
22/02/14,13,Man City-Stoke,vcbet,0.025089206066012615
22/02/14,13,West Brom-Fulham,bet365,0.02249212775528564
22/02/14,13,West Brom-Fulham,bwin,0.0667754657962738
22/02/14,13,West Brom-Fulham,interwetten,0.0793650793650793
22/02/14,13,West Brom-Fulham,pinnacle,0.020982806225879447
22/02/14,13,West Brom-Fulham,williamhill,0.06349206349206349
22/02/14,13,West Brom-Fulham,vcbet,0.02699728651636213
22/02/14,13,West Ham-Southampton,bet365,0.023284313725490335
22/02/14,13,West Ham-Southampton,bwin,0.06655755591925794
22/02/14,13,West Ham-Southampton,interwetten,0.08038879359634077
22/02/14,13,West Ham-Southampton,pinnacle,0.01877834118271271
22/02/14,13,West Ham-Southampton,williamhill,0.06666666666666665
22/02/14,13,West Ham-Southampton,vcbet,0.027450980392156765
23/02/14,13,Liverpool-Swansea,bet365,0.026477146042363398
23/02/14,13,Liverpool-Swansea,bwin,0.06494608021325576
23/02/14,13,Liverpool-Swansea,interwetten,0.07970926711084192
23/02/14,13,Liverpool-Swansea,pinnacle,0.019514736529747
23/02/14,13,Liverpool-Swansea,williamhill,0.060139860139859946
23/02/14,13,Liverpool-Swansea,vcbet,0.03405290361812097
23/02/14,13,Newcastle-Aston Villa,bet365,0.026718379659556035
23/02/14,13,Newcastle-Aston Villa,bwin,0.06576745601135836
23/02/14,13,Newcastle-Aston Villa,interwetten,0.08225108225108224
23/02/14,13,Newcastle-Aston Villa,pinnacle,0.019988225764439482
23/02/14,13,Newcastle-Aston Villa,williamhill,0.06547470200883554
23/02/14,13,Newcastle-Aston Villa,vcbet,0.03346601798614168
23/02/14,13,Norwich-Tottenham,bet365,0.025062656641603898
23/02/14,13,Norwich-Tottenham,bwin,0.06438791732909377
23/02/14,13,Norwich-Tottenham,interwetten,0.08039561300430842
23/02/14,13,Norwich-Tottenham,pinnacle,0.019385609500150336
23/02/14,13,Norwich-Tottenham,williamhill,0.06493506493506507
23/02/14,13,Norwich-Tottenham,vcbet,0.02857142857142847
01/03/14,13,Everton-West Ham,bet365,0.025023342670401405
01/03/14,13,Everton-West Ham,bwin,0.06481481481481488
01/03/14,13,Everton-West Ham,interwetten,0.0806010928961749
01/03/14,13,Everton-West Ham,pinnacle,0.021308095609100075
01/03/14,13,Everton-West Ham,williamhill,0.06551410373066413
01/03/14,13,Everton-West Ham,vcbet,0.020576572714607222
01/03/14,13,Fulham-Chelsea,bet365,0.025181488203266822
01/03/14,13,Fulham-Chelsea,bwin,0.06875020277903143
01/03/14,13,Fulham-Chelsea,interwetten,0.0785447429283046
01/03/14,13,Fulham-Chelsea,pinnacle,0.01846657316503042
01/03/14,13,Fulham-Chelsea,williamhill,0.06944444444444442
01/03/14,13,Fulham-Chelsea,vcbet,0.025181488203266822
01/03/14,13,Hull-Newcastle,bet365,0.02369356833642544
01/03/14,13,Hull-Newcastle,bwin,0.04227761485825998
01/03/14,13,Hull-Newcastle,interwetten,0.08061594202898559
01/03/14,13,Hull-Newcastle,pinnacle,0.021207703354246155
01/03/14,13,Hull-Newcastle,williamhill,0.06182795698924726
01/03/14,13,Hull-Newcastle,vcbet,0.02369356833642544
01/03/14,13,Southampton-Liverpool,bet365,0.021138211382113914
01/03/14,13,Southampton-Liverpool,bwin,0.040185830429732894
01/03/14,13,Southampton-Liverpool,interwetten,0.0793287566742944
01/03/14,13,Southampton-Liverpool,pinnacle,0.020642937372032044
01/03/14,13,Southampton-Liverpool,williamhill,0.06543778801843314
01/03/14,13,Southampton-Liverpool,vcbet,0.02857142857142847
01/03/14,13,Stoke-Arsenal,bet365,0.023010758635948925
01/03/14,13,Stoke-Arsenal,bwin,0.06680706680706683
01/03/14,13,Stoke-Arsenal,interwetten,0.0804554554554553
01/03/14,13,Stoke-Arsenal,pinnacle,0.019679188386501956
01/03/14,13,Stoke-Arsenal,williamhill,0.06728199390888179
01/03/14,13,Stoke-Arsenal,vcbet,0.026519530565773497
02/03/14,13,Aston Villa-Norwich,bet365,0.026718379659556035
02/03/14,13,Aston Villa-Norwich,bwin,0.07360482654600298
02/03/14,13,Aston Villa-Norwich,interwetten,0.08080808080808088
02/03/14,13,Aston Villa-Norwich,pinnacle,0.019168196058271247
02/03/14,13,Aston Villa-Norwich,williamhill,0.06333056478405297
02/03/14,13,Aston Villa-Norwich,vcbet,0.026718379659556035
02/03/14,13,Swansea-Crystal Palace,bet365,0.026254826254826114
02/03/14,13,Swansea-Crystal Palace,bwin,0.07445887445887434
02/03/14,13,Swansea-Crystal Palace,interwetten,0.0793650793650793
02/03/14,13,Swansea-Crystal Palace,pinnacle,0.01994394963144952
02/03/14,13,Swansea-Crystal Palace,williamhill,0.06902873259298414
02/03/14,13,Swansea-Crystal Palace,vcbet,0.02880697733638904
02/03/14,13,Tottenham-Cardiff,bet365,0.025689223057643984
02/03/14,13,Tottenham-Cardiff,bwin,0.06592288119005674
02/03/14,13,Tottenham-Cardiff,interwetten,0.0806530214424952
02/03/14,13,Tottenham-Cardiff,pinnacle,0.018847992883353593
02/03/14,13,Tottenham-Cardiff,williamhill,0.06429844665138762
02/03/14,13,Tottenham-Cardiff,vcbet,0.03326498063340155
08/03/14,13,Cardiff-Fulham,bet365,0.02374620060790278
08/03/14,13,Cardiff-Fulham,bwin,0.06463675213675213
08/03/14,13,Cardiff-Fulham,interwetten,0.08015640273704783
08/03/14,13,Cardiff-Fulham,pinnacle,0.01975797815378022
08/03/14,13,Cardiff-Fulham,williamhill,0.06182795698924726
08/03/14,13,Cardiff-Fulham,vcbet,0.0219780219780219
08/03/14,13,Chelsea-Tottenham,bet365,0.029799818016378543
08/03/14,13,Chelsea-Tottenham,bwin,0.06360934182590228
08/03/14,13,Chelsea-Tottenham,interwetten,0.08014297530426573
08/03/14,13,Chelsea-Tottenham,pinnacle,0.019435181370332177
08/03/14,13,Chelsea-Tottenham,williamhill,0.06197478991596639
08/03/14,13,Chelsea-Tottenham,vcbet,0.028846153846153744
08/03/14,13,Crystal Palace-Southampton,bet365,0.024556838510326973
08/03/14,13,Crystal Palace-Southampton,bwin,0.06959706959706957
08/03/14,13,Crystal Palace-Southampton,interwetten,0.08061594202898537
08/03/14,13,Crystal Palace-Southampton,pinnacle,0.021095306809592484
08/03/14,13,Crystal Palace-Southampton,williamhill,0.06284038542103065
08/03/14,13,Crystal Palace-Southampton,vcbet,0.024556838510326973
08/03/14,13,Norwich-Stoke,bet365,0.025252525252525082
08/03/14,13,Norwich-Stoke,bwin,0.06114273666455827
08/03/14,13,Norwich-Stoke,interwetten,0.08225108225108224
08/03/14,13,Norwich-Stoke,pinnacle,0.01984370435290672
08/03/14,13,Norwich-Stoke,williamhill,0.06039355688724557
08/03/14,13,Norwich-Stoke,vcbet,0.025060386473430007
08/03/14,13,West Brom-Man United,bet365,0.024225865209471786
08/03/14,13,West Brom-Man United,bwin,0.0696994424044608
08/03/14,13,West Brom-Man United,interwetten,0.07877902934223346
08/03/14,13,West Brom-Man United,pinnacle,0.019720819720819627
08/03/14,13,West Brom-Man United,williamhill,0.06728142076502719
08/03/14,13,West Brom-Man United,vcbet,0.024225865209471786
15/03/14,13,Aston Villa-Chelsea,bet365,0.027398796316063123
15/03/14,13,Aston Villa-Chelsea,bwin,0.06360671015843433
15/03/14,13,Aston Villa-Chelsea,interwetten,0.0806010928961749
15/03/14,13,Aston Villa-Chelsea,pinnacle,0.020095172571952702
15/03/14,13,Aston Villa-Chelsea,williamhill,0.06311858076563959
15/03/14,13,Aston Villa-Chelsea,vcbet,0.025023342670401405
15/03/14,13,Everton-Cardiff,bet365,0.02620320855614966
15/03/14,13,Everton-Cardiff,bwin,0.06592288119005674
15/03/14,13,Everton-Cardiff,interwetten,0.08065164498042954
15/03/14,13,Everton-Cardiff,pinnacle,0.020838329198701988
15/03/14,13,Everton-Cardiff,williamhill,0.06624099986414889
15/03/14,13,Everton-Cardiff,vcbet,0.035213032581453474
15/03/14,13,Fulham-Newcastle,bet365,0.02356061788110475
15/03/14,13,Fulham-Newcastle,bwin,0.06207076131888156
15/03/14,13,Fulham-Newcastle,interwetten,0.08173076923076916
15/03/14,13,Fulham-Newcastle,pinnacle,0.02019802816840599
15/03/14,13,Fulham-Newcastle,williamhill,0.06964285714285712
15/03/14,13,Fulham-Newcastle,vcbet,0.030541871921182295
15/03/14,13,Hull-Man City,bet365,0.021735711222479637
15/03/14,13,Hull-Man City,bwin,0.0635947712418301
15/03/14,13,Hull-Man City,interwetten,0.0806010928961749
15/03/14,13,Hull-Man City,pinnacle,0.022497789382108557
15/03/14,13,Hull-Man City,williamhill,0.06676723656274453
15/03/14,13,Hull-Man City,vcbet,0.023346968540273183
15/03/14,13,Southampton-Norwich,bet365,0.02113010446343777
15/03/14,13,Southampton-Norwich,bwin,0.06676723656274453
15/03/14,13,Southampton-Norwich,interwetten,0.07991681521093286
15/03/14,13,Southampton-Norwich,pinnacle,0.01983642140404407
15/03/14,13,Southampton-Norwich,williamhill,0.06172839506172845
15/03/14,13,Southampton-Norwich,vcbet,0.02113010446343777
15/03/14,13,Stoke-West Ham,bet365,0.025252525252525082
15/03/14,13,Stoke-West Ham,bwin,0.06116310160427818
15/03/14,13,Stoke-West Ham,interwetten,0.07954545454545459
15/03/14,13,Stoke-West Ham,pinnacle,0.02051659805434025
15/03/14,13,Stoke-West Ham,williamhill,0.06223358908780918
15/03/14,13,Stoke-West Ham,vcbet,0.027214714714714594
15/03/14,13,Sunderland-Crystal Palace,bet365,0.024556838510326973
15/03/14,13,Sunderland-Crystal Palace,bwin,0.06038552321007096
15/03/14,13,Sunderland-Crystal Palace,interwetten,0.08225108225108224
15/03/14,13,Sunderland-Crystal Palace,pinnacle,0.021660926990520135
15/03/14,13,Sunderland-Crystal Palace,williamhill,0.06547470200883554
15/03/14,13,Sunderland-Crystal Palace,vcbet,0.018146582100070585
15/03/14,13,Swansea-West Brom,bet365,0.02154517281538082
15/03/14,13,Swansea-West Brom,bwin,0.06767785648290725
15/03/14,13,Swansea-West Brom,interwetten,0.08225108225108224
15/03/14,13,Swansea-West Brom,pinnacle,0.019297908611017878
15/03/14,13,Swansea-West Brom,williamhill,0.06341575091575091
15/03/14,13,Swansea-West Brom,vcbet,0.025883838383838453
16/03/14,13,Man United-Liverpool,bet365,0.022605363984674387
16/03/14,13,Man United-Liverpool,bwin,0.06833642547928265
16/03/14,13,Man United-Liverpool,interwetten,0.08333333333333348
16/03/14,13,Man United-Liverpool,pinnacle,0.02126780459237798
16/03/14,13,Man United-Liverpool,williamhill,0.06666666666666665
16/03/14,13,Man United-Liverpool,vcbet,0.027210884353741305
16/03/14,13,Tottenham-Arsenal,bet365,0.02486155752623631
16/03/14,13,Tottenham-Arsenal,bwin,0.06814971751412435
16/03/14,13,Tottenham-Arsenal,interwetten,0.08333333333333348
16/03/14,13,Tottenham-Arsenal,pinnacle,0.020404348084855695
16/03/14,13,Tottenham-Arsenal,williamhill,0.0625
16/03/14,13,Tottenham-Arsenal,vcbet,0.02486155752623631
22/03/14,13,Cardiff-Liverpool,bet365,0.031033466017986067
22/03/14,13,Cardiff-Liverpool,bwin,0.06326034063260355
22/03/14,13,Cardiff-Liverpool,interwetten,0.08251231527093594
22/03/14,13,Cardiff-Liverpool,pinnacle,0.02262661475690364
22/03/14,13,Cardiff-Liverpool,williamhill,0.06150793650793651
22/03/14,13,Cardiff-Liverpool,vcbet,0.02424046541693592
22/03/14,13,Chelsea-Arsenal,bet365,0.028844634107791922
22/03/14,13,Chelsea-Arsenal,bwin,0.06417112299465244
22/03/14,13,Chelsea-Arsenal,interwetten,0.0793287566742944
22/03/14,13,Chelsea-Arsenal,pinnacle,0.01944951965580244
22/03/14,13,Chelsea-Arsenal,williamhill,0.06836307680759646
22/03/14,13,Chelsea-Arsenal,vcbet,0.02666579948619563
22/03/14,13,Everton-Swansea,bet365,0.021879318286504024
22/03/14,13,Everton-Swansea,bwin,0.06299823633156953
22/03/14,13,Everton-Swansea,interwetten,0.0804554554554553
22/03/14,13,Everton-Swansea,pinnacle,0.01964125226520519
22/03/14,13,Everton-Swansea,williamhill,0.05958670893507123
22/03/14,13,Everton-Swansea,vcbet,0.021879318286504024
