id_game,matchweek,results,results_categoric,odds,probas,bets,log_growth
2509,30,0,away,5.07,0.19310062833436994,,
2510,30,0,home,3.0,0.2843423357646302,,
2510,30,0,draw,3.21,0.30826754138547,,
2510,30,1,away,2.66,0.4073901228498998,0.03644333932667069,0.1822668384621854
2511,31,0,home,2.6,0.3593226514141831,,
2511,31,0,draw,3.1,0.29361182281524506,,
2511,31,1,away,3.22,0.3470655257705719,0.04207371984556324,0.11352320402148666
2512,31,0,home,1.33,0.7251771061397524,,
2512,31,0,draw,6.5,0.16479738380248926,,
2512,31,1,away,10.5,0.11002551005775832,0.013124247542614422,0.11352320402148666
2513,31,1,home,1.53,0.5828902640373721,,
2513,31,0,draw,4.6,0.26064441501410485,0.044960874881948894,0.11352320402148666
2513,31,0,away,6.5,0.15646532094852292,,
2514,31,0,home,7.31,0.2297177487643115,0.09637405981387477,0.11352320402148666
2514,31,0,draw,4.2,0.2881768104768423,,
2514,31,1,away,1.55,0.4821054407588463,,
2515,31,0,home,2.41,0.315609618718016,,
2515,31,0,draw,3.18,0.3098282726745928,,
2515,31,1,away,3.43,0.3745621086073911,0.09831667769860089,0.11352320402148666
2516,31,1,home,3.11,0.3044489231299152,,
2516,31,0,draw,3.47,0.27806743099332104,,
2516,31,0,away,2.45,0.4174836458767636,0.012176913494499033,0.11352320402148666
2517,31,0,home,2.9,0.4037021612884064,0.07271436609255659,0.11352320402148666
2517,31,0,draw,3.49,0.2779273127221435,,
2517,31,1,away,2.56,0.3183705259894501,,
2518,31,0,home,6.5,0.2156441685583252,0.06220708868497767,0.11352320402148666
2518,31,0,draw,4.1,0.2571406844268797,,
2518,31,1,away,1.63,0.527215147014795,,
2519,31,1,home,3.69,0.38371331753700505,0.13488015531931655,0.11352320402148666
2519,31,0,draw,3.34,0.2625419064016967,,
2519,31,0,away,2.21,0.35374477606129834,,
2520,31,0,home,2.33,0.35253510833975266,,
2520,31,1,draw,3.3,0.27609088200392345,,
2520,31,0,away,3.45,0.371374009656324,0.09618324720655534,0.11352320402148666
2521,32,0,home,3.5,0.3563030318179781,0.08863638953936619,0.07495890800901585
2521,32,1,draw,3.56,0.2792469287895893,,
2521,32,0,away,2.21,0.3644500393924327,,
2522,32,1,home,3.75,0.2777776467619416,,
2522,32,0,draw,3.5,0.3069201877869646,0.02568504455064826,0.07495890800901585
2522,32,0,away,2.14,0.4153021654510938,,
2523,32,1,home,1.72,0.4845803102559039,,
2523,32,0,draw,3.6,0.27697919217050204,,
2523,32,0,away,6.0,0.23844049757359406,0.07895125567952473,0.07495890800901585
2524,32,0,home,1.79,0.5064374548090507,,
2524,32,1,draw,3.8,0.2820406387970051,,
2524,32,0,away,5.25,0.2115219063939443,0.022630269384618876,0.07495890800901585
2525,32,1,home,1.38,0.6856915320293756,,
2525,32,0,draw,5.25,0.2030460569297544,,
2525,32,0,away,10.0,0.11126241104086997,0.010893996072374275,0.07495890800901585
2526,32,0,home,4.85,0.2689341231357047,0.07124733002029641,0.07495890800901585
2526,32,1,draw,4.36,0.24324907408843086,,
2526,32,0,away,1.7,0.4878168027758645,,
2527,32,0,home,1.63,0.5611163203853602,,
2527,32,1,draw,4.0,0.2470706025794944,,
2527,32,0,away,6.66,0.1918130770351454,0.04379176509327474,0.07495890800901585
2528,32,1,home,1.83,0.5846357299139042,0.07267407565788214,0.07495890800901585
2528,32,0,draw,3.86,0.25139090996553404,,
2528,32,0,away,4.56,0.16397336012056182,,
2529,32,0,home,9.0,0.15534551818600464,0.04506284897004505,0.07495890800901585
2529,32,0,draw,5.02,0.19782988258610787,,
2529,32,1,away,1.4,0.6468245992278874,,
2530,32,1,home,1.6,0.4722239380927678,,
2530,32,0,draw,4.2,0.293860821376029,,
2530,32,0,away,6.22,0.23391524053120336,0.08012065478780817,0.07495890800901585
2531,33,0,home,2.08,0.4671738223783192,,
2531,33,0,draw,3.52,0.2792118870793115,,
2531,33,1,away,3.88,0.2536142905423693,2.8129488827831957e-19,0.10649839857847537
2532,33,0,home,1.26,0.6308677251468198,,
2532,33,1,draw,6.53,0.22149332583085166,,
2532,33,0,away,13.0,0.14763894902232866,0.07037990814229957,0.10649839857847537
2533,33,0,home,5.0,0.2642115234276189,0.06967127765686634,0.10649839857847537
2533,33,0,draw,3.88,0.2701230783762343,,
2533,33,1,away,1.78,0.4656653981961467,,
2534,33,1,home,5.54,0.2745288901567518,0.10313879425748303,0.10649839857847537
2534,33,0,draw,3.67,0.3139014273460846,,
2534,33,0,away,1.75,0.4115696824971635,,
2535,33,0,home,2.12,0.4241366975806836,,
2535,33,0,draw,3.4,0.333818128065604,0.04715066182397534,0.10649839857847537
2535,33,1,away,4.0,0.2420451743537124,,
2536,33,0,home,4.17,0.2460333346759628,0.006735324228077862,0.10649839857847537
2536,33,1,draw,4.2,0.2334417877839967,,
2536,33,0,away,1.83,0.5205248775400406,,
