,id_game,season,matchweek,date,hometeam,awayteam,market_tracktake,result,result_categoric,odds,probas,bets
45,2436,20,23,2021-02-13,leicester,liverpool,0.015609351303402352,1,h,3.6,0.4092899417808831,0.12646405765698768
46,2437,20,23,2021-02-13,crystal_palace,burnley,0.009231090431877751,1,a,3.3,0.3646754830269502,0.0674826512803918
47,2438,20,23,2021-02-13,man_city,tottenham,0.015208636368134075,0,a,9.5,0.14497501476811409,0.028224987812257983
48,2439,20,23,2021-02-13,brighton,aston_villa,0.020392862498125552,0,h,2.85,0.36755319028443534,0.021067428491741973
49,2440,20,23,2021-02-14,southampton,wolves,0.020733621778918018,1,a,3.25,0.3576915879964888,0.056045039319593155
50,2441,20,24,2021-02-14,west_brom,man_united,0.015872089252124244,0,h,10.0,0.1690501327753168,0.03143644922876736
51,2442,20,24,2021-02-14,arsenal,leeds,0.025195048787139074,1,h,1.93,0.6433662812886994,0.18085697144619825
52,2443,20,24,2021-02-14,everton,fulham,0.023061448485734104,0,h,1.96,0.6017338120528458,0.12461996914639213
53,2444,20,24,2021-02-15,west_ham,sheffield_united,0.02332274458167793,0,a,5.26,0.2421610255239441,0.03448165998775923
54,2445,20,24,2021-02-15,chelsea,newcastle,-0.001897723167456622,0,a,13.0,0.16557367584172986,0.03156588798918609
55,2446,20,24,2021-02-17,burnley,fulham,0.021942886074038714,0,h,2.87,0.470482727494901,0.10916760768372397
56,2447,20,24,2021-02-17,everton,man_city,0.018493218602293915,0,h,9.5,0.2471126396326952,0.051326109977155844
57,2448,20,24,2021-02-19,wolves,leeds,0.01306092612483578,1,h,2.45,0.5355852485069815,0.13372203990773188
58,2449,20,24,2021-02-20,southampton,chelsea,0.024855246434119405,0,h,5.11,0.3437724820089828,0.08214908598431955
59,2450,20,24,2021-02-20,burnley,west_brom,0.021410471770634487,0,h,2.06,0.6476463772081321,0.22067421864876557
60,2451,20,25,2021-02-20,liverpool,everton,0.02504105090311981,0,d,4.64,0.2786464042160921,0.09619759941792869
61,2452,20,25,2021-02-20,fulham,sheffield_united,0.018338409143007,0,a,3.77,0.3022305466535029,0.06610162045974924
62,2453,20,25,2021-02-21,west_ham,tottenham,0.01756087050204691,0,a,2.8,0.4722217081302721,0.23436557559538923
63,2454,20,25,2021-02-21,aston_villa,leicester,0.023432620969650264,1,a,2.49,0.4830121461200347,0.18606769955615746
64,2455,20,25,2021-02-21,arsenal,man_city,0.01927176134935116,0,h,6.5,0.22839661404810316,0.09249260706662202
65,2456,20,25,2021-02-21,man_united,newcastle,0.017632282899458396,0,a,12.0,0.12202286086397356,0.042770232981087036
66,2457,20,25,2021-02-22,brighton,crystal_palace,0.02574184621688591,1,a,5.64,0.23562649616435996,0.08159694805150358
67,2458,20,25,2021-02-23,leeds,southampton,0.014957264957264902,0,d,3.6,0.3056078926873197,0.05177224077816885
68,2459,20,25,2021-02-27,man_city,west_ham,0.023744005455091918,0,d,6.76,0.16394762850601086,0.024569367492771412
69,2460,20,25,2021-02-27,west_brom,brighton,0.02276550643879016,1,h,4.22,0.3166856085026233,0.12406610860062245
70,2461,20,26,2021-02-27,leeds,aston_villa,0.012721294051217358,1,a,3.22,0.3673560253373772,0.07737813705059064
71,2462,20,26,2021-02-27,newcastle,wolves,0.017127689963816417,0,h,3.56,0.3389970475389227,0.07425202297442049
72,2463,20,26,2021-02-28,crystal_palace,fulham,0.02156629193871762,0,h,3.62,0.4645543141873493,0.21321161359677965
73,2464,20,26,2021-02-28,leicester,arsenal,0.019725162935588347,0,h,2.61,0.4490858748368217,0.10411597347943502
74,2465,20,26,2021-02-28,tottenham,burnley,0.02343223517468496,0,a,7.22,0.1841236419933992,0.042881945015515024
75,2466,20,26,2021-02-28,chelsea,man_united,0.017084693794821467,0,h,2.3,0.4888447543141676,0.09590403029707967
76,2467,20,26,2021-02-28,sheffield_united,liverpool,0.02190357947298427,0,h,8.0,0.2312747588037904,0.07617911348651189
77,2468,20,26,2021-03-01,everton,southampton,0.022515971139957625,1,h,2.21,0.5713159496911859,0.2238233033876602
78,2469,20,26,2021-03-02,man_city,wolves,0.003758482686619047,0,a,16.42,0.10955150316139373,0.030965575472627477
79,2470,20,26,2021-03-03,burnley,leicester,0.01195373537231337,0,h,4.1,0.2951805221884175,0.06128828523937996
80,2471,20,27,2021-03-03,sheffield_united,aston_villa,0.014208764870335068,1,h,3.9,0.3968883948060029,0.1413992545565514
81,2472,20,27,2021-03-03,crystal_palace,man_united,0.02243087695632306,0,h,8.18,0.23554440134501786,0.07227725609425077
82,2473,20,27,2021-03-04,fulham,tottenham,0.01712648274023731,1,a,2.0,0.5967677094885351,0.18893362713922315
83,2474,20,27,2021-03-04,west_brom,everton,0.02223356990091263,0,h,4.5,0.2604398454857381,0.041432350754072665
84,2475,20,27,2021-03-04,liverpool,chelsea,0.02209920125517062,0,d,3.69,0.35355364298361924,0.09197652277909377
85,2476,20,27,2021-03-06,burnley,arsenal,0.0250789009379504,0,h,5.75,0.32549240446638983,0.11282719855585285
86,2477,20,27,2021-03-06,sheffield_united,southampton,0.016082554173973532,0,h,3.77,0.34396215286568205,0.0869399037473782
87,2478,20,27,2021-03-06,aston_villa,wolves,0.015796162924408552,0,a,3.28,0.30407648954099553,0.0
88,2479,20,27,2021-03-06,brighton,leicester,0.01247711747446445,1,a,3.02,0.44786188666738863,0.14688436056104115
89,2480,20,27,2021-03-07,west_brom,newcastle,0.02130966737629669,0,a,3.2,0.4090890568249903,0.11732952581253593
90,2481,20,28,2021-03-07,liverpool,fulham,-3.52995163965808e-05,1,a,9.5,0.11369775837119975,0.0103473500689872
91,2482,20,28,2021-03-07,man_city,man_united,0.013450292397660936,0,h,1.52,0.7222080208672674,0.24768350035512915
92,2483,20,28,2021-03-07,tottenham,crystal_palace,0.017391304347825987,1,h,1.5,0.6819907332974218,0.05532055691963927
93,2484,20,28,2021-03-08,chelsea,everton,0.016699081185849396,0,a,6.72,0.242392872205391,0.08906096528686668
94,2485,20,28,2021-03-08,west_ham,leeds,0.021459424503936345,1,h,2.14,0.4698719515922327,0.0056890957155116975
95,2486,20,28,2021-03-10,man_city,southampton,0.011828993892639028,0,d,7.5,0.156634238417117,0.027620456139623977
96,2487,20,28,2021-03-12,newcastle,aston_villa,0.01781762309524826,0,h,3.9,0.3556410085262653,0.1303959001540706
97,2488,20,28,2021-03-13,leeds,chelsea,0.020131086142322285,0,h,4.8,0.3060656236316805,0.11258638389147313
98,2489,20,28,2021-03-13,crystal_palace,west_brom,0.01086301086301078,1,h,2.31,0.5713946870402075,0.28750672989469156
99,2490,20,28,2021-03-13,everton,burnley,0.022489941297432647,1,a,4.54,0.2443847330716207,0.03378906157400682
100,2491,20,29,2021-03-13,fulham,man_city,0.023942000167035404,0,h,10.46,0.20734204062347164,0.037010611829761564
101,2492,20,29,2021-03-14,southampton,brighton,0.02163866923815672,0,h,3.03,0.372110444904426,0.03384343922115771
102,2493,20,29,2021-03-14,leicester,sheffield_united,0.01917690152984264,1,h,1.56,0.7905854047305773,0.32972956528255876
103,2494,20,29,2021-03-14,arsenal,tottenham,0.01990819337399019,0,a,2.87,0.4674216463800796,0.09483271008250224
104,2495,20,29,2021-03-14,man_united,west_ham,0.025261911028209738,1,h,1.88,0.7038211397836562,0.2497703362196686
105,2496,20,29,2021-03-15,wolves,liverpool,0.02086511032194216,0,h,5.0,0.2993122766955285,0.053927131688665954
106,2497,20,29,2021-03-19,fulham,leeds,0.01820411243161657,1,a,3.1,0.3662442342762955,0.03455321814355787
107,2498,20,29,2021-03-20,brighton,newcastle,0.0243991155629002,0,a,6.73,0.3189461483953619,0.06635466155906464
108,2499,20,29,2021-03-21,west_ham,arsenal,0.013230363984674476,1,d,3.6,0.3277513549531401,0.035874593734800356
109,2500,20,29,2021-03-21,aston_villa,tottenham,0.022276150792405414,1,a,2.48,0.4728189131030501,0.06410373223826246
110,2501,20,30,2021-04-03,chelsea,west_brom,0.02664380870745386,1,a,17.0,0.08739574445755209,0.01620316764270293
111,2502,20,30,2021-04-03,leeds,sheffield_united,0.015750159713008083,0,a,7.0,0.2507084410873288,0.06306454755598122
112,2503,20,30,2021-04-03,leicester,man_city,0.007361398665746366,0,h,6.75,0.301418570138345,0.08291730940147082
113,2504,20,30,2021-04-03,arsenal,liverpool,0.019518287770953883,0,h,3.18,0.3584239718402707,0.04622199692469868
114,2505,20,30,2021-04-04,southampton,burnley,0.01994046511366632,0,a,3.97,0.3317654355982673,0.0697822236017393
115,2506,20,30,2021-04-04,newcastle,tottenham,0.018282552641272654,0,h,5.8,0.2510770692818706,0.055459696659382704
116,2507,20,30,2021-04-04,aston_villa,fulham,0.02277117743649182,1,h,2.32,0.5810317383728472,0.20421702707387768
117,2508,20,30,2021-04-04,man_united,brighton,0.02521802425012365,1,h,1.67,0.7243305433917819,0.28945215051567513
118,2509,20,30,2021-04-05,everton,crystal_palace,0.023202795352900152,0,h,1.84,0.6247811881573222,0.14492850057436854
119,2510,20,30,2021-04-05,wolves,west_ham,0.020799662708172132,0,h,3.0,0.3582276372710611,0.02775338005010309
120,2511,20,31,2021-04-09,fulham,wolves,0.017755035987854884,1,a,3.22,0.43800662768646864,0.1674009828670327
121,2512,20,31,2021-04-10,man_city,leeds,0.0009639483323693463,0,h,1.33,0.7918631787842471,0.18989965678342927
122,2513,20,31,2021-04-10,liverpool,aston_villa,0.024832229435809868,0,d,4.6,0.27881218812485353,0.06913405285494562
123,2514,20,31,2021-04-10,crystal_palace,chelsea,0.02005543402657395,0,h,7.31,0.31323012546720314,0.11680934120131475
124,2515,20,31,2021-04-11,burnley,newcastle,0.020948357645504068,1,a,3.43,0.3331843511895234,0.05688677411551879
125,2516,20,31,2021-04-11,west_ham,leicester,0.017891111706596963,1,h,3.11,0.32680525158939394,0.008006475423347153
126,2517,20,31,2021-04-11,tottenham,man_united,0.02198553749629495,0,h,2.9,0.41299371924348055,0.10094354942880467
127,2518,20,31,2021-04-11,sheffield_united,arsenal,0.011245525385881637,0,h,6.5,0.2533238125405454,0.08423605979137024
128,2519,20,31,2021-04-12,west_brom,southampton,0.02289259541469613,1,h,3.69,0.2803615993381406,0.013087590319534208
129,2520,20,31,2021-04-12,brighton,everton,0.02206992485029424,0,a,3.45,0.448539936679811,0.19359551721470275
130,2521,20,32,2021-04-16,everton,tottenham,0.019101849901585588,0,h,3.5,0.4533163063976026,0.11454229071342668
131,2522,20,32,2021-04-17,newcastle,west_ham,0.01967067200712069,1,h,3.75,0.3367852575748025,0.04962342831029069
132,2523,20,32,2021-04-17,wolves,sheffield_united,0.02583979328165387,1,h,1.72,0.7109387383662519,0.21724853722552553
133,2524,20,32,2021-04-18,arsenal,fulham,0.01229330309012755,0,h,1.79,0.6342722335405677,0.10794488886555424
134,2525,20,32,2021-04-18,man_united,burnley,0.015113871635610954,0,a,10.0,0.10413979308118923,0.0026303302831630192
135,2526,20,32,2021-04-19,leeds,liverpool,0.023778659293093973,0,h,4.85,0.2743996227839681,0.04187388187577852
136,2527,20,32,2021-04-20,chelsea,brighton,0.013647082665487531,0,h,1.63,0.7029360809822869,0.15576371459048505
137,2528,20,32,2021-04-21,tottenham,southampton,0.024813690558682436,1,h,1.83,0.6033571100373101,0.0770279243643702
138,2529,20,32,2021-04-21,aston_villa,man_city,0.02460001264782141,0,h,9.0,0.3471699078570011,0.06860054262465284
139,2530,20,32,2021-04-22,leicester,west_brom,0.023866942275302398,1,h,1.6,0.7155143251616086,0.16474446114675323
140,2531,20,33,2021-04-23,arsenal,everton,0.02259209862302636,1,a,3.88,0.3627330384404288,0.15348203570322122
141,2532,20,33,2021-04-24,liverpool,newcastle,0.023713227388571845,0,a,13.0,0.14405449465502734,0.05490520910549415
142,2533,20,33,2021-04-24,west_ham,chelsea,0.019529711571875552,0,h,5.0,0.26105859682629456,0.08299133694989805
143,2534,20,33,2021-04-24,sheffield_united,brighton,0.024413550623723967,1,h,5.54,0.2592840970834285,0.09706782727294946
144,2535,20,33,2021-04-25,wolves,burnley,0.01581576026637066,1,a,4.0,0.27244608082224514,0.037114037638240255
145,2536,20,33,2021-04-25,leeds,man_united,0.02435147900415036,0,h,4.17,0.23848706023190994,0.0
146,2537,20,33,2021-04-25,aston_villa,west_brom,0.01674641148325362,0,h,1.9,0.6397170024867567,0.33949706050642997
147,2538,20,33,2021-04-26,leicester,crystal_palace,0.020595461771932392,0,a,8.5,0.14305693342594525,0.031968857136100835
148,2539,20,33,2021-04-30,southampton,leicester,0.005102040816326482,0,h,4.0,0.3237913246297622,0.1104595164588106
149,2540,20,33,2021-05-01,crystal_palace,man_city,0.022126022126021997,0,h,11.0,0.2272029301315966,0.09251411922885558
150,2541,20,34,2021-05-01,brighton,leeds,0.023197789363333943,0,a,3.54,0.3614019248354903,0.14156820605062517
151,2542,20,34,2021-05-01,chelsea,fulham,0.018939393939394037,1,h,1.5,0.7237119988897257,0.2787550021865347
152,2543,20,34,2021-05-01,everton,aston_villa,-0.008542704194878016,0,d,3.7,0.3208051243786777,0.091870333395
153,2544,20,34,2021-05-02,newcastle,arsenal,0.020634920634920558,0,h,3.75,0.32464435350818993,0.10335010691135153
154,2545,20,34,2021-05-02,tottenham,sheffield_united,0.009819967266775588,0,a,13.0,0.0982274209748273,0.027115447457416775
155,2546,20,34,2021-05-03,west_brom,wolves,0.018384131591678617,0,a,2.65,0.4079285067539929,0.07000250150027032
156,2547,20,34,2021-05-03,burnley,west_ham,0.018488806884779718,0,d,3.6,0.3135070707627419,0.06758653364817797
157,2548,20,34,2021-05-07,leicester,newcastle,0.015343535788298944,1,a,8.5,0.15871884945735973,0.05303673256279616
158,2549,20,34,2021-05-08,leeds,tottenham,0.02274602601863429,0,a,2.06,0.5435735026255128,0.16671513628782753
159,2550,20,34,2021-05-08,sheffield_united,crystal_palace,0.01694603170706266,1,a,2.6,0.3843030546962466,0.0
160,2551,20,35,2021-05-08,man_city,chelsea,0.02178338093831056,0,h,1.95,0.6481594068069192,0.17881784251741017
161,2552,20,35,2021-05-08,liverpool,southampton,0.014114991093989282,0,a,12.0,0.15655874408290607,0.027151795824896484
162,2553,20,35,2021-05-09,wolves,brighton,0.00951423545040031,1,h,3.5,0.3735210874163629,0.06299246543007912
163,2554,20,35,2021-05-09,aston_villa,man_united,0.0143421012986229,0,h,4.6,0.3225210817312309,0.06145606579207598
164,2555,20,35,2021-05-09,west_ham,everton,0.01819035628250432,1,a,3.35,0.3651413008500027,0.050415317991263926
165,2556,20,35,2021-05-09,arsenal,west_brom,0.024617013658766892,1,h,1.47,0.7108731820695118,0.05951014613479425
166,2557,20,35,2021-05-10,fulham,burnley,0.016040995267543545,1,a,3.44,0.4004505867936631,0.07807895888567642
167,2558,20,35,2021-05-11,man_united,leicester,0.0118313802524328,0,h,2.59,0.6523250063465575,0.2662939257969679
168,2559,20,35,2021-05-11,southampton,crystal_palace,0.00575554847616,1,h,2.15,0.5390602963866453,0.08132673603163626
169,2560,20,35,2021-05-12,chelsea,arsenal,0.011904761904761862,0,h,1.75,0.6608510292795663,0.13395674559519943
170,2561,20,36,2021-05-13,aston_villa,everton,0.017682705358337714,0,a,2.65,0.4492583773173617,0.11058774096128328
171,2562,20,36,2021-05-13,man_united,liverpool,0.03159571909571923,0,h,3.2,0.5777418860414393,0.34264870695340127
172,2563,20,36,2021-05-14,newcastle,man_city,0.009290467548180636,0,h,11.02,0.24631367730726755,0.07668893266512074
173,2564,20,36,2021-05-15,burnley,leeds,0.023611111111111027,0,h,3.2,0.4396126483860488,0.16261067469771975
174,2565,20,36,2021-05-15,southampton,fulham,0.02846807161005893,0,a,3.9,0.27258402249776503,0.02109272669193054
175,2566,20,36,2021-05-15,brighton,west_ham,0.0170250896057349,0,h,3.1,0.3303413628728617,0.011412660787038906
176,2567,20,36,2021-05-16,crystal_palace,aston_villa,0.016417182584286483,0,d,3.6,0.2942399921954572,0.022207391246562937
177,2568,20,36,2021-05-16,tottenham,wolves,0.022144522144522227,0,a,6.5,0.2239572004401809,0.06258800366375869
178,2569,20,36,2021-05-16,west_brom,liverpool,0.015975422427035424,0,h,15.0,0.20876925528448906,0.057837534501265296
179,2570,20,36,2021-05-16,everton,sheffield_united,0.02947845804988658,0,h,1.4,0.7488356913867472,0.13232562783191848
180,2571,20,37,2021-05-18,man_united,fulham,0.023809523809523725,0,h,1.33,0.7662355270487664,0.07423185060590859
181,2572,20,37,2021-05-18,southampton,leeds,0.00992238923273403,0,d,3.9,0.3040469262269504,0.0711067212467831
182,2573,20,37,2021-05-18,brighton,man_city,0.020750551876379756,1,h,7.5,0.25327978763782155,0.1041650783620502
183,2574,20,37,2021-05-18,chelsea,leicester,0.02319749216300937,1,h,1.74,0.6251917100940653,0.1525085228189572
184,2575,20,37,2021-05-19,everton,wolves,0.018808281966176562,0,a,4.5,0.2696205936545132,0.06588760794799847
185,2576,20,37,2021-05-19,newcastle,sheffield_united,0.03729538391315868,1,h,1.75,0.5872261217376942,0.045876320640090125
186,2577,20,37,2021-05-19,tottenham,aston_villa,0.025660921887336933,0,d,4.77,0.3109852589520746,0.12213938107434182
187,2578,20,37,2021-05-19,crystal_palace,arsenal,0.02122966639095658,0,h,6.5,0.32774215576358284,0.1495761970013315
188,2579,20,37,2021-05-19,burnley,liverpool,0.023464458247066892,0,h,11.5,0.28214452197077217,0.10322884280004593
189,2580,20,37,2021-05-19,west_brom,west_ham,0.026261996550609457,0,h,5.5,0.2825333186205085,0.11127947750249294
190,2581,20,38,2021-05-23,arsenal,brighton,0.019530360970290598,0,d,4.46,0.26249314639500265,0.04443255776204317
191,2582,20,38,2021-05-23,aston_villa,chelsea,0.021091519868571496,1,h,7.0,0.3166388322810065,0.11499090191044929
192,2583,20,38,2021-05-23,fulham,newcastle,0.012178517633561592,1,a,3.41,0.4148082105311142,0.14717632588000004
193,2584,20,38,2021-05-23,leeds,west_brom,0.02298850574712641,0,a,7.0,0.2685041250121719,0.09159314917829445
194,2585,20,38,2021-05-23,leicester,tottenham,0.009814663405042669,1,a,3.5,0.31581148266710113,0.03988653559225105
195,2586,20,38,2021-05-23,liverpool,crystal_palace,0.023833544767232432,0,a,18.32,0.10166059703217672,0.028199915634367044
196,2587,20,38,2021-05-23,man_city,everton,0.014857310028832059,1,h,1.47,0.7538846047288704,0.2704971298884578
197,2588,20,38,2021-05-23,sheffield_united,burnley,0.022765166672729542,0,a,2.45,0.4846097708600229,0.12520888701738372
198,2589,20,38,2021-05-23,west_ham,southampton,0.017422239760205294,0,a,5.03,0.25111096775456243,0.05541840956777796
199,2590,20,38,2021-05-23,wolves,man_united,0.014287014287014175,1,a,2.75,0.4188000054851824,0.08259618756897535
