id_game,matchweek,date,hometeam,awayteam,results,results_categoric,market_tracktake,odds,probas,bets,sharpe_ratio,portfolio_return,portfolio_volatility
2381,18,2021-01-16,wolves,west_brom,0,home,0.02520991848574905,1.63,0.5209667667094882,0.0,0.6719769958383671,0.26290965144026923,0.1530749925812095
2381,18,2021-01-16,wolves,west_brom,0,draw,0.02520991848574905,3.7,0.29857002972397784,0.035249731204068595,0.6719769958383671,0.26290965144026923,0.1530749925812095
2381,18,2021-01-16,wolves,west_brom,1,away,0.02520991848574905,7.07,0.18046320356653395,0.028448426109510035,0.6719769958383671,0.26290965144026923,0.1530749925812095
2382,18,2021-01-16,leeds,brighton,0,home,0.02274034986734597,2.18,0.389528062835392,6.856531415808709e-15,0.6719769958383671,0.26290965144026923,0.1530749925812095
2382,18,2021-01-16,leeds,brighton,0,draw,0.02274034986734597,3.67,0.29022973729320983,0.02861969524110711,0.6719769958383671,0.26290965144026923,0.1530749925812095
2382,18,2021-01-16,leeds,brighton,1,away,0.02274034986734597,3.43,0.32024219987139824,0.03545177699079882,0.6719769958383671,0.26290965144026923,0.1530749925812095
2383,18,2021-01-16,west_ham,burnley,1,home,0.02323635110520339,1.85,0.4402831738663473,1.3536227694570016e-16,0.6719769958383671,0.26290965144026923,0.1530749925812095
2383,18,2021-01-16,west_ham,burnley,0,draw,0.02323635110520339,3.6,0.3190486809052505,0.049213558718944124,0.6719769958383671,0.26290965144026923,0.1530749925812095
2383,18,2021-01-16,west_ham,burnley,0,away,0.02323635110520339,4.88,0.24066814522840216,0.038594544561059,0.6719769958383671,0.26290965144026923,0.1530749925812095
2384,18,2021-01-16,fulham,chelsea,0,home,0.018815401363142303,6.81,0.21900362360973571,0.042283790378742026,0.6719769958383671,0.26290965144026923,0.1530749925812095
2384,18,2021-01-16,fulham,chelsea,0,draw,0.018815401363142303,4.33,0.2469420797326301,0.030905788991756975,0.6719769958383671,0.26290965144026923,0.1530749925812095
2384,18,2021-01-16,fulham,chelsea,1,away,0.018815401363142303,1.56,0.534054296657634,4.8793845652344043e-17,0.6719769958383671,0.26290965144026923,0.1530749925812095
2385,18,2021-01-16,leicester,southampton,1,home,0.03055555555555545,1.8,0.4226185490096197,0.0,0.6719769958383671,0.26290965144026923,0.1530749925812095
2385,18,2021-01-16,leicester,southampton,0,draw,0.03055555555555545,3.75,0.2853556597650457,0.04778181725987673,0.6719769958383671,0.26290965144026923,0.1530749925812095
2385,18,2021-01-16,leicester,southampton,0,away,0.03055555555555545,4.8,0.2920257912253345,0.06414858653796333,0.6719769958383671,0.26290965144026923,0.1530749925812095
2386,18,2021-01-17,sheffield_united,tottenham,0,home,0.012242143821091123,6.5,0.14382438783343202,0.005422633719383355,0.6719769958383671,0.26290965144026923,0.1530749925812095
2386,18,2021-01-17,sheffield_united,tottenham,0,draw,0.012242143821091123,3.8,0.222006451416082,0.0,0.6719769958383671,0.26290965144026923,0.1530749925812095
2386,18,2021-01-17,sheffield_united,tottenham,1,away,0.012242143821091123,1.68,0.6341691607504859,0.06640497827161697,0.6719769958383671,0.26290965144026923,0.1530749925812095
2387,18,2021-01-17,liverpool,man_united,0,home,0.019541778975741275,2.0,0.6124397672824716,0.2023403500841311,0.6719769958383671,0.26290965144026923,0.1530749925812095
2387,18,2021-01-17,liverpool,man_united,1,draw,0.019541778975741275,4.0,0.22215667397626385,0.05620347888760527,0.6719769958383671,0.26290965144026923,0.1530749925812095
2387,18,2021-01-17,liverpool,man_united,0,away,0.019541778975741275,3.71,0.1654035587412645,0.0,0.6719769958383671,0.26290965144026923,0.1530749925812095
2388,18,2021-01-17,man_city,crystal_palace,1,home,0.017736264889542053,1.18,0.6849484289574119,3.670267817365252e-16,0.6719769958383671,0.26290965144026923,0.1530749925812095
2388,18,2021-01-17,man_city,crystal_palace,0,draw,0.017736264889542053,8.5,0.18611843995194524,0.03967787060157308,0.6719769958383671,0.26290965144026923,0.1530749925812095
2388,18,2021-01-17,man_city,crystal_palace,0,away,0.017736264889542053,19.0,0.12893313109064286,0.024611804425089197,0.6719769958383671,0.26290965144026923,0.1530749925812095
2389,18,2021-01-18,arsenal,newcastle,1,home,0.026071662900051033,1.45,0.5177298608000751,1.6699048197130874e-16,0.6719769958383671,0.26290965144026923,0.1530749925812095
2389,18,2021-01-18,arsenal,newcastle,0,draw,0.026071662900051033,4.73,0.2651068648022565,0.059607141839351466,0.6719769958383671,0.26290965144026923,0.1530749925812095
2389,18,2021-01-18,arsenal,newcastle,0,away,0.026071662900051033,8.0,0.21716327439766828,0.05139045700844196,0.6719769958383671,0.26290965144026923,0.1530749925812095
2390,18,2021-01-19,west_ham,west_brom,1,home,0.015252773231496652,1.6,0.5066028067243387,2.0236154123621158e-15,0.6719769958383671,0.26290965144026923,0.1530749925812095
