result,season,matchweek,date,hometeam,awayteam,position_table_home,total_pts_home,npxGD_ma_home,npxGD_var_home,big_six_home,promoted_team_home,position_table_away,total_pts_away,npxGD_ma_away,npxGD_var_away,big_six_away,promoted_team_away,ova_home,att_home,mid_home,def_home,transfer_budget_home,ip_home,saa_home,ova_away,att_away,mid_away,def_away,transfer_budget_away,ip_away,saa_away,proba_h,proba_d,proba_a
H,14,9,2014-10-25,swansea,leicester,8,11,-0.28209549632984077,1.3926588227258307,0,0,15,9,-0.8673780630592718,0.9088411626988349,0,1,75,78,73,74,9.5,14,26.36,71,70,70,70,9.5,10,26.45,0.5326097351056708,0.26063880654107296,0.20675145835325615
D,14,9,2014-10-25,west_brom,crystal_palace,14,9,-0.08019164325748962,0.7168603104133934,0,0,16,8,-0.06876704146144612,0.8640143979440149,0,0,75,74,74,72,9.5,14,26.73,73,72,73,73,9,11,27.55,0.5299793911487549,0.25733907444230886,0.21268153440893636
H,14,9,2014-10-25,west_ham,man_city,4,13,0.5859613705567045,0.3990943186142065,0,0,2,17,0.5804343903586473,0.5160901695527189,1,0,74,74,74,72,11,14,26.45,82,83,81,81,80,19,28.36,0.14994164099220827,0.2101113552959485,0.6399470037118431
A,14,9,2014-10-26,burnley,everton,19,4,-0.6691093270567245,0.4177414344767298,0,1,13,9,0.08978835976340076,0.7732455245051142,0,0,70,70,69,70,7.5,9,27.27,78,80,77,77,14,16,29.27,0.23331209176358134,0.281583559025012,0.48510434921140677
D,14,9,2014-10-26,man_united,chelsea,6,12,0.36569164615412214,0.4895602405932062,1,0,1,22,1.0474720321452418,1.557120055017046,1,0,81,87,80,77,39,20,24.36,82,83,82,81,55,20,25.82,0.34236075625958107,0.29228410832907514,0.3653551354113439
A,14,9,2014-10-26,tottenham,newcastle,9,11,-0.004938356367194054,0.9524392787504133,1,0,18,7,0.17989387347676894,0.8662539063059123,0,0,79,80,75,77,26,17,24.64,75,77,74,74,17,16,26.55,0.6301493305870237,0.22090628218331615,0.14894438722966016
H,14,9,2014-10-27,queens_rangers,aston_villa,20,4,-0.5352295917957904,1.2599920854430404,0,1,12,10,-0.959471162849499,1.3007995940041603,0,0,75,74,74,74,10,14,26.73,74,75,74,73,11.5,15,27,0.4234912723704087,0.29377322497767094,0.2827355026519203
H,14,10,2014-11-01,arsenal,burnley,5,14,0.730764304122994,0.5364841606841856,1,0,20,4,-0.5092657827285777,0.4743769781166682,0,1,80,78,80,77,35,18,25.09,70,70,69,70,7.5,9,27.18,0.7825197444173727,0.1473116988737524,0.0701685567088749
H,14,10,2014-11-01,chelsea,queens_rangers,1,23,0.711972737270183,1.8616577239222154,1,0,19,7,-0.5057952019905123,1.0250069270913187,0,1,82,82,82,81,55,20,27.18,75,74,74,74,10,14,26.73,0.8423304627662069,0.1120531349551376,0.04561640227865545
D,14,10,2014-11-01,everton,swansea,9,12,0.03249716962362366,0.6447050688406676,0,0,6,14,-0.18317151007521013,1.1845195290379147,0,0,78,80,77,78,14,16,28,75,78,73,74,9.5,14,26.36,0.5106959927689062,0.27237119614341665,0.216932811087677
A,14,10,2014-11-01,hull,southampton,10,11,-0.6564159948722831,0.5097951585027334,0,0,2,19,0.9907869215627877,1.0157264977774314,0,0,73,73,74,72,10,11,26,75,75,75,75,11,13,26,0.22882640386901207,0.2557120126786871,0.5154615834523009
A,14,10,2014-11-01,leicester,west_brom,17,9,-0.7649657045200965,0.7952209027193338,0,1,13,10,-0.12132369594473949,0.5923479971666641,0,0,71,72,70,70,9.5,10,26.09,75,74,74,72,9.5,14,26.73,0.3905137568540321,0.2816636579608105,0.32782258518515733
H,14,10,2014-11-01,newcastle,liverpool,14,10,-0.08148020211498477,1.0654129600437239,0,0,7,14,0.1261053808334312,0.8177383791350974,1,0,75,77,74,74,17,16,26.09,79,82,78,78,40,18,25.64,0.27595604395604395,0.2683956043956044,0.4556483516483517
D,14,10,2014-11-01,stoke,west_ham,12,11,-0.12076177717555213,0.46647071271447144,0,0,4,16,0.6167301649438811,0.32967181511546073,0,0,75,74,75,74,16,14,26.82,74,74,74,72,11,14,25.64,0.4050127594800698,0.29433359697951017,0.30065364354041996
A,14,10,2014-11-02,aston_villa,tottenham,15,10,-0.720674300316085,1.3498069189588473,0,0,11,11,0.22520574246816116,1.0544904244711195,1,0,74,75,74,73,11.5,15,27,79,80,76,77,26,17,24.55,0.22390642829973373,0.2679535945226322,0.508139977177634
H,14,10,2014-11-02,man_city,man_united,3,17,0.34577823282167136,0.7160501735212307,1,0,8,13,0.45099690589896224,0.43652066854717697,1,0,82,83,82,81,80,19,28.36,81,87,80,77,39,20,24.36,0.4837852690205756,0.2662796303600989,0.2499351006193255
A,14,10,2014-11-03,crystal_palace,sunderland,16,9,-0.0012607313191752329,0.7267179729842014,0,0,18,8,-0.5672542040316563,1.9184348869815875,0,0,73,71,73,73,9,11,27.36,74,75,74,73,16,14,26.91,0.4644651557897572,0.28488996474313594,0.2506448794671068
H,14,11,2014-11-08,burnley,hull,20,4,-1.0163819851902527,1.8954546283571658,0,1,14,11,-0.8169271930376727,0.5726426057423362,0,0,70,69,69,70,7.5,9,27.36,73,73,74,71,10,11,26.18,0.38567924785393104,0.2941817686333288,0.32013898351274017
A,14,11,2014-11-08,liverpool,chelsea,7,14,-0.10598835239112102,0.9923064891204636,1,0,1,26,0.7529554865802208,1.5525254951589738,1,0,79,82,78,77,40,18,24.18,82,82,82,81,55,20,26.18,0.28412764551214814,0.28088047242058073,0.4349918820672711
H,14,11,2014-11-08,man_united,crystal_palace,10,13,0.07833692214185013,1.166842374534087,1,0,17,9,0.005272670642676244,0.5994342270921951,0,0,81,87,79,77,39,20,23.91,73,71,73,73,9,11,27.36,0.746848951573361,0.16171440108447982,0.09143664734215914
D,14,11,2014-11-08,queens_rangers,man_city,19,7,-0.5798304813583419,0.8819124613251046,0,1,3,20,0.5904960809308062,0.9363213906186055,1,0,75,72,74,74,10,14,27.36,82,83,81,81,80,19,27.36,0.1462253203255676,0.20302358524541617,0.650751094429016
H,14,11,2014-11-08,southampton,leicester,2,22,1.097372669516229,0.907282603469892,0,0,18,9,-0.5034828941304407,1.0565961135608959,0,1,75,76,75,75,11,13,25.55,71,73,70,70,9.5,10,27,0.6713943296922267,0.19842828367422083,0.13017738663355258
D,14,11,2014-11-08,west_ham,aston_villa,5,17,0.10555751315886899,1.7973549376713864,0,0,16,10,-0.8759166047387396,1.2547246836292112,0,0,74,74,74,72,11,14,26.64,74,75,74,74,11.5,15,25.45,0.5756049981546897,0.24648072968840615,0.17791427215690409
D,14,11,2014-11-09,sunderland,everton,15,11,-0.47924477897345796,1.6254807813403667,0,0,9,13,0.1005590241889256,0.5611279013886983,0,0,74,75,74,73,16,14,26.91,78,80,78,78,14,16,29.18,0.2504754523199,0.27973326868775156,0.4697912789923483
H,14,11,2014-11-09,swansea,arsenal,6,15,-0.22700008545590714,0.9919340994939949,0,0,4,17,1.2032803141793673,1.7446622716270024,1,0,75,78,73,74,9.5,14,26.36,80,78,81,77,35,18,25.73,0.2390292060880297,0.2684985602632662,0.4924722336487043
A,14,11,2014-11-09,tottenham,stoke,8,14,0.46115097201402705,1.1933976149863008,1,0,13,12,0.3093811930427508,1.4681172537800389,0,0,79,80,76,77,26,17,24.64,75,75,75,74,16,14,26.82,0.5204960596249008,0.27564298368867984,0.20386095668641946
