result,season,matchweek,date,hometeam,awayteam,big_six_ad,promoted_team_ad,position_table_ad,total_pts_ad,npxGD_ma_ad,ip_ad,saa_ad,proba_h,proba_d,proba_a
A,15,10,2015-10-25,bournemouth,tottenham,-1,-1,-10,-6,-1.4301281134510362,-9,4.550000000000001,0.2784313725490196,0.276078431372549,0.4454901960784314
D,15,10,2015-10-25,liverpool,southampton,1,0,-2,0,0.15388206935537954,4,-1.5399999999999991,0.4690168262545876,0.27768984897226295,0.25329332477314936
D,15,10,2015-10-25,man_united,man_city,0,0,-2,-2,-1.5026192038808948,1,-2.2699999999999996,0.37262070985881196,0.29517845389417935,0.3322008362470086
H,15,10,2015-10-25,sunderland,newcastle,0,0,-2,-3,-0.19027422955114526,-2,3.629999999999999,0.37287184639005255,0.2901340106526148,0.33699414295733265
A,15,11,2015-10-31,chelsea,liverpool,0,0,-6,-3,-0.11007754081874069,2,0.5500000000000007,0.4623135105128028,0.28245090555825414,0.2552355839289432
D,15,11,2015-10-31,crystal_palace,man_united,-1,0,-3,-5,-0.6894003057043934,-7,1.8200000000000003,0.21969436703948286,0.2752350778078914,0.5050705551526256
H,15,11,2015-10-31,man_city,norwich,1,1,15,13,2.0425225138744167,7,0.46000000000000085,0.7726087115559752,0.1488942433499376,0.07849704509408709
D,15,11,2015-10-31,newcastle,stoke,0,0,-5,-6,-0.41123268408041613,2,-1.5399999999999991,0.4133119879042569,0.28895262871182564,0.2977353833839176
A,15,11,2015-10-31,swansea,arsenal,-1,0,-10,-9,-1.7327155126324714,-4,0.2699999999999996,0.20738243205371565,0.24461818045238784,0.5479993874938967
H,15,11,2015-10-31,watford,west_ham,0,-1,-10,-7,-0.4818111159943449,-4,0.8200000000000003,0.3920544238141772,0.2865894910922348,0.3213560850935879
A,15,11,2015-10-31,west_brom,leicester,0,0,-5,-5,-0.5345578954993827,1,1,0.3300481424289218,0.29001271686801705,0.3799391407030611
H,15,11,2015-11-01,everton,sunderland,0,0,7,7,0.3859135321369866,2,-1.1900000000000013,0.6612764041571305,0.20823171875586238,0.13049187708700707
H,15,11,2015-11-01,southampton,bournemouth,0,1,9,6,1.6051220836642355,6,-1.1799999999999997,0.6414984859199624,0.22256069919672164,0.13594081488331614
H,15,11,2015-11-02,tottenham,aston_villa,1,0,14,13,0.8665255177564977,2,-1.9100000000000001,0.7016245444649534,0.19298121065833687,0.10539424487670972
A,15,12,2015-11-07,bournemouth,newcastle,0,-1,1,1,-0.613846807598314,-8,3.7300000000000004,0.4412671552107384,0.27061134932813236,0.28812149546112914
H,15,12,2015-11-07,leicester,watford,0,1,8,6,0.5320892047780362,2,-0.4499999999999993,0.5089275836891829,0.26475208531539707,0.22632033099542004
H,15,12,2015-11-07,man_united,west_brom,1,0,8,7,0.6350622239014958,7,-2.4499999999999993,0.720129171151776,0.19203444564047362,0.08783638320775025
H,15,12,2015-11-07,norwich,swansea,0,-1,-3,-4,-0.0720853949543746,-2,0.8200000000000003,0.3860969411764706,0.28591435294117645,0.3279887058823529
H,15,12,2015-11-07,stoke,chelsea,-1,0,1,2,-0.21874426513885303,-6,-0.6400000000000006,0.216360513739546,0.26779047192353644,0.5158490143369177
A,15,12,2015-11-07,sunderland,southampton,0,0,-12,-11,-1.1056607646189995,0,1.0899999999999999,0.2083030285398423,0.24475605853431473,0.546940912925843
D,15,12,2015-11-07,west_ham,everton,0,0,3,4,0.11262883328301787,-2,0.8099999999999987,0.3997043392130359,0.27277872731808855,0.3275169334688755
D,15,12,2015-11-08,arsenal,tottenham,0,0,3,5,1.026891426851792,1,2.460000000000001,0.5446915652538815,0.24758707511540068,0.20772135963071756
D,15,12,2015-11-08,aston_villa,man_city,-1,0,-19,-21,-1.7152657285998874,-4,-1.8200000000000003,0.11475527888685297,0.19428864049160255,0.6909560806215443
A,15,12,2015-11-08,liverpool,crystal_palace,1,0,2,1,0.4677012115451855,5,-1.7300000000000004,0.5986993365302503,0.25047625303816595,0.15082441043158382
H,15,13,2015-11-21,chelsea,norwich,1,1,-1,-1,0.34194737962815086,8,1.0899999999999999,0.6943566676213864,0.19464073585410632,0.11100259652450735
H,15,13,2015-11-21,everton,aston_villa,0,0,11,12,0.4357737125592243,1,-0.08999999999999986,0.5705011587873591,0.24470373893123631,0.18479510228140447
A,15,13,2015-11-21,man_city,liverpool,0,0,9,9,1.0250797107272136,1,1.8200000000000003,0.5181509532515017,0.263254113345521,0.21859493340297725
A,15,13,2015-11-21,newcastle,leicester,0,0,-14,-15,-0.9534917675970691,4,-1.7300000000000004,0.333385629118293,0.27455287103859427,0.39206149984311256
A,15,13,2015-11-21,southampton,stoke,0,0,5,4,0.5468568418734616,0,-0.5500000000000007,0.5830750857885747,0.2531178666989161,0.16380704751250927
D,15,13,2015-11-21,swansea,bournemouth,0,1,4,5,0.4932582316321096,6,-0.8200000000000003,0.43760094097673097,0.2908682812426936,0.2715307777805755
A,15,13,2015-11-21,watford,man_united,-1,-1,-7,-8,-0.3371292892760626,-10,2.09,0.24368640052733492,0.2898282041774812,0.4664853952951839
H,15,13,2015-11-21,west_brom,arsenal,-1,0,-11,-12,-1.9699582776459121,-5,1,0.16009426110700692,0.22854577929061032,0.6113599596023827
H,15,13,2015-11-22,tottenham,west_ham,1,0,1,0,0.47378767079081585,3,-1.5500000000000007,0.6207007335748835,0.22701554607599905,0.15228372034911739
A,15,13,2015-11-23,crystal_palace,sunderland,0,0,11,13,0.35168327343593686,-1,0.9100000000000001,0.6338064077504886,0.21734511770204812,0.14884847454746322
A,15,14,2015-11-28,aston_villa,watford,0,1,-7,-11,-0.5023250304169264,5,-0.9100000000000001,0.35513032305433184,0.29974302496328925,0.34512665198237885
D,15,14,2015-11-28,bournemouth,everton,0,-1,-12,-11,-1.005403514321573,-8,1.9100000000000001,0.36961400359066426,0.2676166965888689,0.36276929982046674
H,15,14,2015-11-28,crystal_palace,newcastle,0,0,7,9,0.41621383359295394,-3,2.1799999999999997,0.5721388334813367,0.23862375737880145,0.18923740913986184
D,15,14,2015-11-28,leicester,man_united,-1,0,1,1,0.5534716973137785,-8,1.0899999999999999,0.30054761449117484,0.2807407516450515,0.41871163386377347
H,15,14,2015-11-28,man_city,southampton,1,0,5,6,0.6978515748545141,5,1.0899999999999999,0.6237190371387434,0.22255429279723343,0.1537266700640231
H,15,14,2015-11-28,sunderland,stoke,0,0,-7,-10,-0.499988956232023,0,-0.5500000000000007,0.3212140349008404,0.3005223332661237,0.37826363183303596
H,15,14,2015-11-29,liverpool,swansea,1,0,5,6,0.9226594442699947,4,-1,0.6616214733183958,0.21520874296950018,0.12316978371210388
D,15,14,2015-11-29,norwich,arsenal,-1,-1,-12,-14,-2.0141723282237924,-6,-0.35999999999999943,0.15058903875704288,0.22195663308861197,0.6274543281543453
D,15,14,2015-11-29,tottenham,chelsea,0,0,10,10,0.33147505871421146,-3,-3.7300000000000004,0.3683606632118052,0.28903816051427783,0.3426011762739168
D,15,14,2015-11-29,west_ham,west_brom,0,0,6,4,0.07538655836575092,1,-1.8099999999999987,0.4600451514237264,0.2925063201589663,0.24744852841730738
H,15,15,2015-12-05,arsenal,sunderland,1,0,13,15,1.8743828412716592,4,0.28000000000000114,0.7616526849401105,0.15046431295141538,0.08788300210847429
A,15,15,2015-12-05,chelsea,bournemouth,1,1,4,5,0.7551168423116692,12,0.370000000000001,0.6864716186973374,0.2049382911768669,0.10859009012579565
D,15,15,2015-12-05,man_united,west_ham,1,0,5,6,0.47326033128446177,6,-0.17999999999999972,0.6709383434400085,0.20930982509025906,0.11975183146973256
D,15,15,2015-12-05,southampton,aston_villa,0,0,10,15,0.7746461054221048,-1,0.35999999999999943,0.6525826145944374,0.21513712569047394,0.13228025971508867
H,15,15,2015-12-05,stoke,man_city,-1,0,-11,-10,-1.0265241163057635,-5,-1.7300000000000004,0.18809056090253617,0.2487187366249273,0.5631907024725366
A,15,15,2015-12-05,swansea,leicester,0,0,-13,-15,-1.0117413531887802,2,0.629999999999999,0.38474870017331025,0.29462738301559793,0.32062391681109187
H,15,15,2015-12-05,watford,norwich,0,0,5,6,0.30942064222781285,-2,1.2699999999999996,0.4171442259853692,0.2857985221765649,0.29705725183806597
D,15,15,2015-12-05,west_brom,tottenham,-1,0,-8,-7,-1.0730277068011036,-4,4.100000000000001,0.20427102033178762,0.25401577657838875,0.5417132030898235
H,15,15,2015-12-06,newcastle,liverpool,-1,0,-13,-13,-1.3006548540331022,-2,-0.08999999999999986,0.15311273135165454,0.21873247335950646,0.6281547952888391
D,15,15,2015-12-07,everton,crystal_palace,0,0,-2,-1,0.4026819492116163,3,-1.370000000000001,0.45815793787251563,0.2858478096347473,0.25599425249273716
H,15,16,2015-12-12,bournemouth,man_united,-1,-1,-13,-16,-0.717168868096979,-12,1.370000000000001,0.29698274412190123,0.29970735645329477,0.40330989942480405
H,15,16,2015-12-12,crystal_palace,southampton,0,0,6,2,-0.6312012638628205,-1,1,0.4002033272409914,0.28753611487989117,0.3122605578791175
H,15,16,2015-12-12,man_city,swansea,1,0,12,15,1.1530992467941683,5,1.2699999999999996,0.7241298448963184,0.1745670161803625,0.10130313892331916
D,15,16,2015-12-12,norwich,everton,0,-1,-7,-9,-0.781334809554708,-4,1.9100000000000001,0.3101051505970415,0.28158973445018715,0.4083051149527714
A,15,16,2015-12-12,sunderland,watford,0,1,-9,-10,-0.4660245364187047,4,-0.28000000000000114,0.3487895297472921,0.2961022896041966,0.3551081806485112
D,15,16,2015-12-12,west_ham,stoke,0,0,4,1,-0.45398592523566483,0,-1.1799999999999997,0.3787059283466749,0.30179949366704245,0.31949457798628267
A,15,16,2015-12-13,aston_villa,arsenal,-1,0,-18,-24,-2.10887019621233,-3,0.28000000000000114,0.15043691815637672,0.22274258952538695,0.6268204923182363
D,15,16,2015-12-13,liverpool,west_brom,1,0,5,4,0.8069087305322796,5,-4.359999999999999,0.6815346478508126,0.20881061551173832,0.10965473663744918
A,15,16,2015-12-13,tottenham,newcastle,1,0,13,13,1.2661741970630533,1,-1.5500000000000007,0.7146197005249902,0.1767200342453496,0.10866026522966002
H,15,16,2015-12-14,leicester,chelsea,-1,0,13,17,0.4310196854230453,-8,1.7199999999999989,0.27833753148614604,0.27833753148614604,0.44332493702770776
H,15,17,2015-12-19,chelsea,sunderland,1,0,3,3,1.0651809074211873,6,-0.4499999999999993,0.7448293013166802,0.16413600630016995,0.0910346923831498
A,15,17,2015-12-19,everton,leicester,0,0,-9,-12,-0.16683402393695773,4,-1.8200000000000003,0.47802840491067955,0.25924820901240553,0.262723386076915
A,15,17,2015-12-19,man_united,norwich,1,1,14,15,0.9811297768499434,8,-1.7300000000000004,0.6857422174822858,0.20218791154632346,0.1120698709713907
D,15,17,2015-12-19,newcastle,aston_villa,0,0,5,10,0.05664119783197363,1,-0.17999999999999972,0.4876777172743674,0.27612174978069814,0.23620053294493454
A,15,17,2015-12-19,southampton,tottenham,-1,0,-7,-5,-0.10865024975263726,-3,2,0.36085414123900666,0.29475173098201146,0.3443941277789819
A,15,17,2015-12-19,stoke,crystal_palace,0,0,-5,-3,0.41800791093022316,1,-0.08999999999999986,0.39811933432553104,0.29677986740630496,0.305100798268164
A,15,17,2015-12-19,west_brom,bournemouth,0,1,1,4,0.028858968819326536,5,1.8999999999999986,0.3426866081229418,0.29431942919868276,0.3629939626783753
D,15,17,2015-12-20,swansea,west_ham,0,0,-9,-10,-0.12111928758596263,0,0.08999999999999986,0.47413653316036974,0.28530890222150157,0.24055456461812874
H,15,17,2015-12-20,watford,liverpool,-1,-1,2,1,-0.430461460596799,-8,2.09,0.26626673464114364,0.2737043529272091,0.4600289124316473
H,15,17,2015-12-21,arsenal,man_city,0,0,1,1,0.5268965021573621,-1,-0.17999999999999972,0.3935908339858898,0.2808140907234572,0.32559507529065307
D,15,18,2015-12-26,aston_villa,west_ham,0,0,-12,-18,-0.3148946589781071,1,-0.7300000000000004,0.3873883417640583,0.3034342119699899,0.30917744626595184
D,15,18,2015-12-26,bournemouth,crystal_palace,0,-1,-8,-10,-0.15803640252305978,-5,0.5399999999999991,0.45817297954223213,0.2817500506380393,0.2600769698197286
D,15,18,2015-12-26,chelsea,watford,1,1,-8,-10,0.23011834596579045,10,-1.4499999999999993,0.6533667745208783,0.21682525703126498,0.12980796844785664
H,15,18,2015-12-26,liverpool,leicester,1,0,-8,-14,0.0033939667817177166,6,-2,0.4925763558335231,0.258635078656652,0.24878856550982514
H,15,18,2015-12-26,man_city,sunderland,1,0,16,20,1.0975731312175214,5,1.0899999999999999,0.8103276937304619,0.1233328942658942,0.06633941200364403
A,15,18,2015-12-26,newcastle,everton,0,0,-7,-6,-0.8135467627551196,0,-1.8099999999999987,0.27068296169640227,0.2714327759947303,0.4578842623088674
H,15,18,2015-12-26,southampton,arsenal,-1,0,-10,-15,-0.9525492272337654,-4,-0.9100000000000001,0.26912322748152584,0.28560015977631314,0.4452766127421609
H,15,18,2015-12-26,stoke,man_united,-1,0,-6,-6,-0.11561307138900725,-6,2.5500000000000007,0.2586849985901266,0.30166650604817846,0.439648495361695
H,15,18,2015-12-26,swansea,west_brom,0,0,-5,-5,0.11778887467139582,1,-1.3599999999999994,0.5111258718033876,0.28694785785453336,0.20192627034207902
H,15,18,2015-12-26,tottenham,norwich,1,1,12,12,1.0026003049332943,5,-4,0.667205525755015,0.2160335072378573,0.11676096700712764
H,15,19,2015-12-28,arsenal,bournemouth,1,1,12,16,1.0712378029854925,10,-0.370000000000001,0.6371830985915493,0.2255774647887324,0.1372394366197183
D,15,19,2015-12-28,crystal_palace,swansea,0,0,11,12,-0.019920594140275805,-1,-0.8200000000000003,0.48082841881614746,0.2936796330493835,0.22549194813446918
A,15,19,2015-12-28,everton,stoke,0,0,2,0,0.1610340061513334,2,0.4499999999999993,0.5349724685768167,0.2631719401869824,0.20185559123620098
D,15,19,2015-12-28,man_united,chelsea,0,0,9,10,-0.19296891587895298,0,-0.629999999999999,0.3951128442162634,0.3005766422258691,0.3043105135578675
H,15,19,2015-12-28,norwich,aston_villa,0,-1,3,9,-0.06211689665449405,-3,1.0899999999999999,0.5090918271385203,0.2655533044263092,0.2253548684351706
A,15,19,2015-12-28,watford,tottenham,-1,-1,-3,-3,-0.26715321184281704,-7,4.09,0.29910355302736996,0.29549989576197994,0.4053965512106502
H,15,19,2015-12-28,west_brom,newcastle,0,0,5,3,-0.06321924426909953,-3,5.359999999999999,0.4535463904503252,0.29331143813553967,0.25314217141413503
H,15,19,2015-12-28,west_ham,southampton,0,0,2,2,-0.6582521953303366,0,0.46000000000000085,0.2692146937259091,0.28737286954906427,0.4434124367250268
D,15,19,2015-12-29,leicester,man_city,-1,0,2,3,-0.4464787937674552,-7,0,0.23485268625356914,0.25240610867973795,0.5127412050666927
A,15,19,2015-12-30,sunderland,liverpool,-1,0,-11,-15,-1.1173568646003686,-4,2.1799999999999997,0.16987557203585968,0.23965331311660398,0.5904711148475363
H,15,20,2016-01-02,arsenal,newcastle,1,0,17,22,1.5604489499821188,2,2.2699999999999996,0.7884635888687493,0.1348544620961723,0.07668194903507837
D,15,20,2016-01-02,leicester,bournemouth,0,1,14,19,0.6056241301410172,4,-0.10000000000000142,0.5048478232952356,0.2647039938358803,0.230448182868884
H,15,20,2016-01-02,man_united,swansea,1,0,11,11,0.618840584722628,6,-2.2699999999999996,0.657557032095365,0.22785115763304506,0.1145918102715899
H,15,20,2016-01-02,norwich,southampton,0,-1,-3,-4,-0.742765420055854,-2,0.8200000000000003,0.3120635355333425,0.30813820804235703,0.3797982564243006
H,15,20,2016-01-02,sunderland,aston_villa,0,0,1,4,-0.17858286355486996,-1,0.7300000000000004,0.39362699156513586,0.2952202436738519,0.31115276476101217
A,15,20,2016-01-02,watford,man_city,-1,-1,-6,-7,-0.36274810637842503,-9,0.5500000000000007,0.19662381807032916,0.24590297046890788,0.5574732114607628
H,15,20,2016-01-02,west_brom,stoke,0,0,-3,-6,-0.29749583650626416,-1,4.27,0.3405642575518157,0.3103876777687434,0.34904806467944094
H,15,20,2016-01-02,west_ham,liverpool,-1,0,-1,-1,-0.7227670736747559,-4,2.1799999999999997,0.2289770469160255,0.2760624678311519,0.49496048525282277
A,15,20,2016-01-03,crystal_palace,chelsea,-1,0,9,11,-0.5925382443915498,-7,0.8200000000000003,0.2355939524838013,0.27922246220302377,0.48518358531317496
D,15,20,2016-01-03,everton,tottenham,-1,0,-7,-9,0.10948635977986138,-1,2.539999999999999,0.37855008601696194,0.2833655268161651,0.3380843871668729
H,15,21,2016-01-12,aston_villa,crystal_palace,0,0,-13,-23,-0.28573430663110927,2,-1.629999999999999,0.29504008523505293,0.30515049314030396,0.3998094216246431
A,15,21,2016-01-12,bournemouth,west_ham,0,-1,-10,-11,-0.31786332641062853,-6,-0.17999999999999972,0.48289962326884667,0.2707973025513145,0.24630307417983888
D,15,21,2016-01-12,newcastle,man_united,-1,0,-13,-16,-1.0172185435017986,-4,-0.8200000000000003,0.20086382780714213,0.2692899669502345,0.5298462052426235
D,15,21,2016-01-13,chelsea,west_brom,1,0,-2,-3,0.7240626660922546,7,-3.1900000000000013,0.671489576802765,0.22331999592984897,0.10519042726738594
D,15,21,2016-01-13,liverpool,arsenal,0,0,-7,-12,-0.5830078335165206,0,-1.7300000000000004,0.3798405596311522,0.28908219582547867,0.3310772445433692
D,15,21,2016-01-13,man_city,everton,1,0,8,12,0.10462937513351717,3,0.8099999999999987,0.6318163155190686,0.21957741907052836,0.14860626541040312
H,15,21,2016-01-13,southampton,watford,0,1,-4,-5,-0.11294930054032992,4,-2.1799999999999997,0.4760161792537168,0.28422995051091493,0.23975387023536834
H,15,21,2016-01-13,stoke,norwich,0,1,5,6,0.3361799260284831,2,-0.629999999999999,0.48009940278167457,0.2889093751252555,0.23099122209306983
A,15,21,2016-01-13,swansea,sunderland,0,0,2,4,0.32176045956796623,0,0.9100000000000001,0.5348460291734197,0.26742301458670986,0.19773095623987033
A,15,21,2016-01-13,tottenham,leicester,1,0,-2,-4,0.2714732956305154,5,-3.8099999999999987,0.5264536152465933,0.26608796857572375,0.20745841617768296
D,15,22,2016-01-16,aston_villa,leicester,0,0,-18,-32,-0.5489538055835057,3,-1.7199999999999989,0.2729684246555806,0.28159673692917653,0.44543483841524284
H,15,22,2016-01-16,bournemouth,norwich,0,0,-1,-2,-0.05869377960820632,-4,-0.7199999999999989,0.5157209302325582,0.2721860465116279,0.21209302325581394
D,15,22,2016-01-16,chelsea,everton,1,0,-3,-4,0.3153669782929523,4,-1.1000000000000014,0.5736100141844721,0.24707131593336204,0.17931866988216585
H,15,22,2016-01-16,man_city,crystal_palace,1,0,5,9,0.8962136061587942,6,1.0899999999999999,0.7008448598130841,0.19238878504672896,0.10676635514018692
H,15,22,2016-01-16,newcastle,west_ham,0,0,-14,-17,-0.43663062708890044,2,-1.8200000000000003,0.41017438516148913,0.2900345504544257,0.2997910643840853
H,15,22,2016-01-16,southampton,west_brom,0,0,1,0,0.521188624372246,1,-3.460000000000001,0.5738422886289631,0.2673761072358384,0.15878160413519854
H,15,22,2016-01-16,tottenham,sunderland,1,0,14,18,0.7512899379817064,3,-3.539999999999999,0.7185774298500393,0.17800825220328842,0.10341431794667233
A,15,22,2016-01-17,liverpool,man_united,0,0,-3,-3,-0.21042341452674193,-2,-0.46000000000000085,0.37268872766962685,0.3141574851830508,0.3131537871473223
D,15,22,2016-01-17,stoke,arsenal,-1,0,-6,-11,-0.9222168622981682,-4,-0.35999999999999943,0.2988929889298893,0.30258302583025826,0.39852398523985233
H,15,22,2016-01-18,swansea,watford,0,1,-7,-10,-0.619788307064335,4,-0.7199999999999989,0.42992139699958637,0.29703660156335054,0.2730420014370632
A,15,23,2016-01-23,crystal_palace,tottenham,-1,0,-4,-8,-0.7859908109981156,-4,2.91,0.26867898704349763,0.27939552783725535,0.45192548511924713
H,15,23,2016-01-23,leicester,stoke,0,0,5,11,0.014694391482258845,-2,0.35999999999999943,0.5157043122432725,0.2641073297202743,0.2201883580364534
A,15,23,2016-01-23,man_united,southampton,1,0,5,7,0.07278944267824666,6,-0.28000000000000114,0.4692737430167598,0.29720670391061454,0.2335195530726257
A,15,23,2016-01-23,norwich,liverpool,-1,-1,-7,-8,-0.7745306585661889,-6,2.2699999999999996,0.22900783323961343,0.27845270632543906,0.4925394604349475
D,15,23,2016-01-23,sunderland,bournemouth,0,1,-4,-6,-0.06305356742783069,6,2,0.3475188584931383,0.28405889302917386,0.3684222484776879
H,15,23,2016-01-23,watford,newcastle,0,-1,6,8,0.5005229292909528,-6,3.719999999999999,0.4855664742196563,0.267990239869865,0.24644328591047884
D,15,23,2016-01-23,west_brom,aston_villa,0,0,7,15,0.36749950159072853,-2,3.3599999999999994,0.41570639856299574,0.3094848897819148,0.27480871165508963
D,15,23,2016-01-23,west_ham,man_city,-1,0,-3,-8,-0.8488808834595528,-5,-1.2699999999999996,0.1957402715766746,0.231919753052932,0.5723399753703936
A,15,23,2016-01-24,arsenal,chelsea,0,0,13,19,0.28194202803126545,-2,1.4499999999999993,0.4224369926598374,0.2943104573485954,0.2832525499915673
A,15,23,2016-01-24,everton,swansea,0,0,6,7,0.6615035998282269,2,-1.2800000000000011,0.5597786535213588,0.2571161794389443,0.18310516703969681
D,15,24,2016-02-02,arsenal,southampton,1,0,5,11,0.42423908825092793,4,2.3599999999999994,0.534879743830919,0.2681725838933101,0.19694767227577098
A,15,24,2016-02-02,crystal_palace,bournemouth,0,1,5,6,-0.1894306546780156,5,0.17999999999999972,0.37122736418511065,0.2987927565392354,0.3299798792756539
H,15,24,2016-02-02,leicester,liverpool,-1,0,6,13,-0.07633410762643891,-6,2.1799999999999997,0.3360431646469678,0.29644895491514983,0.36750788043788235
H,15,24,2016-02-02,man_united,stoke,1,0,4,4,0.41745433694373957,6,-2.4499999999999993,0.6048635970867794,0.24996913961239356,0.14516726330082705
A,15,24,2016-02-02,norwich,tottenham,-1,-1,-13,-19,-1.0429339573406387,-5,3.460000000000001,0.19307855649869438,0.24644197663652448,0.5604794668647813
A,15,24,2016-02-02,sunderland,man_city,-1,0,-17,-25,-1.0086608801012054,-5,-0.17999999999999972,0.13438812767461036,0.20007066860350994,0.6655412037218799
D,15,24,2016-02-02,west_brom,swansea,0,0,1,3,0.39411028748098986,-1,1,0.37842442959452627,0.3171907031229201,0.3043848672825537
H,15,24,2016-02-02,west_ham,aston_villa,0,0,14,23,0.3117196405654069,-1,1.0899999999999999,0.5259887616165982,0.2763669764426194,0.19764426194078236
H,15,24,2016-02-03,everton,newcastle,0,0,6,8,0.830480258788894,0,2.09,0.5631048588247032,0.24014766038112337,0.19674748079417337
D,15,24,2016-02-03,watford,chelsea,-1,-1,3,4,-0.40150373320826604,-10,1.8200000000000003,0.19624141669678352,0.26165522226237803,0.5421033610408383
H,15,25,2016-02-06,aston_villa,norwich,0,1,-3,-10,-0.019882581764706808,3,-1.1799999999999997,0.38311149504984254,0.3055344010366346,0.31135410391352286
D,15,25,2016-02-06,liverpool,sunderland,1,0,11,15,0.5797730797392739,4,-3,0.6846886989342079,0.20146190112673196,0.11384939993906015
A,15,25,2016-02-06,man_city,leicester,1,0,-1,-3,0.18379864212104702,7,1,0.613267680918213,0.22872454299979975,0.15800777608198727
H,15,25,2016-02-06,newcastle,west_brom,0,0,-4,-8,-0.4237001818128871,3,-5.09,0.42791488679856804,0.29604987636517244,0.27603523683625936
H,15,25,2016-02-06,southampton,west_ham,0,0,-1,-5,-0.021635780747488807,0,-1.9100000000000001,0.573017829440891,0.24619610259897573,0.18078606796013347
A,15,25,2016-02-06,stoke,everton,0,0,1,1,-0.6540764708834288,-2,0.4499999999999993,0.3332676000788799,0.2898836521396174,0.37684874778150257
D,15,25,2016-02-06,swansea,crystal_palace,0,0,-4,-5,-0.33564310883117743,1,1.0899999999999999,0.4103399989627401,0.30456912966489097,0.2850908713723689
H,15,25,2016-02-06,tottenham,watford,1,1,6,12,0.40423266475141584,7,-4.82,0.6445721908149653,0.22267039319062437,0.1327574159944102
A,15,25,2016-02-07,bournemouth,arsenal,-1,-1,-11,-17,-1.2004308676041968,-10,-0.4499999999999993,0.216360513739546,0.26779047192353644,0.5158490143369177
D,15,25,2016-02-07,chelsea,man_united,0,0,-8,-11,0.121704602362401,0,2.3599999999999994,0.4583049764580064,0.29276795511048764,0.24892706843150603
A,15,26,2016-02-13,bournemouth,stoke,0,-1,-4,-5,0.17932819172397885,-6,1.0899999999999999,0.5021532414231624,0.27428538397063496,0.22356137460620243
H,15,26,2016-02-13,chelsea,newcastle,1,0,4,6,0.8794710358411563,4,1,0.7041981040820275,0.18823757012961886,0.10756432578835365
A,15,26,2016-02-13,crystal_palace,watford,0,1,-2,-1,-0.2375177555078012,3,-0.629999999999999,0.43934782686441187,0.30146020120235034,0.25919197193323773
A,15,26,2016-02-13,everton,west_brom,0,0,6,6,0.7010025049720181,3,-2.8200000000000003,0.6529784343366695,0.21814424309688285,0.1288773225664479
D,15,26,2016-02-13,norwich,west_ham,0,-1,-12,-16,-0.6187298813064348,-2,0.2699999999999996,0.3918444932226019,0.2941775474644158,0.3139779593129823
H,15,26,2016-02-13,sunderland,man_united,-1,0,-14,-21,-0.769499157229813,-6,2.09,0.18613937837997788,0.2658413344342773,0.5480192871857449
A,15,26,2016-02-13,swansea,southampton,0,0,-9,-10,-0.6316174541637133,0,3.09,0.3067940352394742,0.3020741270050208,0.391131837755505
H,15,26,2016-02-14,arsenal,leicester,1,0,-2,-5,0.5439853350357007,6,-0.17999999999999972,0.5837873174983657,0.23185879276530832,0.18435388973632597
A,15,26,2016-02-14,aston_villa,liverpool,-1,0,-11,-19,-0.9309398696236684,-3,0.7300000000000004,0.16837392743777016,0.25277842853060584,0.578847644031624
A,15,26,2016-02-14,man_city,tottenham,0,0,-2,-1,-0.2730444158418838,2,4.190000000000001,0.4558335845643654,0.28489599035272833,0.25927042508290626
H,15,27,2016-02-27,leicester,norwich,0,1,16,29,0.6168203401909427,0,-1,0.6247653415661346,0.23410061724554443,0.14113404118832104
A,15,27,2016-02-27,southampton,chelsea,-1,0,6,7,-0.6172866080597357,-6,-0.7300000000000004,0.3032917565413111,0.29685829503891964,0.3998499484197693
H,15,27,2016-02-27,stoke,aston_villa,0,0,10,20,0.2957838973541079,-1,0.35999999999999943,0.5106742721242638,0.2842013340517642,0.20512439382397202
D,15,27,2016-02-27,watford,bournemouth,0,0,6,8,0.1745524418247518,2,0.7199999999999989,0.3713426305715067,0.29176920973475523,0.336888159693738
H,15,27,2016-02-27,west_brom,crystal_palace,0,0,-1,0,0.023398116976427297,0,1.1799999999999997,0.3310286806883366,0.30335755258126196,0.3656137667304016
H,15,27,2016-02-27,west_ham,sunderland,0,0,12,17,0.35514400811350366,0,-0.5500000000000007,0.52651220933055,0.2646791106364387,0.2088086800330113
H,15,27,2016-02-28,tottenham,swansea,1,0,14,24,0.9933652064664356,3,-4.73,0.6538237556707479,0.23240180888770665,0.11377443544154547
H,15,27,2016-02-28,man_united,arsenal,0,0,-2,-10,-0.7427526369130775,2,-2.629999999999999,0.2834013991715623,0.2884026003334135,0.42819600049502426
A,15,27,2016-03-01,aston_villa,everton,0,0,-9,-19,-1.2010093043393928,-1,0,0.17903255699017728,0.23698029282757768,0.583987150182245
H,15,27,2016-03-01,bournemouth,southampton,0,-1,-9,-12,-0.33458779855010834,-6,1.370000000000001,0.3423372322975272,0.30033266391746255,0.35733010378501007
D,15,28,2016-03-01,leicester,west_brom,0,0,12,21,0.40492921660236575,-1,-2,0.5842768262351926,0.24850254887977805,0.16722062488502956
A,15,28,2016-03-01,norwich,chelsea,-1,-1,-5,-12,-1.127150613753588,-8,0.28000000000000114,0.1762744265080714,0.25390824129141887,0.5698173322005098
