result,season,matchweek,date,hometeam,awayteam,big_six_ad,promoted_team_ad,position_table_ad,total_pts_ad,npxGD_ma_ad,ip_ad,saa_ad,proba_h,proba_d,proba_a
D,19,23,2020-01-18,man_city,crystal_palace,1,0,7,18,2.065245540287488,7,-1.8200000000000003,0.8885452403463565,0.07842221149615618,0.03303254815748733
H,19,23,2020-01-18,norwich,bournemouth,0,-1,-1,-6,0.11868438738230291,0,1,0.42605518757240024,0.27596756467757744,0.29797724775002227
A,19,23,2020-01-18,southampton,wolves,0,0,-5,-3,-0.07373117683009578,2,-1.7199999999999989,0.3688960509424907,0.31196032603818347,0.3191436230193258
D,19,23,2020-01-18,west_ham,everton,0,0,-5,-5,-0.8450434360345378,-1,1.5399999999999991,0.32696298164559134,0.2814724798514221,0.39156453850298645
H,19,23,2020-01-18,newcastle,chelsea,-1,0,-9,-13,-1.743403721821654,-4,2.460000000000001,0.17639899359220657,0.2199001028717326,0.6037009035360609
H,19,23,2020-01-19,burnley,leicester,0,0,-12,-21,-0.50119970439328565,-5,2.7300000000000004,0.23069341690366763,0.2596069918222606,0.5096995912740719
H,19,23,2020-01-19,liverpool,man_united,0,0,4,30,0.5907459148144528,3,2.629999999999999,0.6634523243618474,0.2087587055104089,0.12778897012774368
H,19,23,2020-01-21,aston_villa,watford,0,-1,-1,-1,-1.134108683146223,-1,-3.91,0.31103615481804975,0.2829250154613164,0.40603882972063404
H,19,24,2020-01-21,bournemouth,brighton,0,0,-4,-5,-0.4698187114647058,0,-1.7300000000000004,0.33853006681514475,0.2962138084632517,0.36525612472160357
A,19,24,2020-01-21,crystal_palace,southampton,0,0,4,2,-1.112591428569671,-2,4.539999999999999,0.34398126463700235,0.29939110070257613,0.3566276346604216
D,19,24,2020-01-21,everton,newcastle,0,0,1,0,1.1884669896200248,2,-1.0899999999999999,0.6509641900507053,0.21796329060124736,0.1310725193480474
A,19,24,2020-01-21,sheffield_united,man_city,-1,-1,-5,-15,-1.2518014569416298,-8,-0.8200000000000003,0.117131435138208,0.20629118427326182,0.6765773805885301
D,19,24,2020-01-21,chelsea,arsenal,0,0,6,10,0.6239151200432808,0,-2.5500000000000007,0.5575520431104017,0.2468551030565137,0.19559285383308447
H,19,24,2020-01-22,leicester,west_ham,0,0,13,22,1.0133811213792012,2,-1.9100000000000001,0.6508642439372179,0.2054635007344184,0.14367225532836367
H,19,24,2020-01-22,tottenham,norwich,1,1,12,14,0.5645808178704435,6,0.17999999999999972,0.6977383167298619,0.19205074460485308,0.11021093866528499
A,19,24,2020-01-22,man_united,burnley,1,0,9,7,0.729200031616029,6,-4.18,0.6608647735204438,0.21978986811652768,0.11934535836302854
A,19,24,2020-01-23,wolves,liverpool,-1,0,-5,-33,-0.5345008751566516,-8,-0.08999999999999986,0.1930380801137184,0.23693182449165434,0.5700300953946272
A,19,24,2020-01-29,west_ham,liverpool,-1,0,-15,-44,-1.842654378550234,-6,1.4499999999999993,0.11090904080901601,0.1850596566641867,0.7040313025267972
D,19,25,2020-02-01,leicester,chelsea,-1,0,1,8,-0.5344414945738496,-1,0.629999999999999,0.36853646786780997,0.27772232392330665,0.3537412082088833
H,19,25,2020-02-01,bournemouth,aston_villa,0,1,-2,-2,0.4787058307536405,-1,-0.2699999999999996,0.45178667624349084,0.2856886335069133,0.262524690249596
A,19,25,2020-02-01,crystal_palace,sheffield_united,0,1,-3,-3,-0.8047570727810301,1,1.7300000000000004,0.298764572820602,0.32045705005510117,0.3807783771242967
H,19,25,2020-02-01,liverpool,southampton,1,0,8,39,0.7029790165306331,6,0.6400000000000006,0.737190429429269,0.17092379868183052,0.09188577188890033
D,19,25,2020-02-01,newcastle,norwich,0,1,6,13,-0.5403363709789569,2,0.08999999999999986,0.4310808906948636,0.2869621313797169,0.2819569779254195
A,19,25,2020-02-01,watford,everton,0,0,-7,-7,-0.24844462387160868,-2,3.91,0.312945359110121,0.28617422219509586,0.4008804186947831
D,19,25,2020-02-01,west_ham,brighton,0,0,-2,-2,-0.6886143921334396,3,0.629999999999999,0.3850729750293975,0.2837379816006087,0.3311890433699938
D,19,25,2020-02-01,man_united,wolves,1,0,2,0,0.01629797080761969,5,-2.539999999999999,0.4583368918495743,0.2776212030631708,0.2640419050872548
D,19,25,2020-02-02,burnley,arsenal,-1,0,-3,0,-0.23683489496574134,-6,-0.2699999999999996,0.24140735748646328,0.26222955543677817,0.4963630870767587
H,19,25,2020-02-02,tottenham,man_city,0,0,-4,-17,-1.1508681714405142,-2,-1.1799999999999997,0.15937186769127965,0.20314066154360175,0.6374874707651186
H,19,26,2020-02-08,everton,crystal_palace,0,0,5,3,1.1073055223374453,3,-3.7300000000000004,0.581732252938821,0.2576904144317854,0.16057733262939355
D,19,26,2020-02-08,brighton,watford,0,0,4,3,0.0976590438682531,-2,-1.8099999999999987,0.4107343432196958,0.293737287878328,0.2955283689019763
H,19,26,2020-02-09,sheffield_united,bournemouth,0,-1,10,10,0.4066697258487999,0,1.8999999999999986,0.5374201346917631,0.2844241063719565,0.17815575893628044
D,19,26,2020-02-14,wolves,leicester,0,0,-5,-14,0.06745261620255916,-4,1.0899999999999999,0.36062298914381996,0.3060176153933362,0.3333593954628439
A,19,26,2020-02-15,southampton,burnley,0,0,-2,0,0.192085352693599,3,-0.7300000000000004,0.587878457088054,0.2354367607270119,0.17668478218493425
A,19,26,2020-02-15,norwich,liverpool,-1,-1,-19,-55,-1.5481360114423501,-9,0.08999999999999986,0.10564647243471458,0.18046302633364814,0.7138905012316373
A,19,26,2020-02-16,aston_villa,tottenham,-1,-1,-12,-12,-1.1145386642039348,-5,-0.5500000000000007,0.2462310718093195,0.2600568806542278,0.4937120475364528
H,19,26,2020-02-16,arsenal,newcastle,1,0,2,0,0.9837388209481508,4,2,0.6644562016710158,0.21321012185487542,0.12233367647410884
A,19,26,2020-02-17,chelsea,man_united,0,0,3,6,0.30322945945308555,0,1.1799999999999997,0.4814101997374918,0.28024455431404416,0.23834524594846404
H,19,26,2020-02-19,man_city,west_ham,1,0,16,27,2.2989243335722183,5,-0.7300000000000004,0.8596573419317515,0.09486453089676553,0.045478127171483106
H,19,27,2020-02-22,chelsea,tottenham,0,0,1,1,0.4963094674815878,0,-0.9100000000000001,0.5159231644129912,0.27322128143561225,0.21085555415139645
H,19,27,2020-02-22,burnley,bournemouth,0,0,5,8,0.2930840614172137,0,2.09,0.43750275011367123,0.2873538772935948,0.2751433725927338
H,19,27,2020-02-22,crystal_palace,newcastle,0,0,-1,-1,0.38853352895473037,-1,2.8200000000000003,0.4313800723849017,0.300496954447687,0.2681229731674113
D,19,27,2020-02-22,sheffield_united,brighton,0,-1,9,12,0.11543208280007727,0,-0.10000000000000142,0.4944507524792764,0.2831592972047019,0.2223899503160216
H,19,27,2020-02-22,southampton,aston_villa,0,1,5,6,1.0715329611785684,2,1,0.5483241929250585,0.24385271896415917,0.20782308811078237
A,19,27,2020-02-22,leicester,man_city,-1,0,-1,-4,-1.256011634607288,-3,-2.2699999999999996,0.17522777905066475,0.21258403084827898,0.6121881901010564
H,19,27,2020-02-23,man_united,watford,1,0,12,14,0.5201342764498766,4,-4.539999999999999,0.6025282684791762,0.24373630961092302,0.15373542190990075
H,19,27,2020-02-23,wolves,norwich,0,1,12,18,0.9651397737312137,1,0.4499999999999993,0.6438152404536915,0.2224624743901772,0.13372228515613127
H,19,27,2020-02-23,arsenal,everton,1,0,-1,-2,-0.4863770660754604,2,2.91,0.4862706161025019,0.26499761095504193,0.2487317729424562
H,19,27,2020-02-24,liverpool,west_ham,1,0,17,52,2.2077815180675366,6,-2.4499999999999993,0.8424549242647693,0.10658120604009733,0.05096386969513333
H,19,28,2020-02-28,norwich,leicester,0,-1,-17,-32,-0.9063516754864013,-5,0.6400000000000006,0.2326688258388002,0.25001431671110147,0.5173168574500984
A,19,28,2020-02-29,brighton,crystal_palace,0,0,-2,-5,0.487674966327942,-1,-1.629999999999999,0.42930978469535436,0.30703801057325975,0.26365220473138606
D,19,28,2020-02-29,bournemouth,chelsea,-1,0,-12,-18,-1.2129611104771774,-6,0,0.23819013660267996,0.25704423712531954,0.5047656262720005
D,19,28,2020-02-29,newcastle,burnley,0,0,-4,-6,-1.1612331416895427,2,-1.7300000000000004,0.35301174784207406,0.29778598360911157,0.34920226854881425
H,19,28,2020-02-29,west_ham,southampton,0,0,-6,-10,-1.2905365564652198,0,1.8200000000000003,0.3762672122479943,0.27578676352267767,0.3479460242293281
H,19,28,2020-02-29,watford,liverpool,-1,0,-18,-55,-1.638659059452412,-7,2.629999999999999,0.1439207465924241,0.2040892940123661,0.6519899593952098
D,19,28,2020-03-01,everton,man_united,-1,0,-6,-5,0.19384501960416678,-2,0.629999999999999,0.3357044123813813,0.2939956823582401,0.3702999052603787
A,19,28,2020-03-01,tottenham,wolves,1,0,2,1,-0.7451111832021791,5,-0.35999999999999943,0.33684284851290175,0.31293787216682484,0.3502192793202733
H,19,28,2020-03-07,liverpool,bournemouth,1,0,15,53,1.7798823613404662,9,0.7300000000000004,0.7903708955704899,0.13657967317223763,0.07304943125727255
H,19,28,2020-03-07,arsenal,west_ham,1,0,9,13,0.9747872680113333,3,-1.2699999999999996,0.5766244380874541,0.23342868818961993,0.18994687372292607
H,19,29,2020-03-07,crystal_palace,watford,0,0,5,9,-0.4312827929499777,-1,0.370000000000001,0.34639341363252313,0.318000510875759,0.3356060754917179
H,19,29,2020-03-07,sheffield_united,norwich,0,0,15,22,0.741617712187842,0,0.8200000000000003,0.584527971569794,0.2384069859473852,0.17706504248282076
A,19,29,2020-03-07,southampton,newcastle,0,0,1,2,1.0788744300782718,1,0,0.5552744678098633,0.24600767561196477,0.19871785657817195
D,19,29,2020-03-07,wolves,brighton,0,0,8,14,0.8608107236275253,1,-1.4600000000000009,0.5535853783942709,0.263971229479557,0.18244339212617217
D,19,29,2020-03-07,burnley,tottenham,-1,0,-2,-2,-0.007243802972837776,-6,1.6400000000000006,0.3557103938429821,0.2898774254302511,0.3544121807267668
H,19,29,2020-03-08,chelsea,everton,1,0,7,8,-4.7968085492722246e-4,2,-0.8099999999999987,0.5165999092866222,0.25160824597379533,0.2317918447395823
H,19,29,2020-03-08,man_united,man_city,0,0,-4,-15,-0.9091227234631536,-2,-3.4499999999999993,0.22262153503273438,0.24697961647397504,0.5303988484932907
H,19,29,2020-03-09,leicester,aston_villa,0,1,16,25,1.4483640939700009,4,0.08999999999999986,0.6368686780454569,0.21044356318023796,0.15268775877430513
D,19,29,2020-06-17,aston_villa,sheffield_united,0,0,-14,-18,-1.2051793387855407,1,-1.1799999999999997,0.29392500712332414,0.28957700405936965,0.41649798881730615
H,19,29,2020-06-17,man_city,arsenal,0,0,7,17,1.2476144531014264,2,1.3599999999999994,0.7547325783252048,0.14751591303629003,0.09775150863850543
A,19,30,2020-06-19,norwich,southampton,0,-1,-6,-13,-0.349635531998158,-3,-0.5500000000000007,0.3305788233877462,0.2795752334936368,0.38984594311861703
D,19,30,2020-06-19,tottenham,man_united,0,0,-3,-4,-0.7685717398887508,0,1.5399999999999991,0.2887612797374897,0.2780968006562756,0.43314191960623466
D,19,30,2020-06-20,watford,leicester,0,0,-14,-26,-0.37163793065113915,-3,2.460000000000001,0.2587193364729037,0.28429043368243484,0.45699022984466153
H,19,30,2020-06-20,brighton,arsenal,-1,0,-6,-11,0.3772119499082858,-6,0.46000000000000085,0.2971202785467959,0.28334078736781404,0.41953893408538995
A,19,30,2020-06-20,west_ham,wolves,0,0,-9,-16,-1.4094954414508174,2,-0.7300000000000004,0.23286159183190758,0.27318957700950053,0.49394883115859184
A,19,30,2020-06-20,bournemouth,crystal_palace,0,0,-7,-12,-0.10441164651110163,-1,-4.629999999999999,0.34357848518111966,0.31284302963776073,0.34357848518111966
H,19,30,2020-06-21,newcastle,sheffield_united,0,1,-7,-9,-0.48143818120225285,2,-0.2699999999999996,0.29572604996919916,0.3127326598715812,0.3915412901592196
A,19,30,2020-06-21,aston_villa,chelsea,-1,-1,-15,-22,-1.3651193673243387,-5,-1.5500000000000007,0.13443679186752236,0.2114244557569495,0.6541387523755283
D,19,30,2020-06-21,everton,liverpool,-1,0,-11,-45,-0.4259360888640637,-5,-0.9100000000000001,0.1613715419947346,0.24066274411066596,0.5979657138945995
H,19,30,2020-06-22,man_city,burnley,1,0,8,21,1.0826635133370102,8,0,0.8653757296175393,0.10019206705612904,0.03443220332633167
D,19,31,2020-06-23,leicester,brighton,0,0,12,22,0.3354048767424832,5,-1.370000000000001,0.5925503807698286,0.24503963114541774,0.16240998808475365
H,19,31,2020-06-23,tottenham,west_ham,1,0,9,15,0.22412299151708193,3,-0.46000000000000085,0.6251092833189072,0.23273758519749294,0.1421531314835999
H,19,31,2020-06-24,man_united,sheffield_united,1,1,2,2,1.0071591819542602,6,-2.3599999999999994,0.710857382171256,0.19477492271492416,0.09436769511381984
D,19,31,2020-06-24,newcastle,aston_villa,0,1,6,12,0.29830735476134834,1,0.9100000000000001,0.40770564223005085,0.28362131633394844,0.30867304143600066
A,19,31,2020-06-24,norwich,everton,0,-1,-8,-17,-1.0586266206921913,-4,0.5399999999999991,0.21819203120365052,0.27002770712495977,0.5117802616713897
H,19,31,2020-06-24,wolves,bournemouth,0,0,12,19,1.1610325373026273,1,2.09,0.6138204455104908,0.25482363142602615,0.13135592306348323
H,19,31,2020-06-24,liverpool,crystal_palace,1,0,8,41,0.7441581926699746,8,-3.4499999999999993,0.7498393660312702,0.16663097022917117,0.08352966373955881
H,19,31,2020-06-25,burnley,watford,0,0,5,11,-0.4279006717731923,-2,-0.19000000000000128,0.2626032346868548,0.29335856847900893,0.44403819683413626
A,19,31,2020-06-25,southampton,arsenal,-1,0,-4,-3,0.6427443472025846,-3,-0.17999999999999972,0.3625035135388363,0.2681532839876324,0.36934320247353136
H,19,31,2020-06-25,chelsea,man_city,0,0,-2,-12,-1.0339425820447743,-2,-0.8099999999999987,0.2271564514478666,0.2460861557351888,0.5267573928169446
A,19,32,2020-06-27,aston_villa,wolves,0,-1,-13,-22,-0.8100859132364233,0,-1.5500000000000007,0.21216495822342962,0.2810576027040261,0.5067774390725444
A,19,32,2020-06-28,watford,southampton,0,0,-2,-9,0.015624833902176977,-1,1.7300000000000004,0.40603320281090705,0.29833537157752626,0.2956314256115668
A,19,32,2020-06-29,crystal_palace,burnley,0,0,1,0,-0.47056615935572693,1,1.7300000000000004,0.4749293082161775,0.30765860846708354,0.21741208331673906
A,19,32,2020-06-30,brighton,man_united,-1,0,-10,-16,-1.107006331264332,-6,2.6400000000000006,0.1313982341739281,0.23550118298805472,0.6331005828380171
H,19,32,2020-07-01,arsenal,norwich,1,1,11,22,0.6341892563674936,6,0.7300000000000004,0.6626360129396094,0.19919732904319545,0.13816665801719513
A,19,32,2020-07-01,bournemouth,newcastle,0,0,-5,-12,-0.3598110627529295,-2,-1.4499999999999993,0.4443970178134426,0.30362529167378066,0.2519776905127768
H,19,32,2020-07-01,everton,leicester,0,0,-9,-14,0.09061475485316339,-1,-0.35999999999999943,0.3710229810889958,0.3013848215615228,0.32759219734948125
H,19,32,2020-07-01,west_ham,chelsea,-1,0,-13,-27,-1.8393663391710728,-3,-0.7300000000000004,0.13648342574479005,0.20415407825842025,0.6593624959967898
H,19,32,2020-07-02,sheffield_united,tottenham,-1,-1,-1,-1,-1.0921831613646165,-6,0.8200000000000003,0.20807724456682075,0.26206485396794177,0.5298579014652375
H,19,32,2020-07-02,man_city,liverpool,0,0,-1,-23,-0.5411378148696917,-1,1.7199999999999989,0.473501049239432,0.2561153432561571,0.27038360750441104
A,19,33,2020-07-04,norwich,brighton,0,-1,-5,-12,-0.5518844555844111,0,-1.1900000000000013,0.2846772404822502,0.29869212001368406,0.4166306395040657
H,19,33,2020-07-04,leicester,crystal_palace,0,0,9,13,0.8795574453681114,4,-4,0.5834944030429254,0.25093282617908197,0.16557277077799254
H,19,33,2020-07-04,man_united,bournemouth,1,0,14,25,1.569188108340808,6,-0.6400000000000006,0.8151661612105897,0.12420585554937283,0.06062798324003761
A,19,33,2020-07-04,wolves,arsenal,-1,0,2,6,0.3007801728254506,-5,0.5500000000000007,0.40476733056834235,0.30262977986418116,0.29260288956747643
H,19,33,2020-07-04,chelsea,watford,1,0,13,26,0.8400120139309268,4,-1,0.7066802224747323,0.18762633813767118,0.10569343938759644
D,19,33,2020-07-05,burnley,sheffield_united,0,1,-3,-2,0.4027898199853856,0,1.1799999999999997,0.30265934501533115,0.3293344059319366,0.3680062490527321
D,19,33,2020-07-05,newcastle,west_ham,0,0,3,12,0.4738048975953443,-1,0.08999999999999986,0.3526610568467762,0.2827457452853162,0.3645931978679077
H,19,33,2020-07-05,liverpool,aston_villa,1,1,17,59,0.773772612750196,8,0.6400000000000006,0.8184283030763262,0.12071817470375809,0.06085352221991587
H,19,33,2020-07-05,southampton,man_city,-1,0,-12,-26,-0.5863483239333422,-5,-1.5399999999999991,0.10803838486249251,0.16106557209049382,0.7308960430470137
H,19,33,2020-07-06,tottenham,everton,1,0,2,1,-0.04068972617250993,2,0.629999999999999,0.48427254585194335,0.2674142354841775,0.24831321866387915
A,19,34,2020-07-07,crystal_palace,chelsea,-1,0,-10,-15,-1.327766044001633,-5,2.539999999999999,0.12908078180898172,0.22031742531487555,0.6506017928761426
H,19,34,2020-07-07,watford,norwich,0,1,3,7,0.2186604674397753,2,2.280000000000001,0.5387108390349298,0.2592725963269716,0.2020165646380987
D,19,34,2020-07-07,arsenal,leicester,1,0,-4,-9,-0.38631672056739,1,0.9100000000000001,0.4332444391912357,0.28048194907178264,0.2862736117369817
H,19,34,2020-07-08,man_city,newcastle,1,0,10,23,1.0253812454047366,6,1.4499999999999993,0.8818705043095425,0.07996995421775387,0.038159541472703506
H,19,34,2020-07-08,sheffield_united,wolves,0,-1,-3,-4,-1.0089386646334173,-1,-0.370000000000001,0.22744398038230246,0.31227839107152133,0.46027762854617604
A,19,34,2020-07-08,west_ham,burnley,0,0,-6,-15,0.12700301400763261,3,-1.5399999999999991,0.5194556017223971,0.2646817371174067,0.21586266116019612
A,19,34,2020-07-08,brighton,liverpool,-1,0,-14,-53,-0.7510819199511009,-9,0.8200000000000003,0.16300566888098317,0.23830067072281322,0.5986936603962036
D,19,34,2020-07-09,bournemouth,tottenham,-1,0,-11,-21,-0.6320829925471683,-6,-0.8999999999999986,0.2023715203902682,0.2549562461609678,0.5426722334487639
D,19,34,2020-07-09,everton,southampton,0,0,2,1,0.39589009516054585,1,-1.0899999999999999,0.46261038988542746,0.2824075054533133,0.2549821046612592
A,19,34,2020-07-09,aston_villa,man_united,-1,-1,-13,-28,-1.1841656572577086,-5,1.1799999999999997,0.10443083500836961,0.16612370842940985,0.7294454565622207
A,19,35,2020-07-11,norwich,west_ham,0,-1,-4,-10,-0.541489409259481,-3,-0.5500000000000007,0.26663320625496123,0.2733929213431152,0.45997387240192367
H,19,35,2020-07-11,watford,newcastle,0,0,-4,-12,0.006666792253053222,0,1.6400000000000006,0.5067937538024742,0.27256134658284326,0.22064489961468262
D,19,35,2020-07-11,liverpool,burnley,1,0,9,43,0.9635282711080642,9,-1.7199999999999989,0.7846457063733858,0.1415123488034112,0.0738419448232031
H,19,35,2020-07-11,sheffield_united,chelsea,-1,-1,-4,-9,-1.2479216986119832,-6,-0.370000000000001,0.194310883577202,0.2536695608057467,0.5520195556170512
A,19,35,2020-07-11,brighton,man_city,-1,0,-13,-33,-1.490315328394127,-8,-0.8999999999999986,0.0763430142886244,0.14298809766318424,0.7806688880481913
H,19,35,2020-07-12,wolves,everton,0,0,5,7,0.5494601247973101,-3,1.8200000000000003,0.4584378717326998,0.3027689370944934,0.23879319117280678
H,19,35,2020-07-12,aston_villa,crystal_palace,0,-1,-5,-15,0.37729013249806564,0,-4.09,0.41279936588219757,0.28118217676033747,0.3060184573574651
H,19,35,2020-07-12,tottenham,arsenal,0,0,-1,-1,-0.4395529956628192,0,-0.6400000000000006,0.3493045476768851,0.2814685920410842,0.36922686028203067
H,19,35,2020-07-12,bournemouth,leicester,0,0,-14,-31,-1.0379109654492353,-5,-0.629999999999999,0.2147668567186521,0.2489092800944378,0.53632386318691
D,19,35,2020-07-13,man_united,southampton,1,0,7,14,1.3250404513494216,3,-2,0.7557323667720454,0.15257688161959274,0.09169075160836189
H,19,36,2020-07-14,chelsea,norwich,1,1,17,39,1.502172407807251,6,1.2800000000000011,0.8612497986793364,0.09985504912224191,0.03889515219842165
D,19,36,2020-07-15,burnley,wolves,0,0,-4,-5,-1.1875826000257135,-1,0.8099999999999987,0.21148584134877255,0.28445464041062973,0.5040595182405978
H,19,36,2020-07-15,man_city,bournemouth,1,0,16,41,2.2593152734048347,8,2.8999999999999986,0.8207941681953463,0.11311297724246823,0.0660928545621855
A,19,36,2020-07-15,newcastle,tottenham,-1,0,-5,-9,-0.5125414759112958,-4,0.5500000000000007,0.18031237155774765,0.22707562679819154,0.5926120016440609
H,19,36,2020-07-15,arsenal,liverpool,0,0,-8,-43,-0.5903040407729233,-3,0.35999999999999943,0.20479534376460637,0.2241870506799617,0.5710176055554319
D,19,36,2020-07-16,everton,aston_villa,0,1,8,15,-0.2018672670748266,3,-0.2699999999999996,0.46291560102301793,0.26854219948849106,0.26854219948849106
H,19,36,2020-07-16,leicester,sheffield_united,0,1,3,5,0.7251733874120989,5,-1.0899999999999999,0.44317597374845163,0.30141471506494066,0.25540931118660765
A,19,36,2020-07-16,crystal_palace,man_united,-1,0,-9,-17,-1.6335640100158728,-5,5.27,0.11150632907534236,0.17928062202634043,0.7092130488983172
D,19,36,2020-07-16,southampton,brighton,0,0,3,9,0.7778958783751634,3,-0.6400000000000006,0.42231759656652357,0.28154506437768234,0.296137339055794
H,19,36,2020-07-17,west_ham,watford,0,0,1,0,0.864886356921901,1,-1.7300000000000004,0.38180682089932194,0.3321196318781773,0.28607354722250083
A,19,37,2020-07-18,norwich,burnley,0,-1,-10,-30,-0.6131074842979473,0,-2.09,0.3041468404218045,0.28122562925958156,0.4146275303186139
A,19,37,2020-07-19,bournemouth,southampton,0,0,-6,-15,-0.32529077027776365,-3,-1.3599999999999994,0.3944332210998878,0.254006734006734,0.3515600448933782
H,19,37,2020-07-19,tottenham,leicester,1,0,-3,-7,-0.5675574464842896,1,0.2699999999999996,0.4116777419914465,0.2865957141887356,0.3017265438198179
D,19,37,2020-07-20,brighton,newcastle,0,0,-3,-6,-0.549379143799497,-2,0.5500000000000007,0.48339602730166303,0.2736974689792514,0.24290650371908562
A,19,37,2020-07-20,sheffield_united,everton,0,-1,3,8,-0.09467089181603772,-4,1.4499999999999993,0.4861215932914046,0.28511530398322854,0.2287631027253669
H,19,37,2020-07-20,wolves,crystal_palace,0,0,8,14,1.3972855162325537,0,-2.539999999999999,0.6637624000736393,0.22484758795997992,0.11139001196638085
A,19,37,2020-07-21,watford,man_city,-1,0,-15,-41,-1.851612785973405,-6,0.19000000000000128,0.10502885408079145,0.15169002473206927,0.7432811211871393
H,19,37,2020-07-21,aston_villa,arsenal,-1,-1,-10,-22,-0.11870859042291478,-5,-1,0.30918725353746235,0.251515019717003,0.43929772674553474
D,19,37,2020-07-22,man_united,west_ham,1,0,10,25,0.5775606242385445,3,-2,0.7608773446231261,0.14752888972081987,0.09159376565605404
H,19,37,2020-07-22,liverpool,chelsea,0,0,2,30,-0.1452168249545367,3,-0.9100000000000001,0.505107297113719,0.2565413377445994,0.2383513651416816
H,19,38,2020-07-26,arsenal,watford,1,0,8,19,0.6401463525073944,4,-1.5500000000000007,0.4740017475485777,0.2530478079360896,0.2729504445153326
A,19,38,2020-07-26,burnley,brighton,0,0,7,16,0.5380252956625665,0,0.8999999999999986,0.36742846525455214,0.28613898179115566,0.3464325529542921
H,19,38,2020-07-26,chelsea,wolves,1,0,2,4,0.261071273615497,5,0,0.49664516800166436,0.28799542286487045,0.21535940913346507
D,19,38,2020-07-26,crystal_palace,tottenham,-1,0,-7,-16,-0.9318621785600463,-5,3.7300000000000004,0.13966709409339545,0.20980295086756803,0.6505299550390365
A,19,38,2020-07-26,everton,bournemouth,0,0,8,18,-0.05734461567493537,4,0.2699999999999996,0.41496512459759155,0.2624374031238822,0.32259747227852636
A,19,38,2020-07-26,leicester,man_united,-1,0,-2,-1,-0.2017993380757933,-1,1.2699999999999996,0.2587801967870792,0.26657905203271715,0.47464075118020377
H,19,38,2020-07-26,man_city,norwich,1,1,18,57,2.880261417776497,8,2.09,0.9245715400180403,0.05197591360101417,0.023452546380945412
A,19,38,2020-07-26,newcastle,liverpool,-1,0,-12,-52,-0.9374239438555889,-7,0.2699999999999996,0.17845861977918814,0.20936054528207787,0.612180834938734
H,19,38,2020-07-26,southampton,sheffield_united,0,1,-4,-5,0.6897547111585546,3,-0.35999999999999943,0.4872382287146592,0.26480338517101043,0.2479583861143304
D,19,38,2020-07-26,west_ham,aston_villa,0,1,2,4,0.39148238485255515,2,0.8200000000000003,0.36464561516691046,0.27477544938923004,0.3605789354438595
A,20,2,2020-09-19,man_united,crystal_palace,1,0,-4,-3,1.109612178164976,5,-5.18,0.7070539491933076,0.18836572391636378,0.10458032689032844
H,20,2,2020-09-19,arsenal,west_ham,1,0,9,3,0.18793188360246446,3,-0.5500000000000007,0.6400336103071609,0.21617029222294837,0.14379609746989078
A,20,2,2020-09-20,southampton,tottenham,-1,0,0,0,0.15840268524596962,-4,-0.17999999999999972,0.28433860556716034,0.2835168176897986,0.432144576743041
A,20,2,2020-09-20,newcastle,brighton,0,0,6,3,0.30342647214636637,2,0.46000000000000085,0.3632026788376414,0.30549758033072644,0.3312997408316324
A,20,2,2020-09-20,chelsea,liverpool,0,0,2,0,-0.1158674883170433,-3,-0.9100000000000001,0.29555855114581325,0.2522504858108226,0.45219096304336404
H,20,2,2020-09-20,leicester,burnley,0,0,7,3,0.8399826993924935,5,-1.9100000000000001,0.6307258421082003,0.224225930107273,0.14504822778452678
H,20,2,2020-09-21,aston_villa,sheffield_united,0,0,5,3,0.507674468260951,1,-2.370000000000001,0.3991238062513772,0.3077882643819398,0.29308792936668293
A,20,2,2020-09-21,wolves,man_city,-1,0,-1,0,-1.0679893971343595,-5,-0.17999999999999972,0.14595104565228784,0.21491692436710522,0.6391320299806069
A,20,2,2020-09-26,brighton,man_united,-1,0,0,0,-1.0584831331677234,-6,2.1799999999999997,0.17534233056179224,0.2244060102144038,0.6002516592238042
A,20,2,2020-09-26,crystal_palace,everton,0,0,0,0,-0.43813808015739025,-3,5.539999999999999,0.2740515296975305,0.2937438551847782,0.43220461511769126
D,20,3,2020-09-26,west_brom,chelsea,-1,-1,-9,-3,-2.5898052763347548,-6,1.8200000000000003,0.14048117095191143,0.19438348903087543,0.6651353400172133
A,20,3,2020-09-26,burnley,southampton,0,0,4,0,-0.09248849434774592,-2,1,0.29100230074491634,0.2826160672940542,0.42638163196102963
A,20,3,2020-09-27,sheffield_united,leeds,0,1,-7,-3,0.21180915890115254,0,0,0.3175341104014769,0.2852268607966755,0.3972390288018476
D,20,3,2020-09-27,tottenham,newcastle,1,0,6,0,0.2923357903909103,4,-0.28000000000000114,0.6871871154083466,0.19322885225343608,0.11958403233821718
A,20,3,2020-09-27,man_city,leicester,1,0,-10,-3,0.9397749437523956,3,1.6400000000000006,0.7373223319682005,0.16496025054203808,0.09771741748976151
H,20,3,2020-09-27,west_ham,wolves,0,0,-5,-3,-0.1470023763592978,0,-0.6400000000000006,0.28604253167154675,0.292873398099524,0.4210840702289294
A,20,3,2020-09-28,fulham,aston_villa,0,-1,-13,-6,-1.2432729403488474,-1,2.09,0.32290702880167144,0.28127145202208625,0.39582151917624236
H,20,3,2020-09-28,liverpool,arsenal,0,0,-2,0,0.86909843981878665,3,0,0.6502732240437159,0.18579234972677597,0.1639344262295082
