result,season,matchweek,date,hometeam,awayteam,maxo_h,maxo_d,maxo_a,market_tracktake,diff_home,diff_draw,diff_away
H,17,16,2017-12-09,huddersfield,brighton,2.7,3.2,3.15,3.3068783068790353e-4,0.01503761257153946,-0.03626459410417082,0.02239116141312425
A,17,16,2017-12-09,newcastle,leicester,2.7,3.32,2.95,0.010558240494936477,-0.010294215951248464,-0.013994819215244592,0.024836193916992988
H,17,16,2017-12-09,swansea,west_brom,2.74,3.1,3.1,0.010124793972215551,0.037918240382500246,-0.024980066623629726,-0.014884212627630178
H,17,16,2017-12-09,tottenham,stoke,1.3,6.5,11.5,0.010033444816053505,-0.016694676742317838,0.032278537599617296,0.0940480137193751
H,17,16,2017-12-09,west_ham,chelsea,7.5,4.67,1.55,-0.007372614031452174,0.015708439023917053,0.00440150417652152,-0.004471198837485257
D,17,16,2017-12-10,liverpool,everton,1.4,6.28,11.6,-0.04027172037275273,0.06229577040292722,-0.1637921213150515,-0.14201501629708224
A,17,16,2017-12-10,man_united,man_city,3.44,3.6,2.3,0.003258060892034731,-0.004923932209836446,0.003706729525382757,8.952260813341884e-4
D,17,16,2017-12-10,southampton,arsenal,4,3.79,2.01,0.011364680555008722,0.08907461565014252,9.52483161300588e-4,-0.04141566789997808
H,17,17,2017-12-12,burnley,stoke,2.4,3.25,3.75,-0.008974358974358942,0.043610343523006856,-0.006028045893279876,-0.05543600852431563
H,17,17,2017-12-12,crystal_palace,watford,2.4,3.51,3.34,9.681491717419277e-4,-0.010852796728653802,0.0035479808582878913,0.012800212840722303
A,17,17,2017-12-12,huddersfield,chelsea,9,4.8,1.46,0.004375951293759339,0.10516194660046763,-0.03970486015669539,-0.003705537705377848
D,17,17,2017-12-13,liverpool,west_brom,1.25,7.25,15,0.0045977011494253706,-0.01683211769687254,0.07523655318509026,0.06717578371857869
H,17,17,2017-12-13,man_united,bournemouth,1.29,6.26,13,0.011861284318376075,0.007919726427938256,-0.009419762598838588,-0.050529226779867376
A,17,17,2017-12-13,newcastle,everton,2.6,3.4,3.32,-0.02006214904868342,-0.09110897361105552,0.009315468257653725,0.14781431113576593
A,17,17,2017-12-13,southampton,leicester,2.1,3.45,3.95,0.01921010561626968,-0.07430062934927628,0.013663631779344598,0.15679201009413135
A,17,17,2017-12-13,swansea,man_city,15,6.85,1.25,0.012652068126520755,-0.03403941923483811,0.04704486309216471,-0.00491199249176566
H,17,17,2017-12-13,tottenham,brighton,1.27,6.8,15,0.0011270649992281,-0.02561810832270761,0.05706810813592478,0.21569333469506713
D,17,17,2017-12-13,west_ham,arsenal,5.5,4.44,1.66,0.009453045597624055,0.019572805125925408,-0.03791562926178493,0.008813009829128138
H,17,18,2017-12-16,arsenal,newcastle,1.27,6.8,15,0.0011270649992281,-0.008523225806969403,0.014041896854986913,0.058881122266335906
D,17,18,2017-12-16,brighton,burnley,2.65,3.3,3.34,-0.020210008798868695,-0.045163190733442105,-0.019683613233285047,0.09054942306746239
H,17,18,2017-12-16,chelsea,southampton,1.41,5.1,10,0.005298289528577582,-0.004494007983927184,6.508339075845804e-4,0.027739264455252544
A,17,18,2017-12-16,leicester,crystal_palace,1.91,3.7,4.55,0.013610699474573718,-0.05959305713881846,0.03934424376687007,0.119590459819086
H,17,18,2017-12-16,man_city,tottenham,1.57,4.6,6.5,0.008180133353215435,0.04494990866580317,-0.04097034959843271,-0.0980192033298033
A,17,18,2017-12-16,stoke,west_ham,2.31,3.35,3.5,0.01712218130128562,0.06449232102114344,-0.02727024964423952,-0.05819518390410472
A,17,18,2017-12-16,watford,huddersfield,1.8,3.8,5.25,0.009189640768588081,-0.03267668614082697,0.014111148243620697,0.08362136736420278
A,17,18,2017-12-17,bournemouth,liverpool,6.65,4.81,1.55,0.00343743807241248,0.10574754705548606,0.0919544383604074,-0.045939675577480354
A,17,18,2017-12-17,west_brom,man_united,6.5,4.09,1.62,0.015628881969550257,-0.052980776867332935,-0.08105561324993349,0.051756431452380625
H,17,18,2017-12-18,everton,swansea,1.78,3.75,5.5,0.01028260129383729,0.012698232790419484,-0.031568674088575555,0.01058331150133962
D,17,19,2017-12-22,arsenal,liverpool,2.54,3.75,2.95,-6.494950843010106e-4,0.06774589256596375,-0.005375177781238971,-0.06336553680025336
H,17,19,2017-12-23,brighton,watford,2.7,3.2,3,0.01620370370370372,0.015102204284142218,1.1914591832451471e-4,-0.016549506513647505
A,17,19,2017-12-23,burnley,tottenham,7.05,4.35,1.65,-0.022210364836923846,-0.03536178897776454,-0.01369167095125079,0.013091199849364576
D,17,19,2017-12-23,everton,chelsea,6.25,3.98,1.7,-5.084244753177369e-4,0.20721687851666482,0.04276276709356841,-0.06130033371554022
D,17,19,2017-12-23,leicester,man_united,4.75,3.71,1.91,0.0036283041892986034,-0.030384876061327892,-0.011637322928619964,0.020059315986832527
H,17,19,2017-12-23,man_city,bournemouth,1.12,12.57,26,0.010873176147639052,-0.020611900096315416,0.19016530281041555,0.16827245732704843
D,17,19,2017-12-23,southampton,huddersfield,1.65,4.03,7,-0.0029432932658739475,0.04951139052754905,-0.03299800409186593,-0.1292377265417708
H,17,19,2017-12-23,stoke,west_brom,2.38,3.35,3.55,3.656707585284469e-4,0.0129370341627697,-0.01234744640133123,-0.005519404577011944
D,17,19,2017-12-23,swansea,crystal_palace,3.4,3.27,2.5,-7.195538765969456e-5,0.01866758833935056,0.015992188664992746,-0.024222369919994824
A,17,19,2017-12-23,west_ham,newcastle,2.15,3.5,4.1,-0.005266996191556572,-0.0745660710578967,0.015182024076963119,0.1483524907425886
D,17,20,2017-12-26,bournemouth,west_ham,2.8,3.3,2.81,0.016045046294156595,-0.08574494399500288,-0.009263992194584958,0.11384165241711974
H,17,20,2017-12-26,chelsea,brighton,1.21,7.5,20,0.009779614325068797,-0.034405367987099256,0.15700605243490995,0.23037466518823568
D,17,20,2017-12-26,huddersfield,stoke,2.51,3.3,3.2,0.013936677532295105,-0.06341856863278883,-0.011888003315324469,0.1076415958773429
H,17,20,2017-12-26,liverpool,swansea,1.2,9.12,21.04,-0.0094890267493829,-0.01646662462042514,0.15222342568128888,-0.0011142925652705138
D,17,20,2017-12-26,man_united,burnley,1.25,6.67,15.84,0.013056350612572487,0.017961445047062874,-0.05376897162042116,-0.08294518689142472
H,17,20,2017-12-26,tottenham,southampton,1.4,5.43,11,-0.010643132190093496,-0.03429520480611237,0.07028637626273926,0.13940878091123765
H,17,20,2017-12-26,watford,leicester,2.6,3.5,2.92,0.01279542375432774,0.04990853864108913,-0.003522605688516367,-0.04855700847601163
D,17,20,2017-12-26,west_brom,everton,2.6,3.25,3.28,-0.0028142589118198558,-0.08876076513746634,-0.018301659634362033,0.17417743955626874
A,17,20,2017-12-27,newcastle,man_city,15,7,1.3,-0.021245421245421392,0.036215296926712215,0.04768419894028941,-0.011610024469905333
A,17,20,2017-12-28,crystal_palace,arsenal,4.8,4,1.8,0.01388888888888884,0.05545523042193756,0.07615923291911497,-0.05004163170599052
H,17,21,2017-12-30,bournemouth,everton,2.45,3.38,3.39,-9.934957907340447e-4,0.013836372665224861,-0.07308603923751145,0.06295428902503719
H,17,21,2017-12-30,chelsea,stoke,1.22,8.5,20.06,-0.012830361374891686,-0.027715504782601763,0.21436607691213894,0.04439766749694951
D,17,21,2017-12-30,huddersfield,burnley,2.6,3.16,3.67,-0.02644935514938629,0.050929067421778385,-0.04186410920988126,-0.025260590702380736
H,17,21,2017-12-30,liverpool,leicester,1.35,6.27,11,-0.00886053517632468,-0.036186515618014115,0.134368129152441,0.10525053848367438
D,17,21,2017-12-30,man_united,southampton,1.4,5.5,10.1,-0.004886202906004944,-0.0019667148149901115,-0.011294128695223726,0.037559355885406154
D,17,21,2017-12-30,newcastle,brighton,2.2,3.35,4.1,-0.003044643743588038,0.00549642939414885,8.413533321387501e-4,-0.01136402902557021
A,17,21,2017-12-30,watford,swansea,1.75,3.85,6,-0.0021645021645022577,0.08840682530889099,-0.072581112980041,-0.13755771213138368
D,17,21,2017-12-31,crystal_palace,man_city,12.96,6.73,1.3,-0.00502032683805842,-0.16054545558637412,-0.13585747571595053,0.0504510849383939
D,17,21,2017-12-31,west_brom,arsenal,5.39,4.06,1.75,0.003262747105111652,0.05761055369566592,0.03211401372907674,-0.0293230692164701
D,17,21,2018-01-01,brighton,bournemouth,2.46,3.2,3.44,0.009701739459255121,0.005384081459214096,-0.018004248644377663,0.012956883127299923
A,17,22,2018-01-01,burnley,liverpool,7.5,4.5,1.55,7.168458781361409e-4,-0.09595732144026248,-0.1449609286676068,0.08693289149205263
A,17,22,2018-01-01,everton,man_united,5.5,3.7,1.8,0.007644007644007633,0.02111319036134751,0.08470928196756744,-0.04368430568702164
H,17,22,2018-01-01,leicester,huddersfield,1.7,4.08,6.01,-2.773155851358844e-4,0.11366395106821559,-0.13369760154770793,-0.1261955878869312
A,17,22,2018-01-01,stoke,newcastle,2.38,3.35,3.5,0.004389815627743765,-0.022059263242455773,0.0052377838542478905,0.028152130671401876
H,17,22,2018-01-02,man_city,watford,1.18,9,21,0.0061877858488028625,-0.03987636227665814,0.24461556699687415,0.2717433727016567
A,17,22,2018-01-02,southampton,crystal_palace,2.1,3.5,4.2,0,0.010229048706468458,-0.017032523064655858,4.6838156920792073e-4
A,17,22,2018-01-02,swansea,tottenham,12,5.51,1.34,0.011090193316538821,-0.2394910378511298,-0.18192047740604478,0.10389431294456508
H,17,22,2018-01-02,west_ham,west_brom,2.1,3.41,4.51,-0.008824901822541475,0.10537599838533818,-0.05923368409626095,-0.11806285193979682
D,17,22,2018-01-03,arsenal,chelsea,2.8,3.51,2.75,0.005679505679505592,0.18585585929303172,-0.02552468776043748,-0.11353053234666588
D,17,22,2018-01-04,tottenham,west_ham,1.35,6.25,12.7,-0.020519101778944338,0.012607900898835345,-0.03467853317104497,-0.04988044603449304
D,17,23,2018-01-13,chelsea,leicester,1.33,6,12,0.001879699248120259,-6.921506908158515e-4,-0.0393208574708348,0.09628709206914698
H,17,23,2018-01-13,crystal_palace,burnley,2.05,3.3,4.51,0.012564671101256586,0.07997153539086921,-0.02355200795157486,-0.11689221140295458
A,17,23,2018-01-13,huddersfield,west_ham,2.75,3.25,3.1,-0.006090683510038275,0.10144950917081119,-0.009260985170321034,-0.08796542743029179
D,17,23,2018-01-13,newcastle,swansea,1.99,3.5,4.6,0.005618152876182059,-0.11606239533157214,0.10885966494724042,0.19934261360693517
H,17,23,2018-01-13,tottenham,everton,1.33,6.02,13.69,-0.008961324949283589,0.003471018238433876,0.020139972029770137,-0.07569250986218767
D,17,23,2018-01-13,watford,southampton,2.55,3.48,3.01,0.011739098205441056,0.11707763294066398,-0.03642677297016639,-0.08549652574249922
H,17,23,2018-01-13,west_brom,brighton,2.16,3.2,4.33,0.006409845180052942,0.005228508582099556,0.02008825133269987,-0.03654898040887189
H,17,23,2018-01-14,bournemouth,arsenal,4.8,4.22,1.76,0.01348197615970137,-0.17782033702199385,-0.14529253642116102,0.18079202850503928
H,17,23,2018-01-14,liverpool,man_city,3.1,3.75,2.34,0.016597739178384252,0.04881112004709176,-0.03471159407607882,-0.012866456967940754
H,17,23,2018-01-15,man_united,stoke,1.25,7.22,15.23,0.004164036936866511,-0.0035665042666264135,0.0018181551944458363,0.04219931305137514
H,17,24,2018-01-20,arsenal,crystal_palace,1.5,4.75,7.19,0.01627504087060494,-0.032231990594631554,0.05218059079891546,0.09329107962543359
A,17,24,2018-01-20,brighton,chelsea,6.5,3.9,1.65,0.01631701631701632,0.10523030699134028,-0.01336940672042275,-0.018727731075896314
A,17,24,2018-01-20,burnley,man_united,7.5,4,1.6,0.008333333333333304,0.07433185575177159,0.025157374860652837,-0.02515127409084228
D,17,24,2018-01-20,everton,west_brom,2.2,3.3,4,0.007575757575757569,0.198005291567817,-0.10080220586570021,-0.14325796826898785
H,17,24,2018-01-20,leicester,watford,1.9,3.9,4.47,0.006439692416379206,-0.051169154197221234,0.015531475366122205,0.12676075057357905
H,17,24,2018-01-20,man_city,newcastle,1.15,10.21,26,0.005969948800933045,-0.018130236024559987,0.07673209390758484,0.26254387631245435
H,17,24,2018-01-20,stoke,huddersfield,2.1,3.41,4.23,0.0058522275406283075,0.0012169669692112528,0.01883368779564898,-0.02481940805835714
D,17,24,2018-01-20,west_ham,bournemouth,2.06,3.7,4,0.005707163474153676,0.15026407857819435,-0.06923989016649879,-0.14228392304626247
D,17,24,2018-01-21,southampton,tottenham,5.75,4.14,1.7,0.003694231315714669,-0.19406564385165337,-0.08982401887451574,0.12290424331240057
H,17,24,2018-01-22,swansea,liverpool,12,5.8,1.35,-0.0035121328224776427,-0.023460846730047114,0.012017692535836622,-5.0661548918196075e-5
A,17,25,2018-01-30,huddersfield,liverpool,12,5.75,1.4,-0.028467908902691574,0.01645969263624747,-0.030364732530654304,0.005397182849256499
H,17,25,2018-01-30,swansea,arsenal,7.5,4.62,1.55,-0.005055159893869621,0.011312519988667669,-0.07199235254987835,0.023481097087682423
D,17,25,2018-01-30,west_ham,crystal_palace,3.1,3.32,2.65,0.0011439550044365365,0.014086759334732912,-0.03517901793570677,0.016703757423338628
A,17,25,2018-01-31,chelsea,bournemouth,1.3,6.5,12,0.0064102564102563875,0.0520399457451346,-0.14641662548912893,-0.10207542101148759
H,17,25,2018-01-31,everton,leicester,3.11,3.2,2.7,0.004413778730498974,-0.1066524173775445,-0.003760217985561143,0.11470695180851198
H,17,25,2018-01-31,man_city,west_brom,1.16,10,22,0.007523510971786829,-0.005744101228613019,0.014044953374952707,0.08110952534934213
D,17,25,2018-01-31,newcastle,burnley,2.2,3.3,4.05,0.004489337822671136,0.007292020522251752,0.010851509670401605,-0.026470071668874606
D,17,25,2018-01-31,southampton,brighton,1.8,3.6,6,0,0.04870322979606034,-0.013945304248606738,-0.11724957296262506
D,17,25,2018-01-31,stoke,watford,2.25,3.54,3.5,0.012644605864944758,-0.018554393936808244,0.0022770980905009175,0.028173718594830532
H,17,25,2018-01-31,tottenham,man_united,2.4,3.42,3.4,0.0031819745442036584,0.0446694792964335,-0.004355413864691515,-0.054796092427863985
H,17,26,2018-02-03,arsenal,everton,1.35,5.85,12,-0.004985754985754931,0.03669447850788243,-0.06943913177544381,-0.1334100749599143
H,17,26,2018-02-03,bournemouth,stoke,2.1,3.7,4.43,-0.027805619227741163,0.004295255482832827,-0.003638105492271504,-0.005418918674575779
H,17,26,2018-02-03,brighton,west_ham,2.4,3.1,3.7,0.009517582098227173,-0.04695536647498488,0.0026872397565940176,0.0786217100372879
D,17,26,2018-02-03,burnley,man_city,13,6,1.35,-0.015669515669515688,0.037127481065151846,-0.043603094987628266,0.00645733161074169
D,17,26,2018-02-03,leicester,swansea,1.81,3.6,5.3,0.018943210906100516,0.02250711749838108,-0.02746740788594082,-0.022251684626076518
H,17,26,2018-02-03,man_united,huddersfield,1.2,8.5,23.45,-0.006375684602199061,0.040627621564654826,-0.12265586940684836,-0.2765184594735577
A,17,26,2018-02-03,west_brom,southampton,2.65,3.2,3.1,0.012439135727328132,0.11711005382232353,-0.009409488952920264,-0.1008734336587207
D,17,26,2018-02-04,crystal_palace,newcastle,2.1,3.4,4.2,0.008403361344537785,0.033672453525173784,-0.026916699029541302,-0.03147027618656073
D,17,26,2018-02-04,liverpool,tottenham,2.2,3.8,3.6,-0.004518872939925589,-0.05663312428859546,0.0347167598421263,0.07290381983894068
H,17,26,2018-02-05,watford,chelsea,6.25,4.05,1.64,0.016669677807889194,0.13055869319662872,0.11158048971371182,-0.06667906442940164
H,17,27,2018-02-10,everton,crystal_palace,2.3,3.26,3.7,0.01180134522359122,-0.06758628672652645,0.017080012420191082,0.10996714883474445
H,17,27,2018-02-10,man_city,leicester,1.25,7.4,17,-0.0060413354531001495,0.012867730175697423,-0.09773530661986163,0.06525744035719883
D,17,27,2018-02-10,stoke,brighton,2.25,3.27,3.8,0.013412736734803365,0.09476849763271389,-0.027368434088684168,-0.10303212059526212
H,17,27,2018-02-10,swansea,burnley,2.5,3.1,3.5,0.008294930875575979,-0.05074246051891218,0.014722190927456857,0.06140610954636405
H,17,27,2018-02-10,tottenham,arsenal,2.2,3.9,3.7,-0.018774018774018852,-0.05388576523935895,0.013025348463180153,0.10004162839527386
H,17,27,2018-02-10,west_ham,watford,2.57,3.32,3.1,0.01289052280415759,-0.07349926818786634,0.012518872044160245,0.08961542925072874
H,17,27,2018-02-11,huddersfield,bournemouth,3.4,3.3,2.65,-0.02549355934483566,-0.047060990377226664,0.05437044552854009,-0.002574712236533272
H,17,27,2018-02-11,newcastle,man_united,6,4.03,1.66,0.01721526303726062,0.08188293778275813,0.028128061739274512,-0.031673203225005886
A,17,27,2018-02-11,southampton,liverpool,4.75,4,1.85,0.001066856330014243,0.09140717516838914,0.031366752743566595,-0.0436726060568704
H,17,27,2018-02-12,chelsea,west_brom,1.4,5.1,9.5,0.01562730355300035,-0.04717948983809317,0.042301074067720545,0.3299035908046384
D,17,28,2018-02-24,bournemouth,newcastle,2.2,3.5,3.85,-1.1102230246251565e-16,-0.05205223819220184,0.025875043430336087,0.07801358133376413
H,17,28,2018-02-24,brighton,swansea,2.2,3.25,4.36,-0.008404439597100133,-0.04774237028113881,0.050408672782042085,0.03861017186336557
D,17,28,2018-02-24,burnley,southampton,3,3.2,2.79,0.0042562724014336695,0.1714979084105932,0.01329577580083452,-0.12923106962401998
D,17,28,2018-02-24,leicester,stoke,1.75,3.89,5.62,0.0064339232294294835,-0.004113347360204744,0.0171958861720094,-0.010732439095878399
H,17,28,2018-02-24,liverpool,west_ham,1.25,7.5,15,0,0.007367112771319517,-0.020349819174001582,-0.04247744132818221
H,17,28,2018-02-24,watford,everton,2.35,3.42,3.6,-0.0042926465098916955,0.10687315228680294,-0.053273208335984146,-0.08745319832447651
A,17,28,2018-02-24,west_brom,huddersfield,2,3.4,4.75,0.004643962848297267,-0.0492339678049043,0.04381972896312636,0.06738443709471564
A,17,28,2018-02-25,crystal_palace,tottenham,7.5,4.66,1.51,0.010177263640584133,0.34154905338220076,0.20318192038597016,-0.09823962409672127
H,17,28,2018-02-25,man_united,chelsea,2.3,3.3,3.55,0.019503052571025803,0.03995001172126944,-0.017407444231406055,-0.03867900973187399
A,17,28,2018-03-01,arsenal,man_city,4.6,4.06,1.8,0.01925227862259349,0.03982908695947773,0.06929046176448983,-0.041946477727253684
H,17,29,2018-03-03,burnley,everton,2.6,3.3,3.43,-0.0208091228499393,0.04894220161077789,-0.022147970198871714,-0.037035901977509056
D,17,29,2018-03-03,leicester,bournemouth,1.9,3.8,4.57,0.008292064954508849,0.01162292014999955,-0.031315234355518196,0.011925836145898483
H,17,29,2018-03-03,liverpool,newcastle,1.25,7.6,15,-0.0017543859649122862,-0.014598426701634026,0.02818874687579509,0.13682261884066826
D,17,29,2018-03-03,southampton,stoke,1.85,3.8,5.5,-0.014483382904435516,-0.021555524850943253,0.030884143315072166,0.02495006894327423
H,17,29,2018-03-03,swansea,west_ham,2.65,3.3,3.15,-0.0021508889433417,-0.011427014506433242,-0.03145206971762071,0.046092178046344134
H,17,29,2018-03-03,tottenham,huddersfield,1.25,8.05,19,-0.02314481856815953,-0.01107747617752941,-0.03165706047112227,0.33204140365184265
H,17,29,2018-03-03,watford,west_brom,2.2,3.4,4,-0.0013368983957219305,0.09568496788877279,-0.03616094111029111,-0.09717855779769824
H,17,29,2018-03-04,brighton,arsenal,4.4,3.79,2,-0.008875029983209437,0.052723290648443166,7.063751105200744e-4,-0.024437001148538195
H,17,29,2018-03-04,man_city,chelsea,1.65,4.35,6.07,6.903093308820996e-4,-0.05379381018037055,0.11784426170363482,0.07362715058578684
A,17,29,2018-03-05,crystal_palace,man_united,7,4.24,1.58,0.011617591865979549,0.18498356697870943,0.1094001000668059,-0.06885686187767459
H,17,30,2018-03-10,chelsea,crystal_palace,1.33,6,13,-0.0045305571621361285,-0.0064077018355654936,-0.02373780005936388,0.1173244062267651
H,17,30,2018-03-10,everton,brighton,2.22,3.25,3.89,0.015212166883117995,0.013697806608609753,0.024877683652688276,-0.049435539815160356
D,17,30,2018-03-10,huddersfield,swansea,2.54,3.2,3.37,0.0029366924460851873,0.020714767927470845,-0.008923852756210993,-0.016962899671325138
H,17,30,2018-03-10,man_united,liverpool,2.79,3.4,2.8,0.009683443269780989,0.14775381536871635,-0.02327095319006156,-0.09719649787726314
H,17,30,2018-03-10,newcastle,southampton,2.8,3.2,2.88,0.016865079365079527,-0.0609201976731758,0.01243623103050795,0.05879561574132297
A,17,30,2018-03-10,west_brom,leicester,3.1,3.28,2.6,0.012074078557162693,0.10504617950177897,0.049551378919561406,-0.10440055169564155
A,17,30,2018-03-10,west_ham,burnley,2.32,3.4,3.6,0.0029299075952220477,-0.02988568716483464,-0.01528528206892854,0.06976062249922155
H,17,30,2018-03-11,arsenal,watford,1.5,5,7.5,0,0.028862973760932942,-0.052363050483351103,-0.052363050483351103
A,17,30,2018-03-11,bournemouth,tottenham,6.5,4.66,1.55,0.013599718846846187,0.19555413093066187,0.07422764914024582,-0.057712782118861994
A,17,30,2018-03-12,stoke,man_city,15,6.89,1.25,0.011804547653604391,0.04023123018704955,0.011133853118880266,-0.005614597121557985
H,17,31,2018-03-17,bournemouth,west_brom,1.9,3.6,5,0.004093567251461927,-0.02768817678040436,0.06594185064074187,-0.008771178870261465
A,17,31,2018-03-17,huddersfield,crystal_palace,3,3.2,2.72,0.013480392156862697,-0.05118089295996797,-0.006418056055256693,0.05864446857597483
H,17,31,2018-03-17,liverpool,watford,1.2,8,17,0.017156862745097978,-0.02824418160613862,0.1426820010510863,0.15289091548053957
A,17,31,2018-03-17,stoke,everton,2.5,3.3,3.18,0.017495711835334493,0.11812526807039636,0.007574363878922297,-0.12448681839770848
A,17,31,2018-03-31,brighton,leicester,2.82,3.25,2.84,0.014414912826659965,-0.04121347597035219,0.045210475987319976,0.004925312157834982
A,17,31,2018-03-31,crystal_palace,liverpool,7.2,4.54,1.54,0.00850385542015486,0.05044770968615997,0.033094498623062574,-0.021514779516366045
A,17,31,2018-03-31,everton,man_city,10.5,5.5,1.36,0.012350394703335876,0.02229665189091068,0.027265663576457877,-0.009321510310805858
H,17,31,2018-03-31,man_united,swansea,1.25,7.02,15,0.009116809116809232,-0.006300186687195786,-0.008210572449245057,0.10085568525674726
H,17,31,2018-03-31,newcastle,huddersfield,1.8,3.62,5.55,0.01197882965838759,0.0024995143745054627,0.005268850049573226,-0.015563539938548643
D,17,31,2018-03-31,watford,bournemouth,2.35,3.5,3.26,0.017994666865571496,-0.05473772010679612,0.003499094551317583,0.08348853739762219
A,17,32,2018-03-31,west_brom,burnley,2.67,3.2,3.13,0.006520653097366269,-0.017800720769570844,0.010724747518494837,0.010537248338289507
H,17,32,2018-03-31,west_ham,southampton,2.97,3.3,2.66,0.015670489354699946,-0.021102493413747925,0.0021550555928531168,0.017860677629740085
H,17,32,2018-04-01,arsenal,stoke,1.35,6.1,11,-0.004415742120660204,-0.003174667176117363,-0.011345366625493458,0.047285449958233805
A,17,32,2018-04-01,chelsea,tottenham,2.43,3.4,3.2,0.018140280803679465,-0.053182701108190344,0.00915952743393178,0.06953849103693366
D,17,32,2018-04-07,bournemouth,crystal_palace,2.5,3.5,3.04,0.014661654135338376,0.07553554771140258,0.019152034071381774,-0.09301378412982853
D,17,32,2018-04-07,brighton,huddersfield,1.88,3.6,5.2,0.002000363702491459,-0.06354484175397002,0.06354200639357743,0.10336603631357288
D,17,32,2018-04-07,everton,liverpool,4.3,3.75,1.94,0.01468872372732366,-0.11053140443771203,-0.08619498348780885,0.11862817359041089
A,17,32,2018-04-07,leicester,newcastle,2,3.6,4.4,0.005050505050504972,-0.055947152724956095,0.011182053139537906,0.13181305924615172
A,17,32,2018-04-07,man_city,man_united,1.95,3.85,4.5,-0.005217005217005188,-0.010099467778502458,-0.03323999970056357,0.06694232212372908
A,17,32,2018-04-07,stoke,tottenham,11.07,5.54,1.35,0.011580392578895538,0.024008149214467034,0.11362235715465197,-0.02677973349984175
A,17,33,2018-04-07,watford,burnley,2.39,3.3,3.5,0.007154630585592958,-0.019671677963106315,0.033728039684185473,-0.007097647442004251
D,17,33,2018-04-07,west_brom,swansea,2.5,3.3,3.49,-0.01043674568029862,0.07728447423828455,-0.03014918570399483,-0.06817217210155502
H,17,33,2018-04-08,arsenal,southampton,1.57,4.5,6.44,0.01444440048704787,0.1481352669399112,-0.1410498169922395,-0.2277904896389087
D,17,33,2018-04-08,chelsea,west_ham,1.3,6.34,12,0.01029280918870823,0.02251353737884143,-0.07812009440932832,-0.04368530278410898
H,17,33,2018-04-14,burnley,leicester,2.7,3.3,3.01,0.005626587021935858,-0.014634070705233482,0.0034883845542135195,0.013646204061484646
H,17,33,2018-04-14,crystal_palace,brighton,1.95,3.56,5,-0.006280610774992645,-0.009022416528988275,-0.01260138853991899,0.04031401990408123
H,17,33,2018-04-14,huddersfield,watford,2.72,3.25,3,0.008672699849170407,-0.06423425071405597,0.002998763912823499,0.07576022271326588
H,17,33,2018-04-14,liverpool,bournemouth,1.25,7.15,13,0.016783216783216703,-0.007929479017674046,0.021051602071252562,0.04739796050806766
A,17,33,2018-04-14,southampton,chelsea,4.75,3.75,1.9,0.0035087719298245723,0.07115933961054077,0.027013479582565614,-0.03947705876122953
D,17,33,2018-04-14,swansea,everton,2.61,3.3,3.15,0.00363238294272783,0.062556293353633,0.013975848527693069,-0.07827762484744172
A,17,34,2018-04-14,tottenham,man_city,2.7,3.61,2.75,0.011015044256041495,0.037523683079542014,0.014326180865852356,-0.04432786547897205
A,17,34,2018-04-15,man_united,west_brom,1.22,8,19,-0.002696289905090632,-0.010124203341482896,0.056335542817150586,0.014830648675118407
H,17,34,2018-04-15,newcastle,arsenal,3.3,3.65,2.27,0.017531540131262346,-0.11323078674268172,-0.027486026254361917,0.11884060936846952
D,17,34,2018-04-16,west_ham,stoke,2.01,3.6,4.2,0.013385453683961268,2.3633956365354258e-4,-0.0026052409464706328,0.0026235384647599336
D,17,34,2018-04-17,brighton,tottenham,6.56,4.35,1.57,0.019266757020743874,0.007913325071326804,0.003324948781169068,-0.0030656559881377943
A,17,34,2018-04-18,bournemouth,man_united,5.2,4.07,1.75,0.009436509436509422,-0.06774518383030059,-0.05365705525115949,0.052165530196124577
A,17,34,2018-04-19,burnley,chelsea,4.75,3.55,2,-0.007783543365455836,-0.013235866332352852,0.010955300632400355,-3.0882527993836284e-4
D,17,34,2018-04-19,leicester,southampton,2.42,3.53,3.2,0.009009259476037812,-6.326512771890336e-4,-0.023281203089603797,0.02208024301196576
D,17,34,2018-04-21,watford,crystal_palace,3,3.44,2.6,0.008646392367322564,0.047703345143397025,-0.025785224077088942,-0.01922773509663034
D,17,34,2018-04-21,west_brom,liverpool,7.57,4.5,1.55,-5.160911540083024e-4,-0.1341214377953105,-0.07124405329363981,0.06036309038200294
H,17,35,2018-04-22,arsenal,west_ham,1.6,4.65,6.5,-0.006100082712985899,-0.013607050939389298,-0.022203067924667308,0.0947602523606792
H,17,35,2018-04-22,man_city,swansea,1.2,9.66,23.8,-0.021130191206917615,0.001956441979646506,0.07256096891956343,-0.17180442830343046
D,17,35,2018-04-22,stoke,burnley,2.38,3.4,3.65,-0.011741682974559686,-0.02018844433793876,0.05364822701620531,-0.022824491717111206
H,17,35,2018-04-23,everton,newcastle,2.4,3.39,3.5,-0.0026337968815844937,-0.056318010540532315,-4.339649019702296e-5,0.09821823506856964
D,17,35,2018-04-28,burnley,brighton,2.28,3.2,3.8,0.014254385964912242,0.017886532584381776,-0.005915339998679658,-0.021233839311114333
H,17,35,2018-04-28,crystal_palace,leicester,2.1,3.6,3.85,0.013708513708513781,0.009567571430060706,-0.011251308994520648,-0.005241917001801433
