result,season,matchweek,date,hometeam,awayteam,position_table_home,total_pts_home,npxGD_ma_home,npxGD_var_home,big_six_home,promoted_team_home,position_table_away,total_pts_away,npxGD_ma_away,npxGD_var_away,big_six_away,promoted_team_away,ova_home,att_home,mid_home,def_home,transfer_budget_home,ip_home,saa_home,ova_away,att_away,mid_away,def_away,transfer_budget_away,ip_away,saa_away,proba_h,proba_d,proba_a
H,19,28,2020-03-07,liverpool,bournemouth,1,3.2023684472085554,1.3115724052071702,1.105360875566585,1,0,0.21052631578947367,-0.8525076412364075,-0.46830995613329596,0.9569995347295973,0,0,2.139755045651857,2.0425384185633297,1.499276990895161,2.495301651955659,1.9622287134946679,0.47368421052631576,-0.3737513695855824,-0.514204700893084,-0.1122273856353478,-0.430826721521598,-0.16832650135505003,-0.30068203895775275,0,-0.9073555740544266,0.7903708955704899,0.13657967317223763,0.07304943125727255
H,19,28,2020-03-07,arsenal,west_ham,0.5789473684210527,-0.010929585144056736,-0.07552408688722125,1.3293534685803015,1,0,0.10526315789473684,-1.0055218332531985,-1.0503113548985545,0.7614151015852534,0,0,0.6653329642380009,1.563701573185846,1.2235478891213385,0.42359086604732965,1.0356825786322594,0.3157894736842105,-0.04481727094040522,0.07556413167245844,0.84544630511962,0.12063148202604745,-0.16832650135505003,0.23386380807825213,0.15789473684210525,0.8835078519026516,0.5766244380874541,0.23342868818961993,0.18994687372292607
H,19,29,2020-03-07,crystal_palace,watford,0.42105263157894735,-0.19063857432615008,-0.4611282040335063,1.519472567815893,0,0,0.15789473684210525,-0.8653706070535349,-0.02984541108352861,2.2963008523811514,0,0,-0.21932028461031278,-0.5910642310128318,0.12063148202604745,-0.16832650135505003,-0.3719548185625534,0.05263157894736842,1.819142621382269,-0.21932028461031278,-0.35164580832408976,0.12063148202604745,-0.4642851850562399,-0.2294092593529521,0.10526315789473684,1.5486856958295667,0.34639341363252313,0.318000510875759,0.3356060754917179
H,19,29,2020-03-07,sheffield_united,norwich,0.7894736842105263,0.334153006684038,-0.020750851457813135,1.1884906712177756,0,1,0,-1.3151919622051247,-0.7623685636456552,1.5773450527128852,0,1,-0.8090891171758552,-1.3093194990790578,-0.430826721521598,-0.4642851850562399,-0.9599552503021588,0,-0.11060409066944066,-1.1039735334586265,-0.5910642310128318,-0.9822849250692435,-1.3521612361598094,-0.7105005216853565,0,-0.7099951148673203,0.584527971569794,0.2384069859473852,0.17706504248282076
A,19,29,2020-03-07,southampton,newcastle,0.3684210526315789,-0.3405790260433467,0.01521256685903846,2.671941430981598,0,0,0.3157894736842105,-0.49051947776054333,-1.0636618632192334,0.7568043210753955,0,0,-0.514204700893084,-0.8304826537015737,-0.430826721521598,-0.16832650135505003,-0.35413662366135323,0.15789473684210525,-0.24217773012751154,-0.21932028461031278,-0.35164580832408976,-0.15509761974777528,0.1276321823461398,-0.6926823267841563,0.10526315789473684,-0.24217773012751154,0.5552744678098633,0.24600767561196477,0.19871785657817195
D,19,29,2020-03-07,wolves,brighton,0.6842105263157895,0.2591827808254397,0.7554520553033623,1.1016714352911028,0,0,0.2631578947368421,-0.7904003811949365,-0.10535866832416299,1.0477867107854526,0,0,0.07556413167245844,0.12719103705339418,0.39636058379987016,0.1276321823461398,-0.10468189504455096,0.05263157894736842,0.020969548788630225,-0.514204700893084,-0.5910642310128318,-0.15509761974777528,-0.16832650135505003,-0.4610457930685542,0,1.0881779577263186,0.5535853783942709,0.263971229479557,0.18244339212617217
D,19,29,2020-03-07,burnley,tottenham,0.5263157894736842,-0.04069812260895349,-0.12703205053963174,0.9639327183753043,0,0,0.631578947368421,0.10924232910824312,-0.11978824756679396,1.4488261381923346,1,0,-0.514204700893084,-0.35164580832408976,-0.430826721521598,0.1276321823461398,-0.7105005216853565,0,0.6203605729865098,1.2551017968035434,1.803119995874588,1.2235478891213385,1.607425600852089,1.1069553582370601,0.3157894736842105,-0.5784214754092494,0.3557103938429821,0.2898774254302511,0.3544121807267668
H,19,29,2020-03-08,chelsea,everton,0.8421052631578947,0.48409345840123463,0.7086313568896465,0.9338671314073753,1,0,0.47368421052631576,-0.1156683484675518,0.7091110377445737,0.9956795722543847,0,0,0.9602173805207721,0.12719103705339418,2.0507351944428067,1.0155082334497094,1.641501205273065,0.3157894736842105,-1.1705028529705683,0.3704485479552297,0.12719103705339418,0.12063148202604745,0.7195495497485195,0.21604561317705198,0.21052631578947367,-0.5784214754092494,0.5165999092866222,0.25160824597379533,0.2317918447395823
H,19,29,2020-03-08,man_united,man_city,0.7368421052631579,0.2591827808254397,0.2651286411576353,1.2938975162376904,1,0,0.9473684210526315,1.3837361687044143,1.1742513646207888,2.0654452214413017,1,0,0.9602173805207721,1.084864727808362,0.672089685573693,0.42359086604732965,1.9622287134946679,0.3157894736842105,-1.6383202377103772,2.434639461934628,2.0425384185633297,2.602193397990452,1.903384284553279,1.9622287134946679,0.42105263157894735,0.8835078519026516,0.22262153503273438,0.24697961647397504,0.5303988484932907
H,19,29,2020-03-09,leicester,aston_villa,0.8947368421052632,0.8589445876942261,0.22243390372664693,2.0835854839605266,0,0,0.05263157894736842,-1.0153110587707315,-1.225930190243354,1.2882297417579407,0,1,0.3714657102744813,-0.1173500035489491,0.3994049738587452,0.997193638449616,0.0022272743626500203,0.2631578947368421,-0.8181077402704598,-0.5156165829183138,-0.3580679595467948,-0.6976730659249347,-1.3491443343730058,-0.26504564915535245,0.05263157894736842,-0.8849640563699697,0.6368686780454569,0.21044356318023796,0.15268775877430513
D,19,29,2020-06-17,aston_villa,sheffield_united,0.05263157894736842,-1.0153110587707315,-1.225930190243354,1.2882297417579407,0,1,0.7894736842105263,0.334153006684038,-0.020750851457813135,1.1884906712177756,0,1,-0.5049359214275172,-0.30607372954230555,-0.7054180007487056,-0.4922399879311434,-0.26504564915535245,0.05263157894736842,-0.9833120626296387,-0.8052695549903516,-1.2433329970402707,-0.158847152710967,-0.4922399879311434,-0.9599552503021588,0,-0.010562167819704505,0.29392500712332414,0.28957700405936965,0.41649798881730615
H,19,29,2020-06-17,man_city,arsenal,0.9473684210526315,1.3837361687044143,1.1742513646207888,2.0654452214413017,1,0,0.5789473684210527,0.10924232910824312,-0.07336308848063752,1.180381945685914,1,0,2.198066780637993,2.0370744392026072,2.3007216634588565,1.8853720292457001,1.9622287134946679,0.42105263157894735,0.9621877269902296,0.6963986128238207,1.3341299885791333,1.2075799673833796,0.39936451851017296,1.0356825786322594,0.3157894736842105,-0.15894774499410103,0.7547325783252048,0.14751591303629003,0.09775150863850543
A,19,30,2020-06-19,norwich,southampton,0,-1.3700212542755354,-0.537837290592013,1.8685546589806923,0,1,0.3157894736842105,-0.43051911306171675,-0.18820175859385502,2.7756441995100243,0,0,-1.105603188553186,-0.7747033632912881,-0.9787034247675749,-1.3838444943724597,-0.7105005216853565,0,-0.7607336968680438,-0.5049359214275172,-0.5403885464167968,-0.4321325767298363,-0.19503848578403796,-0.35413662366135323,0.15789473684210525,-0.30733332216849757,0.3305788233877462,0.2795752334936368,0.38984594311861703
D,19,30,2020-06-19,tottenham,man_united,0.631578947368421,0.07536665528418557,-0.41134614578806633,2.0852506591638473,1,0,0.7894736842105263,0.3644442371961298,0.35722559410068444,1.2372180486809055,1,0,1.2970658799494896,1.5684448054536246,1.2075799673833796,1.5881705270985946,1.1069553582370601,0.3157894736842105,-0.6865409082808456,0.9967322463866551,1.099815171704642,0.9342945433645102,1.2909690249514894,1.9622287134946679,0.3157894736842105,-1.9560619574395728,0.2887612797374897,0.2780968006562756,0.43314191960623466
D,19,30,2020-06-20,watford,leicester,0.15789473684210525,-0.9364048814076191,-0.06900942488422343,2.071841383113854,0,0,0.8947368421052632,0.9425994010200182,0.3026285057669157,1.920502709756842,0,0,-0.20460228786468268,-0.5403885464167968,0.1144382713079023,-0.4922399879311434,-0.2294092593529521,0.10526315789473684,1.1188169473409828,0.3960649792609862,0.3968707210811683,0.3877236953267716,0.6965660206572784,0.0022272743626500203,0.2631578947368421,-0.9091192740424404,0.2587193364729037,0.28429043368243484,0.45699022984466153
H,19,30,2020-06-20,brighton,arsenal,0.2631578947368421,-0.791866090451647,-0.1556125236664742,0.9621043468783593,0,0,0.5789473684210527,0.0030972598061995192,-0.53282447357476,1.3654763001145473,1,0,-0.5049359214275172,-0.7747033632912881,-0.4321325767298363,-0.19503848578403796,-0.4610457930685542,0,0.22025984111824695,0.6963986128238207,1.3341299885791333,1.2075799673833796,0.39936451851017296,1.0356825786322594,0.3157894736842105,-0.15894774499410103,0.2971202785467959,0.28334078736781404,0.41953893408538995
A,19,30,2020-06-20,west_ham,wolves,0.21052631578947367,-0.9364048814076191,-0.6710971146425252,1.4366025670919964,0,0,0.6842105263157895,0.21990544624015768,0.7383983268082921,0.9910605333401792,0,0,0.09573134569815178,0.8655003548301509,0.1144382713079023,-1.0866429922253542,0.23386380807825213,0.15789473684210525,-0.30733332216849757,0.09573134569815178,0.16255590420667698,0.3877236953267716,0.39936451851017296,-0.10468189504455096,0.05263157894736842,0.2944526297054452,0.23286159183190758,0.27318957700950053,0.49394883115859184
A,19,30,2020-06-20,bournemouth,crystal_palace,0.10526315789473684,-0.9364048814076191,-0.4752705458229009,0.7699410600463896,0,0,0.47368421052631576,-0.06917213567178652,-0.3708588993117993,1.4358128145124347,0,0,-0.5049359214275172,-0.07175891266781428,-0.4321325767298363,-0.19503848578403796,-0.30068203895775275,0,-1.4284687941528282,-0.20460228786468268,-1.2433329970402707,-0.158847152710967,-0.19503848578403796,-0.3719548185625534,0.05263157894736842,2.38833799649971,0.34357848518111966,0.31284302963776073,0.34357848518111966
H,19,30,2020-06-21,newcastle,sheffield_united,0.3684210526315789,-0.3582497175837307,-0.7527425051617236,1.569115347014346,0,0,0.7368421052631579,0.29217484171814373,-0.27130432395947074,1.0106481014907236,0,1,-0.20460228786468268,-0.7747033632912881,0.1144382713079023,0.1021630163630675,-0.6926823267841563,0.10526315789473684,-0.2331405335812993,-0.8052695549903516,-1.2433329970402707,-0.158847152710967,-0.4922399879311434,-0.9599552503021588,0,-0.010562167819704505,0.29572604996919916,0.3127326598715812,0.3915412901592196
A,19,30,2020-06-21,aston_villa,chelsea,0.05263157894736842,-1.0086742768856052,-0.5653272897155311,1.9617457809435805,0,1,0.8421052631578947,0.5812524236300879,0.79979207760880755,0.9120238734595871,1,0,-0.5049359214275172,-0.30607372954230555,-0.7054180007487056,-0.4922399879311434,-0.26504564915535245,0.05263157894736842,-0.9833120626296387,0.9967322463866551,0.3968707210811683,1.754150815421118,1.2909690249514894,1.641501205273065,0.3157894736842105,0.2944526297054452,0.13443679186752236,0.2114244557569495,0.6541387523755283
D,19,30,2020-06-21,everton,liverpool,0.42105263157894735,-0.21371092662775862,0.46824716119667836,1.4139533165031868,0,0,1,3.0384118698816134,0.8941832500607421,2.1610172635543,1,0,0.09573134569815178,0.3968707210811683,0.1144382713079023,0.6965660206572784,0.21604561317705198,0.21052631578947367,-1.2058904283912335,2.198066780637993,2.0370744392026072,1.4808653914022487,2.479775033539911,1.9622287134946679,0.47368421052631576,-0.4557188993428941,0.1613715419947346,0.24066274411066596,0.5979657138945995
H,19,30,2020-06-22,man_city,burnley,0.9473684210526315,1.4484851693659204,1.2738192696577024,1.5360876323070862,1,0,0.5263157894736842,-0.06917213567178652,0.19115575632069234,1.7958149046022214,0,0,2.198066780637993,2.0370744392026072,2.3007216634588565,1.8853720292457001,1.9622287134946679,0.42105263157894735,0.9621877269902296,-0.5049359214275172,-0.30607372954230555,-0.4321325767298363,-0.19503848578403796,-0.7105005216853565,0,0.9621877269902296,0.8653757296175393,0.10019206705612904,0.03443220332633167
D,19,31,2020-06-23,leicester,brighton,0.8947368421052632,0.8832978656175281,0.22117631954724004,1.4361513318911463,0,0,0.2631578947368421,-0.6485475319624195,-0.11422855719524314,0.7146764218094681,0,0,0.3960649792609862,0.3968707210811683,0.3877236953267716,0.6965660206572784,0.0022272743626500203,0.2631578947368421,-0.9091192740424404,-0.5049359214275172,-0.7747033632912881,-0.4321325767298363,-0.19503848578403796,-0.4610457930685542,0,0.22025984111824695,0.5925503807698286,0.24503963114541774,0.16240998808475365
H,19,31,2020-06-23,tottenham,west_ham,0.631578947368421,0.047745830573920275,-0.43186212946194835,1.5473344180838002,1,0,0.15789473684210525,-0.9966942132305895,-0.6559851209790303,1.0684142377273558,0,0,1.2970658799494896,1.5684448054536246,1.2075799673833796,1.5881705270985946,1.1069553582370601,0.3157894736842105,-0.6865409082808456,0.09573134569815178,0.8655003548301509,0.1144382713079023,-1.0866429922253542,0.23386380807825213,0.15789473684210525,-0.30733332216849757,0.6251092833189072,0.23273758519749294,0.1421531314835999
H,19,31,2020-06-24,man_united,sheffield_united,0.7894736842105263,0.32626317558845624,0.3945039138814168,0.9217411957845524,1,0,0.6842105263157895,0.18700450308118824,-0.6126552680728434,1.1376944334280583,0,1,0.9967322463866551,1.099815171704642,0.9342945433645102,1.2909690249514894,1.9622287134946679,0.3157894736842105,-1.9560619574395728,-0.8052695549903516,-1.2433329970402707,-0.158847152710967,-0.4922399879311434,-0.9599552503021588,0,-0.010562167819704505,0.710857382171256,0.19477492271492416,0.09436769511381984
D,19,31,2020-06-24,newcastle,aston_villa,0.3684210526315789,-0.23077151444061567,-0.00845696507129655,2.5120610559560412,0,0,0.05263157894736842,-1.0663235494842236,-0.3067643198326449,1.6860780886683748,0,1,-0.20460228786468268,-0.7747033632912881,0.1144382713079023,0.1021630163630675,-0.6926823267841563,0.10526315789473684,-0.2331405335812993,-0.5049359214275172,-0.30607372954230555,-0.7054180007487056,-0.4922399879311434,-0.26504564915535245,0.05263157894736842,-0.9833120626296387,0.40770564223005085,0.28362131633394844,0.30867304143600066
