date,hometeam,awayteam,fthg,ftag,ftr,referee,hs,as,hst,ast,hf,af,hc,ac,hy,ay,hr,ar,b365h,b365d,b365a,bwh,bwd,bwa,iwh,iwd,iwa,psh,psd,psa,whh,whd,wha,vch,vcd,vca,psch,pscd,psca,season
24/08/2014,Tottenham,QPR,4,0,H,A Taylor,18,9,5,1,12,6,7,6,0,1,0,0,1.45,4.75,8,1.48,4.25,7.75,1.45,4,7,1.49,4.64,7.5,1.5,4,7,1.5,4.4,7.5,1.61,4.2,6.18,14
25/08/2014,Man City,Liverpool,3,1,H,M Oliver,9,11,4,3,13,7,6,7,1,1,0,0,1.85,4,4.33,1.87,3.9,4,1.85,3.45,4,1.83,4.05,4.43,1.85,3.4,4.33,1.85,4,4.3,1.85,4.01,4.35,14
30/08/2014,Burnley,Man United,0,0,D,C Foy,9,7,3,2,10,14,3,6,2,2,0,0,6,4.2,1.62,5.75,4,1.62,5.6,3.9,1.55,6.11,4.18,1.62,6.5,3.4,1.62,6.25,4,1.62,6.84,4.23,1.57,14
30/08/2014,Everton,Chelsea,3,6,A,J Moss,17,12,7,8,7,16,8,2,1,3,0,0,3.75,3.3,2.2,3.5,3.3,2.2,3.6,3.3,2,3.79,3.33,2.19,3.6,2.88,2.25,3.7,3.4,2.15,4.36,3.49,1.98,14
30/08/2014,Man City,Stoke,0,1,A,L Mason,16,7,2,2,14,5,11,4,2,1,0,0,1.18,8,18,1.18,6.5,14.5,1.2,5.8,13,1.2,7.8,17.95,1.2,5.5,21,1.2,7,20,1.23,7.14,14.99,14
30/08/2014,Newcastle,Crystal Palace,3,3,D,M Jones,18,12,4,7,12,19,11,4,1,3,0,0,1.75,3.75,5.25,1.75,3.5,4.75,1.75,3.5,4.5,1.74,3.78,5.58,1.75,3.2,5.5,1.75,3.6,5.75,1.68,3.91,5.91,14
30/08/2014,QPR,Sunderland,1,0,H,R Madley,18,16,5,6,8,9,4,6,1,2,0,0,2.4,3.25,3.3,2.45,3.2,2.85,2.5,3.3,2.65,2.43,3.23,3.35,2.5,2.9,3.1,2.45,3.12,3.4,2.56,3.28,3.05,14
30/08/2014,Swansea,West Brom,3,0,H,P Tierney,15,16,8,2,10,8,0,7,1,2,0,0,1.85,3.6,4.75,1.85,3.4,4.2,1.8,3.5,4.2,1.88,3.66,4.67,1.91,3.1,4.5,1.91,3.6,4.5,2.02,3.5,4.16,14
30/08/2014,West Ham,Southampton,1,3,A,M Dean,4,18,2,8,11,13,2,9,2,1,0,0,2.8,3.4,2.7,2.6,3.2,2.7,2.5,3.3,2.65,2.8,3.43,2.69,2.9,2.8,2.75,2.8,3.3,2.75,3.35,3.31,2.36,14
31/08/2014,Aston Villa,Hull,2,1,H,M Clattenburg,11,9,4,3,9,10,3,7,1,4,0,0,2.3,3.3,3.5,2.35,3.1,3.1,2.1,3.3,3.3,2.33,3.16,3.63,2.38,2.88,3.4,2.3,3.1,3.7,2.53,3.17,3.24,14
31/08/2014,Leicester,Arsenal,1,1,D,A Taylor,9,24,3,6,14,6,5,10,3,1,0,0,4.75,3.75,1.83,4.33,3.4,1.83,4.5,3.5,1.75,4.54,3.8,1.87,4.8,3,1.91,4.6,3.75,1.85,4.37,3.67,1.93,14
31/08/2014,Tottenham,Liverpool,0,3,A,P Dowd,7,17,1,8,14,11,7,3,0,4,0,0,2.7,3.5,2.7,2.7,3.2,2.7,2.6,3.2,2.6,2.69,3.48,2.77,2.7,3,2.8,2.7,3.5,2.7,2.78,3.62,2.59,14
13/09/2014,Arsenal,Man City,2,2,D,M Clattenburg,15,15,6,8,11,15,0,3,3,4,0,0,3,3.4,2.5,2.85,3.5,2.5,2.75,3.3,2.4,3.03,3.48,2.48,3,3,2.5,2.9,3.5,2.5,2.49,3.33,3.08,14
13/09/2014,Chelsea,Swansea,4,2,H,K Friend,29,11,9,2,12,11,7,4,0,3,0,0,1.3,5.75,12,1.3,5,9.5,1.3,5,9,1.32,5.62,12.04,1.3,5,11,1.3,5.5,12,1.31,5.74,12.51,14
13/09/2014,Crystal Palace,Burnley,0,0,D,M Dean,14,11,3,3,12,10,5,5,2,3,0,0,2.25,3.3,3.6,2.25,3.2,3.2,2,3.3,3.6,2.23,3.35,3.66,2.25,3.1,3.4,2.25,3.2,3.7,2.22,3.38,3.64,14
13/09/2014,Liverpool,Aston Villa,0,1,A,L Mason,18,5,1,1,9,10,7,6,2,1,0,0,1.3,6,11,1.3,5.5,11,1.27,5.2,10,1.3,5.92,11.85,1.3,5,11,1.3,6,11.5,1.3,6.05,11.5,14
13/09/2014,Southampton,Newcastle,4,0,H,C Foy,10,9,7,4,15,7,5,5,0,2,0,0,1.8,3.75,5,1.83,3.3,4.5,1.9,3.45,3.8,1.79,3.78,5.06,1.83,3.2,5,1.83,3.6,5,1.75,3.83,5.37,14
13/09/2014,Stoke,Leicester,0,1,A,M Oliver,24,8,4,1,8,15,13,3,3,0,0,0,2.1,3.4,4,2.15,3.4,3.25,2,3.3,3.6,2.1,3.35,4.07,2.15,3.1,3.6,2.15,3.25,4,2.18,3.55,3.58,14
13/09/2014,Sunderland,Tottenham,2,2,D,C Pawson,6,15,1,6,10,13,5,5,5,1,0,0,3.6,3.5,2.15,3.4,3.2,2.15,3.6,3.3,2,3.71,3.5,2.15,3.4,3.3,2.15,3.75,3.4,2.15,3.6,3.59,2.14,14
13/09/2014,West Brom,Everton,0,2,A,A Taylor,11,11,1,4,12,8,9,1,2,3,0,0,3.5,3.5,2.2,3.3,3.2,2.2,3.2,3.2,2.2,3.57,3.48,2.21,3.4,3.2,2.2,3.6,3.5,2.15,3.64,3.54,2.15,14
14/09/2014,Man United,QPR,4,0,H,P Dowd,19,9,9,2,11,8,3,1,1,0,0,0,1.29,6.25,12,1.33,5,11.5,1.27,5.2,10,1.27,6.33,13.29,1.3,5,11,1.29,5.75,13,1.27,6.43,13.3,14
15/09/2014,Hull,West Ham,2,2,D,M Atkinson,11,16,6,4,12,7,3,10,3,1,0,0,2.15,3.4,3.75,2.25,3.3,3.4,2.3,3.3,2.9,2.15,3.33,3.91,2.2,3.1,3.5,2.15,3.3,3.9,2.18,3.36,3.72,14
20/09/2014,Aston Villa,Arsenal,0,3,A,M Jones,6,9,2,3,11,9,5,5,1,3,0,0,4.75,3.6,1.85,4.2,3.4,1.85,4,3.45,1.85,4.71,3.63,1.88,4.5,3.4,1.83,4.6,3.7,1.87,5.18,3.77,1.78,14
20/09/2014,Burnley,Sunderland,0,0,D,A Taylor,17,14,6,6,14,14,5,1,1,2,0,0,2.5,3.3,3.1,2.6,3.25,2.9,2.6,3.1,2.7,2.49,3.36,3.12,2.5,3.2,2.8,2.55,3.2,3.12,2.6,3.23,3.08,14
20/09/2014,Newcastle,Hull,2,2,D,N Swarbrick,25,10,7,3,11,11,4,2,4,2,0,0,2.2,3.3,3.75,2.25,3.25,3.5,2.15,3.3,3.2,2.14,3.4,3.86,2.2,3.2,3.4,2.2,3.3,3.75,2.12,3.44,3.88,14
20/09/2014,QPR,Stoke,2,2,D,M Atkinson,21,8,5,4,6,15,10,1,2,4,0,0,2.8,3.25,2.8,2.8,3.1,2.8,2.6,3.1,2.7,2.77,3.15,2.91,2.7,3,2.8,2.88,3.1,2.8,2.77,3.15,2.91,14
20/09/2014,Swansea,Southampton,0,1,A,J Moss,5,11,2,4,11,15,2,4,0,4,1,0,2.5,3.3,3.1,2.6,3.25,2.9,2.4,3.3,2.75,2.46,3.34,3.18,2.5,3.25,2.8,2.5,3.3,3.1,2.72,3.43,2.77,14
20/09/2014,West Ham,Liverpool,3,1,H,C Pawson,13,11,7,5,16,11,7,5,4,1,0,0,4.5,3.8,1.85,4.25,3.8,1.85,4.3,3.6,1.75,4.56,3.89,1.84,4.5,3.3,1.85,4.4,3.9,1.85,5.2,3.94,1.74,14
21/09/2014,Everton,Crystal Palace,2,3,A,M Oliver,17,10,6,3,8,13,7,1,2,2,0,0,1.4,5,9,1.42,4.1,8.25,1.45,4,7,1.39,5.09,9.52,1.4,4.5,8,1.4,5,9.5,1.53,4.42,7.09,14
21/09/2014,Leicester,Man United,5,3,H,M Clattenburg,15,16,5,5,11,9,2,4,1,1,0,1,5.5,4.2,1.67,4.75,3.8,1.67,5.6,3.9,1.55,5.64,4.23,1.65,5.5,3.5,1.67,5.75,4,1.67,5.43,3.94,1.72,14
21/09/2014,Man City,Chelsea,1,1,D,M Dean,16,6,4,2,16,12,14,2,3,4,1,0,2.38,3.5,3.1,2.4,3.4,3,2.4,3.3,2.75,2.39,3.56,3.12,2.4,3.1,3.1,2.5,3.5,3.1,2.48,3.45,3.06,14
21/09/2014,Tottenham,West Brom,0,1,A,K Friend,7,10,1,4,12,7,9,7,2,2,0,0,1.53,4.33,7,1.53,4,6,1.5,4,6.1,1.53,4.39,7.25,1.53,3.75,7,1.53,4.33,7,1.5,4.71,7.02,14
27/09/2014,Arsenal,Tottenham,1,1,D,M Oliver,16,6,6,4,7,16,15,5,3,6,0,0,1.75,3.9,5,1.8,3.6,4.75,1.8,3.5,4.2,1.8,3.86,4.87,1.8,3.5,4.5,1.8,3.9,4.8,1.83,3.9,4.66,14
27/09/2014,Chelsea,Aston Villa,3,0,H,P Dowd,17,7,8,1,11,9,9,2,2,2,0,0,1.22,7,16,1.25,5.5,11,1.25,5.5,10.3,1.22,7.05,16.5,1.25,5.5,12,1.22,7,17,1.22,7.16,16.94,14
27/09/2014,Crystal Palace,Leicester,2,0,H,K Stroud,16,7,6,1,14,9,6,6,0,2,0,0,2.63,3.4,2.88,2.65,3.1,2.7,2.5,3.2,2.75,2.64,3.37,2.9,2.7,3.1,2.7,2.6,3.4,2.9,2.67,3.5,2.79,14
27/09/2014,Hull,Man City,2,4,A,A Taylor,10,20,5,6,10,6,3,8,0,2,0,0,6.5,4.2,1.57,5.75,3.8,1.57,5.5,3.8,1.57,6.79,4.32,1.56,6.5,3.6,1.57,6.5,4.2,1.57,7.32,4.81,1.48,14
27/09/2014,Liverpool,Everton,1,1,D,M Atkinson,24,11,8,5,8,9,8,2,2,1,0,0,1.91,3.75,4.33,1.95,3.6,4,1.8,3.5,4.2,1.96,3.81,4.04,1.91,3.4,4,1.92,3.8,4.1,1.92,3.69,4.38,14
27/09/2014,Man United,West Ham,2,1,H,L Mason,8,13,3,4,10,12,7,10,1,3,1,0,1.4,5.5,8,1.4,4.6,7.25,1.35,4.8,7.6,1.39,5.44,8.41,1.4,4.5,8,1.4,5.4,8,1.32,6.48,9.24,14
27/09/2014,Southampton,QPR,2,1,H,M Clattenburg,19,10,9,2,12,11,6,3,2,1,0,0,1.44,4.6,8.5,1.45,4.2,7,1.5,4,6.1,1.47,4.63,8.14,1.44,4,8,1.45,4.6,8.5,1.57,4.34,6.61,14
27/09/2014,Sunderland,Swansea,0,0,D,C Foy,15,7,3,1,13,15,10,1,2,1,0,1,2.9,3.3,2.63,2.8,3.2,2.7,2.6,3.1,2.7,2.96,3.23,2.69,2.7,3.1,2.7,3,3.1,2.7,2.88,3.36,2.67,14
28/09/2014,West Brom,Burnley,4,0,H,J Moss,20,10,6,2,7,9,10,2,1,2,0,0,2,3.5,4.2,2,3.4,4,1.9,3.45,3.8,2.01,3.46,4.29,2,3.2,4,2,3.4,4.33,1.92,3.46,4.79,14
29/09/2014,Stoke,Newcastle,1,0,H,C Pawson,12,16,3,1,20,15,2,10,1,2,0,0,2.15,3.4,3.8,2.15,3.3,3.7,2.1,3.2,3.4,2.13,3.42,3.86,2.15,3.2,3.5,2.15,3.3,3.9,2.17,3.37,3.8,14
04/10/2014,Aston Villa,Man City,0,2,A,C Foy,6,27,1,7,4,6,0,7,0,1,0,0,7.5,4.5,1.5,6.75,4.2,1.53,5.6,3.9,1.55,8.05,4.57,1.48,7,3.75,1.53,8,4.5,1.5,8.7,5,1.42,14
04/10/2014,Hull,Crystal Palace,2,0,H,M Dean,15,11,2,2,6,14,6,7,1,2,0,0,2.1,3.5,3.8,2.1,3.2,3.6,2.2,3.3,3.1,2.12,3.44,3.89,2.1,3.1,3.8,2.1,3.4,3.9,2.18,3.45,3.67,14
04/10/2014,Leicester,Burnley,2,2,D,P Dowd,15,10,6,4,16,12,9,3,2,2,0,0,1.8,3.75,5,1.8,3.4,4.5,1.75,3.5,4.5,1.79,3.72,5.16,1.8,3.25,5,1.8,3.7,5,1.72,4.05,5.2,14
04/10/2014,Liverpool,West Brom,2,1,H,M Oliver,19,8,7,4,12,15,5,5,2,2,0,0,1.44,5,7.5,1.44,4.33,7,1.45,4,7,1.46,4.78,7.95,1.44,4.33,7,1.45,4.8,8,1.48,4.69,7.7,14
04/10/2014,Sunderland,Stoke,3,1,H,N Swarbrick,8,11,3,5,10,17,7,4,3,4,0,0,2.55,3.25,3.1,2.6,3,2.85,2.4,3.15,2.9,2.55,3.23,3.14,2.6,3,2.9,2.55,3.12,3.2,2.67,3.25,2.96,14
04/10/2014,Swansea,Newcastle,2,2,D,L Mason,11,9,5,4,11,15,3,1,1,3,0,0,1.91,3.7,4.33,1.91,3.4,4,1.75,3.5,4.5,1.92,3.65,4.44,1.91,3.3,4.2,1.92,3.6,4.4,2.02,3.61,4,14
05/10/2014,Chelsea,Arsenal,2,0,H,M Atkinson,5,10,3,0,14,10,2,2,4,3,0,0,1.67,4.2,5.25,1.72,3.75,5.25,1.67,3.6,5,1.67,4.1,5.64,1.67,3.6,5.5,1.67,4.1,5.5,1.72,3.99,5.3,14
05/10/2014,Man United,Everton,2,1,H,K Friend,15,10,4,6,18,11,11,6,4,3,0,0,1.67,4.2,5.25,1.67,4,5.25,1.7,3.6,4.7,1.66,4.19,5.62,1.67,3.6,5.5,1.67,4.2,5.4,1.59,4.48,5.96,14
05/10/2014,Tottenham,Southampton,1,0,H,M Jones,9,7,4,3,15,9,10,5,2,1,0,0,2.2,3.5,3.5,2.2,3.5,3.3,2.1,3.3,3.3,2.16,3.45,3.73,2.25,3.1,3.4,2.2,3.5,3.5,2.45,3.48,3.08,14
05/10/2014,West Ham,QPR,2,0,H,A Taylor,11,10,3,3,10,11,7,5,2,2,0,0,1.91,3.6,4.5,1.95,3.4,4.25,1.9,3.45,3.8,1.91,3.61,4.56,1.95,3.3,4,1.95,3.5,4.4,1.89,3.67,4.55,14
18/10/2014,Arsenal,Hull,2,2,D,R East,25,4,9,4,9,13,10,0,2,2,0,0,1.4,5,9,1.44,4.33,7,1.35,4.8,7.6,1.44,4.87,8.39,1.44,4,8,1.4,5,8.5,1.42,4.96,8.7,14
18/10/2014,Burnley,West Ham,1,3,A,K Friend,17,22,3,6,3,10,5,7,0,1,0,0,2.8,3.4,2.7,2.8,3.2,2.7,2.6,3.2,2.6,2.83,3.37,2.7,2.8,3,2.7,2.88,3.3,2.7,2.73,3.46,2.75,14
18/10/2014,Crystal Palace,Chelsea,1,2,A,C Pawson,7,14,4,5,13,7,3,2,1,1,1,1,8.5,4.75,1.44,7,4.25,1.44,7.3,4.4,1.4,8.5,4.68,1.45,8,4,1.44,8.5,4.6,1.45,9.03,4.52,1.45,14
18/10/2014,Everton,Aston Villa,3,0,H,A Taylor,15,10,6,2,11,16,3,4,2,2,0,0,1.6,4,6.5,1.62,3.7,5.5,1.65,3.6,5.1,1.56,4.29,6.76,1.62,3.6,6,1.62,4,6.5,1.53,4.7,6.56,14
18/10/2014,Man City,Tottenham,4,1,H,J Moss,20,19,12,7,11,9,3,4,1,2,0,1,1.45,4.75,8,1.5,4.33,7,1.45,4,7,1.47,4.79,7.77,1.5,4,7,1.5,4.6,7,1.48,4.98,7.03,14
18/10/2014,Newcastle,Leicester,1,0,H,M Atkinson,19,7,6,2,13,15,10,7,0,3,0,0,2.25,3.6,3.3,2.2,3.3,3.25,2.1,3.3,3.3,2.25,3.59,3.31,2.2,3.1,3.5,2.25,3.6,3.3,2.13,3.57,3.73,14
18/10/2014,Southampton,Sunderland,8,0,H,A Marriner,20,12,11,1,11,8,5,6,1,3,0,0,1.57,4,7,1.62,3.75,5.25,1.65,3.6,5.1,1.59,4.12,6.79,1.62,3.4,6.5,1.62,4,6.5,1.53,4.5,7,14
19/10/2014,QPR,Liverpool,2,3,A,P Dowd,15,15,6,5,10,15,7,2,2,3,0,0,6,4.2,1.6,5.75,4,1.62,5.1,3.6,1.65,6.52,4.3,1.58,6,3.6,1.62,6.25,4.2,1.6,6.85,4.32,1.56,14
19/10/2014,Stoke,Swansea,2,1,H,M Oliver,17,13,3,5,17,7,3,5,4,1,0,0,2.5,3.3,3.1,2.5,3.25,3,2.4,3.2,2.85,2.55,3.31,3.07,2.5,3,3,2.55,3.3,3,2.38,3.31,3.35,14
20/10/2014,West Brom,Man United,2,2,D,M Dean,8,22,2,7,6,8,0,11,1,2,0,0,5,4,1.75,4.5,4.1,1.75,4.7,3.6,1.7,5.05,3.97,1.75,5,3.4,1.75,5,3.9,1.75,4.83,3.94,1.79,14
25/10/2014,Liverpool,Hull,0,0,D,N Swarbrick,17,6,4,3,12,17,14,1,3,2,0,0,1.44,4.75,8,1.45,4.25,7,1.4,4.6,6.8,1.44,4.84,8.29,1.4,4.5,7,1.45,4.75,8,1.4,5.25,8.65,14
25/10/2014,Southampton,Stoke,1,0,H,J Moss,20,8,2,1,10,12,6,3,0,2,0,0,1.65,4,6,1.65,3.75,6,1.6,3.8,5.2,1.65,4.1,5.94,1.6,3.6,5.5,1.62,4,6.5,1.61,4.15,6.4,14
25/10/2014,Sunderland,Arsenal,0,2,A,K Friend,11,15,3,5,11,9,3,3,3,3,0,0,5.5,3.8,1.73,5.25,3.7,1.72,4.9,3.7,1.65,5.21,3.95,1.74,4.8,3.75,1.65,5.4,3.8,1.73,4.75,3.76,1.84,14
25/10/2014,Swansea,Leicester,2,0,H,M Jones,7,9,3,4,7,10,2,2,0,0,0,0,1.95,3.7,4.2,1.95,3.6,4,1.85,3.45,4,1.92,3.72,4.37,1.95,3.5,3.6,1.91,3.7,4.33,1.84,3.76,4.74,14
25/10/2014,West Brom,Crystal Palace,2,2,D,M Clattenburg,17,8,4,6,14,8,6,3,3,1,0,0,1.91,3.6,4.5,1.91,3.4,4,1.9,3.45,3.8,1.89,3.62,4.65,1.85,3.3,4.2,1.87,3.6,4.75,1.85,3.81,4.61,14
25/10/2014,West Ham,Man City,2,1,H,M Atkinson,12,21,4,5,12,14,4,8,2,1,0,0,6.5,4.5,1.55,6,4.2,1.57,5.6,3.9,1.55,6.66,4.71,1.52,5.5,4,1.55,6.5,4.5,1.53,6.53,4.66,1.53,14
26/10/2014,Burnley,Everton,1,3,A,A Marriner,14,15,3,6,12,7,5,4,4,2,0,0,4.75,3.75,1.83,4.6,3.6,1.85,4.2,3.5,1.8,4.49,3.81,1.87,4.33,3.6,1.75,4.6,3.75,1.85,4.2,3.48,2.02,14
26/10/2014,Man United,Chelsea,1,1,D,P Dowd,19,9,7,4,13,14,4,7,3,5,0,1,2.88,3.6,2.5,2.75,3.5,2.55,2.6,3.2,2.6,2.92,3.5,2.55,2.88,3.3,2.4,2.9,3.5,2.5,2.86,3.35,2.68,14
26/10/2014,Tottenham,Newcastle,1,2,A,A Taylor,17,8,2,2,9,12,10,2,2,4,0,0,1.75,3.9,5,1.8,3.75,4.6,1.7,3.6,4.7,1.76,3.93,5.03,1.7,3.75,4.4,1.75,3.9,5,1.56,4.45,6.6,14
27/10/2014,QPR,Aston Villa,2,0,H,L Mason,11,15,4,6,11,14,2,4,0,2,0,0,2.38,3.25,3.4,2.4,3.3,3.1,2.3,3.3,2.9,2.33,3.32,3.45,2.3,3.1,3.1,2.38,3.25,3.4,2.31,3.33,3.46,14
01/11/2014,Arsenal,Burnley,3,0,H,C Pawson,32,6,13,2,5,9,18,1,0,1,0,0,1.25,6.5,14,1.28,5.5,9.5,1.3,5,9,1.28,6.21,13.23,1.29,5,12,1.29,6,12,1.25,6.64,13.94,14
01/11/2014,Chelsea,QPR,2,1,H,M Jones,18,7,8,1,8,12,13,2,0,0,0,0,1.17,8.5,21,1.18,6.25,15,1.17,6.5,14,1.19,7.8,19.99,1.17,6.5,19,1.18,8,19,1.16,8.72,21.42,14
01/11/2014,Everton,Swansea,0,0,D,K Friend,17,8,3,0,10,15,11,0,2,3,0,1,1.75,3.8,5.25,1.75,3.6,4.5,1.72,3.6,4.6,1.74,3.85,5.39,1.75,3.25,5.5,1.73,3.8,5.4,1.92,3.6,4.52,14
01/11/2014,Hull,Southampton,0,1,A,M Atkinson,8,10,1,3,6,9,7,4,1,0,0,0,3.8,3.6,2.05,3.6,3.3,2.05,3.3,3.3,2.1,4.01,3.61,2.03,3.75,3.1,2.1,4.1,3.6,2,4.28,3.83,1.9,14
01/11/2014,Leicester,West Brom,0,1,A,S Attwell,14,8,5,3,5,12,8,3,0,1,0,0,2.3,3.5,3.3,2.3,3.3,3,2.2,3.3,3.1,2.35,3.46,3.27,2.38,3.2,3.1,2.38,3.5,3.2,2.51,3.48,2.99,14
01/11/2014,Newcastle,Liverpool,1,0,H,A Marriner,14,6,3,3,13,8,7,2,4,3,0,0,3.8,3.75,2,3.75,3.5,2.05,3.6,3.3,2,3.77,3.74,2.05,3.8,3.2,2.05,3.8,3.6,2.05,3.55,3.65,2.15,14
01/11/2014,Stoke,West Ham,2,2,D,C Foy,21,10,6,2,14,13,9,2,1,1,0,0,2.38,3.4,3.25,2.4,3.2,2.95,2.25,3.2,3.1,2.42,3.37,3.22,2.4,3.1,3.1,2.4,3.4,3.2,2.42,3.33,3.26,14
02/11/2014,Aston Villa,Tottenham,1,2,A,N Swarbrick,12,18,1,7,12,11,3,9,3,3,1,0,3.75,3.6,2.1,3.6,3.5,2.1,3.3,3.3,2.1,3.89,3.53,2.08,3.8,3.1,2.1,3.9,3.4,2.1,4.38,3.66,1.93,14
02/11/2014,Man City,Man United,1,0,H,M Oliver,16,9,6,2,15,9,7,4,3,1,0,1,1.91,3.75,4.33,1.91,3.75,4,1.9,3.3,4,1.9,3.81,4.33,1.91,3.3,4.2,1.95,3.8,4,2.02,3.67,3.91,14
03/11/2014,Crystal Palace,Sunderland,1,3,A,P Dowd,9,8,1,7,12,19,11,2,0,3,1,0,2.1,3.5,3.8,2.1,3.4,3.7,2.1,3.3,3.3,2.08,3.48,3.96,2.15,3.1,3.6,2.1,3.4,4,2.11,3.44,3.91,14
08/11/2014,Burnley,Hull,1,0,H,M Clattenburg,14,12,3,1,17,17,7,1,6,4,0,0,2.5,3.4,3,2.5,3.2,2.8,2.6,3.2,2.6,2.52,3.36,3.07,2.6,3,2.9,2.6,3.25,3,2.54,3.33,3.06,14
