date,hometeam,awayteam,fthg,ftag,ftr,referee,hs,as,hst,ast,hf,af,hc,ac,hy,ay,hr,ar,b365h,b365d,b365a,bwh,bwd,bwa,iwh,iwd,iwa,psh,psd,psa,whh,whd,wha,vch,vcd,vca,psch,pscd,psca,season
14/09/13,Hull,Cardiff,1,1,D,R Madley,18,10,5,2,8,8,6,2,1,2,0,0,2.45,3.25,3.25,2.4,3.2,3.0,2.4,3.3,2.75,2.46,3.25,3.27,2.5,3.0,3.0,2.4,3.3,3.25,2.21,3.2,3.92,13
14/09/13,Man United,Crystal Palace,2,0,H,J Moss,19,4,7,0,8,11,10,1,1,2,0,1,1.22,7.0,16.0,1.19,6.5,14.0,1.2,5.8,13.0,1.23,6.9,15.55,1.25,6.0,15.0,1.22,7.0,15.0,1.18,8.08,19.82,13
14/09/13,Stoke,Man City,0,0,D,M Clattenburg,11,10,3,3,13,11,2,4,1,1,0,0,6.0,4.0,1.65,5.25,3.9,1.62,5.4,3.7,1.6,6.09,4.02,1.65,6.0,3.2,1.7,6.0,4.0,1.65,5.84,3.91,1.68,13
14/09/13,Sunderland,Arsenal,1,3,A,M Atkinson,17,14,2,6,12,10,6,7,1,2,0,0,6.0,3.9,1.67,5.75,3.8,1.6,4.7,3.6,1.7,5.79,3.9,1.69,6.0,3.2,1.7,5.75,3.9,1.67,6.01,3.93,1.67,13
14/09/13,Tottenham,Norwich,2,0,H,L Mason,23,4,7,1,2,12,8,1,1,3,0,0,1.45,4.75,8.0,1.42,4.25,8.0,1.45,4.0,7.0,1.46,4.71,8.27,1.5,3.6,8.5,1.45,4.75,7.5,1.48,4.38,8.61,13
15/09/13,Southampton,West Ham,0,0,D,A Marriner,15,6,5,1,12,10,10,4,1,3,0,0,1.85,3.6,4.75,1.83,3.7,4.0,1.9,3.45,3.8,1.8,3.74,5.08,1.85,3.4,4.5,1.83,3.5,5.0,1.68,3.81,5.9,13
16/09/13,Swansea,Liverpool,2,2,D,M Oliver,17,12,8,5,7,10,3,7,2,3,0,0,3.5,3.5,2.2,3.6,3.4,2.15,3.6,3.3,2.0,3.48,3.47,2.25,3.2,3.3,2.25,3.4,3.5,2.2,3.17,3.3,2.49,13
21/09/13,Chelsea,Fulham,2,0,H,A Marriner,26,4,10,1,11,9,13,3,0,0,0,0,1.3,5.75,12.0,1.25,5.5,11.5,1.3,5.0,9.0,1.28,6.0,13.6,1.33,5.0,12.0,1.29,5.75,13.0,1.29,5.8,13.5,13
21/09/13,Liverpool,Southampton,0,1,A,N Swarbrick,10,12,5,7,6,9,6,6,0,1,0,0,1.6,4.0,6.5,1.57,4.0,5.75,1.55,3.9,5.6,1.61,4.13,6.38,1.62,3.6,6.0,1.62,4.1,6.0,1.76,3.74,5.44,13
21/09/13,Newcastle,Hull,2,3,A,M Atkinson,15,12,2,5,11,8,3,3,1,1,0,0,1.85,3.5,5.0,1.75,3.4,5.0,1.85,3.45,4.0,1.83,3.65,4.97,1.83,3.2,5.0,1.83,3.6,4.75,1.76,3.58,5.85,13
21/09/13,Norwich,Aston Villa,0,1,A,C Foy,12,16,1,4,15,10,7,4,1,0,0,0,2.4,3.4,3.2,2.4,3.3,2.9,2.2,3.3,3.1,2.44,3.44,3.13,2.4,3.3,3.2,2.45,3.4,3.1,2.43,3.31,3.25,13
21/09/13,West Brom,Sunderland,3,0,H,P Dowd,13,7,4,0,9,10,5,6,0,2,0,0,2.05,3.4,4.2,1.95,3.4,3.9,2.0,3.3,3.6,2.07,3.5,3.97,2.1,3.0,4.0,2.05,3.5,3.9,2.12,3.5,3.72,13
21/09/13,West Ham,Everton,2,3,A,L Mason,9,10,1,4,16,12,5,5,2,1,1,0,3.3,3.3,2.4,3.0,3.3,2.35,2.7,3.3,2.45,3.39,3.34,2.35,3.1,3.1,2.4,3.3,3.4,2.3,3.45,3.29,2.35,13
22/09/13,Arsenal,Stoke,3,1,H,M Dean,16,9,8,3,8,15,6,7,0,2,0,0,1.36,5.25,10.0,1.35,4.75,8.75,1.35,4.8,7.6,1.36,5.25,10.95,1.4,4.5,10.0,1.36,5.25,10.5,1.43,4.78,9.05,13
22/09/13,Cardiff,Tottenham,0,1,A,M Clattenburg,6,29,0,12,5,7,2,12,1,4,0,0,4.5,3.6,1.91,4.25,3.6,1.8,4.2,3.5,1.8,4.57,3.63,1.9,4.5,3.2,1.91,4.4,3.6,1.91,3.83,3.37,2.02,13
22/09/13,Crystal Palace,Swansea,0,2,A,K Friend,9,15,1,7,13,9,6,7,2,2,0,0,3.5,3.4,2.25,3.1,3.3,2.3,2.7,3.3,2.45,3.45,3.4,2.29,3.2,3.2,2.3,3.5,3.4,2.25,3.98,3.53,2.06,13
22/09/13,Man City,Man United,4,1,H,H Webb,18,14,5,3,8,12,8,4,1,2,0,0,2.2,3.4,3.6,2.1,3.4,3.4,2.15,3.3,3.2,2.21,3.47,3.59,2.25,3.2,3.6,2.2,3.4,3.5,2.31,3.24,3.22,13
28/09/13,Aston Villa,Man City,3,2,H,M Jones,8,20,4,7,13,9,2,13,1,1,0,0,6.5,4.2,1.57,7.0,4.1,1.48,5.6,3.9,1.55,6.87,4.2,1.57,6.5,3.6,1.57,6.5,4.3,1.57,7.36,4.47,1.52,13
28/09/13,Fulham,Cardiff,1,2,A,C Pawson,9,22,5,4,14,13,11,10,1,1,0,0,2.1,3.4,3.9,2.0,3.3,3.8,1.9,3.45,3.8,2.09,3.43,3.98,2.1,3.2,3.6,2.1,3.4,3.8,2.14,3.4,3.85,13
28/09/13,Hull,West Ham,1,0,H,K Friend,9,18,2,5,11,12,6,6,1,2,0,0,2.38,3.3,3.3,2.35,3.2,3.1,2.3,3.2,3.0,2.41,3.3,3.31,2.4,3.1,3.1,2.4,3.3,3.25,2.28,3.3,3.67,13
28/09/13,Man United,West Brom,1,2,A,M Oliver,14,12,6,4,10,14,5,8,3,2,0,0,1.3,5.75,12.0,1.26,5.75,10.0,1.27,5.2,10.0,1.29,5.93,12.65,1.3,5.0,11.0,1.3,5.75,11.0,1.32,5.64,11.59,13
28/09/13,Southampton,Crystal Palace,2,0,H,M Atkinson,12,8,3,0,11,12,8,2,1,2,0,0,1.45,4.5,8.5,1.45,4.2,7.25,1.5,4.0,6.1,1.47,4.44,8.77,1.5,3.75,7.5,1.44,4.5,9.0,1.47,4.49,8.69,13
28/09/13,Swansea,Arsenal,1,2,A,M Clattenburg,10,10,3,4,5,11,4,3,3,2,0,0,3.2,3.4,2.38,3.1,3.4,2.25,3.3,3.3,2.1,3.17,3.43,2.42,3.3,3.2,2.4,3.25,3.3,2.4,3.15,3.47,2.41,13
28/09/13,Tottenham,Chelsea,1,1,D,M Dean,12,11,4,5,14,14,4,5,5,1,0,1,2.7,3.3,2.88,2.65,3.3,2.6,2.6,3.2,2.6,2.65,3.38,2.88,2.8,3.0,2.9,2.6,3.3,2.9,2.61,3.24,3.04,13
29/09/13,Stoke,Norwich,0,1,A,A Taylor,8,8,1,3,14,12,7,3,2,1,0,0,1.95,3.4,4.5,1.95,3.3,4.0,1.9,3.45,3.8,1.97,3.47,4.46,2.0,3.25,4.33,2.0,3.4,4.3,1.99,3.47,4.37,13
29/09/13,Sunderland,Liverpool,1,3,A,H Webb,23,15,5,6,8,10,10,8,2,1,0,0,5.5,3.9,1.7,5.0,3.8,1.65,5.0,3.55,1.67,5.62,3.99,1.69,5.5,3.5,1.75,5.5,3.9,1.67,5.75,4.12,1.66,13
30/09/13,Everton,Newcastle,3,2,H,P Dowd,18,15,7,6,5,15,1,1,3,1,0,0,1.65,4.0,6.0,1.6,3.9,5.5,1.65,3.6,5.1,1.63,4.06,6.22,1.67,3.75,6.0,1.65,4.0,6.0,1.57,4.4,6.36,13
05/10/13,Cardiff,Newcastle,1,2,A,K Friend,8,20,2,10,11,8,3,3,1,0,0,0,2.45,3.4,3.1,2.3,3.4,3.0,2.2,3.3,3.1,2.41,3.37,3.25,2.4,3.1,3.1,2.45,3.4,3.1,2.42,3.45,3.17,13
05/10/13,Fulham,Stoke,1,0,H,R East,9,16,2,3,11,13,7,5,3,2,0,0,2.4,3.3,3.3,2.3,3.3,3.1,2.2,3.2,3.2,2.42,3.23,3.36,2.4,3.1,3.1,2.45,3.3,3.2,2.67,3.24,2.98,13
05/10/13,Hull,Aston Villa,0,0,D,M Clattenburg,6,18,1,4,7,11,7,7,2,1,0,0,2.45,3.3,3.2,2.35,3.2,3.1,2.4,3.3,2.75,2.38,3.35,3.32,2.5,3.0,3.0,2.5,3.25,3.12,2.34,3.17,3.6,13
05/10/13,Liverpool,Crystal Palace,3,1,H,A Taylor,13,11,7,2,11,6,11,3,2,1,0,0,1.2,7.5,17.0,1.2,6.5,13.0,1.22,5.5,12.0,1.23,7.04,15.66,1.22,5.5,15.0,1.22,7.0,15.0,1.19,7.8,20.0,13
05/10/13,Man City,Everton,3,1,H,J Moss,12,6,6,4,15,10,8,1,5,4,0,0,1.67,4.2,5.5,1.62,4.0,5.0,1.6,3.7,5.4,1.66,4.2,5.61,1.67,3.5,5.5,1.65,4.2,5.5,1.61,4.16,6.23,13
05/10/13,Sunderland,Man United,1,2,A,C Foy,6,13,2,6,15,13,4,4,2,4,0,0,6.0,4.0,1.65,5.5,4.0,1.57,5.6,3.9,1.55,5.85,4.04,1.66,5.5,3.5,1.67,6.0,4.1,1.62,6.49,4.53,1.55,13
06/10/13,Norwich,Chelsea,1,3,A,N Swarbrick,14,22,3,8,12,9,4,6,1,1,0,0,6.5,4.0,1.62,6.0,4.1,1.53,5.4,3.7,1.6,6.46,4.18,1.6,6.5,3.8,1.62,6.0,4.1,1.62,6.21,4.36,1.59,13
06/10/13,Southampton,Swansea,2,0,H,M Dean,12,17,4,7,13,8,7,4,3,1,0,0,2.1,3.5,3.8,2.05,3.4,3.5,2.0,3.3,3.6,2.05,3.45,4.11,2.1,3.1,3.75,2.1,3.4,3.9,2.26,3.33,3.63,13
06/10/13,Tottenham,West Ham,0,3,A,L Probert,14,16,4,5,5,9,6,7,0,0,0,0,1.44,4.75,8.5,1.42,4.4,7.75,1.45,4.0,7.0,1.44,4.77,8.5,1.44,4.0,8.0,1.44,4.75,8.5,1.44,4.29,8.23,13
06/10/13,West Brom,Arsenal,1,1,D,L Mason,12,14,4,5,6,11,6,2,1,2,0,0,4.9,4.0,1.75,4.6,3.8,1.7,4.5,3.5,1.75,4.8,3.87,1.81,4.8,3.75,1.8,4.8,4.0,1.75,5.16,4.09,1.71,13
19/10/13,Arsenal,Norwich,4,1,H,L Probert,20,12,11,6,8,7,10,1,0,0,0,0,1.29,6.0,12.0,1.25,5.5,12.0,1.27,5.2,10.0,1.29,5.87,12.88,1.3,5.0,11.0,1.3,5.5,10.5,1.3,6.08,11.5,13
19/10/13,Chelsea,Cardiff,4,1,H,A Taylor,20,13,7,3,12,5,6,9,1,2,0,0,1.25,6.5,15.0,1.23,5.75,13.0,1.25,5.5,10.3,1.24,6.71,15.5,1.25,5.0,15.0,1.25,6.5,15.0,1.3,5.8,12.0,13
19/10/13,Everton,Hull,2,1,H,N Swarbrick,14,9,6,1,7,17,5,7,3,1,0,0,1.45,4.5,9.0,1.42,4.2,8.25,1.5,4.0,6.1,1.46,4.57,8.74,1.44,4.0,8.0,1.45,4.4,7.5,1.51,4.34,7.74,13
19/10/13,Man United,Southampton,1,1,D,M Jones,12,18,5,7,10,19,4,4,2,3,0,0,1.57,4.33,6.5,1.5,4.1,6.5,1.45,4.0,7.0,1.58,4.23,6.57,1.57,3.75,6.0,1.57,4.33,6.25,1.53,4.56,6.71,13
19/10/13,Newcastle,Liverpool,2,2,D,A Marriner,14,23,4,7,8,10,3,13,2,3,1,0,4.5,3.9,1.83,4.2,3.75,1.78,4.0,3.45,1.85,4.55,3.92,1.83,4.2,3.6,1.83,4.4,3.9,1.85,4.12,3.99,1.9,13
19/10/13,Stoke,West Brom,0,0,D,H Webb,9,12,3,5,12,10,6,6,1,0,0,0,2.3,3.3,3.5,2.25,3.2,3.25,2.1,3.3,3.3,2.26,3.36,3.57,2.38,3.1,3.1,2.3,3.3,3.5,2.59,3.3,3.03,13
19/10/13,Swansea,Sunderland,4,0,H,C Pawson,14,6,6,1,12,13,7,2,1,2,0,0,1.62,4.0,6.5,1.55,3.9,6.0,1.6,3.7,5.4,1.57,4.17,6.95,1.55,4.0,6.0,1.62,4.1,6.25,1.55,4.27,6.95,13
19/10/13,West Ham,Man City,1,3,A,M Oliver,11,16,2,9,7,12,5,5,1,2,0,0,5.5,3.8,1.73,5.0,3.8,1.65,5.1,3.6,1.65,5.7,3.88,1.7,5.5,3.3,1.73,5.4,3.8,1.73,5.42,4.27,1.66,13
20/10/13,Aston Villa,Tottenham,0,2,A,P Dowd,15,13,2,6,13,12,4,7,3,4,0,0,4.0,3.5,2.05,3.75,3.5,1.95,3.8,3.45,1.9,4.12,3.54,2.02,3.75,3.2,2.05,3.9,3.6,2.05,4.06,3.44,2.07,13
21/10/13,Crystal Palace,Fulham,1,4,A,L Mason,14,9,4,6,10,13,5,7,0,1,0,0,2.75,3.3,2.8,2.65,3.3,2.6,2.75,3.3,2.4,2.71,3.37,2.82,2.75,3.0,2.75,2.75,3.3,2.8,2.92,3.4,2.61,13
26/10/13,Aston Villa,Everton,0,2,A,A Taylor,14,15,3,4,14,8,8,6,0,2,0,0,3.4,3.4,2.3,3.4,3.3,2.15,3.1,3.3,2.2,3.46,3.52,2.23,3.4,3.0,2.3,3.3,3.5,2.3,3.39,3.44,2.3,13
26/10/13,Crystal Palace,Arsenal,0,2,A,C Foy,13,10,4,4,12,8,4,3,0,0,0,1,11.0,5.0,1.36,8.5,5.0,1.33,7.6,4.8,1.35,9.85,5.2,1.38,9.0,4.5,1.36,9.5,5.25,1.36,13.5,5.91,1.29,13
26/10/13,Liverpool,West Brom,4,1,H,J Moss,18,15,7,3,14,11,3,9,0,2,0,0,1.44,4.75,8.0,1.36,4.75,8.25,1.37,4.6,7.5,1.43,4.96,8.23,1.44,4.5,6.5,1.44,5.0,8.0,1.43,5.13,8.07,13
26/10/13,Man United,Stoke,3,2,H,L Mason,19,10,5,5,8,18,12,2,2,6,0,0,1.33,5.5,11.0,1.34,5.0,8.5,1.3,5.0,9.0,1.34,5.35,11.8,1.36,4.33,10.0,1.33,5.2,10.0,1.31,5.89,11.53,13
26/10/13,Norwich,Cardiff,0,0,D,M Jones,31,6,10,4,8,10,13,2,1,1,0,0,2.2,3.4,3.6,2.15,3.4,3.3,2.1,3.3,3.3,2.17,3.36,3.81,2.25,3.1,3.4,2.2,3.4,3.6,2.0,3.53,4.23,13
26/10/13,Southampton,Fulham,2,0,H,A Marriner,20,1,6,0,12,8,10,3,0,2,0,0,1.62,4.0,6.5,1.57,3.8,6.0,1.6,3.7,5.4,1.61,4.18,6.2,1.65,3.4,6.0,1.65,4.0,6.0,1.62,4.2,6.08,13
27/10/13,Chelsea,Man City,2,1,H,H Webb,12,15,4,6,11,15,3,6,2,3,0,0,2.38,3.4,3.2,2.35,3.3,2.95,2.2,3.3,3.1,2.44,3.41,3.15,2.4,3.0,3.2,2.38,3.5,3.12,2.25,3.34,3.58,13
27/10/13,Sunderland,Newcastle,2,1,H,L Probert,8,16,4,4,13,14,5,3,1,1,0,0,2.9,3.3,2.63,2.65,3.3,2.6,2.75,3.3,2.4,2.91,3.42,2.61,2.9,3.0,2.62,2.9,3.4,2.6,2.91,3.38,2.63,13
27/10/13,Swansea,West Ham,0,0,D,P Dowd,10,15,5,4,12,14,9,6,1,3,0,0,1.75,3.8,5.25,1.65,3.8,5.0,1.75,3.5,4.5,1.71,3.98,5.36,1.75,3.4,5.0,1.75,3.75,5.2,1.76,4.01,4.95,13
27/10/13,Tottenham,Hull,1,0,H,M Oliver,15,10,6,4,13,10,6,4,3,3,0,0,1.44,4.75,8.0,1.4,4.2,8.75,1.4,4.4,7.3,1.43,4.77,9.15,1.44,4.0,8.0,1.44,4.75,8.5,1.35,4.95,12.81,13
02/11/13,Arsenal,Liverpool,2,0,H,M Atkinson,12,12,7,4,11,7,3,5,2,1,0,0,2.3,3.5,3.3,2.15,3.4,3.25,2.2,3.3,3.1,2.34,3.4,3.34,2.3,3.0,3.4,2.25,3.5,3.4,2.12,3.53,3.74,13
02/11/13,Fulham,Man United,1,3,A,L Probert,15,10,6,4,6,12,4,4,2,1,0,0,6.5,4.2,1.57,5.75,4.1,1.55,5.6,3.9,1.55,6.79,4.28,1.56,6.5,3.4,1.62,6.0,4.2,1.62,6.69,4.86,1.51,13
02/11/13,Hull,Sunderland,1,0,H,A Marriner,25,9,2,1,17,11,4,2,2,0,0,2,2.15,3.4,3.8,2.05,3.3,3.6,2.0,3.3,3.6,2.17,3.33,3.86,2.2,3.3,3.3,2.2,3.3,3.75,2.38,3.22,3.44,13
02/11/13,Man City,Norwich,7,0,H,P Dowd,27,7,9,1,6,9,10,3,1,1,0,0,1.2,7.5,18.0,1.17,7.5,13.0,1.17,6.5,14.0,1.18,7.9,21.16,1.2,6.0,15.0,1.2,7.5,17.0,1.19,7.99,19.45,13
02/11/13,Newcastle,Chelsea,2,0,H,L Mason,15,13,8,2,13,11,3,8,2,2,0,0,6.0,4.2,1.62,5.5,4.0,1.57,5.1,3.6,1.65,5.93,4.17,1.64,6.0,3.4,1.67,5.5,4.1,1.65,6.02,4.45,1.59,13
02/11/13,Stoke,Southampton,1,1,D,C Foy,9,10,3,2,13,13,5,5,3,1,0,0,3.3,3.3,2.4,3.2,3.1,2.35,2.85,3.3,2.35,3.36,3.25,2.41,3.1,3.1,2.4,3.3,3.2,2.45,3.1,3.22,2.59,13
02/11/13,West Brom,Crystal Palace,2,0,H,N Swarbrick,9,12,4,4,11,9,10,3,0,1,0,0,1.55,4.2,7.0,1.5,4.2,6.25,1.57,3.75,5.6,1.53,4.34,7.35,1.57,3.75,6.0,1.57,4.33,6.5,1.56,4.32,6.67,13
02/11/13,West Ham,Aston Villa,0,0,D,H Webb,17,8,4,2,8,15,5,1,0,2,0,0,2.25,3.5,3.4,2.15,3.4,3.3,2.1,3.3,3.3,2.18,3.45,3.68,2.25,3.2,3.3,2.25,3.5,3.4,2.14,3.47,3.81,13
03/11/13,Cardiff,Swansea,1,0,H,M Dean,9,10,3,3,11,7,6,3,1,1,0,1,3.4,3.4,2.3,3.1,3.3,2.3,2.9,3.3,2.3,3.55,3.39,2.25,3.4,3.0,2.3,3.4,3.4,2.3,3.34,3.33,2.38,13
