h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda.att,ppda.def,ppda_allowed.att,ppda_allowed.def,team_id,team_name,league_name,year
a,1.05292,1.34245,1.05292,1.34245,4,12,0,0,1.1131000000000002,d,2018-11-24,0,1,0,1,-0.28952999999999984,262,15,140,27,78,Crystal Palace,EPL,2018
h,2.03785,0.302477,2.03785,0.302477,10,2,2,0,2.5617,w,2018-12-01,1,0,0,3,1.735373,178,13,256,23,78,Crystal Palace,EPL,2018
a,1.5329,1.2521,0.771729,0.490927,11,2,1,3,1.5759,l,2018-12-04,0,0,1,0,0.280802,139,19,291,19,78,Crystal Palace,EPL,2018
a,0.934613,1.53635,0.934613,1.53635,4,4,2,3,0.8354999999999999,l,2018-12-08,0,0,1,0,-0.6017370000000001,216,21,246,20,78,Crystal Palace,EPL,2018
h,0.39698,0.895305,0.39698,0.895305,6,4,1,0,0.8029000000000001,w,2018-12-15,1,0,0,3,-0.498325,272,33,199,29,78,Crystal Palace,EPL,2018
a,1.14609,1.27118,0.384919,1.27118,0,16,3,2,1.2954,w,2018-12-22,1,0,0,3,-0.886261,291,12,88,20,78,Crystal Palace,EPL,2018
h,2.43202,1.05926,2.43202,1.05926,18,5,0,0,2.263,d,2018-12-26,0,1,0,1,1.37276,107,12,234,20,78,Crystal Palace,EPL,2018
h,0.199002,0.741471,0.199002,0.741471,2,6,0,1,0.6901,l,2018-12-30,0,0,1,0,-0.542469,393,12,226,27,78,Crystal Palace,EPL,2018
a,1.94658,0.656255,1.18542,0.656255,3,2,2,0,2.4084999999999996,w,2019-01-02,1,0,0,3,0.5291649999999999,313,22,273,26,78,Crystal Palace,EPL,2018
h,1.1617,1.56262,1.1617,1.56262,8,4,1,2,1.0533000000000001,l,2019-01-12,0,0,1,0,-0.40091999999999994,164,20,187,19,78,Crystal Palace,EPL,2018
a,0.695213,2.8299,0.695213,2.8299,3,14,3,4,0.1728,l,2019-01-19,0,0,1,0,-2.134687,367,10,169,27,78,Crystal Palace,EPL,2018
a,1.53294,1.33257,1.53294,1.33257,7,6,1,1,1.5467,d,2019-01-30,0,1,0,1,0.20036999999999994,299,11,189,32,78,Crystal Palace,EPL,2018
h,2.19582,0.560836,1.43465,0.560836,7,2,2,0,2.6317,w,2019-02-02,1,0,0,3,0.873814,384,27,164,14,78,Crystal Palace,EPL,2018
h,2.68412,1.74711,2.68412,0.98594,19,7,1,1,2.0158,d,2019-02-09,0,1,0,1,1.69818,172,19,262,16,78,Crystal Palace,EPL,2018
a,1.57739,0.946697,0.816224,0.946697,3,8,4,1,1.9504999999999997,w,2019-02-23,1,0,0,3,-0.13047300000000006,257,17,166,21,78,Crystal Palace,EPL,2018
h,1.69334,1.54089,1.69334,1.54089,2,5,1,3,1.4930999999999999,l,2019-02-27,0,0,1,0,0.15244999999999997,269,18,204,22,78,Crystal Palace,EPL,2018
a,0.706284,1.90872,0.706284,1.90872,5,12,3,1,0.518,w,2019-03-02,1,0,0,3,-1.202436,206,14,152,21,78,Crystal Palace,EPL,2018
h,1.44291,0.129312,0.681746,0.129312,12,2,1,2,2.6358,l,2019-03-09,0,0,1,0,0.552434,188,23,339,30,78,Crystal Palace,EPL,2018
h,2.84701,0.926991,2.08584,0.926991,9,5,2,0,2.5976,w,2019-03-30,1,0,0,3,1.158849,229,17,238,22,78,Crystal Palace,EPL,2018
a,0.564317,2.57376,0.564317,2.57376,2,12,0,2,0.22810000000000002,l,2019-04-03,0,0,1,0,-2.009443,409,16,232,27,78,Crystal Palace,EPL,2018
a,0.907988,0.943175,0.146819,0.943175,4,9,1,0,1.3963,w,2019-04-06,1,0,0,3,-0.796356,225,16,210,25,78,Crystal Palace,EPL,2018
h,0.318169,2.86236,0.318169,2.86236,5,18,1,3,0.0892,l,2019-04-14,0,0,1,0,-2.5441909999999996,385,13,130,27,78,Crystal Palace,EPL,2018
a,2.56216,1.54245,2.56216,1.54245,10,13,3,2,2.0905,w,2019-04-21,1,0,0,3,1.01971,301,23,96,23,78,Crystal Palace,EPL,2018
h,0.261344,1.15217,0.261344,1.15217,5,8,0,0,0.5605,d,2019-04-27,0,1,0,1,-0.8908259999999999,280,22,137,28,78,Crystal Palace,EPL,2018
a,1.80991,1.4996,1.80991,1.4996,15,8,3,2,1.5733000000000001,w,2019-05-04,1,0,0,3,0.31030999999999986,105,14,250,36,78,Crystal Palace,EPL,2018
h,2.85899,1.8981,2.85899,1.8981,12,9,5,3,2.0469999999999997,w,2019-05-12,1,0,0,3,0.96089,271,20,222,23,78,Crystal Palace,EPL,2018
a,2.31427,0.396115,1.5531,0.396115,4,2,3,0,2.7336,w,2018-08-11,1,0,0,3,1.156985,190,15,381,33,80,Chelsea,EPL,2018
h,1.71799,2.45798,1.71799,2.45798,10,7,3,2,0.8965000000000001,w,2018-08-18,1,0,0,3,-0.7399900000000001,269,25,399,22,80,Chelsea,EPL,2018
a,1.49669,0.209337,0.735524,0.209337,13,3,2,1,2.5616000000000003,w,2018-08-26,1,0,0,3,0.526187,80,18,338,14,80,Chelsea,EPL,2018
h,1.16408,0.950959,1.16408,0.950959,15,3,2,0,1.4733,w,2018-09-01,1,0,0,3,0.213121,115,14,361,17,80,Chelsea,EPL,2018
h,2.67145,0.8276,1.91028,0.8276,13,3,4,1,2.6049,w,2018-09-15,1,0,0,3,1.0826799999999999,84,21,404,22,80,Chelsea,EPL,2018
a,1.88344,1.0177,1.88344,1.0177,12,4,0,0,2.0176,d,2018-09-23,0,1,0,1,0.86574,148,26,351,13,80,Chelsea,EPL,2018
h,1.77638,1.74071,1.77638,1.74071,4,8,1,1,1.3807,d,2018-09-29,0,1,0,1,0.03567000000000009,365,9,352,23,80,Chelsea,EPL,2018
a,3.54699,1.487,3.54699,1.487,15,5,3,0,2.5793999999999997,w,2018-10-07,1,0,0,3,2.05999,193,17,325,23,80,Chelsea,EPL,2018
h,2.21163,1.11454,2.21163,1.11454,9,4,2,2,2.2213,d,2018-10-20,0,1,0,1,1.09709,199,21,336,29,80,Chelsea,EPL,2018
a,3.01621,0.269828,3.01621,0.269828,8,1,4,0,2.8645,w,2018-10-28,1,0,0,3,2.746382,196,15,526,33,80,Chelsea,EPL,2018
h,1.88741,0.454547,1.88741,0.454547,9,4,3,1,2.4743999999999997,w,2018-11-04,1,0,0,3,1.432863,181,18,533,27,80,Chelsea,EPL,2018
h,1.16298,0.198027,1.16298,0.198027,7,0,0,0,2.2843999999999998,d,2018-11-11,0,1,0,1,0.964953,171,25,431,25,80,Chelsea,EPL,2018
a,0.962804,3.34649,0.962804,3.34649,8,7,1,3,0.21639999999999998,l,2018-11-24,0,0,1,0,-2.383686,170,27,324,30,80,Chelsea,EPL,2018
h,2.17105,0.285256,2.17105,0.285256,5,3,2,0,2.689,w,2018-12-02,1,0,0,3,1.8857940000000002,183,30,467,34,80,Chelsea,EPL,2018
a,1.10702,0.682893,1.10702,0.682893,5,3,1,2,1.6945000000000001,l,2018-12-05,0,0,1,0,0.4241269999999999,157,22,408,34,80,Chelsea,EPL,2018
h,0.526329,0.740048,0.526329,0.740048,3,11,2,0,1.0904,w,2018-12-08,1,0,0,3,-0.213719,404,23,292,35,80,Chelsea,EPL,2018
a,1.6111,0.26126,1.6111,0.26126,3,2,2,1,2.5706999999999995,w,2018-12-16,1,0,0,3,1.34984,301,20,386,28,80,Chelsea,EPL,2018
h,2.40458,0.456492,2.40458,0.456492,10,5,0,1,2.6773,l,2018-12-22,0,0,1,0,1.9480880000000003,106,23,331,20,80,Chelsea,EPL,2018
a,2.1956,1.24414,1.43443,1.24414,8,7,2,1,2.1340999999999997,w,2018-12-26,1,0,0,3,0.19029000000000007,201,15,387,26,80,Chelsea,EPL,2018
a,0.741471,0.199002,0.741471,0.199002,6,2,1,0,1.8805,w,2018-12-30,1,0,0,3,0.542469,226,27,393,12,80,Chelsea,EPL,2018
h,0.850791,0.158168,0.850791,0.158168,7,0,0,0,2.0098,d,2019-01-02,0,1,0,1,0.692623,126,17,403,31,80,Chelsea,EPL,2018
h,1.32355,0.395148,1.32355,0.395148,7,5,2,1,2.1757,w,2019-01-12,1,0,0,3,0.928402,195,22,405,27,80,Chelsea,EPL,2018
a,0.755304,2.09412,0.755304,2.09412,19,5,0,2,0.47159999999999996,l,2019-01-19,0,0,1,0,-1.3388160000000002,202,32,327,34,80,Chelsea,EPL,2018
a,0.718873,2.15094,0.718873,2.15094,13,10,0,4,0.4077,l,2019-01-30,0,0,1,0,-1.432067,201,21,330,16,80,Chelsea,EPL,2018
h,2.94236,0.260391,2.18119,0.260391,19,1,5,0,2.8887,w,2019-02-02,1,0,0,3,1.920799,251,33,410,19,80,Chelsea,EPL,2018
a,0.901867,4.04218,0.901867,3.28101,8,11,0,6,0.0827,l,2019-02-10,0,0,1,0,-2.379143,479,21,299,20,80,Chelsea,EPL,2018
h,0.625978,0.722229,0.625978,0.722229,5,6,2,0,1.1332,w,2019-02-27,1,0,0,3,-0.09625099999999998,320,19,252,33,80,Chelsea,EPL,2018
a,1.53632,0.898469,1.53632,0.898469,13,4,2,1,1.8449,w,2019-03-03,1,0,0,3,0.637851,233,23,428,21,80,Chelsea,EPL,2018
h,1.0471,0.609079,1.0471,0.609079,8,2,1,1,1.6533,d,2019-03-10,0,1,0,1,0.4380209999999999,136,23,366,18,80,Chelsea,EPL,2018
a,1.24394,2.24031,1.24394,1.34105,12,3,0,2,0.61240000000000006,l,2019-03-17,0,0,1,0,-0.09711000000000003,176,21,360,27,80,Chelsea,EPL,2018
a,2.07834,0.446122,2.07834,0.446122,10,3,2,1,2.5623000000000005,w,2019-03-31,1,0,0,3,1.632218,86,25,315,25,80,Chelsea,EPL,2018
h,3.12416,0.440898,3.12416,0.440898,12,2,3,0,2.864,w,2019-04-03,1,0,0,3,2.683262,218,26,358,15,80,Chelsea,EPL,2018
h,2.23287,0.471195,2.23287,0.471195,16,7,2,0,2.5747,w,2019-04-08,1,0,0,3,1.761675,231,13,243,19,80,Chelsea,EPL,2018
a,0.873177,1.30839,0.873177,1.30839,5,18,0,2,0.9785999999999999,l,2019-04-14,0,0,1,0,-0.43521299999999996,323,20,212,26,80,Chelsea,EPL,2018
h,1.28197,0.788788,1.28197,0.788788,20,3,2,2,1.7333,d,2019-04-22,0,1,0,1,0.493182,99,18,347,16,80,Chelsea,EPL,2018
a,1.6298,1.12483,1.6298,1.12483,9,6,1,1,1.7725000000000002,d,2019-04-28,0,1,0,1,0.5049699999999999,241,24,208,18,80,Chelsea,EPL,2018
h,2.96478,1.2712,2.96478,1.2712,15,13,3,0,2.4185000000000003,w,2019-05-05,1,0,0,3,1.69358,189,25,264,21,80,Chelsea,EPL,2018
a,1.26735,0.345306,1.26735,0.345306,11,5,0,0,2.222,d,2019-05-12,0,1,0,1,0.922044,311,19,284,26,80,Chelsea,EPL,2018
a,0.404253,4.34421,0.404253,4.34421,3,16,0,4,0.0137,l,2018-08-12,0,0,1,0,-3.9399570000000006,403,16,249,31,81,West Ham,EPL,2018
h,1.10275,1.69077,0.341659,1.69077,9,10,1,2,0.8825000000000001,l,2018-08-18,0,0,1,0,-1.3491110000000002,176,26,262,17,81,West Ham,EPL,2018
a,1.17924,1.7852,1.17924,1.7852,10,8,1,3,0.9287000000000001,l,2018-08-25,0,0,1,0,-0.6059599999999998,319,18,166,33,81,West Ham,EPL,2018
h,0.888887,1.22301,0.888887,1.22301,7,4,0,1,1.0284,l,2018-09-01,0,0,1,0,-0.33412299999999995,301,21,269,26,81,West Ham,EPL,2018
a,1.52437,1.26774,1.52437,1.26774,7,5,3,1,1.5939,w,2018-09-16,1,0,0,3,0.2566299999999999,244,22,179,27,81,West Ham,EPL,2018
h,1.0177,1.88344,1.0177,1.88344,4,12,0,0,0.7327,d,2018-09-23,0,1,0,1,-0.86574,351,13,148,26,81,West Ham,EPL,2018
h,1.3029,0.865739,1.3029,0.865739,9,2,3,1,1.7708999999999997,w,2018-09-29,1,0,0,3,0.4371609999999999,248,19,238,21,81,West Ham,EPL,2018
a,1.43652,1.02566,1.43652,1.02566,15,2,0,1,1.678,l,2018-10-05,0,0,1,0,0.41086,133,15,272,21,81,West Ham,EPL,2018
h,0.544268,1.11777,0.544268,1.11777,3,4,0,1,0.8098000000000001,l,2018-10-20,0,0,1,0,-0.573502,314,40,203,17,81,West Ham,EPL,2018
a,1.56009,1.95344,1.56009,1.95344,7,5,1,1,1.0581,d,2018-10-27,0,1,0,1,-0.3933500000000001,270,25,162,39,81,West Ham,EPL,2018
h,2.55739,0.882514,2.55739,0.882514,14,3,4,2,2.4764000000000004,w,2018-11-03,1,0,0,3,1.6748759999999998,144,15,252,20,81,West Ham,EPL,2018
a,1.44113,1.17524,1.44113,1.17524,5,4,1,1,1.5976,d,2018-11-10,0,1,0,1,0.26588999999999996,147,17,263,26,81,West Ham,EPL,2018
h,0.829504,2.95852,0.829504,2.95852,6,11,0,4,0.1225,l,2018-11-24,0,0,1,0,-2.129016,524,18,190,13,81,West Ham,EPL,2018
a,2.62697,1.12583,2.62697,1.12583,3,9,3,0,2.4302,w,2018-12-01,1,0,0,3,1.50114,282,16,182,19,81,West Ham,EPL,2018
h,1.57488,1.93448,1.57488,1.17331,10,2,3,1,1.0110000000000001,w,2018-12-04,1,0,0,3,0.40157,124,20,257,25,81,West Ham,EPL,2018
h,1.53635,0.934613,1.53635,0.934613,4,4,3,2,1.8827999999999998,w,2018-12-08,1,0,0,3,0.6017370000000001,246,20,216,21,81,West Ham,EPL,2018
a,0.75325,1.03424,0.75325,1.03424,7,4,2,0,1.0649,w,2018-12-15,1,0,0,3,-0.2809900000000001,260,22,187,23,81,West Ham,EPL,2018
h,2.06507,2.32983,2.06507,1.56866,6,9,0,2,1.1925,l,2018-12-22,0,0,1,0,0.49641,163,24,185,23,81,West Ham,EPL,2018
a,1.26973,1.28665,1.26973,1.28665,6,6,2,1,1.246,w,2018-12-27,1,0,0,3,-0.016920000000000046,219,27,252,24,81,West Ham,EPL,2018
a,0.656044,2.89884,0.656044,2.89884,3,9,0,2,0.1754,l,2018-12-30,0,0,1,0,-2.242796,163,15,238,32,81,West Ham,EPL,2018
h,0.639356,0.686806,0.639356,0.686806,4,2,2,2,1.2452,d,2019-01-02,0,1,0,1,-0.04744999999999999,219,19,282,27,81,West Ham,EPL,2018
h,0.669394,0.685895,0.669394,0.685895,7,8,1,0,1.2899,w,2019-01-12,1,0,0,3,-0.016500999999999988,352,26,199,20,81,West Ham,EPL,2018
a,0.971813,1.24835,0.971813,1.24835,6,3,0,2,1.0749,l,2019-01-19,0,0,1,0,-0.27653700000000003,195,17,317,20,81,West Ham,EPL,2018
a,0.130179,2.0363,0.130179,2.0363,4,7,0,3,0.1528,l,2019-01-29,0,0,1,0,-1.9061210000000002,267,20,215,18,81,West Ham,EPL,2018
h,0.791319,1.12475,0.791319,1.12475,6,5,1,1,1.0346,d,2019-02-04,0,1,0,1,-0.3334309999999999,374,22,110,23,81,West Ham,EPL,2018
a,1.74711,2.68412,0.98594,2.68412,7,19,1,1,0.7645000000000001,d,2019-02-09,0,1,0,1,-1.69818,262,16,172,19,81,West Ham,EPL,2018
h,2.72871,1.23555,2.72871,1.23555,18,4,3,1,2.4362000000000004,w,2019-02-22,1,0,0,3,1.49316,289,41,287,22,81,West Ham,EPL,2018
a,0.400125,3.67741,0.400125,2.91624,3,24,0,1,0.02,l,2019-02-27,0,0,1,0,-2.516115,370,9,114,12,81,West Ham,EPL,2018
h,1.88895,1.18549,1.12778,1.18549,5,12,2,0,1.9295,w,2019-03-02,1,0,0,3,-0.05770999999999993,221,19,311,27,81,West Ham,EPL,2018
a,0.295869,3.49275,0.295869,3.49275,6,4,0,2,0.015199999999999998,l,2019-03-09,0,0,1,0,-3.196881,75,18,309,19,81,West Ham,EPL,2018
h,1.88114,1.66909,1.12005,1.66909,16,1,4,3,1.4989999999999999,w,2019-03-16,1,0,0,3,-0.54904,164,24,307,22,81,West Ham,EPL,2018
h,0.0891639,2.65983,0.0891639,2.65983,2,12,0,2,0.0479,l,2019-03-30,0,0,1,0,-2.5706661,227,19,257,34,81,West Ham,EPL,2018
a,0.471195,2.23287,0.471195,2.23287,7,16,0,2,0.28959999999999997,l,2019-04-08,0,0,1,0,-1.761675,243,19,231,13,81,West Ham,EPL,2018
a,1.42817,2.65125,1.42817,1.12892,10,15,1,2,0.5497000000000001,l,2019-04-13,0,0,1,0,0.29925,207,18,287,31,81,West Ham,EPL,2018
h,1.36558,0.8065,1.36558,0.8065,10,5,2,2,1.826,d,2019-04-20,0,1,0,1,0.55908,229,23,187,30,81,West Ham,EPL,2018
a,0.991558,1.35378,0.991558,1.35378,2,9,1,0,1.0716,w,2019-04-27,1,0,0,3,-0.36222199999999993,368,28,176,13,81,West Ham,EPL,2018
h,1.99866,0.443686,1.99866,0.443686,4,11,3,0,2.6261,w,2019-05-04,1,0,0,3,1.554974,185,10,277,31,81,West Ham,EPL,2018
a,3.20094,2.06986,2.43977,2.06986,6,7,4,1,2.1507,w,2019-05-12,1,0,0,3,0.3699100000000004,238,23,280,22,81,West Ham,EPL,2018
a,2.58097,0.974497,2.58097,0.974497,3,8,2,1,2.4642,w,2018-08-11,1,0,0,3,1.6064730000000003,198,35,349,20,82,Tottenham,EPL,2018
h,3.26713,1.44253,3.26713,1.44253,20,4,3,1,2.48,w,2018-08-18,1,0,0,3,1.8245999999999998,285,34,358,4,82,Tottenham,EPL,2018
a,1.80811,1.40321,1.80811,1.40321,6,7,3,0,1.7058,w,2018-08-27,1,0,0,3,0.40490000000000004,269,32,198,21,82,Tottenham,EPL,2018
a,0.582521,0.454309,0.582521,0.454309,5,3,1,2,1.4467,l,2018-09-02,0,0,1,0,0.12821199999999994,122,24,281,25,82,Tottenham,EPL,2018
h,0.788168,3.01015,0.788168,3.01015,8,7,1,2,0.1811,l,2018-09-15,0,0,1,0,-2.2219819999999997,186,18,376,19,82,Tottenham,EPL,2018
a,2.11655,0.817174,1.35542,0.817174,4,2,2,1,2.3728,w,2018-09-22,1,0,0,3,0.5382460000000001,151,33,400,24,82,Tottenham,EPL,2018
a,2.33733,0.339245,1.57616,0.339245,1,3,2,0,2.7756999999999996,w,2018-09-29,1,0,0,3,1.236915,214,15,215,35,82,Tottenham,EPL,2018
h,2.6517,1.13843,2.6517,1.13843,17,2,1,0,2.3997,w,2018-10-06,1,0,0,3,1.51327,72,8,357,20,82,Tottenham,EPL,2018
a,1.11777,0.544268,1.11777,0.544268,4,3,1,0,1.8754,w,2018-10-20,1,0,0,3,0.573502,203,17,314,40,82,Tottenham,EPL,2018
h,0.442436,1.93588,0.442436,1.93588,4,15,0,1,0.3015,l,2018-10-29,0,0,1,0,-1.493444,277,26,290,22,82,Tottenham,EPL,2018
a,1.63123,2.40643,1.63123,0.884092,4,4,3,2,0.7575,w,2018-11-03,1,0,0,3,0.747138,256,18,306,30,82,Tottenham,EPL,2018
a,1.55381,0.688016,1.55381,0.688016,1,6,1,0,2.1252,w,2018-11-10,1,0,0,3,0.865794,144,20,343,27,82,Tottenham,EPL,2018
h,3.34649,0.962804,3.34649,0.962804,7,8,3,1,2.6923,w,2018-11-24,1,0,0,3,2.383686,324,30,170,27,82,Tottenham,EPL,2018
a,1.0926,2.71421,0.331433,1.95304,1,9,2,4,0.33140000000000003,l,2018-12-02,0,0,1,0,-1.621607,295,31,178,27,82,Tottenham,EPL,2018
h,1.73642,1.82434,1.73642,1.82434,5,7,3,1,1.3086,w,2018-12-05,1,0,0,3,-0.08792,241,14,319,20,82,Tottenham,EPL,2018
a,0.917968,0.357742,0.917968,0.357742,9,2,2,0,2.0194,w,2018-12-08,1,0,0,3,0.560226,229,22,334,22,82,Tottenham,EPL,2018
h,1.74625,0.451196,1.74625,0.451196,11,4,1,0,2.4027,w,2018-12-15,1,0,0,3,1.2950540000000001,99,14,327,18,82,Tottenham,EPL,2018
a,2.55514,1.00121,2.55514,1.00121,5,3,6,2,2.4471,w,2018-12-23,1,0,0,3,1.5539300000000003,213,20,417,28,82,Tottenham,EPL,2018
h,2.23457,1.21736,2.23457,1.21736,8,9,5,0,2.1702999999999997,w,2018-12-26,1,0,0,3,1.0172100000000002,265,15,424,25,82,Tottenham,EPL,2018
h,0.277704,1.20867,0.277704,1.20867,3,5,1,3,0.4774,l,2018-12-29,0,0,1,0,-0.930966,236,26,417,10,82,Tottenham,EPL,2018
a,1.38282,1.0789,1.38282,1.0789,4,4,3,0,1.5574000000000001,w,2019-01-01,1,0,0,3,0.30391999999999997,138,11,628,19,82,Tottenham,EPL,2018
h,1.80359,0.957777,1.80359,0.957777,15,2,0,1,1.9917,l,2019-01-13,0,0,1,0,0.845813,182,29,324,16,82,Tottenham,EPL,2018
a,1.93316,0.937902,1.93316,0.937902,13,5,2,1,2.1562,w,2019-01-20,1,0,0,3,0.995258,122,20,357,17,82,Tottenham,EPL,2018
h,1.36248,0.479838,1.36248,0.479838,11,3,2,1,2.2072000000000003,w,2019-01-30,1,0,0,3,0.8826419999999999,127,17,299,18,82,Tottenham,EPL,2018
h,3.10409,0.400152,3.10409,0.400152,12,0,1,0,2.8706,w,2019-02-02,1,0,0,3,2.703938,148,17,330,14,82,Tottenham,EPL,2018
h,1.21144,3.02164,1.21144,2.26047,5,9,3,1,0.3587,w,2019-02-10,1,0,0,3,-1.0490300000000001,211,22,287,22,82,Tottenham,EPL,2018
a,0.845211,1.08514,0.845211,1.08514,4,4,1,2,1.0784,l,2019-02-23,0,0,1,0,-0.23992899999999995,72,17,256,23,82,Tottenham,EPL,2018
a,0.722229,0.625978,0.722229,0.625978,6,5,0,2,1.4719,l,2019-02-27,0,0,1,0,0.09625099999999998,252,33,320,19,82,Tottenham,EPL,2018
h,1.76818,3.45713,1.00701,2.69596,7,6,1,1,0.30579999999999996,d,2019-03-02,0,1,0,1,-1.68895,139,21,284,31,82,Tottenham,EPL,2018
a,1.26876,2.07772,1.26876,2.07772,5,5,1,2,0.7649,l,2019-03-09,0,0,1,0,-0.8089599999999997,122,14,267,32,82,Tottenham,EPL,2018
a,1.04822,1.0931,1.04822,1.0931,4,8,1,2,1.3321,l,2019-03-31,0,0,1,0,-0.04488000000000003,249,13,306,17,82,Tottenham,EPL,2018
h,2.57376,0.564317,2.57376,0.564317,12,2,2,0,2.6491,w,2019-04-03,1,0,0,3,2.009443,232,27,409,16,82,Tottenham,EPL,2018
h,2.78596,0.983527,2.78596,0.983527,14,5,4,0,2.5635000000000003,w,2019-04-13,1,0,0,3,1.8024330000000002,157,19,406,21,82,Tottenham,EPL,2018
a,1.19894,2.06185,1.19894,2.06185,4,12,0,1,0.7401000000000001,l,2019-04-20,0,0,1,0,-0.8629100000000003,339,21,213,34,82,Tottenham,EPL,2018
h,1.0032,0.143138,1.0032,0.143138,11,1,1,0,2.1616,w,2019-04-23,1,0,0,3,0.8600620000000001,72,12,243,10,82,Tottenham,EPL,2018
h,1.35378,0.991558,1.35378,0.991558,9,2,0,1,1.6452,l,2019-04-27,0,0,1,0,0.36222199999999993,176,13,368,28,82,Tottenham,EPL,2018
a,0.713362,2.22622,0.713362,2.22622,3,11,0,1,0.4083,l,2019-05-04,0,0,1,0,-1.512858,204,20,217,22,82,Tottenham,EPL,2018
h,0.882608,2.06851,0.882608,2.06851,5,7,2,2,0.4425,d,2019-05-12,0,1,0,1,-1.185902,263,18,351,24,82,Tottenham,EPL,2018
h,0.445187,2.0178,0.445187,2.0178,8,8,0,2,0.2781,l,2018-08-12,0,0,1,0,-1.5726129999999998,339,25,241,22,83,Arsenal,EPL,2018
a,2.45798,1.71799,2.45798,1.71799,7,10,2,3,1.9,l,2018-08-18,0,0,1,0,0.7399900000000001,399,22,269,25,83,Arsenal,EPL,2018
h,1.7852,1.17924,1.7852,1.17924,8,10,3,1,1.8238999999999999,w,2018-08-25,1,0,0,3,0.6059599999999998,166,33,319,18,83,Arsenal,EPL,2018
a,1.41005,0.77426,1.41005,0.77426,15,5,3,2,1.8763,w,2018-09-02,1,0,0,3,0.6357900000000001,81,18,360,22,83,Arsenal,EPL,2018
a,0.90461,0.412121,0.90461,0.412121,10,3,2,1,1.7786,w,2018-09-15,1,0,0,3,0.492489,149,21,354,24,83,Arsenal,EPL,2018
h,0.930544,1.06523,0.930544,1.06523,15,5,2,0,1.1892,w,2018-09-23,1,0,0,3,-0.13468599999999986,151,31,309,18,83,Arsenal,EPL,2018
h,1.57061,2.62141,1.57061,2.62141,9,4,2,0,0.6981999999999999,w,2018-09-29,1,0,0,3,-1.0508,144,16,278,27,83,Arsenal,EPL,2018
a,1.13706,1.31588,1.13706,1.31588,12,5,5,1,1.2163,w,2018-10-07,1,0,0,3,-0.17881999999999998,276,18,311,26,83,Arsenal,EPL,2018
h,2.91637,0.932491,2.91637,0.932491,14,2,3,1,2.6580000000000004,w,2018-10-22,1,0,0,3,1.9838790000000002,162,27,422,23,83,Arsenal,EPL,2018
a,0.845197,2.38115,0.845197,0.858849,2,6,2,2,0.3065,d,2018-10-28,0,1,0,1,-0.013651999999999997,224,30,342,22,83,Arsenal,EPL,2018
h,1.62321,1.19558,1.62321,1.19558,9,8,1,1,1.7341,d,2018-11-03,0,1,0,1,0.42762999999999995,197,24,369,15,83,Arsenal,EPL,2018
h,0.965843,1.86549,0.965843,1.86549,11,8,1,1,0.6517999999999999,d,2018-11-11,0,1,0,1,-0.8996470000000001,141,23,418,20,83,Arsenal,EPL,2018
a,1.71044,0.650884,1.71044,0.650884,16,6,2,1,2.2384999999999997,w,2018-11-25,1,0,0,3,1.059556,202,22,296,15,83,Arsenal,EPL,2018
h,2.71421,1.0926,1.95304,0.331433,9,1,4,2,2.5109000000000004,w,2018-12-02,1,0,0,3,1.621607,178,27,295,31,83,Arsenal,EPL,2018
a,1.73226,1.33679,1.73226,1.33679,10,4,2,2,1.6905999999999999,d,2018-12-05,0,1,0,1,0.39547,254,14,300,39,83,Arsenal,EPL,2018
h,2.02156,0.308361,2.02156,0.308361,8,2,1,0,2.6395,w,2018-12-08,1,0,0,3,1.713199,134,24,308,29,83,Arsenal,EPL,2018
a,1.85763,1.21163,1.85763,1.21163,7,2,2,3,1.9064999999999999,l,2018-12-16,0,0,1,0,0.6459999999999999,159,18,419,31,83,Arsenal,EPL,2018
h,1.4656,1.03237,1.4656,1.03237,9,4,3,1,1.6921000000000002,w,2018-12-22,1,0,0,3,0.43323,184,23,340,25,83,Arsenal,EPL,2018
a,0.789138,1.38502,0.789138,1.38502,10,8,1,1,0.74,d,2018-12-26,0,1,0,1,-0.5958819999999999,159,11,473,24,83,Arsenal,EPL,2018
a,1.08186,3.7053,1.08186,2.18296,6,12,1,5,0.0922,l,2018-12-29,0,0,1,0,-1.1011,291,31,386,28,83,Arsenal,EPL,2018
h,4.43325,1.71312,4.43325,1.71312,21,5,4,1,2.7424000000000004,w,2019-01-01,1,0,0,3,2.72013,215,20,301,24,83,Arsenal,EPL,2018
a,0.685895,0.669394,0.685895,0.669394,8,7,0,1,1.3109,l,2019-01-12,0,0,1,0,0.016500999999999988,199,20,352,26,83,Arsenal,EPL,2018
h,2.09412,0.755304,2.09412,0.755304,5,19,2,0,2.3432999999999997,w,2019-01-19,1,0,0,3,1.3388160000000002,327,34,202,32,83,Arsenal,EPL,2018
h,2.69339,0.597893,1.93222,0.597893,21,2,2,1,2.6955000000000005,w,2019-01-29,1,0,0,3,1.334327,103,14,318,11,83,Arsenal,EPL,2018
a,0.703542,3.03102,0.703542,3.03102,3,22,1,3,0.0611,l,2019-02-03,0,0,1,0,-2.3274779999999997,313,20,261,30,83,Arsenal,EPL,2018
