h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda.att,ppda.def,ppda_allowed.att,ppda_allowed.def,team_id,team_name,league_name,year
h,0.535272,1.33324,0.535272,1.33324,8,6,1,1,0.6634,d,2015-05-10,0,1,0,1,-0.797968,291,27,226,22,80,Chelsea,EPL,2014
a,1.07679,1.22743,1.07679,0.466261,7,6,0,3,1.1543,l,2015-05-18,0,0,1,0,0.6105289999999999,234,19,280,12,80,Chelsea,EPL,2014
h,2.52912,1.39272,1.76796,1.39272,17,1,3,1,2.1737,w,2015-05-24,1,0,0,3,0.37524,198,19,299,15,80,Chelsea,EPL,2014
h,1.8531,1.01706,1.09193,1.01706,9,3,0,1,2.0216000000000003,l,2014-08-16,0,0,1,0,0.07486999999999999,270,24,252,23,81,West Ham,EPL,2014
a,1.33957,0.617283,1.33957,0.617283,6,7,3,1,1.9663,w,2014-08-23,1,0,0,3,0.7222869999999999,199,22,269,33,81,West Ham,EPL,2014
h,0.635223,1.57513,0.635223,1.57513,0,11,1,3,0.5808,l,2014-08-30,0,0,1,0,-0.9399069999999999,332,12,184,26,81,West Ham,EPL,2014
a,0.661678,0.439084,0.661678,0.439084,0,1,2,2,1.5188,d,2014-09-15,0,1,0,1,0.22259400000000001,192,23,273,37,81,West Ham,EPL,2014
h,1.26032,0.37835,1.26032,0.37835,5,4,3,1,2.2367000000000004,w,2014-09-20,1,0,0,3,0.8819700000000001,313,24,122,17,81,West Ham,EPL,2014
a,1.27452,0.520246,1.27452,0.520246,10,5,1,2,2.0207,l,2014-09-27,0,0,1,0,0.7542740000000001,315,21,189,13,81,West Ham,EPL,2014
h,1.64038,0.697342,1.64038,0.697342,5,0,2,0,2.2397,w,2014-10-05,1,0,0,3,0.9430379999999999,273,22,234,24,81,West Ham,EPL,2014
a,2.84138,1.74404,2.84138,1.74404,5,4,3,1,2.1010999999999997,w,2014-10-18,1,0,0,3,1.09734,158,17,243,14,81,West Ham,EPL,2014
h,2.62631,1.8643,2.62631,1.8643,8,20,2,1,1.9247,w,2014-10-25,1,0,0,3,0.7620100000000001,317,26,87,22,81,West Ham,EPL,2014
a,0.528668,3.06954,0.528668,3.06954,5,9,2,2,0.12040000000000001,d,2014-11-01,0,1,0,1,-2.540872,205,21,156,30,81,West Ham,EPL,2014
h,1.47873,0.560875,1.47873,0.560875,15,2,0,0,2.1004,d,2014-11-08,0,1,0,1,0.9178550000000001,158,21,241,17,81,West Ham,EPL,2014
a,1.11958,1.82651,1.11958,1.82651,4,9,1,2,0.8150999999999999,l,2014-11-22,0,0,1,0,-0.7069300000000001,291,21,148,28,81,West Ham,EPL,2014
h,1.09981,0.246562,1.09981,0.246562,3,2,1,0,2.1860999999999997,w,2014-11-29,1,0,0,3,0.853248,240,15,172,21,81,West Ham,EPL,2014
a,1.24431,1.41302,1.24431,1.41302,2,2,2,1,1.2444,w,2014-12-02,1,0,0,3,-0.16870999999999992,247,30,172,18,81,West Ham,EPL,2014
h,2.11509,0.998148,2.11509,0.998148,8,3,3,1,2.1607,w,2014-12-07,1,0,0,3,1.1169419999999999,202,27,188,25,81,West Ham,EPL,2014
a,0.870324,1.33557,0.870324,0.574404,5,4,1,1,0.9134,d,2014-12-13,0,1,0,1,0.29591999999999996,251,28,164,20,81,West Ham,EPL,2014
h,1.45134,0.659983,1.45134,0.659983,9,11,2,0,2.0821,w,2014-12-20,1,0,0,3,0.7913570000000001,163,18,189,33,81,West Ham,EPL,2014
a,0.45944,3.56764,0.45944,3.56764,4,14,0,2,0.028399999999999998,l,2014-12-26,0,0,1,0,-3.1082,314,19,181,22,81,West Ham,EPL,2014
h,1.1084,3.35886,1.1084,2.59769,7,7,1,2,0.2303,l,2014-12-28,0,0,1,0,-1.48929,132,26,190,18,81,West Ham,EPL,2014
h,1.13586,1.1226,1.13586,1.1226,4,11,1,1,1.3677000000000001,d,2015-01-01,0,1,0,1,0.01326000000000005,273,9,221,19,81,West Ham,EPL,2014
a,0.731228,1.54943,0.731228,1.54943,2,6,1,1,0.6996,d,2015-01-10,0,1,0,1,-0.8182020000000001,354,22,211,19,81,West Ham,EPL,2014
h,2.68629,0.423719,2.68629,0.423719,6,6,3,0,2.7849,w,2015-01-18,1,0,0,3,2.262571,223,24,271,23,81,West Ham,EPL,2014
a,0.383092,2.28203,0.383092,2.28203,2,7,0,2,0.23049999999999998,l,2015-01-31,0,0,1,0,-1.8989379999999998,306,31,115,23,81,West Ham,EPL,2014
h,0.86518,1.21344,0.86518,1.21344,3,10,1,1,1.0522,d,2015-02-08,0,1,0,1,-0.3482600000000001,189,18,129,22,81,West Ham,EPL,2014
a,0.125464,1.68446,0.125464,1.68446,0,14,0,0,0.22790000000000002,d,2015-02-11,0,1,0,1,-1.558996,258,16,119,17,81,West Ham,EPL,2014
a,2.20831,2.17554,2.20831,1.26191,4,11,2,2,1.3891,d,2015-02-22,0,1,0,1,0.9463999999999999,271,19,121,23,81,West Ham,EPL,2014
h,1.28506,0.851359,1.28506,0.851359,16,3,1,3,1.7005000000000001,l,2015-02-28,0,0,1,0,0.4337010000000001,90,17,178,23,81,West Ham,EPL,2014
h,1.46324,2.38358,1.46324,2.38358,7,11,0,1,0.7564000000000001,l,2015-03-04,0,0,1,0,-0.9203399999999997,213,17,143,17,81,West Ham,EPL,2014
a,0.478172,3.19619,0.478172,3.19619,2,23,0,3,0.0863,l,2015-03-14,0,0,1,0,-2.7180180000000003,287,18,122,35,81,West Ham,EPL,2014
h,0.99619,0.536562,0.99619,0.536562,8,4,1,0,1.7348999999999999,w,2015-03-21,1,0,0,3,0.45962800000000004,142,24,160,20,81,West Ham,EPL,2014
a,1.93553,3.43561,1.93553,2.67444,12,11,1,2,0.5532,l,2015-04-04,0,0,1,0,-0.7389100000000002,153,23,167,21,81,West Ham,EPL,2014
h,0.604708,0.587985,0.604708,0.587985,6,12,1,1,1.3042,d,2015-04-11,0,1,0,1,0.016723000000000043,216,22,91,18,81,West Ham,EPL,2014
a,0.738105,2.05138,0.738105,2.05138,3,28,0,2,0.5035000000000001,l,2015-04-19,0,0,1,0,-1.313275,335,15,183,27,81,West Ham,EPL,2014
a,0.824309,2.28143,0.824309,1.52026,4,15,0,0,0.3728,d,2015-04-25,0,1,0,1,-0.695951,105,22,98,20,81,West Ham,EPL,2014
h,3.23925,0.758485,2.47808,0.758485,10,8,1,0,2.745,w,2015-05-02,1,0,0,3,1.719595,167,17,228,21,81,West Ham,EPL,2014
a,0.149381,1.26585,0.149381,1.26585,2,9,0,1,0.3139,l,2015-05-09,0,0,1,0,-1.116469,218,18,180,14,81,West Ham,EPL,2014
h,0.813296,2.07078,0.813296,2.07078,12,6,1,2,0.4802,l,2015-05-16,0,0,1,0,-1.257484,247,14,170,22,81,West Ham,EPL,2014
a,0.416396,1.64216,0.416396,1.64216,4,3,0,2,0.4233,l,2015-05-24,0,0,1,0,-1.225764,144,19,303,30,81,West Ham,EPL,2014
a,1.01706,1.8531,1.01706,1.09193,3,9,1,0,0.7136,w,2014-08-16,1,0,0,3,-0.07486999999999999,252,23,270,24,82,Tottenham,EPL,2014
h,2.38894,1.07617,2.38894,1.07617,8,2,4,0,2.2766,w,2014-08-24,1,0,0,3,1.3127699999999998,224,29,456,28,82,Tottenham,EPL,2014
h,0.48592,2.74317,0.48592,1.982,6,4,0,3,0.15839999999999999,l,2014-08-31,0,0,1,0,-1.49608,198,28,303,25,82,Tottenham,EPL,2014
a,2.03694,0.338966,2.03694,0.338966,6,7,2,2,2.6803,d,2014-09-13,0,1,0,1,1.6979739999999999,190,32,272,34,82,Tottenham,EPL,2014
h,0.438596,1.08401,0.438596,1.08401,2,1,0,1,0.7170000000000001,l,2014-09-21,0,0,1,0,-0.6454139999999999,134,23,318,27,82,Tottenham,EPL,2014
a,0.673535,1.2647,0.673535,1.2647,4,10,1,1,0.8226,d,2014-09-27,0,1,0,1,-0.5911649999999999,334,20,153,28,82,Tottenham,EPL,2014
h,0.898735,1.14587,0.898735,1.14587,3,6,1,0,1.0953,w,2014-10-05,1,0,0,3,-0.247135,249,21,177,26,82,Tottenham,EPL,2014
a,2.32314,3.75041,1.56197,1.34988,7,16,1,4,0.5676,l,2014-10-18,0,0,1,0,0.2120900000000001,347,20,188,34,82,Tottenham,EPL,2014
h,2.03729,0.73967,2.03729,0.73967,4,3,1,2,2.3345,l,2014-10-26,0,0,1,0,1.29762,133,25,300,32,82,Tottenham,EPL,2014
a,2.54173,0.872267,2.54173,0.872267,11,3,2,1,2.4927,w,2014-11-02,1,0,0,3,1.669463,145,18,273,19,82,Tottenham,EPL,2014
h,1.28384,1.24867,1.28384,1.24867,3,2,1,2,1.3814,l,2014-11-09,0,0,1,0,0.035170000000000146,143,33,251,22,82,Tottenham,EPL,2014
a,2.16438,0.94244000000000006,2.16438,0.94244000000000006,6,2,2,1,2.2481,w,2014-11-23,1,0,0,3,1.22194,100,25,320,24,82,Tottenham,EPL,2014
h,1.13109,0.934335,1.13109,0.934335,1,4,2,1,1.5234999999999999,w,2014-11-30,1,0,0,3,0.1967549999999999,366,30,214,16,82,Tottenham,EPL,2014
a,0.289204,1.71947,0.289204,1.71947,3,12,0,3,0.329,l,2014-12-03,0,0,1,0,-1.430266,190,24,398,31,82,Tottenham,EPL,2014
h,0.958788,1.17369,0.958788,1.17369,5,4,0,0,1.1708999999999998,d,2014-12-06,0,1,0,1,-0.21490199999999993,107,24,357,21,82,Tottenham,EPL,2014
a,0.731022,1.67826,0.731022,1.67826,2,7,2,1,0.6161,w,2014-12-14,1,0,0,3,-0.9472380000000001,303,39,205,23,82,Tottenham,EPL,2014
h,1.77346,0.655135,1.77346,0.655135,6,3,2,1,2.2634,w,2014-12-20,1,0,0,3,1.118325,151,19,305,26,82,Tottenham,EPL,2014
a,1.35719,1.47301,1.35719,1.47301,5,9,2,1,1.2866,w,2014-12-26,1,0,0,3,-0.11582000000000003,221,24,255,25,82,Tottenham,EPL,2014
h,0.888,2.2613,0.888,2.2613,1,6,0,0,0.3745,d,2014-12-28,0,1,0,1,-1.3733,186,25,148,30,82,Tottenham,EPL,2014
h,1.82436,3.03274,1.06319,3.03274,3,13,5,3,0.5521,w,2015-01-01,1,0,0,3,-1.96955,275,30,233,26,82,Tottenham,EPL,2014
a,0.919178,2.85997,0.919178,2.0988,8,9,1,2,0.2473,l,2015-01-10,0,0,1,0,-1.1796220000000002,217,29,304,32,82,Tottenham,EPL,2014
h,0.931537,1.19577,0.931537,1.19577,12,5,2,1,1.0549,w,2015-01-17,1,0,0,3,-0.26423300000000005,181,32,249,18,82,Tottenham,EPL,2014
a,1.34429,0.808495,0.58316,0.808495,6,7,3,0,1.8756,w,2015-01-31,1,0,0,3,-0.22533499999999995,181,29,387,21,82,Tottenham,EPL,2014
h,1.2754,0.834136,1.2754,0.834136,5,6,2,1,1.7085,w,2015-02-07,1,0,0,3,0.4412640000000001,171,31,227,18,82,Tottenham,EPL,2014
a,1.71247,2.76444,1.71247,2.00327,7,8,2,3,0.6135999999999999,l,2015-02-10,0,0,1,0,-0.29080000000000017,223,34,203,24,82,Tottenham,EPL,2014
h,2.17554,2.20831,1.26191,2.20831,11,4,2,2,1.3498000000000001,d,2015-02-22,0,1,0,1,-0.9463999999999999,121,23,271,19,82,Tottenham,EPL,2014
h,2.13485,0.708217,2.13485,0.708217,8,2,3,2,2.4169,w,2015-03-04,1,0,0,3,1.4266330000000003,245,33,370,21,82,Tottenham,EPL,2014
a,2.62405,1.49775,2.62405,1.49775,4,8,2,1,2.1361999999999997,w,2015-03-07,1,0,0,3,1.1263,100,28,193,25,82,Tottenham,EPL,2014
a,0.206431,1.02781,0.206431,1.02781,2,5,0,3,0.5298,l,2015-03-15,0,0,1,0,-0.8213789999999999,268,29,287,36,82,Tottenham,EPL,2014
h,2.82935,2.722,2.06818,2.722,6,7,4,3,1.4679000000000002,w,2015-03-21,1,0,0,3,-0.6538200000000001,116,20,332,29,82,Tottenham,EPL,2014
a,0.377376,1.51355,0.377376,1.51355,4,4,0,0,0.45,d,2015-04-05,0,1,0,1,-1.136174,154,13,312,29,82,Tottenham,EPL,2014
h,0.621738,0.860976,0.621738,0.860976,4,4,0,1,1.0419,l,2015-04-11,0,0,1,0,-0.23923799999999995,152,27,261,38,82,Tottenham,EPL,2014
a,1.99862,0.938886,1.99862,0.938886,9,5,3,1,2.2005,w,2015-04-19,1,0,0,3,1.0597340000000002,158,29,318,39,82,Tottenham,EPL,2014
a,0.531276,1.39327,0.531276,1.39327,5,5,2,2,0.6224,d,2015-04-25,0,1,0,1,-0.861994,178,17,333,18,82,Tottenham,EPL,2014
h,2.07027,1.80612,2.07027,1.80612,7,11,0,1,1.5753,l,2015-05-03,0,0,1,0,0.2641499999999999,210,27,262,30,82,Tottenham,EPL,2014
a,0.298008,2.138,0.298008,2.138,7,5,0,3,0.1997,l,2015-05-09,0,0,1,0,-1.8399919999999998,198,20,213,17,82,Tottenham,EPL,2014
h,1.70119,1.13285,1.70119,1.13285,9,5,2,0,1.8588,w,2015-05-16,1,0,0,3,0.5683400000000001,233,25,316,18,82,Tottenham,EPL,2014
a,1.39049,0.646215,1.39049,0.646215,7,9,1,0,1.9828,w,2015-05-24,1,0,0,3,0.744275,231,24,324,30,82,Tottenham,EPL,2014
h,1.55411,0.158151,1.55411,0.158151,9,0,2,1,2.7946,w,2014-08-16,1,0,0,3,1.3959590000000002,88,30,411,29,83,Arsenal,EPL,2014
a,1.43355,1.33429,1.43355,1.33429,8,3,2,2,1.4293,d,2014-08-23,0,1,0,1,0.09926000000000013,257,33,270,17,83,Arsenal,EPL,2014
a,2.29649,0.809743,2.29649,0.809743,13,4,1,1,2.4128,d,2014-08-31,0,1,0,1,1.4867469999999998,150,20,341,31,83,Arsenal,EPL,2014
h,2.07804,2.30834,2.07804,2.30834,9,16,2,2,1.2271,d,2014-09-13,0,1,0,1,-0.23029999999999973,262,37,221,44,83,Arsenal,EPL,2014
a,1.36224,0.649013,1.36224,0.649013,7,0,3,0,2.0028,w,2014-09-20,1,0,0,3,0.7132269999999999,170,22,531,12,83,Arsenal,EPL,2014
h,1.2647,0.673535,1.2647,0.673535,10,4,1,1,1.8651,d,2014-09-27,0,1,0,1,0.5911649999999999,153,28,334,20,83,Arsenal,EPL,2014
a,0.330699,1.40263,0.330699,0.641457,6,3,0,2,0.3612,l,2014-10-05,0,0,1,0,-0.31075800000000003,237,21,255,31,83,Arsenal,EPL,2014
h,2.14845,0.552062,2.14845,0.552062,17,0,2,2,2.5284,d,2014-10-18,0,1,0,1,1.596388,253,40,352,8,83,Arsenal,EPL,2014
a,1.47081,0.441491,1.47081,0.441491,10,6,2,0,2.2737999999999996,w,2014-10-25,1,0,0,3,1.0293189999999999,194,41,236,31,83,Arsenal,EPL,2014
h,4.3298,0.684259,4.3298,0.684259,19,2,3,0,2.954,w,2014-11-01,1,0,0,3,3.6455409999999997,168,20,312,24,83,Arsenal,EPL,2014
a,1.77699,0.520487,1.77699,0.520487,14,4,1,2,2.3855999999999997,l,2014-11-09,0,0,1,0,1.256503,278,31,268,23,83,Arsenal,EPL,2014
h,2.00193,1.2791,2.00193,1.2791,12,2,1,2,1.8888,l,2014-11-22,0,0,1,0,0.7228300000000003,137,23,258,18,83,Arsenal,EPL,2014
a,1.05603,0.31526,1.05603,0.31526,12,3,1,0,1.9899999999999998,w,2014-11-29,1,0,0,3,0.74077,251,21,272,18,83,Arsenal,EPL,2014
h,2.37332,0.570955,2.37332,0.570955,13,3,1,0,2.5887999999999995,w,2014-12-03,1,0,0,3,1.802365,198,24,274,23,83,Arsenal,EPL,2014
a,2.02073,2.50357,1.25956,2.50357,6,3,2,3,1.0071999999999999,l,2014-12-06,0,0,1,0,-1.2440099999999998,180,29,232,23,83,Arsenal,EPL,2014
h,2.38819,0.938764,1.62702,0.938764,11,3,4,1,2.4839,w,2014-12-13,1,0,0,3,0.6882559999999999,240,29,231,26,83,Arsenal,EPL,2014
a,0.754219,1.31858,0.754219,1.31858,8,10,2,2,0.9287000000000001,d,2014-12-21,0,1,0,1,-0.5643610000000001,380,31,169,27,83,Arsenal,EPL,2014
h,2.13888,1.21752,1.37771,0.456385,11,7,2,1,2.103,w,2014-12-26,1,0,0,3,0.921325,221,18,304,35,83,Arsenal,EPL,2014
a,3.35886,1.1084,2.59769,1.1084,7,7,2,1,2.672,w,2014-12-28,1,0,0,3,1.48929,190,18,132,26,83,Arsenal,EPL,2014
a,0.849285,2.41442,0.849285,2.41442,4,5,0,2,0.3731,l,2015-01-01,0,0,1,0,-1.5651349999999997,238,18,312,30,83,Arsenal,EPL,2014
h,2.26889,0.39839,2.26889,0.39839,5,7,3,0,2.6524,w,2015-01-11,1,0,0,3,1.8704999999999998,239,25,264,31,83,Arsenal,EPL,2014
a,1.49476,0.561966,0.733593,0.561966,4,12,2,0,2.2411,w,2015-01-18,1,0,0,3,0.17162700000000009,352,32,178,48,83,Arsenal,EPL,2014
h,2.35805,0.714521,1.59688,0.714521,5,6,5,0,2.5456000000000003,w,2015-02-01,1,0,0,3,0.8823590000000001,347,18,272,20,83,Arsenal,EPL,2014
a,0.834136,1.2754,0.834136,1.2754,6,5,1,2,0.9789,l,2015-02-07,0,0,1,0,-0.4412640000000001,227,18,171,31,83,Arsenal,EPL,2014
h,1.77095,0.799802,1.77095,0.799802,5,1,2,1,2.1107,w,2015-02-10,1,0,0,3,0.971148,233,27,247,32,83,Arsenal,EPL,2014
a,2.08054,2.26395,1.31937,2.26395,5,8,2,1,1.241,w,2015-02-21,1,0,0,3,-0.94458,157,17,169,39,83,Arsenal,EPL,2014
h,1.39298,0.367813,1.39298,0.367813,7,2,2,0,2.2591,w,2015-03-01,1,0,0,3,1.0251670000000002,260,25,171,29,83,Arsenal,EPL,2014
a,2.1651,0.318849,2.1651,0.318849,15,2,2,1,2.6949,w,2015-03-04,1,0,0,3,1.8462509999999999,177,20,255,36,83,Arsenal,EPL,2014
h,3.19619,0.478172,3.19619,0.478172,23,2,3,0,2.8631,w,2015-03-14,1,0,0,3,2.7180180000000003,122,35,287,18,83,Arsenal,EPL,2014
a,0.754782,1.0068,0.754782,1.0068,10,5,2,1,1.1106,w,2015-03-21,1,0,0,3,-0.25201799999999996,253,36,222,27,83,Arsenal,EPL,2014
h,1.45672,1.21414,1.45672,0.452975,5,9,4,1,1.5222,w,2015-04-04,1,0,0,3,1.0037449999999999,280,39,238,22,83,Arsenal,EPL,2014
a,1.21096,0.65718,1.21096,0.65718,7,6,1,0,1.8594000000000002,w,2015-04-11,1,0,0,3,0.55378,124,23,341,40,83,Arsenal,EPL,2014
h,1.07482,0.853305,1.07482,0.853305,10,6,0,0,1.5229,d,2015-04-26,0,1,0,1,0.22151500000000013,218,33,278,23,83,Arsenal,EPL,2014
a,2.94938,0.474706,2.94938,0.474706,18,0,3,1,2.7997,w,2015-05-04,1,0,0,3,2.4746740000000003,162,25,453,20,83,Arsenal,EPL,2014
h,1.88364,0.347185,1.88364,0.347185,12,0,0,1,2.5148,l,2015-05-11,0,0,1,0,1.536455,223,32,403,14,83,Arsenal,EPL,2014
a,1.06814,0.715214,1.06814,0.715214,6,7,1,1,1.711,d,2015-05-17,0,1,0,1,0.3529260000000001,271,19,229,45,83,Arsenal,EPL,2014
h,1.68909,1.50177,1.68909,1.50177,25,6,0,0,1.4418,d,2015-05-20,0,1,0,1,0.18731999999999993,138,24,306,11,83,Arsenal,EPL,2014
h,3.16614,0.569092,3.16614,0.569092,24,2,4,1,2.8346,w,2015-05-24,1,0,0,3,2.597048,203,22,326,13,83,Arsenal,EPL,2014
a,0.278076,1.16635,0.278076,1.16635,2,8,2,1,0.4839,w,2014-08-16,1,0,0,3,-0.888274,341,19,253,25,84,Swansea,EPL,2014
h,0.914215,0.843331,0.914215,0.843331,2,9,1,0,1.4231,w,2014-08-23,1,0,0,3,0.07088399999999995,252,18,385,28,84,Swansea,EPL,2014
h,2.02641,0.696665,2.02641,0.696665,5,5,3,0,2.3714,w,2014-08-30,1,0,0,3,1.329745,247,19,433,28,84,Swansea,EPL,2014
a,1.02153,3.56581,1.02153,3.56581,2,24,2,4,0.1987,l,2014-09-13,0,0,1,0,-2.5442799999999997,252,17,344,28,84,Swansea,EPL,2014
h,0.520262,0.750244,0.520262,0.750244,2,7,0,1,1.0988,l,2014-09-20,0,0,1,0,-0.22998200000000002,299,17,266,34,84,Swansea,EPL,2014
a,0.156398,1.39649,0.156398,1.39649,0,4,0,0,0.3172,d,2014-09-27,0,1,0,1,-1.240092,192,28,258,25,84,Swansea,EPL,2014
h,1.55242,1.18603,1.55242,1.18603,6,1,2,2,1.6415,d,2014-10-04,0,1,0,1,0.36639,191,27,459,34,84,Swansea,EPL,2014
a,2.26827,1.75841,1.5071,0.997239,6,8,1,2,1.8086,l,2014-10-19,0,0,1,0,0.5098610000000001,188,17,319,30,84,Swansea,EPL,2014
h,1.05601,0.773436,1.05601,0.773436,4,3,2,0,1.5978999999999999,w,2014-10-25,1,0,0,3,0.2825739999999999,321,20,348,24,84,Swansea,EPL,2014
a,0.694419,1.14779,0.694419,1.14779,4,16,0,0,0.9244,d,2014-11-01,0,1,0,1,-0.4533710000000001,290,22,157,32,84,Swansea,EPL,2014
h,0.520487,1.77699,0.520487,1.77699,4,14,2,1,0.41910000000000003,w,2014-11-09,1,0,0,3,-1.256503,268,23,278,31,84,Swansea,EPL,2014
a,0.957011,2.26312,0.957011,2.26312,4,16,1,2,0.5429,l,2014-11-22,0,0,1,0,-1.3061089999999997,343,21,301,40,84,Swansea,EPL,2014
h,1.4626,1.50956,1.4626,0.748395,9,3,1,1,1.2658,d,2014-11-29,0,1,0,1,0.7142049999999999,128,34,351,18,84,Swansea,EPL,2014
h,1.54207,0.789519,1.54207,0.789519,6,4,2,0,1.9452,w,2014-12-02,1,0,0,3,0.7525510000000001,186,24,335,28,84,Swansea,EPL,2014
a,0.998148,2.11509,0.998148,2.11509,3,8,1,3,0.6271,l,2014-12-07,0,0,1,0,-1.1169419999999999,188,25,202,27,84,Swansea,EPL,2014
h,1.67826,0.731022,1.67826,0.731022,7,2,1,2,2.1418999999999997,l,2014-12-14,0,0,1,0,0.9472380000000001,205,23,303,39,84,Swansea,EPL,2014
a,1.45331,0.825885,1.45331,0.825885,2,6,1,0,1.8847,w,2014-12-20,1,0,0,3,0.6274250000000001,253,17,212,27,84,Swansea,EPL,2014
h,0.601468,1.41578,0.601468,1.41578,6,10,1,0,0.686,w,2014-12-26,1,0,0,3,-0.814312,376,28,278,19,84,Swansea,EPL,2014
a,1.00374,3.27658,1.00374,3.27658,1,12,1,4,0.1898,l,2014-12-29,0,0,1,0,-2.27284,277,18,406,17,84,Swansea,EPL,2014
a,1.69725,3.16214,1.69725,3.16214,6,9,1,1,0.5318,d,2015-01-01,0,1,0,1,-1.46489,155,15,293,37,84,Swansea,EPL,2014
h,1.54943,0.731228,1.54943,0.731228,6,2,1,1,2.0415,d,2015-01-10,0,1,0,1,0.8182020000000001,211,19,354,22,84,Swansea,EPL,2014
h,0.214209,3.19733,0.214209,3.19733,1,12,0,5,0.0262,l,2015-01-17,0,0,1,0,-2.983121,296,28,341,30,84,Swansea,EPL,2014
a,0.262557,1.62682,0.262557,1.62682,1,11,1,0,0.3154,w,2015-02-01,1,0,0,3,-1.364263,351,10,255,23,84,Swansea,EPL,2014
h,1.86428,0.143279,1.86428,0.143279,9,1,1,1,2.7194,d,2015-02-07,0,1,0,1,1.721001,178,28,302,14,84,Swansea,EPL,2014
a,0.438959,0.685986,0.438959,0.685986,6,4,0,2,1.0415,l,2015-02-11,0,0,1,0,-0.247027,136,21,360,26,84,Swansea,EPL,2014
h,1.04218,1.47171,1.04218,1.47171,6,10,2,1,1.0175,w,2015-02-21,1,0,0,3,-0.42952999999999997,291,14,171,34,84,Swansea,EPL,2014
a,1.41451,0.898885,1.41451,0.898885,4,5,1,0,1.8635000000000002,w,2015-02-28,1,0,0,3,0.5156249999999999,188,17,233,25,84,Swansea,EPL,2014
a,0.708217,2.13485,0.708217,2.13485,2,8,2,3,0.4072,l,2015-03-04,0,0,1,0,-1.4266330000000003,370,21,245,33,84,Swansea,EPL,2014
h,0.438751,1.69506,0.438751,1.69506,3,9,0,1,0.40800000000000003,l,2015-03-16,0,0,1,0,-1.256309,329,30,294,32,84,Swansea,EPL,2014
a,1.90437,0.762371,1.90437,0.762371,5,7,1,0,2.2809999999999997,w,2015-03-21,1,0,0,3,1.1419989999999998,171,22,336,28,84,Swansea,EPL,2014
h,1.49943,0.919329,1.49943,0.919329,3,3,3,1,1.8327,w,2015-04-04,1,0,0,3,0.5801010000000001,263,26,407,19,84,Swansea,EPL,2014
h,1.09678,0.842056,0.335615,0.842056,4,9,1,1,1.6325,d,2015-04-11,0,1,0,1,-0.506441,236,24,265,21,84,Swansea,EPL,2014
a,0.87346,2.57043,0.87346,2.57043,4,9,0,2,0.3162,l,2015-04-18,0,0,1,0,-1.6969699999999999,136,8,338,31,84,Swansea,EPL,2014
a,1.58825,1.54939,1.58825,1.54939,3,5,3,2,1.3981999999999999,w,2015-04-25,1,0,0,3,0.038859999999999895,202,19,297,39,84,Swansea,EPL,2014
h,2.07645,0.324134,2.07645,0.324134,9,6,2,0,2.6525,w,2015-05-02,1,0,0,3,1.752316,290,25,225,26,84,Swansea,EPL,2014
a,0.347185,1.88364,0.347185,1.88364,0,12,1,0,0.31579999999999997,w,2015-05-11,1,0,0,3,-1.536455,403,14,223,32,84,Swansea,EPL,2014
h,1.06125,2.28119,1.06125,2.28119,8,23,2,4,0.5697,l,2015-05-17,0,0,1,0,-1.21994,284,26,317,24,84,Swansea,EPL,2014
a,0.118613,1.07504,0.118613,1.07504,1,5,0,1,0.3781,l,2015-05-24,0,0,1,0,-0.956427,165,18,229,37,84,Swansea,EPL,2014
h,0.423368,0.909774,0.423368,0.909774,3,4,0,1,0.8041,l,2014-08-16,0,0,1,0,-0.48640599999999995,132,32,323,23,85,Stoke,EPL,2014
a,1.60916,0.870175,1.60916,0.870175,13,2,1,1,1.9946999999999997,d,2014-08-24,0,1,0,1,0.7389849999999999,186,19,246,12,85,Stoke,EPL,2014
a,0.299792,0.891768,0.299792,0.891768,4,19,1,0,0.7476,w,2014-08-30,1,0,0,3,-0.5919760000000001,326,12,104,30,85,Stoke,EPL,2014
h,1.64782,0.598313,1.64782,0.598313,8,6,0,1,2.1916,l,2014-09-13,0,0,1,0,1.0495070000000002,156,23,232,19,85,Stoke,EPL,2014
a,1.45847,1.05642,1.45847,1.05642,6,3,2,2,1.7384,d,2014-09-20,0,1,0,1,0.40205,235,24,238,24,85,Stoke,EPL,2014
h,1.56203,1.13994,1.56203,1.13994,4,6,1,0,1.7168999999999999,w,2014-09-29,1,0,0,3,0.4220900000000001,229,24,171,23,85,Stoke,EPL,2014
a,0.478187,1.40551,0.478187,1.40551,2,1,1,3,0.5162,l,2014-10-04,0,0,1,0,-0.9273230000000001,135,28,235,31,85,Stoke,EPL,2014
h,1.75841,2.26827,0.997239,1.5071,8,6,2,1,0.9257,w,2014-10-19,1,0,0,3,-0.5098610000000001,319,30,188,17,85,Stoke,EPL,2014
a,0.867568,1.3758,0.867568,1.3758,0,8,0,1,0.9484,l,2014-10-25,0,0,1,0,-0.5082319999999999,341,16,187,23,85,Stoke,EPL,2014
h,3.06954,0.528668,3.06954,0.528668,9,5,2,2,2.8156,d,2014-11-01,0,1,0,1,2.540872,156,30,205,21,85,Stoke,EPL,2014
a,1.24867,1.28384,1.24867,1.28384,2,3,2,1,1.3099999999999998,w,2014-11-09,1,0,0,3,-0.035170000000000146,251,22,143,33,85,Stoke,EPL,2014
