h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda.att,ppda.def,ppda_allowed.att,ppda_allowed.def,team_id,team_name,league_name,year
a,0.71711,1.91526,0.71711,1.91526,0,6,1,1,0.43720000000000003,d,2017-11-25,0,1,0,1,-1.19815,309,18,147,23,76,West Bromwich Albion,EPL,2017
h,0.845327,1.1342,0.845327,1.1342,2,3,2,2,1.0646,d,2017-11-28,0,1,0,1,-0.28887300000000005,221,23,216,21,76,West Bromwich Albion,EPL,2017
h,1.65178,0.80924,1.65178,0.80924,12,5,0,0,2.0303,d,2017-12-02,0,1,0,1,0.8425400000000001,162,25,175,13,76,West Bromwich Albion,EPL,2017
a,0.25228,1.01101,0.25228,1.01101,3,2,0,1,0.6035,l,2017-12-09,0,0,1,0,-0.7587299999999999,233,23,194,21,76,West Bromwich Albion,EPL,2017
a,0.520382,2.13915,0.520382,2.13915,1,11,0,0,0.2783,d,2017-12-13,0,1,0,1,-1.6187679999999998,410,14,136,34,76,West Bromwich Albion,EPL,2017
h,1.076,0.898984,1.076,0.898984,3,4,1,2,1.5391,l,2017-12-17,0,0,1,0,0.17701600000000006,302,24,240,18,76,West Bromwich Albion,EPL,2017
a,2.0544,1.7986,2.0544,1.7986,9,2,1,3,1.5365,l,2017-12-23,0,0,1,0,0.2557999999999998,189,21,221,27,76,West Bromwich Albion,EPL,2017
h,1.18168,0.405775,1.18168,0.405775,3,1,0,0,2.0394,d,2017-12-26,0,1,0,1,0.7759050000000001,146,19,155,18,76,West Bromwich Albion,EPL,2017
h,1.39429,0.917801,0.633119,0.917801,6,12,1,1,1.7928,d,2017-12-31,0,1,0,1,-0.284682,316,21,156,8,76,West Bromwich Albion,EPL,2017
a,0.63538,1.0594,0.63538,1.0594,1,10,1,2,0.9266,l,2018-01-02,0,0,1,0,-0.42401999999999995,258,22,216,18,76,West Bromwich Albion,EPL,2017
h,1.38478,0.530765,1.38478,0.530765,3,8,2,0,2.0821,w,2018-01-13,1,0,0,3,0.8540149999999999,223,13,149,20,76,West Bromwich Albion,EPL,2017
a,1.34998,0.92355,1.34998,0.92355,3,7,1,1,1.6943,d,2018-01-20,0,1,0,1,0.42643,226,21,165,37,76,West Bromwich Albion,EPL,2017
a,0.118043,2.68955,0.118043,2.68955,1,16,0,3,0.0664,l,2018-01-31,0,0,1,0,-2.571507,364,13,135,28,76,West Bromwich Albion,EPL,2017
h,0.876603,0.99695,0.876603,0.99695,6,7,2,3,1.2444,l,2018-02-03,0,0,1,0,-0.12034699999999998,268,24,136,17,76,West Bromwich Albion,EPL,2017
a,0.628806,2.37995,0.628806,2.37995,7,13,0,3,0.308,l,2018-02-12,0,0,1,0,-1.751144,288,34,244,24,76,West Bromwich Albion,EPL,2017
h,1.50162,1.18101,1.50162,1.18101,6,5,1,2,1.6378000000000001,l,2018-02-24,0,0,1,0,0.32061000000000006,133,23,205,23,76,West Bromwich Albion,EPL,2017
a,1.09115,1.23526,1.09115,1.23526,3,4,0,1,1.252,l,2018-03-03,0,0,1,0,-0.14410999999999996,193,34,166,20,76,West Bromwich Albion,EPL,2017
h,0.360925,1.86524,0.360925,1.86524,4,7,1,4,0.3053,l,2018-03-10,0,0,1,0,-1.504315,208,20,190,16,76,West Bromwich Albion,EPL,2017
a,1.74488,0.685329,1.74488,0.685329,8,6,1,2,2.2718,l,2018-03-17,0,0,1,0,1.059551,277,17,172,20,76,West Bromwich Albion,EPL,2017
h,0.394723,1.41534,0.394723,1.41534,5,1,1,2,0.3722,l,2018-03-31,0,0,1,0,-1.020617,250,17,212,16,76,West Bromwich Albion,EPL,2017
h,1.22912,0.655729,1.22912,0.655729,10,2,1,1,1.8874,d,2018-04-07,0,1,0,1,0.573391,263,28,279,16,76,West Bromwich Albion,EPL,2017
a,0.824508,0.639748,0.824508,0.639748,1,11,1,0,1.5246000000000002,w,2018-04-15,1,0,0,3,0.18476000000000004,376,19,156,27,76,West Bromwich Albion,EPL,2017
h,1.39669,1.6393,1.39669,1.6393,4,8,2,2,1.156,d,2018-04-21,0,1,0,1,-0.24261,369,21,184,15,76,West Bromwich Albion,EPL,2017
a,0.703096,1.58397,0.703096,1.58397,5,11,1,0,0.6496999999999999,w,2018-04-28,1,0,0,3,-0.880874,296,21,150,18,76,West Bromwich Albion,EPL,2017
h,1.21792,0.969481,1.21792,0.969481,0,11,1,0,1.6414,w,2018-05-05,1,0,0,3,0.24843899999999985,238,12,101,22,76,West Bromwich Albion,EPL,2017
a,0.216004,2.36491,0.216004,2.36491,0,12,0,2,0.0865,l,2018-05-13,0,0,1,0,-2.148906,304,32,221,36,76,West Bromwich Albion,EPL,2017
h,0.988934,1.73657,0.988934,1.73657,3,5,0,3,0.7084,l,2017-08-12,0,0,1,0,-0.747636,117,18,221,32,78,Crystal Palace,EPL,2017
a,0.727364,2.84978,0.727364,2.84978,4,11,0,1,0.2054,l,2017-08-19,0,0,1,0,-2.122416,401,19,127,31,78,Crystal Palace,EPL,2017
h,0.818951,0.966783,0.818951,0.966783,8,1,0,2,1.1777,l,2017-08-26,0,0,1,0,-0.14783199999999996,291,19,288,12,78,Crystal Palace,EPL,2017
a,1.72996,0.429329,1.72996,0.429329,8,2,0,1,2.4137,l,2017-09-10,0,0,1,0,1.3006309999999999,108,23,209,26,78,Crystal Palace,EPL,2017
h,2.03243,1.11428,2.03243,1.11428,10,13,0,1,2.0549,l,2017-09-16,0,0,1,0,0.9181500000000002,279,22,188,20,78,Crystal Palace,EPL,2017
a,0.611018,5.72543,0.611018,5.72543,2,18,0,5,0.0045000000000000005,l,2017-09-23,0,0,1,0,-5.114412000000001,377,13,163,23,78,Crystal Palace,EPL,2017
a,0.244321,3.47508,0.244321,3.47508,3,9,0,4,0.0325,l,2017-09-30,0,0,1,0,-3.230759,376,26,200,19,78,Crystal Palace,EPL,2017
h,1.51873,0.651919,1.51873,0.651919,10,6,2,1,2.0890999999999997,w,2017-10-14,1,0,0,3,0.8668109999999999,318,34,205,25,78,Crystal Palace,EPL,2017
a,0.566845,0.270313,0.566845,0.270313,3,4,0,1,1.5842,l,2017-10-21,0,0,1,0,0.296532,270,26,180,25,78,Crystal Palace,EPL,2017
h,2.91672,0.742845,2.15555,0.742845,11,5,2,2,2.7682,d,2017-10-28,0,1,0,1,1.4127049999999999,169,30,224,21,78,Crystal Palace,EPL,2017
a,1.10222,0.991813,1.10222,0.991813,2,8,0,1,1.4325999999999999,l,2017-11-05,0,0,1,0,0.11040700000000003,326,17,126,23,78,Crystal Palace,EPL,2017
h,2.02983,1.68728,2.02983,0.926114,9,4,2,2,1.6367,d,2017-11-18,0,1,0,1,1.103716,103,18,276,34,78,Crystal Palace,EPL,2017
h,1.48339,0.628292,1.48339,0.628292,8,3,2,1,2.1162,w,2017-11-25,1,0,0,3,0.855098,202,23,243,20,78,Crystal Palace,EPL,2017
a,0.584296,0.475162,0.584296,0.475162,1,2,0,0,1.4193000000000002,d,2017-11-28,0,1,0,1,0.10913400000000006,257,13,224,19,78,Crystal Palace,EPL,2017
a,0.80924,1.65178,0.80924,1.65178,5,12,0,0,0.7136,d,2017-12-02,0,1,0,1,-0.8425400000000001,175,13,162,25,78,Crystal Palace,EPL,2017
h,4.61208,0.962374,3.08974,0.962374,14,6,2,2,2.9338999999999995,d,2017-12-09,0,1,0,1,2.127366,226,28,156,18,78,Crystal Palace,EPL,2017
h,1.10545,1.40441,1.10545,1.40441,3,1,2,1,1.0945,w,2017-12-12,1,0,0,3,-0.2989599999999999,167,19,225,21,78,Crystal Palace,EPL,2017
a,2.25889,0.758241,2.25889,0.758241,3,4,3,0,2.4086,w,2017-12-16,1,0,0,3,1.5006490000000001,253,24,132,29,78,Crystal Palace,EPL,2017
a,1.25546,0.546613,0.494294,0.546613,6,5,1,1,2.0490999999999997,d,2017-12-23,0,1,0,1,-0.052319000000000004,355,17,158,29,78,Crystal Palace,EPL,2017
h,1.14522,1.84104,1.14522,1.84104,8,19,2,3,0.8638000000000001,l,2017-12-28,0,0,1,0,-0.6958200000000001,359,35,155,16,78,Crystal Palace,EPL,2017
h,1.72153,1.09586,0.9604,1.09586,3,11,0,0,1.8953,d,2017-12-31,0,1,0,1,-0.13546000000000002,342,16,69,24,78,Crystal Palace,EPL,2017
a,1.34294,0.445301,1.34294,0.445301,7,6,2,1,2.2206,w,2018-01-02,1,0,0,3,0.8976390000000001,307,19,152,26,78,Crystal Palace,EPL,2017
h,1.80971,0.907849,1.80971,0.907849,2,4,1,0,2.0953999999999997,w,2018-01-13,1,0,0,3,0.9018609999999999,219,21,140,20,78,Crystal Palace,EPL,2017
a,0.501202,3.56519,0.501202,3.56519,7,19,1,4,0.044899999999999995,l,2018-01-20,0,0,1,0,-3.0639879999999997,402,19,237,19,78,Crystal Palace,EPL,2017
a,1.15809,1.11632,1.15809,0.35515,3,4,1,1,1.3296,d,2018-01-30,0,1,0,1,0.80294,115,24,236,24,78,Crystal Palace,EPL,2017
h,3.00238,1.14408,2.24121,1.14408,11,2,1,1,2.5564,d,2018-02-04,0,1,0,1,1.0971300000000002,197,20,216,15,78,Crystal Palace,EPL,2017
a,1.65713,1.48792,0.896038,1.48792,8,12,1,3,1.4849999999999999,l,2018-02-10,0,0,1,0,-0.5918819999999999,194,28,167,38,78,Crystal Palace,EPL,2017
h,0.184958,1.65074,0.184958,1.65074,5,7,0,1,0.2407,l,2018-02-25,0,0,1,0,-1.4657820000000001,345,23,83,20,78,Crystal Palace,EPL,2017
h,0.74138,1.25439,0.74138,1.25439,4,13,2,3,0.8916,l,2018-03-05,0,0,1,0,-0.5130099999999999,335,22,109,17,78,Crystal Palace,EPL,2017
a,1.13893,3.87829,1.13893,3.87829,11,20,1,2,0.1704,l,2018-03-10,0,0,1,0,-2.7393599999999996,291,23,183,24,78,Crystal Palace,EPL,2017
a,2.74705,0.220381,1.98592,0.220381,6,2,2,0,2.9112,w,2018-03-17,1,0,0,3,1.765539,218,21,185,39,78,Crystal Palace,EPL,2017
h,1.90868,1.72037,1.14752,1.72037,4,12,1,2,1.529,l,2018-03-31,0,0,1,0,-0.5728499999999999,380,22,152,24,78,Crystal Palace,EPL,2017
a,1.14558,2.09227,1.14558,2.09227,12,8,2,2,0.6679999999999999,d,2018-04-07,0,1,0,1,-0.94669,278,16,212,15,78,Crystal Palace,EPL,2017
h,2.49925,1.54485,2.49925,1.54485,6,2,3,2,2.2119000000000004,w,2018-04-14,1,0,0,3,0.9543999999999999,171,23,166,24,78,Crystal Palace,EPL,2017
a,0.182325,0.59455,0.182325,0.59455,6,2,0,0,0.7797,d,2018-04-21,0,1,0,1,-0.41222500000000006,156,18,174,44,78,Crystal Palace,EPL,2017
h,2.7876,0.941395,2.02643,0.941395,10,2,5,0,2.6252,w,2018-04-28,1,0,0,3,1.085035,229,24,190,9,78,Crystal Palace,EPL,2017
a,1.31471,0.750175,1.31471,0.750175,9,5,2,1,1.8202,w,2018-05-05,1,0,0,3,0.564535,129,14,197,30,78,Crystal Palace,EPL,2017
h,2.36491,0.216004,2.36491,0.216004,12,0,2,0,2.8525,w,2018-05-13,1,0,0,3,2.148906,221,36,304,32,78,Crystal Palace,EPL,2017
h,1.35651,0.564237,1.35651,0.564237,4,3,2,3,2.0536999999999996,l,2017-08-12,0,0,1,0,0.7922730000000001,179,18,285,12,80,Chelsea,EPL,2017
a,0.834423,0.72428,0.834423,0.72428,2,8,2,1,1.4331999999999998,w,2017-08-20,1,0,0,3,0.11014299999999999,325,23,151,18,80,Chelsea,EPL,2017
h,1.16991,0.326655,1.16991,0.326655,11,4,2,0,2.0959,w,2017-08-27,1,0,0,3,0.8432550000000001,282,19,350,20,80,Chelsea,EPL,2017
a,1.03943,1.34903,1.03943,0.587861,12,2,2,1,1.0166,w,2017-09-09,1,0,0,3,0.4515690000000001,164,15,284,24,80,Chelsea,EPL,2017
h,0.762129,1.42208,0.762129,1.42208,4,5,0,0,0.73740000000000006,d,2017-09-17,0,1,0,1,-0.6599510000000001,284,17,311,31,80,Chelsea,EPL,2017
a,1.59815,0.600959,1.59815,0.600959,7,8,4,0,2.2753,w,2017-09-23,1,0,0,3,0.9971909999999999,189,18,358,17,80,Chelsea,EPL,2017
h,0.911532,1.23068,0.911532,1.23068,2,8,0,1,1.1082,l,2017-09-30,0,0,1,0,-0.319148,404,11,237,30,80,Chelsea,EPL,2017
a,0.651919,1.51873,0.651919,1.51873,6,10,1,2,0.6647000000000001,l,2017-10-14,0,0,1,0,-0.8668109999999999,205,25,318,34,80,Chelsea,EPL,2017
h,1.78315,1.79693,1.78315,1.79693,4,8,4,2,1.3724,w,2017-10-21,1,0,0,3,-0.013779999999999903,207,22,268,31,80,Chelsea,EPL,2017
a,1.78362,0.455055,1.78362,0.455055,14,8,1,0,2.3809,w,2017-10-28,1,0,0,3,1.328565,264,12,360,16,80,Chelsea,EPL,2017
h,1.8417,0.773586,1.8417,0.773586,7,5,1,0,2.1845000000000003,w,2017-11-05,1,0,0,3,1.068114,169,29,212,33,80,Chelsea,EPL,2017
a,1.71709,0.590655,1.71709,0.590655,3,6,4,0,2.2855000000000003,w,2017-11-18,1,0,0,3,1.1264349999999999,219,24,383,24,80,Chelsea,EPL,2017
a,0.739983,1.50368,0.739983,1.50368,9,13,1,1,0.7632000000000001,d,2017-11-25,0,1,0,1,-0.763697,315,14,304,26,80,Chelsea,EPL,2017
h,2.30012,0.0411427,2.30012,0.0411427,9,1,1,0,2.8413,w,2017-11-29,1,0,0,3,2.2589773,237,24,337,16,80,Chelsea,EPL,2017
h,3.07794,0.519549,2.31677,0.519549,20,0,3,1,2.8346,w,2017-12-02,1,0,0,3,1.797221,229,25,436,31,80,Chelsea,EPL,2017
a,1.18891,0.418127,1.18891,0.418127,9,3,0,1,2.0260000000000002,l,2017-12-09,0,0,1,0,0.7707829999999999,144,38,330,23,80,Chelsea,EPL,2017
a,1.8707,0.476748,1.8707,0.476748,11,1,3,1,2.4854000000000003,w,2017-12-12,1,0,0,3,1.393952,290,16,500,15,80,Chelsea,EPL,2017
h,1.29018,0.587081,1.29018,0.587081,12,6,1,0,1.9074,w,2017-12-16,1,0,0,3,0.7030990000000001,311,18,261,27,80,Chelsea,EPL,2017
a,1.84971,0.342403,1.84971,0.342403,17,1,0,0,2.6005,d,2017-12-23,0,1,0,1,1.507307,167,17,320,25,80,Chelsea,EPL,2017
h,2.16934,0.452601,2.16934,0.452601,17,3,2,0,2.5649,w,2017-12-26,1,0,0,3,1.716739,196,20,355,9,80,Chelsea,EPL,2017
h,3.09527,0.28218,2.33414,0.28218,4,0,5,0,2.9232,w,2017-12-30,1,0,0,3,2.0519600000000002,296,16,405,19,80,Chelsea,EPL,2017
a,3.0768,1.23205,2.31563,1.23205,11,18,2,2,2.5102999999999995,d,2018-01-03,0,1,0,1,1.08358,326,26,264,24,80,Chelsea,EPL,2017
h,0.622946,1.36341,0.622946,1.36341,8,8,0,0,0.7192000000000001,d,2018-01-13,0,1,0,1,-0.740464,222,35,245,23,80,Chelsea,EPL,2017
a,1.52008,0.881174,1.52008,0.881174,12,9,4,0,1.8882999999999999,w,2018-01-20,1,0,0,3,0.6389060000000001,208,13,343,30,80,Chelsea,EPL,2017
h,1.14795,1.42447,1.14795,1.42447,5,3,0,3,1.0815,l,2018-01-31,0,0,1,0,-0.2765199999999999,168,21,353,38,80,Chelsea,EPL,2017
a,0.573557,2.12696,0.573557,1.36579,5,13,1,4,0.3106,l,2018-02-05,0,0,1,0,-0.7922330000000001,218,19,312,32,80,Chelsea,EPL,2017
h,2.37995,0.628806,2.37995,0.628806,13,7,3,0,2.5486999999999997,w,2018-02-12,1,0,0,3,1.751144,244,24,288,34,80,Chelsea,EPL,2017
a,1.68958,1.30036,1.68958,1.30036,8,7,1,2,1.7008,l,2018-02-25,0,0,1,0,0.3892200000000001,203,21,317,31,80,Chelsea,EPL,2017
a,0.118301,0.953312,0.118301,0.953312,3,9,0,1,0.48260000000000003,l,2018-03-04,0,0,1,0,-0.8350110000000001,580,7,253,29,80,Chelsea,EPL,2017
h,3.87829,1.13893,3.87829,1.13893,20,11,2,1,2.7603,w,2018-03-10,1,0,0,3,2.7393599999999996,183,24,291,23,80,Chelsea,EPL,2017
h,1.209,1.3895,1.209,1.3895,12,2,1,3,1.1733,l,2018-04-01,0,0,1,0,-0.18049999999999988,287,25,261,31,80,Chelsea,EPL,2017
h,2.12073,0.302554,2.12073,0.302554,20,4,1,1,2.6606,d,2018-04-08,0,1,0,1,1.818176,243,24,293,19,80,Chelsea,EPL,2017
a,0.663817,1.2922,0.663817,1.2922,8,1,3,2,0.8066,w,2018-04-14,1,0,0,3,-0.628383,194,23,245,22,80,Chelsea,EPL,2017
a,1.7717,0.221642,1.7717,0.221642,13,1,2,1,2.6216,w,2018-04-19,1,0,0,3,1.550058,223,17,394,20,80,Chelsea,EPL,2017
a,1.45426,0.502964,1.45426,0.502964,14,3,1,0,2.1507,w,2018-04-28,1,0,0,3,0.9512960000000001,324,10,376,30,80,Chelsea,EPL,2017
h,0.806168,0.427002,0.806168,0.427002,8,16,1,0,1.6828,w,2018-05-06,1,0,0,3,0.379166,438,20,163,27,80,Chelsea,EPL,2017
h,2.25256,0.631021,2.25256,0.631021,26,1,1,1,2.5058,d,2018-05-09,0,1,0,1,1.6215389999999998,109,14,396,21,80,Chelsea,EPL,2017
a,0.843284,2.24197,0.843284,2.24197,3,4,0,3,0.2985,l,2018-05-13,0,0,1,0,-1.3986859999999997,197,23,321,31,80,Chelsea,EPL,2017
a,0.62654,2.63853,0.62654,2.63853,9,10,0,4,0.2288,l,2017-08-13,0,0,1,0,-2.01199,267,20,234,25,81,West Ham,EPL,2017
a,1.53269,2.1424,1.53269,0.620063,1,14,2,3,0.8806,l,2017-08-19,0,0,1,0,0.9126270000000001,305,13,131,27,81,West Ham,EPL,2017
a,0.558484,2.76107,0.558484,2.76107,0,7,0,3,0.1361,l,2017-08-26,0,0,1,0,-2.202586,97,17,295,26,81,West Ham,EPL,2017
h,1.94969,0.339338,1.94969,0.339338,3,1,2,0,2.7121000000000004,w,2017-09-11,1,0,0,3,1.610352,246,27,145,19,81,West Ham,EPL,2017
a,0.266344,0.781891,0.266344,0.781891,0,0,0,0,0.7394000000000001,d,2017-09-16,0,1,0,1,-0.515547,152,18,323,12,81,West Ham,EPL,2017
h,0.67667,1.45327,0.67667,1.45327,2,3,2,3,0.6903,l,2017-09-23,0,0,1,0,-0.7766000000000001,219,35,178,26,81,West Ham,EPL,2017
h,0.692185,0.178568,0.692185,0.178568,0,0,1,0,1.8496,w,2017-09-30,1,0,0,3,0.513617,309,27,200,24,81,West Ham,EPL,2017
a,0.835192,0.70219,0.835192,0.70219,4,11,1,1,1.489,d,2017-10-14,0,1,0,1,0.13300200000000006,224,17,120,18,81,West Ham,EPL,2017
h,0.569111,1.98345,0.569111,1.22228,5,2,0,3,0.34099999999999997,l,2017-10-20,0,0,1,0,-0.653169,197,16,329,17,81,West Ham,EPL,2017
a,0.742845,2.91672,0.742845,2.15555,5,11,2,2,0.148,d,2017-10-28,0,1,0,1,-1.4127049999999999,224,21,169,30,81,West Ham,EPL,2017
h,1.13045,2.8773,1.13045,2.8773,2,8,1,4,0.3473,l,2017-11-04,0,0,1,0,-1.74685,293,18,249,29,81,West Ham,EPL,2017
a,1.43369,1.24547,1.43369,1.24547,3,12,0,2,1.5750000000000002,l,2017-11-19,0,0,1,0,0.18821999999999983,289,19,238,25,81,West Ham,EPL,2017
h,0.775297,0.453851,0.775297,0.453851,4,1,1,1,1.6274,d,2017-11-24,0,1,0,1,0.321446,254,22,169,23,81,West Ham,EPL,2017
a,1.03658,1.76497,0.275413,0.90791,10,5,0,4,0.6482,l,2017-11-29,0,0,1,0,-0.632497,248,15,284,31,81,West Ham,EPL,2017
a,0.474483,2.45603,0.474483,2.45603,1,23,1,2,0.1734,l,2017-12-03,0,0,1,0,-1.9815470000000002,293,10,117,25,81,West Ham,EPL,2017
h,0.418127,1.18891,0.418127,1.18891,3,9,1,0,0.6688000000000001,w,2017-12-09,1,0,0,3,-0.7707829999999999,330,23,144,38,81,West Ham,EPL,2017
h,0.405172,1.02186,0.405172,1.02186,5,20,0,0,0.7889999999999999,d,2017-12-13,0,1,0,1,-0.616688,284,21,143,27,81,West Ham,EPL,2017
a,3.08244,0.983293,2.32127,0.983293,6,4,3,0,2.6336,w,2017-12-16,1,0,0,3,1.3379770000000002,195,15,212,40,81,West Ham,EPL,2017
h,2.31898,1.90622,1.55781,1.90622,9,3,2,3,1.6752,l,2017-12-23,0,0,1,0,-0.3484100000000001,105,16,219,18,81,West Ham,EPL,2017
a,1.87596,2.84928,1.87596,2.84928,4,13,3,3,0.758,d,2017-12-26,0,1,0,1,-0.9733199999999997,223,30,166,25,81,West Ham,EPL,2017
h,1.0594,0.63538,1.0594,0.63538,10,1,2,1,1.7486,w,2018-01-02,1,0,0,3,0.42401999999999995,216,18,258,22,81,West Ham,EPL,2017
a,0.612933,1.64908,0.612933,1.64908,1,12,1,1,0.6068,d,2018-01-04,0,1,0,1,-1.0361470000000002,312,14,140,27,81,West Ham,EPL,2017
a,0.986853,0.681,0.986853,0.681,4,2,4,1,1.5857999999999999,w,2018-01-13,1,0,0,3,0.30585299999999993,327,22,139,24,81,West Ham,EPL,2017
h,0.980241,0.501886,0.980241,0.501886,6,4,1,1,1.8218999999999999,d,2018-01-20,0,1,0,1,0.478355,217,17,165,18,81,West Ham,EPL,2017
h,1.11632,1.15809,0.35515,1.15809,4,3,1,1,1.2045,d,2018-01-30,0,1,0,1,-0.80294,236,24,115,24,81,West Ham,EPL,2017
a,0.443751,1.64227,0.443751,1.64227,4,5,1,3,0.45310000000000006,l,2018-02-03,0,0,1,0,-1.198519,204,22,194,24,81,West Ham,EPL,2017
h,1.83359,0.799928,1.83359,0.799928,2,9,2,0,2.2005,w,2018-02-10,1,0,0,3,1.033662,208,23,102,19,81,West Ham,EPL,2017
a,0.33527,3.9205,0.33527,3.9205,2,19,1,4,0.023,l,2018-02-24,0,0,1,0,-3.58523,365,17,160,30,81,West Ham,EPL,2017
a,0.497211,2.30838,0.497211,1.54721,4,2,1,4,0.18409999999999999,l,2018-03-03,0,0,1,0,-1.049999,220,22,326,23,81,West Ham,EPL,2017
h,0.72673,1.41929,0.72673,1.41929,6,7,0,3,0.7056,l,2018-03-10,0,0,1,0,-0.69256,189,18,152,10,81,West Ham,EPL,2017
h,1.44971,0.446641,1.44971,0.446641,3,4,3,0,2.2704,w,2018-03-31,1,0,0,3,1.003069,198,24,179,26,81,West Ham,EPL,2017
a,0.302554,2.12073,0.302554,2.12073,4,20,1,1,0.2129,d,2018-04-08,0,1,0,1,-1.818176,293,19,243,24,81,West Ham,EPL,2017
h,0.807456,1.41085,0.807456,1.41085,19,10,1,1,0.8155,d,2018-04-16,0,1,0,1,-0.603394,126,23,224,25,81,West Ham,EPL,2017
a,0.623161,2.07299,0.623161,2.07299,5,18,1,4,0.3974,l,2018-04-22,0,0,1,0,-1.4498289999999998,328,10,159,19,81,West Ham,EPL,2017
h,0.228917,2.29076,0.228917,2.29076,2,23,1,4,0.14800000000000002,l,2018-04-29,0,0,1,0,-2.061843,502,16,157,27,81,West Ham,EPL,2017
a,1.43027,0.391738,1.43027,0.391738,7,2,2,0,2.2897000000000003,w,2018-05-05,1,0,0,3,1.038532,221,24,172,23,81,West Ham,EPL,2017
h,0.783043,0.596075,0.783043,0.596075,5,6,0,0,1.4906000000000001,d,2018-05-10,0,1,0,1,0.18696800000000002,298,31,275,28,81,West Ham,EPL,2017
h,1.18299,1.67867,1.18299,1.67867,9,4,3,1,0.99,w,2018-05-13,1,0,0,3,-0.4956800000000001,188,15,226,16,81,West Ham,EPL,2017
a,2.34418,0.634633,2.34418,0.634633,8,2,2,0,2.5751,w,2017-08-13,1,0,0,3,1.7095470000000001,114,16,413,14,82,Tottenham,EPL,2017
h,0.72428,0.834423,0.72428,0.834423,8,2,1,2,1.2090999999999998,l,2017-08-20,0,0,1,0,-0.11014299999999999,151,18,325,23,82,Tottenham,EPL,2017
h,2.3497,0.670943,2.3497,0.670943,15,5,1,1,2.4954,d,2017-08-27,0,1,0,1,1.678757,145,21,319,18,82,Tottenham,EPL,2017
a,2.17535,1.15144,2.17535,1.15144,9,9,3,0,2.1075999999999997,w,2017-09-09,1,0,0,3,1.0239099999999999,275,26,242,23,82,Tottenham,EPL,2017
h,1.17894,0.154074,1.17894,0.154074,12,0,0,0,2.2479,d,2017-09-16,0,1,0,1,1.024866,125,26,341,14,82,Tottenham,EPL,2017
a,1.45327,0.67667,1.45327,0.67667,3,2,3,2,2.0349,w,2017-09-23,1,0,0,3,0.7766000000000001,178,26,219,35,82,Tottenham,EPL,2017
a,1.5608900000000001,0.196648,1.5608900000000001,0.196648,11,2,4,0,2.4672,w,2017-09-30,1,0,0,3,1.3642420000000002,200,15,349,28,82,Tottenham,EPL,2017
h,1.95684,0.17504,1.95684,0.17504,17,1,1,0,2.6984,w,2017-10-14,1,0,0,3,1.7817999999999998,130,30,391,9,82,Tottenham,EPL,2017
h,2.62043,0.667771,2.62043,0.667771,5,8,4,1,2.6531000000000002,w,2017-10-22,1,0,0,3,1.9526589999999997,388,12,224,24,82,Tottenham,EPL,2017
a,1.08708,0.943496,1.08708,0.943496,6,4,0,1,1.4831999999999999,l,2017-10-28,0,0,1,0,0.14358400000000004,175,24,240,23,82,Tottenham,EPL,2017
h,0.991813,1.10222,0.991813,1.10222,8,2,1,0,1.2478,w,2017-11-05,1,0,0,3,-0.11040700000000003,126,23,326,17,82,Tottenham,EPL,2017
a,0.591192,2.24246,0.591192,2.24246,9,11,0,2,0.32489999999999997,l,2017-11-18,0,0,1,0,-1.651268,195,22,278,29,82,Tottenham,EPL,2017
h,1.91526,0.71711,1.91526,0.71711,6,0,1,1,2.3422,d,2017-11-25,0,1,0,1,1.19815,147,23,309,18,82,Tottenham,EPL,2017
a,2.50552,0.924575,2.50552,0.924575,11,4,1,2,2.4700999999999995,l,2017-11-28,0,0,1,0,1.5809450000000003,189,25,271,13,82,Tottenham,EPL,2017
a,0.788817,0.352672,0.788817,0.352672,3,6,1,1,1.8552000000000002,d,2017-12-02,0,1,0,1,0.436145,208,21,235,23,82,Tottenham,EPL,2017
h,4.01925,0.749296,4.01925,0.749296,15,4,5,1,2.9170999999999996,w,2017-12-09,1,0,0,3,3.2699540000000002,111,29,401,10,82,Tottenham,EPL,2017
h,1.87344,0.315616,1.87344,0.315616,6,3,2,0,2.5100000000000002,w,2017-12-13,1,0,0,3,1.557824,127,21,413,7,82,Tottenham,EPL,2017
a,0.182456,4.14588,0.182456,3.28559,1,10,1,4,0.0053,l,2017-12-16,0,0,1,0,-3.103134,230,32,247,31,82,Tottenham,EPL,2017
a,3.30947,0.159735,2.5483,0.159735,9,4,3,0,2.9556,w,2017-12-23,1,0,0,3,2.388565,180,15,289,20,82,Tottenham,EPL,2017
h,3.08413,0.591118,3.08413,0.591118,14,5,5,2,2.8216,w,2017-12-26,1,0,0,3,2.4930120000000002,184,21,268,40,82,Tottenham,EPL,2017
a,1.61843,0.397789,1.61843,0.397789,8,1,2,0,2.4087,w,2018-01-02,1,0,0,3,1.220641,190,31,397,19,82,Tottenham,EPL,2017
h,1.64908,0.612933,1.64908,0.612933,12,1,1,1,2.1464,d,2018-01-04,0,1,0,1,1.0361470000000002,140,27,312,14,82,Tottenham,EPL,2017
h,4.21366,0.290345,4.21366,0.290345,8,3,4,0,2.9832,w,2018-01-13,1,0,0,3,3.923315,198,29,319,30,82,Tottenham,EPL,2017
