h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda.att,ppda.def,ppda_allowed.att,ppda_allowed.def,team_id,team_name,league_name,year
h,2.34997,1.01083,1.5888,1.01083,11,4,3,0,2.393,w,2017-01-02,1,0,0,3,0.5779700000000001,198,18,205,38,72,Everton,EPL,2016
h,0.572528,0.569286,0.572528,0.569286,4,10,4,0,1.2993000000000001,w,2017-01-15,1,0,0,3,0.003242000000000078,357,21,130,23,72,Everton,EPL,2016
a,0.949561,0.463733,0.949561,0.463733,6,6,1,0,1.7577,w,2017-01-21,1,0,0,3,0.485828,186,15,220,17,72,Everton,EPL,2016
a,0.870158,1.7362,0.870158,1.7362,3,8,1,1,0.6706,d,2017-02-01,0,1,0,1,-0.866042,209,15,273,32,72,Everton,EPL,2016
h,2.75981,2.1501,2.75981,2.1501,4,12,6,3,1.7635999999999998,w,2017-02-04,1,0,0,3,0.6097099999999998,294,12,277,25,72,Everton,EPL,2016
a,0.831644,0.651056,0.831644,0.651056,8,5,0,0,1.4974,d,2017-02-11,0,1,0,1,0.18058800000000008,268,37,374,27,72,Everton,EPL,2016
h,1.70366,0.505952,1.70366,0.505952,3,2,2,0,2.2771,w,2017-02-25,1,0,0,3,1.197708,125,21,304,17,72,Everton,EPL,2016
a,0.808013,1.70225,0.808013,1.70225,2,3,2,3,0.7064,l,2017-03-05,0,0,1,0,-0.8942370000000001,238,25,253,23,72,Everton,EPL,2016
h,2.17521,0.127321,2.17521,0.127321,4,2,3,0,2.8124000000000002,w,2017-03-11,1,0,0,3,2.047889,175,18,328,19,72,Everton,EPL,2016
h,2.63141,0.528692,2.63141,0.528692,10,3,4,0,2.7099,w,2017-03-18,1,0,0,3,2.102718,240,24,246,20,72,Everton,EPL,2016
a,1.44152,0.625343,1.44152,0.625343,5,3,1,3,2.1212000000000004,l,2017-04-01,0,0,1,0,0.8161769999999999,228,21,216,32,72,Everton,EPL,2016
a,0.589122,1.67424,0.589122,0.913066,4,14,1,1,0.4839,d,2017-04-04,0,1,0,1,-0.323944,276,18,204,26,72,Everton,EPL,2016
h,2.64597,0.836095,2.64597,0.836095,7,1,4,2,2.5869,w,2017-04-09,1,0,0,3,1.8098750000000001,180,20,314,23,72,Everton,EPL,2016
h,1.67352,1.1469,1.67352,0.385733,7,5,3,1,1.7351,w,2017-04-15,1,0,0,3,1.2877869999999998,126,25,249,24,72,Everton,EPL,2016
a,0.104476,0.668323,0.104476,0.668323,2,2,0,0,0.6293,d,2017-04-22,0,1,0,1,-0.563847,178,24,337,24,72,Everton,EPL,2016
h,0.684516,1.81945,0.684516,1.81945,2,9,0,3,0.5084,l,2017-04-30,0,0,1,0,-1.1349339999999999,238,25,259,16,72,Everton,EPL,2016
a,0.270186,2.09244,0.270186,2.09244,5,4,0,1,0.1273,l,2017-05-06,0,0,1,0,-1.8222539999999998,200,19,354,15,72,Everton,EPL,2016
h,1.12984,1.54861,1.12984,1.54861,5,7,1,0,1.006,w,2017-05-12,1,0,0,3,-0.4187700000000001,153,21,293,20,72,Everton,EPL,2016
a,1.8831,3.35075,1.12193,3.35075,10,15,1,3,0.5574,l,2017-05-21,0,0,1,0,-2.22882,242,16,211,17,72,Everton,EPL,2016
h,0.522847,1.91105,0.522847,1.91105,3,4,1,3,0.3234,l,2016-08-14,0,0,1,0,-1.3882029999999999,351,24,263,25,73,Bournemouth,EPL,2016
a,0.39341,1.69288,0.39341,1.69288,7,13,0,1,0.366,l,2016-08-21,0,0,1,0,-1.29947,172,23,253,34,73,Bournemouth,EPL,2016
a,0.974014,2.659,0.974014,1.89783,8,12,1,1,0.3696,d,2016-08-27,0,1,0,1,-0.9238159999999999,246,19,166,34,73,Bournemouth,EPL,2016
h,0.986511,1.48347,0.986511,1.48347,8,4,1,0,0.8984000000000001,w,2016-09-10,1,0,0,3,-0.49695900000000004,130,19,224,21,73,Bournemouth,EPL,2016
a,0.389672,3.38733,0.389672,3.38733,2,16,0,4,0.0366,l,2016-09-17,0,0,1,0,-2.997658,318,15,189,43,73,Bournemouth,EPL,2016
h,0.693594,1.15724,0.693594,1.15724,4,4,1,0,0.9029999999999999,w,2016-09-24,1,0,0,3,-0.463646,180,21,223,27,73,Bournemouth,EPL,2016
a,1.35487,1.23419,1.35487,1.23419,2,12,2,2,1.4458000000000002,d,2016-10-01,0,1,0,1,0.12068000000000012,153,17,181,28,73,Bournemouth,EPL,2016
h,2.92532,0.388589,2.16415,0.388589,11,1,6,1,2.8351,w,2016-10-15,1,0,0,3,1.7755609999999997,269,36,283,17,73,Bournemouth,EPL,2016
h,0.523371,0.74529,0.523371,0.74529,3,11,0,0,1.0949,d,2016-10-22,0,1,0,1,-0.22191899999999998,281,25,153,28,73,Bournemouth,EPL,2016
a,1.54599,1.44317,1.54599,1.44317,14,6,0,2,1.4223000000000001,l,2016-10-29,0,0,1,0,0.10281999999999991,208,21,235,24,73,Bournemouth,EPL,2016
h,2.6457,1.13672,2.6457,0.375547,24,6,1,2,2.382,l,2016-11-05,0,0,1,0,2.270153,86,20,245,24,73,Bournemouth,EPL,2016
a,1.2401199999999999,1.60429,1.2401199999999999,0.843118,4,8,1,0,1.0476,w,2016-11-19,1,0,0,3,0.39700199999999986,169,28,157,24,73,Bournemouth,EPL,2016
a,2.0491,2.8697,1.28793,2.8697,6,21,1,3,0.8546999999999999,l,2016-11-27,0,0,1,0,-1.58177,223,18,218,27,73,Bournemouth,EPL,2016
h,2.5439600000000002,1.26532,1.78279,1.26532,6,7,4,3,2.4191000000000003,w,2016-12-04,1,0,0,3,0.5174700000000001,309,19,216,31,73,Bournemouth,EPL,2016
a,1.00194,2.15178,1.00194,2.15178,6,9,2,3,0.5172,l,2016-12-10,0,0,1,0,-1.14984,80,22,227,18,73,Bournemouth,EPL,2016
h,0.64118,1.6751,0.64118,1.6751,4,10,1,0,0.5264,w,2016-12-13,1,0,0,3,-1.0339200000000002,134,18,293,27,73,Bournemouth,EPL,2016
h,0.492912,1.69451,0.492912,1.69451,5,10,1,3,0.3379,l,2016-12-18,0,0,1,0,-1.201598,282,22,193,23,73,Bournemouth,EPL,2016
a,0.650942,1.71303,0.650942,0.95186,5,9,0,3,0.48579999999999995,l,2016-12-26,0,0,1,0,-0.300918,220,23,361,27,73,Bournemouth,EPL,2016
a,2.43608,0.515218,2.43608,0.515218,9,4,3,0,2.6917,w,2016-12-31,1,0,0,3,1.920862,245,20,339,27,73,Bournemouth,EPL,2016
h,1.55859,1.12629,0.79742,1.12629,4,22,3,3,1.7332999999999998,d,2017-01-03,0,1,0,1,-0.32887,290,25,162,24,73,Bournemouth,EPL,2016
a,1.43455,1.18904,0.673383,1.18904,4,2,1,3,1.5775000000000001,l,2017-01-14,0,0,1,0,-0.5156570000000001,187,15,311,24,73,Bournemouth,EPL,2016
h,1.14791,1.08731,1.14791,1.08731,7,4,2,2,1.3794,d,2017-01-21,0,1,0,1,0.06059999999999999,154,13,215,27,73,Bournemouth,EPL,2016
h,0.32099,1.60667,0.32099,1.60667,1,3,0,2,0.3274,l,2017-01-31,0,0,1,0,-1.2856800000000002,68,22,215,31,73,Bournemouth,EPL,2016
a,2.1501,2.75981,2.1501,2.75981,12,4,3,6,1.0133,l,2017-02-04,0,0,1,0,-0.6097099999999998,277,25,294,12,73,Bournemouth,EPL,2016
h,0.152385,2.953,0.152385,2.953,4,8,0,2,0.044399999999999995,l,2017-02-13,0,0,1,0,-2.8006149999999996,338,21,191,25,73,Bournemouth,EPL,2016
a,1.22747,1.6124,0.466297,1.6124,12,5,1,2,0.9866000000000001,l,2017-02-25,0,0,1,0,-1.146103,136,10,344,21,73,Bournemouth,EPL,2016
a,0.816172,2.5377,0.0550028,1.77653,2,15,1,1,0.2422,d,2017-03-04,0,1,0,1,-1.7215272,305,15,169,29,73,Bournemouth,EPL,2016
h,3.68186,1.25315,2.15952,1.25315,6,10,3,2,2.714,w,2017-03-11,1,0,0,3,0.9063700000000001,159,29,167,26,73,Bournemouth,EPL,2016
h,1.00816,0.37687,1.00816,0.37687,5,3,2,0,1.9388,w,2017-03-18,1,0,0,3,0.6312899999999999,249,28,236,24,73,Bournemouth,EPL,2016
a,2.06307,1.00252,1.3019,1.00252,4,7,0,0,2.1895000000000002,d,2017-04-01,0,1,0,1,0.29938,360,23,166,16,73,Bournemouth,EPL,2016
a,1.31233,2.17263,1.31233,2.17263,1,6,2,2,0.7405999999999999,d,2017-04-05,0,1,0,1,-0.8602999999999998,350,15,169,36,73,Bournemouth,EPL,2016
h,0.384152,1.52126,0.384152,1.52126,2,14,1,3,0.48009999999999997,l,2017-04-08,0,0,1,0,-1.137108,284,20,290,16,73,Bournemouth,EPL,2016
a,0.211502,3.28588,0.211502,3.28588,5,15,0,4,0.0461,l,2017-04-15,0,0,1,0,-3.0743780000000003,364,16,165,19,73,Bournemouth,EPL,2016
h,3.27712,0.2072,3.27712,0.2072,12,2,4,0,2.9286000000000003,w,2017-04-22,1,0,0,3,3.06992,178,25,281,14,73,Bournemouth,EPL,2016
a,1.53094,1.6667,1.53094,1.6667,12,13,1,0,1.2483,w,2017-04-29,1,0,0,3,-0.1357600000000001,157,24,206,27,73,Bournemouth,EPL,2016
h,1.30668,2.3019,1.30668,2.3019,3,4,2,2,0.6498,d,2017-05-06,0,1,0,1,-0.9952199999999998,196,18,281,29,73,Bournemouth,EPL,2016
h,1.5499,1.1511,1.5499,1.1511,14,6,2,1,1.6577,w,2017-05-13,1,0,0,3,0.39880000000000004,198,20,253,28,73,Bournemouth,EPL,2016
a,0.87072,2.45308,0.87072,2.45308,3,11,1,1,0.3191,d,2017-05-21,0,1,0,1,-1.58236,194,22,214,25,73,Bournemouth,EPL,2016
h,0.937328,0.180046,0.937328,0.180046,6,4,1,1,2.0192,d,2016-08-13,0,1,0,1,0.757282,158,24,344,23,74,Southampton,EPL,2016
a,0.613233,1.36553,0.613233,0.604363,8,9,0,2,0.6519,l,2016-08-19,0,0,1,0,0.008870000000000045,213,31,258,15,74,Southampton,EPL,2016
h,0.613743,1.39142,0.613743,0.630251,4,7,1,1,0.6205,d,2016-08-27,0,1,0,1,-0.016507999999999967,111,19,258,17,74,Southampton,EPL,2016
a,1.17522,1.89219,1.17522,1.13102,1,13,1,2,0.8200000000000001,l,2016-09-10,0,0,1,0,0.04420000000000002,297,24,248,23,74,Southampton,EPL,2016
h,2.15218,0.490661,2.15218,0.490661,7,4,1,0,2.5410000000000004,w,2016-09-18,1,0,0,3,1.661519,213,25,237,14,74,Southampton,EPL,2016
a,2.97877,0.693818,2.97877,0.693818,12,4,3,0,2.7415000000000003,w,2016-09-25,1,0,0,3,2.2849519999999997,203,22,272,23,74,Southampton,EPL,2016
a,0.920963,0.446309,0.920963,0.446309,8,4,0,0,1.7853,d,2016-10-02,0,1,0,1,0.47465399999999996,230,21,388,20,74,Southampton,EPL,2016
h,4.21181,1.03126,3.45064,0.270091,9,4,3,1,2.89,w,2016-10-16,1,0,0,3,3.180549,163,9,281,17,74,Southampton,EPL,2016
a,0.563752,1.15321,0.563752,1.15321,4,11,1,1,0.8156000000000001,d,2016-10-23,0,1,0,1,-0.589458,297,27,145,23,74,Southampton,EPL,2016
h,0.422364,1.14759,0.422364,1.14759,5,8,0,2,0.6889000000000001,l,2016-10-30,0,0,1,0,-0.7252260000000001,208,29,237,19,74,Southampton,EPL,2016
a,2.03046,0.561215,1.26929,0.561215,13,3,1,2,2.4746,l,2016-11-06,0,0,1,0,0.708075,176,26,335,11,74,Southampton,EPL,2016
h,0.0942055,1.68802,0.0942055,1.68802,0,11,0,0,0.1921,d,2016-11-19,0,1,0,1,-1.5938145000000001,325,17,182,41,74,Southampton,EPL,2016
h,2.80562,0.615174,2.80562,0.615174,8,8,1,0,2.7423,w,2016-11-27,1,0,0,3,2.1904459999999997,180,28,223,26,74,Southampton,EPL,2016
a,0.764357,2.20073,0.764357,2.20073,9,2,0,3,0.3466,l,2016-12-03,0,0,1,0,-1.4363730000000001,148,28,218,26,74,Southampton,EPL,2016
h,1.72919,0.493941,1.72919,0.493941,6,1,1,0,2.4456999999999995,w,2016-12-11,1,0,0,3,1.235249,219,24,289,29,74,Southampton,EPL,2016
a,0.723114,0.333754,0.723114,0.333754,15,1,0,0,1.6892,d,2016-12-15,0,1,0,1,0.38936000000000004,85,27,227,4,74,Southampton,EPL,2016
a,1.69451,0.492912,1.69451,0.492912,10,5,3,1,2.4754,w,2016-12-18,1,0,0,3,1.201598,193,23,282,22,74,Southampton,EPL,2016
h,0.403743,1.61035,0.403743,0.849177,1,7,1,4,0.38130000000000003,l,2016-12-28,0,0,1,0,-0.44543399999999994,321,21,162,27,74,Southampton,EPL,2016
h,0.371668,0.6675,0.371668,0.6675,4,3,1,2,0.9661,l,2016-12-31,0,0,1,0,-0.295832,115,30,310,33,74,Southampton,EPL,2016
a,1.01083,2.34997,1.01083,1.5888,4,11,0,3,0.43970000000000004,l,2017-01-02,0,0,1,0,-0.5779700000000001,205,38,198,18,74,Southampton,EPL,2016
a,0.962065,0.464555,0.962065,0.464555,4,4,0,1,1.7849,l,2017-01-14,0,0,1,0,0.49750999999999995,132,21,198,22,74,Southampton,EPL,2016
h,2.49923,0.935866,1.73806,0.935866,4,3,3,0,2.47,w,2017-01-22,1,0,0,3,0.802194,124,22,222,19,74,Southampton,EPL,2016
a,0.907103,0.760046,0.907103,0.760046,5,2,1,2,1.49,l,2017-01-31,0,0,1,0,0.147057,238,26,347,22,74,Southampton,EPL,2016
h,1.06276,0.91785,1.06276,0.91785,5,2,1,3,1.3928,l,2017-02-04,0,0,1,0,0.14490999999999987,213,21,274,29,74,Southampton,EPL,2016
a,1.72717,0.197925,1.72717,0.197925,9,3,4,0,2.5643,w,2017-02-11,1,0,0,3,1.5292450000000002,267,32,273,21,74,Southampton,EPL,2016
a,1.33681,1.40104,1.33681,1.40104,5,8,4,3,1.3015,w,2017-03-04,1,0,0,3,-0.06423000000000001,110,15,233,29,74,Southampton,EPL,2016
a,0.839989,1.64328,0.839989,0.882109,5,8,1,2,0.6667,l,2017-03-19,0,0,1,0,-0.042120000000000046,210,23,246,23,74,Southampton,EPL,2016
h,1.00252,2.06307,1.00252,1.3019,7,4,0,0,0.604,d,2017-04-01,0,1,0,1,-0.29938,166,16,360,23,74,Southampton,EPL,2016
h,3.34327,1.73055,3.34327,1.73055,18,7,3,1,2.3653,w,2017-04-05,1,0,0,3,1.61272,90,20,174,18,74,Southampton,EPL,2016
a,0.910339,2.01721,0.910339,2.01721,10,8,1,0,0.5555,w,2017-04-08,1,0,0,3,-1.106871,147,25,315,24,74,Southampton,EPL,2016
h,0.616753,2.74188,0.616753,2.74188,4,8,0,3,0.191,l,2017-04-15,0,0,1,0,-2.125127,365,23,245,19,74,Southampton,EPL,2016
a,1.32952,1.4438,1.32952,1.4438,6,23,2,4,1.3187,l,2017-04-25,0,0,1,0,-0.11427999999999994,239,16,286,14,74,Southampton,EPL,2016
h,1.24844,0.472435,0.487272,0.472435,6,11,0,0,2.1799,d,2017-04-29,0,1,0,1,0.014836999999999989,172,28,254,28,74,Southampton,EPL,2016
a,0.182082,1.35967,0.182082,0.598504,2,12,0,0,0.2623,d,2017-05-07,0,1,0,1,-0.41642200000000007,283,23,163,25,74,Southampton,EPL,2016
h,1.25259,1.35954,1.25259,1.35954,4,15,0,2,1.2566000000000002,l,2017-05-10,0,0,1,0,-0.10694999999999988,229,14,234,20,74,Southampton,EPL,2016
a,1.52569,1.32885,0.764523,1.32885,4,8,2,1,1.5171,w,2017-05-13,1,0,0,3,-0.5643270000000001,180,22,304,21,74,Southampton,EPL,2016
h,1.66533,0.45805,0.904161,0.45805,5,3,0,0,2.3925,d,2017-05-17,0,1,0,1,0.446111,238,18,286,17,74,Southampton,EPL,2016
h,1.3554,0.983464,1.3554,0.983464,12,7,0,1,1.6451,l,2017-05-21,0,0,1,0,0.37193599999999993,147,27,281,22,74,Southampton,EPL,2016
a,2.45631,0.740018,1.69514,0.740018,5,0,1,2,2.5892,l,2016-08-13,0,0,1,0,0.9551220000000001,282,25,268,15,75,Leicester,EPL,2016
h,0.553693,0.521509,0.553693,0.521509,8,12,0,0,1.3239999999999998,d,2016-08-20,0,1,0,1,0.03218399999999999,268,36,153,23,75,Leicester,EPL,2016
h,2.47977,0.32818,1.60174,0.32818,3,4,2,1,2.8104,w,2016-08-27,1,0,0,3,1.2735599999999998,205,35,204,18,75,Leicester,EPL,2016
a,1.22508,2.76916,1.22508,2.76916,3,14,1,4,0.46730000000000005,l,2016-09-10,0,0,1,0,-1.54408,325,22,153,10,75,Leicester,EPL,2016
h,1.98503,0.464523,1.98503,0.464523,6,1,3,0,2.5679,w,2016-09-17,1,0,0,3,1.520507,185,19,255,17,75,Leicester,EPL,2016
a,0.286966,2.45604,0.286966,2.45604,11,11,1,4,0.0932,l,2016-09-24,0,0,1,0,-2.1690739999999997,428,22,153,22,75,Leicester,EPL,2016
h,0.446309,0.920963,0.446309,0.920963,4,8,0,0,0.8516999999999999,d,2016-10-02,0,1,0,1,-0.47465399999999996,388,20,230,21,75,Leicester,EPL,2016
a,0.182549,3.11573,0.182549,3.11573,3,12,0,3,0.039099999999999996,l,2016-10-15,0,0,1,0,-2.9331810000000003,320,25,258,23,75,Leicester,EPL,2016
h,1.7041,1.656,1.7041,1.656,10,8,3,1,1.4057000000000002,w,2016-10-22,1,0,0,3,0.04810000000000003,277,32,166,23,75,Leicester,EPL,2016
a,0.740987,1.69833,0.740987,0.937162,6,9,1,1,0.5628,d,2016-10-29,0,1,0,1,-0.1961750000000001,267,33,111,15,75,Leicester,EPL,2016
h,0.629678,0.78196,0.629678,0.78196,5,1,1,2,1.1768,l,2016-11-06,0,0,1,0,-0.15228200000000003,166,19,266,27,75,Leicester,EPL,2016
a,1.19686,0.7197,0.435691,0.7197,6,5,1,2,1.8374000000000001,l,2016-11-19,0,0,1,0,-0.284009,143,28,191,21,75,Leicester,EPL,2016
h,2.0478,0.425252,0.525466,0.425252,7,6,2,2,2.6753,d,2016-11-26,0,1,0,1,0.10021399999999997,319,27,148,22,75,Leicester,EPL,2016
a,1.13791,1.4282,1.13791,1.4282,3,9,1,2,1.1514,l,2016-12-03,0,0,1,0,-0.29028999999999994,200,29,160,14,75,Leicester,EPL,2016
h,2.60583,0.970372,2.60583,0.970372,4,19,4,2,2.5126999999999997,w,2016-12-10,1,0,0,3,1.635458,340,20,72,11,75,Leicester,EPL,2016
a,1.6751,0.64118,1.6751,0.64118,10,4,0,1,2.2427,l,2016-12-13,0,0,1,0,1.0339200000000002,293,27,134,18,75,Leicester,EPL,2016
a,1.25572,2.518,1.25572,1.75683,4,7,2,2,0.4891,d,2016-12-17,0,1,0,1,-0.5011099999999999,302,18,160,17,75,Leicester,EPL,2016
h,0.377464,1.25512,0.377464,1.25512,6,4,0,2,0.5357000000000001,l,2016-12-26,0,0,1,0,-0.877656,279,26,166,17,75,Leicester,EPL,2016
h,1.10842,1.58333,1.10842,1.58333,7,6,1,0,1.0183,w,2016-12-31,1,0,0,3,-0.47490999999999994,280,19,132,14,75,Leicester,EPL,2016
a,0.477078,0.697108,0.477078,0.697108,9,2,0,0,1.0327,d,2017-01-02,0,1,0,1,-0.22002999999999995,281,30,133,19,75,Leicester,EPL,2016
h,0.179144,0.738826,0.179144,0.738826,2,7,0,3,0.6538,l,2017-01-14,0,0,1,0,-0.559682,369,17,165,20,75,Leicester,EPL,2016
a,0.935866,2.49923,0.935866,1.73806,3,4,0,3,0.36639999999999995,l,2017-01-22,0,0,1,0,-0.802194,222,19,124,22,75,Leicester,EPL,2016
a,0.775645,1.82995,0.775645,1.82995,4,13,0,1,0.6049,l,2017-01-31,0,0,1,0,-1.0543049999999998,168,9,120,19,75,Leicester,EPL,2016
h,0.492009,1.98688,0.492009,1.98688,1,9,0,3,0.3473,l,2017-02-05,0,0,1,0,-1.494871,337,17,124,20,75,Leicester,EPL,2016
a,0.672883,0.693376,0.672883,0.693376,6,2,0,2,1.2836,l,2017-02-12,0,0,1,0,-0.020492999999999983,270,23,263,19,75,Leicester,EPL,2016
h,1.54732,0.789939,1.54732,0.789939,3,17,3,1,1.975,w,2017-02-27,1,0,0,3,0.7573810000000001,304,22,104,28,75,Leicester,EPL,2016
h,1.81255,1.1216,1.81255,1.1216,11,3,3,1,1.8992000000000002,w,2017-03-04,1,0,0,3,0.6909500000000002,239,29,153,22,75,Leicester,EPL,2016
a,2.17004,2.32174,2.17004,2.32174,6,8,3,2,1.286,w,2017-03-18,1,0,0,3,-0.15169999999999995,279,18,168,22,75,Leicester,EPL,2016
h,1.97444,1.36671,1.97444,1.36671,4,6,2,0,1.8178,w,2017-04-01,1,0,0,3,0.6077299999999999,227,17,181,20,75,Leicester,EPL,2016
h,0.929134,0.7012,0.929134,0.7012,4,3,2,0,1.5353,w,2017-04-04,1,0,0,3,0.22793399999999997,150,12,190,28,75,Leicester,EPL,2016
a,0.836095,2.64597,0.836095,2.64597,1,7,2,4,0.28559999999999997,l,2017-04-09,0,0,1,0,-1.8098750000000001,314,23,180,20,75,Leicester,EPL,2016
a,0.467725,1.67894,0.467725,1.67894,4,7,2,2,0.45730000000000004,d,2017-04-15,0,1,0,1,-1.2112150000000002,201,31,118,23,75,Leicester,EPL,2016
a,0.595173,0.410203,0.595173,0.410203,4,10,0,1,1.4749999999999999,l,2017-04-26,0,0,1,0,0.18496999999999997,309,13,158,16,75,Leicester,EPL,2016
a,0.570664,0.809101,0.570664,0.809101,2,10,1,0,1.1113,w,2017-04-29,1,0,0,3,-0.238437,185,23,134,19,75,Leicester,EPL,2016
h,1.00566,0.512433,1.00566,0.512433,5,6,3,0,1.7805,w,2017-05-06,1,0,0,3,0.49322699999999997,272,28,165,20,75,Leicester,EPL,2016
a,1.62503,1.98776,0.86386,1.22663,3,13,1,2,1.1001999999999998,l,2017-05-13,0,0,1,0,-0.36277000000000015,307,26,144,23,75,Leicester,EPL,2016
h,0.725721,2.64912,0.725721,2.64912,2,9,1,6,0.2361,l,2017-05-18,0,0,1,0,-1.9233989999999999,338,29,161,21,75,Leicester,EPL,2016
h,2.45308,0.87072,2.45308,0.87072,11,3,1,1,2.5208,d,2017-05-21,0,1,0,1,1.58236,214,25,194,22,75,Leicester,EPL,2016
a,0.684593,0.990062,0.684593,0.990062,5,4,1,0,1.0403,w,2016-08-13,1,0,0,3,-0.305469,184,26,98,23,76,West Bromwich Albion,EPL,2016
h,2.01885,1.83897,2.01885,1.83897,7,8,1,2,1.4513999999999998,l,2016-08-20,0,0,1,0,0.17988000000000004,321,27,136,28,76,West Bromwich Albion,EPL,2016
h,0.696845,0.396816,0.696845,0.396816,5,4,0,0,1.5925,d,2016-08-28,0,1,0,1,0.30002900000000005,322,18,175,26,76,West Bromwich Albion,EPL,2016
a,1.48347,0.986511,1.48347,0.986511,4,8,0,1,1.8146,l,2016-09-10,0,0,1,0,0.49695900000000004,224,21,130,19,76,West Bromwich Albion,EPL,2016
h,1.94229,2.37422,1.18112,1.61305,2,10,4,2,1.1062999999999998,w,2016-09-17,1,0,0,3,-0.43193000000000015,366,19,131,29,76,West Bromwich Albion,EPL,2016
a,0.270862,0.979673,0.270862,0.979673,3,4,1,1,0.6426000000000001,d,2016-09-24,0,1,0,1,-0.7088110000000001,203,26,153,21,76,West Bromwich Albion,EPL,2016
a,0.88211,1.19268,0.88211,1.19268,7,8,1,1,1.02,d,2016-10-01,0,1,0,1,-0.31057,200,10,166,22,76,West Bromwich Albion,EPL,2016
h,1.30365,1.32318,1.30365,1.32318,2,13,1,1,1.3973,d,2016-10-15,0,1,0,1,-0.019530000000000047,325,21,80,19,76,West Bromwich Albion,EPL,2016
a,0.685982,2.2952,0.685982,2.2952,4,13,1,2,0.37770000000000004,l,2016-10-22,0,0,1,0,-1.6092179999999998,366,20,138,17,76,West Bromwich Albion,EPL,2016
h,0.596605,2.48018,0.596605,2.48018,3,13,0,4,0.2733,l,2016-10-29,0,0,1,0,-1.8835749999999998,389,24,169,22,76,West Bromwich Albion,EPL,2016
a,0.78196,0.629678,0.78196,0.629678,1,5,2,1,1.4192,w,2016-11-06,1,0,0,3,0.15228200000000003,266,27,166,19,76,West Bromwich Albion,EPL,2016
h,1.40512,0.571005,1.40512,0.571005,3,2,4,0,2.0702,w,2016-11-22,1,0,0,3,0.8341149999999999,300,14,192,22,76,West Bromwich Albion,EPL,2016
